[00:00:20.236 --> 00:00:22.097]  Welcome to the Info Wars Nightly News.
[00:00:22.137 --> 00:00:25.939]  It is Friday, December 16th, 2016 and I'm Leigh Ann McAdoo.
[00:00:26.039 --> 00:00:26.980]  Here's what's coming up tonight.
[00:00:31.903 --> 00:00:35.045]  Facebook is stepping up its push to censor fake news.
[00:00:35.546 --> 00:00:38.368]  And now George Soros is helping to finance it.
[00:00:39.149 --> 00:00:44.513]  Plus, Tucker Carlson taking on the frauds in the liberal media head-on every day.
[00:00:44.993 --> 00:00:46.034]  When will they learn?
[00:00:46.594 --> 00:00:49.056]  Let me answer the question.
[00:00:49.116 --> 00:00:51.418]  You're not letting me answer the question.
[00:00:51.698 --> 00:00:53.519]  I am trying to answer the question.
[00:00:53.540 --> 00:00:54.640]  This is a little nutty.
[00:00:54.740 --> 00:00:56.482]  Look how much time we are wasting.
[00:00:56.602 --> 00:01:03.707]  Meanwhile, the story continues to rage that Russia influenced our election and is responsible for the WikiLeaks.
[00:01:04.248 --> 00:01:06.029]  Julian Assange says differently.
[00:01:07.050 --> 00:01:10.412]  And then... Who are the faithless electors?
[00:01:10.753 --> 00:01:11.533]  Do they exist?
[00:01:11.934 --> 00:01:14.516]  Will the push for faithless electors be successful?
[00:01:15.156 --> 00:01:21.221]  All this and more as Barack Obama flies to Hawaii for vacation on the InfoWars Nightly News.
[00:01:30.347 --> 00:01:36.952]  In case you haven't heard, InfoWars has become the most influential media outlet in America.
[00:01:37.052 --> 00:01:44.718]  We're making freedom go viral, and now we are proud to announce a new weapon in the epic battle against the globalists.
[00:01:45.039 --> 00:01:55.747]  InfoWars Prime, where you can watch live high-definition feeds of the Alex Jones Show, plus exclusive insider videos from the InfoWars crew and behind-the-scenes
[00:01:56.007 --> 00:01:56.387]  Action!
[00:01:56.427 --> 00:02:00.388]  Go to InfoWars.com forward slash app and download today.
[00:02:00.668 --> 00:02:04.870]  InfoWars Prime is available right now for your iPhone or Android.
[00:02:04.990 --> 00:02:09.511]  You will have access to exclusive videos that you can't see anywhere else.
[00:02:09.891 --> 00:02:15.173]  That means live coverage of events and breaking news on location as it happens.
[00:02:15.433 --> 00:02:22.343]  You can also take advantage of amazing deals from the InfoWars store that are only available for InfoWars Prime subscribers.
[00:02:22.503 --> 00:02:26.589]  That's InfoWars Prime at InfoWars.com forward slash app.
[00:02:26.850 --> 00:02:29.493]  If you can hear my voice, you are the resistance.
[00:03:01.596 --> 00:03:13.778]  Well, by now, everyone out there has heard about this new agenda to curtail the fake news, whatever the establishment deems to be non-important or, of course, counter to whatever agenda it's trying to push.
[00:03:14.258 --> 00:03:17.939]  Well, lo and behold, George Soros once again rears his ugly head.
[00:03:18.479 --> 00:03:25.160]  So we've heard now that Facebook is going to be helping to determine what stories are disputed.
[00:03:25.540 --> 00:03:28.721]  They're partnering up with an organization known as the Poynter Institute.
