[00:00:20.202 --> 00:00:22.268]  Welcome to the Info Wars Nightly News.
[00:00:22.309 --> 00:00:26.100]  It is Thursday, October 6th, 2016 and I'm Leanne McAdoo.
[00:00:26.241 --> 00:00:27.244]  Here's what's coming up tonight.
[00:00:30.899 --> 00:00:36.842]  Tonight, now Russia is talking about making Syria a no-fly zone, threatening to shoot down U.S.
[00:00:36.902 --> 00:00:42.826]  planes if they continue to act as the air force for ISIS, while 44 Afghan troops brought to the U.S.
[00:00:42.846 --> 00:00:44.306]  for training go missing.
[00:00:44.727 --> 00:00:50.190]  Then, we look at the child actor used as a plant for Hillary, throwing her a softball question.
[00:00:50.490 --> 00:00:56.413]  From Hillary to Jeb to the Pope, we look at how they keep using phony plants, because the media helps them get away with it.
[00:00:56.993 --> 00:01:02.957]  And, as Nate Parker's Birth of a Nation is released to theaters, filmmakers are encouraging viewers to rise up.
[00:01:03.098 --> 00:01:07.321]  Making it a bigger issue than it needs to be is a problem.
[00:01:07.821 --> 00:01:15.406]  Get ready for a new wave of racism, and perhaps violence, as Birth of a Nation epitomizes the death of Martin Luther King's dream.
[00:01:15.466 --> 00:01:20.590]  We'll one day live in a nation where they will not be judged by the color of their skin, but by the color of their soul.
[00:01:20.610 --> 00:01:23.272]  All that and more on tonight's InfoWars Nightly News.
[00:01:30.529 --> 00:01:48.982]  Ladies and gentlemen, this Sunday is the biggest presidential debate in United States history, and Infowars.com slash show will have complete coverage for you, starting at four o'clock central with the Alex Jones Show, and then rolling right through the entire debate, even afterwards taking your phone calls.
[00:01:49.302 --> 00:01:52.445]  Hillary Clinton versus Donald Trump, round two, from St.
[00:01:52.485 --> 00:01:54.566]  Louis, Missouri, Washington University.
[00:01:54.786 --> 00:01:56.868]  This is the most anticipated debate
[00:01:57.448 --> 00:01:57.668]  Ever!
[00:01:57.949 --> 00:02:04.994]  And we're going to have complete coverage for you at InfoWars.com slash show and also the new InfoWars live app.
[00:02:05.174 --> 00:02:14.921]  We're going to have boots on the ground and we're going to have the entire InfoWars crew in studio covering the debate, breaking down the things that the two candidates say in live time.
[00:02:15.201 --> 00:02:19.544]  Are you going to be stuck at home watching football or are you going to be engaged in the InfoWar?
[00:02:19.924 --> 00:02:28.272]  InfoWars.com slash show, InfoWars live app, complete coverage of the presidential debate, round two, Hillary Clinton and Donald Trump.
[00:03:02.944 --> 00:03:29.694]  Well, in response to what it's calling leaks in the Western media, leaks of course by the CIA and the Pentagon, that Washington is considering airstrikes in Syria against the Syrian government forces, well now the Russian Defense Ministry is actually saying, hey guys, a little gentle reminder, we've got S-300 and S-400 air defenses in place, they're up and running, ready to go, and you might be surprised by the reach and the radius of these weapons.
[00:03:30.214 --> 00:03:32.656]  So they are effectively letting the U.S.
[00:03:32.837 --> 00:03:47.430]  government know that they're basically setting up their own no-fly zone in Syria, saying, listen, if you put any strikes, target any strikes there in Syria against the government, you are going to be directly putting our forces in danger.
[00:03:47.450 --> 00:03:51.674]  The defense official says that members of the Russian Reconciliation Center are
[00:03:52.495 --> 00:04:06.563]  On the ground there in Syria, they're delivering aid, they're communicating with a large number of communities there in Syria, and so they're not really gonna have enough time to determine a straight line, the exact flight paths of missiles, and then who the warheads belong to.
[00:04:07.024 --> 00:04:12.567]  They're not really gonna have time to figure all this out, and so they're gonna take it out.
[00:04:12.827 --> 00:04:18.751]  If you fire into Syria, they are going to shoot down anything that comes their way.
[00:04:19.911 --> 00:04:23.533]  They're saying any unidentified flying objects.
[00:04:23.953 --> 00:04:27.275]  So this defense official is basically cautioning Washington.
[00:04:27.555 --> 00:04:33.017]  He says, you know, conduct a thorough calculation of the possible consequences of such plans.
[00:04:33.338 --> 00:04:39.981]  Now, we know, you know, back in September, they accidentally took out a target, which Damascus claimed was a blatant aggression.
[00:04:40.581 --> 00:04:46.344]  And they say that moving these missile defense systems is just a purely defensive move.
[00:04:46.744 --> 00:04:48.545]  It's not posing any threat.
