[00:00:20.185 --> 00:00:22.206]  Welcome to the Info Wars Nightly News.
[00:00:22.246 --> 00:00:26.348]  It is Tuesday, December 27th, 2016 and I'm Leanne McAdoo.
[00:00:26.408 --> 00:00:27.368]  Here's what's coming up tonight.
[00:00:31.897 --> 00:00:37.041]  We look at the newly minted Ministry of Truth, the so-called Global Engagement Center.
[00:00:37.141 --> 00:00:42.225]  It was just signed into law over the holidays by Obama with strong Republican support in Congress.
[00:00:42.486 --> 00:00:43.086]  How will it work?
[00:00:43.286 --> 00:00:43.847]  Who will run it?
[00:00:44.167 --> 00:00:45.948]  How will it violate the Constitution?
[00:00:46.108 --> 00:00:50.432]  And why it is not a response to the Russian dog ate my homework narrative.
[00:00:50.772 --> 00:01:00.063]  Then, how new consumer devices, especially those collectively known as the smart home, will erode your privacy, your freedom, and your security in the coming year.
[00:01:00.464 --> 00:01:07.232]  And, technology may take your job also, as the White House assesses the artificial intelligence impact on employment.
[00:01:07.612 --> 00:01:13.314]  They say AI will take between 10% to 1 half of all jobs in the next decade.
[00:01:13.514 --> 00:01:14.955]  But the White House says that's all good.
[00:01:15.215 --> 00:01:20.817]  Because multinational corporations will get more productive and even richer when they don't employ you.
[00:01:21.217 --> 00:01:23.978]  All that and more on tonight's InfoWars Nightly News.
[00:01:30.327 --> 00:01:36.950]  In case you haven't heard, InfoWars has become the most influential media outlet in America.
[00:01:37.050 --> 00:01:44.714]  We're making freedom go viral, and now we are proud to announce a new weapon in the epic battle against the globalists.
[00:01:45.034 --> 00:01:55.739]  InfoWars Prime, where you can watch live, high-definition feeds of the Alex Jones Show, plus exclusive insider videos from the InfoWars crew and behind-the-scenes
[00:01:55.999 --> 00:01:56.379]  Action!
[00:01:56.439 --> 00:02:00.381]  Go to InfoWars.com forward slash app and download today.
[00:02:00.681 --> 00:02:04.863]  InfoWars Prime is available right now for your iPhone or Android.
[00:02:05.003 --> 00:02:09.525]  You will have access to exclusive videos that you can't see anywhere else.
[00:02:09.905 --> 00:02:15.207]  That means live coverage of events and breaking news on location as it happens.
[00:02:15.447 --> 00:02:22.339]  You can also take advantage of amazing deals from the InfoWars store that are only available for InfoWars Prime subscribers.
[00:02:22.499 --> 00:02:26.605]  That's InfoWars Prime at InfoWars.com forward slash app.
[00:02:26.846 --> 00:02:29.510]  If you can hear my voice, you are the resistance.
[00:03:05.626 --> 00:03:11.011]  Well, Obama was giving us a suggestion that there should be some sort of a truthiness filter.
[00:03:11.531 --> 00:03:16.775]  He sort of followed through on that this Christmas weekend while you and your family were preparing for the holidays.
[00:03:17.476 --> 00:03:23.021]  Obama was very busy signing the 2017 National Defense Authorization Act.
[00:03:23.581 --> 00:03:26.422]  This of course, you know, this happens every year right around Christmas.
[00:03:26.483 --> 00:03:30.204]  This is something authorizing $611 billion for the military in 2017.
[00:03:31.265 --> 00:03:33.106]  Nothing too unroutine there.
[00:03:33.966 --> 00:03:40.310]  But the biggest news is what was buried deep inside the provisions of the Defense Authorization Act.
[00:03:41.070 --> 00:03:43.251]  It was a bill to implement the U.S.'
[00:03:43.231 --> 00:03:46.233]  's very own de facto Ministry of Truth.
[00:03:46.793 --> 00:03:48.634]  This has been quietly introduced in Congress.
[00:03:48.674 --> 00:03:52.897]  We did a report on this in June and again last month.
[00:03:54.177 --> 00:03:59.640]  But this is legislation called the Countering Foreign Propaganda and Disinformation Act of 2016.
[00:04:01.241 --> 00:04:07.328]  Marks a further curtailment of press freedom and another avenue to stultify avenues of accurate information.
[00:04:07.809 --> 00:04:15.377]  So it was introduced as HR 5181 seeking a whole government approach without the bureaucratic restrictions.
[00:04:16.138 --> 00:04:22.603]  To counter foreign disinformation and manipulation, they believe this threatens the world's security and stability.
