[00:00:08.803 --> 00:00:11.004]  Waging war on corruption.
[00:00:11.444 --> 00:00:12.784]  It's Alex Jones.
[00:00:13.324 --> 00:00:20.787]  It's the time of the season when love runs high.
[00:00:21.587 --> 00:00:32.870]  In this time, give it to me easy and let me try with pleasured hands to take you in the sun.
[00:00:42.290 --> 00:00:46.793]  The decisions we make will affect countless lives.
[00:00:48.034 --> 00:01:03.185]  King Selman, I thank you for the creation of this great moment in history and for your massive investments in America and its industries and its jobs.
[00:01:04.666 --> 00:01:10.130]  I also thank you for investing in the future of this part of the world.
[00:01:11.474 --> 00:01:20.738]  The fertile region, and it is so fertile, has all of the ingredients for extraordinary success.
[00:01:22.358 --> 00:01:30.562]  A rich history and culture, a young and vibrant people, a thriving spirit of enterprise.
[00:01:31.382 --> 00:01:40.606]  But you can only unlock this future if the citizens of the Middle East are freed from extremism, terror, and violence.
[00:01:41.690 --> 00:01:45.711]  We in this room are the leaders of our peoples.
[00:01:46.891 --> 00:01:50.052]  They look to us for answers and for action.
[00:01:50.833 --> 00:02:01.375]  And when we look back at their faces, behind every pair of eyes is a soul that yearns for justice and yearns for peace.
[00:02:02.756 --> 00:02:10.758]  Today, billions of faces are now looking at us, waiting for us to act on the great question
[00:02:11.718 --> 00:02:12.399]  Of our time.
[00:02:13.840 --> 00:02:18.203]  Will we be indifferent in the presence of evil?
[00:02:19.464 --> 00:02:25.028]  Will we protect our citizens from its violent ideology?
[00:02:26.409 --> 00:02:31.412]  Will we let its venom spread through our societies?
[00:02:32.793 --> 00:02:37.777]  Will we let it destroy the most holy sites on Earth?
[00:02:39.182 --> 00:02:44.764]  If we do not confront this deadly terror, we know what the future will bring.
[00:02:45.144 --> 00:02:51.946]  All right, that is just a minute or so of a 34-minute speech that the President gave about five hours ago in Riyadh, Saudi Arabia.
[00:02:52.707 --> 00:02:57.508]  Is this the President bowing to radical Islam and the fount of it, Saudi Arabia?
[00:02:58.509 --> 00:03:05.431]  Or is this a stroke of genius going in to really get them to become co-opted more to the West
[00:03:07.159 --> 00:03:10.501]  With the promise of more economic development and not having war.
[00:03:11.982 --> 00:03:14.223]  I think that remains to be seen, but I'll say this.
[00:03:14.243 --> 00:03:19.366]  There's a whole controversy brewing out there, and as they say, optics are pretty much everything.
