[00:00:14.623 --> 00:00:15.764]  Big Brother.
[00:00:15.784 --> 00:00:17.024]  Mainstream media.
[00:00:17.564 --> 00:00:18.704]  Government cover-ups.
[00:00:19.425 --> 00:00:20.925]  You want to stop tyranny?
[00:00:21.165 --> 00:00:22.285]  Well, so does he.
[00:00:22.826 --> 00:00:27.507]  Live from the InfoWars.com studios, it's Alex Jones.
[00:00:33.473 --> 00:00:41.576]  Ladies and gentlemen, we are live broadcasting worldwide on this November 26, 2017 Sunday edition.
[00:00:42.376 --> 00:00:43.157]  Thank you for joining us.
[00:00:43.177 --> 00:00:44.317]  I am your host, Alex Jones.
[00:00:44.877 --> 00:00:48.158]  Newswars.com and Infowars.com are the main news sites.
[00:00:48.198 --> 00:00:50.139]  PrisonPlanet.com is the backup.
[00:00:52.000 --> 00:00:54.121]  I hope you don't take this broadcast for granted.
[00:00:55.101 --> 00:00:56.542]  Because, quite frankly, I do.
[00:00:57.862 --> 00:01:00.243]  And I'm my own best bellwether of the problems we face.
[00:01:01.522 --> 00:01:02.922]  I'm our best friend and our worst friend.
[00:01:02.942 --> 00:01:07.284]  I think we all are our best friend and our worst friend at certain times in our lives, respectively.
[00:01:08.964 --> 00:01:13.465]  Because we really do have our finger on the pulse.
[00:01:13.505 --> 00:01:15.166]  We really have studied how they're operating.
[00:01:15.486 --> 00:01:22.008]  We're aware of the gargantuan, massive nature of the attempted crime they're engaged in against humanity.
[00:01:22.308 --> 00:01:30.010]  And the type of scum that have been recruited into these societies of evil to carry out unspeakable activities against their fellow humans.
[00:01:32.142 --> 00:01:48.732]  But then I forget to get on air and really point out to you the massive effect that we're all having together rebooting this republic and bringing up common sense information.
[00:01:50.593 --> 00:01:59.578]  My head is spinning quite frankly right now on where to go and what to cover because I've got too much news here.
[00:02:01.038 --> 00:02:27.749]  If we look at Black Friday and grown men fighting over toy trucks and people getting seriously injured over fake deals, and then you realize that they wouldn't stand up and they wouldn't fight for their own family or their own country, and you see the arrogance, you see the soullessness, you see the sickness in so many people's eyes out there,
[00:02:29.727 --> 00:02:35.568]  A lot of it because modern civilization is so easy it automatically corrupts us.
[00:02:37.789 --> 00:02:49.531]  And I don't sit back and see the decadence of the general public and feel like I'm on some proverbial high mountain like Moses looking down at the sinners running around with their golden calf.
[00:02:55.452 --> 00:02:59.333]  I just wonder what it's like to not know you're fallen
[00:03:01.553 --> 00:03:14.559]  And to not be aware of it, and to wonder why you're not fulfilled, because all you do is chase after things of this world.
[00:03:15.160 --> 00:03:25.745]  And it's not that things of this world are overall bad, it's that if you're only chasing after them and that's your goal, it's empty and you're easily controlled by it.
[00:03:28.066 --> 00:03:29.067]  And the globalists know that.
[00:03:30.003 --> 00:03:31.464]  They want control of your mind.
[00:03:31.484 --> 00:03:33.385]  They want control of your intellect.
[00:03:33.986 --> 00:03:38.509]  They want control of your worldview.
[00:03:38.709 --> 00:03:41.631]  They want control over your will.
[00:03:42.872 --> 00:03:47.775]  And what we're talking about here with the globalists are individuals that want control of our wills.
[00:03:50.517 --> 00:03:56.801]  And that's so fundamental that we have to really guard our wills and guard our spirit
[00:03:58.038 --> 00:04:01.580]  And not let people control and run our destinies.
[00:04:01.941 --> 00:04:06.083]  We have to ask, where is this all coming from?
[00:04:07.704 --> 00:04:09.065]  What is the agenda here?
[00:04:09.886 --> 00:04:10.906]  What is its endgame?
[00:04:12.467 --> 00:04:24.355]  And when you realize that, it's so incredibly empowering, but also at the same time, very, very painful.
[00:04:25.834 --> 00:04:31.541]  You know, I watch mainstream media say that Trump's a liar about this and Trump's a liar about that.
[00:04:31.822 --> 00:04:40.813]  And Trump is so refreshingly honest in almost everything he's done that it isn't about worshipping Trump or some cult of personality.
[00:04:41.474 --> 00:04:42.075]  It's about
[00:04:43.911 --> 00:04:49.677]  The refreshingness of how honest Trump's been, and then it's just so disgusting to see how they lie.
[00:04:50.477 --> 00:04:54.101]  And also the optimism, but also delivering on the optimism.
[00:04:54.681 --> 00:04:59.546]  His Thanksgiving message versus somebody like Bernie Sanders, that's coming up as well.
