[00:00:18.683 --> 00:00:20.585]  Welcome to the Info Wars Nightly News.
[00:00:20.625 --> 00:00:22.186]  It is Friday, March 24th, 2017.
[00:00:22.366 --> 00:00:25.729]  I'm Leanne McAdoo and here's what's coming up tonight.
[00:00:28.671 --> 00:00:37.858]  Tonight, Paul Ryan tucks his tail between his legs and delivers a press conference announcing the delay of the health care bill vote for the second straight day.
[00:00:39.039 --> 00:00:46.164]  Also, more evidence is surfacing that the Obama administration did indeed spy on Donald Trump and his campaign team.
[00:00:47.285 --> 00:00:47.706]  Meanwhile,
[00:00:48.601 --> 00:00:56.305]  The Donald Trump-Russia narrative is deteriorating quickly, but this hasn't stopped political and media hacks from continuing to carry the torch.
[00:00:56.745 --> 00:00:58.406]  Roger Stone joins us with the latest.
[00:00:59.386 --> 00:01:05.309]  And then, Dr. Nick Begich joins us to talk about how big data is being used against everyone.
[00:01:05.469 --> 00:01:13.212]  We need to be able to dial up our congressmen and see what's going on in their office, and if they have something to hide, because they're the ones who have something to hide.
[00:01:14.733 --> 00:01:16.574]  Then we need to rethink this republic.
[00:01:17.546 --> 00:01:21.044]  All that and more tonight on the InfoWars Network.
[00:01:30.347 --> 00:01:36.952]  In case you haven't heard, InfoWars has become the most influential media outlet in America.
[00:01:37.052 --> 00:01:44.718]  We're making freedom go viral, and now we are proud to announce a new weapon in the epic battle against the globalists.
[00:01:45.039 --> 00:01:55.747]  InfoWars Prime, where you can watch live high-definition feeds of the Alex Jones Show, plus exclusive insider videos from the InfoWars crew and behind-the-scenes
[00:01:56.007 --> 00:01:56.387]  Action!
[00:01:56.427 --> 00:02:00.388]  Go to InfoWars.com forward slash app and download today.
[00:02:00.668 --> 00:02:04.870]  InfoWars Prime is available right now for your iPhone or Android.
[00:02:04.990 --> 00:02:09.511]  You will have access to exclusive videos that you can't see anywhere else.
[00:02:09.891 --> 00:02:15.173]  That means live coverage of events and breaking news on location as it happens.
[00:02:15.433 --> 00:02:22.343]  You can also take advantage of amazing deals from the InfoWars store that are only available for InfoWars Prime subscribers.
[00:02:22.503 --> 00:02:26.589]  That's InfoWars Prime at InfoWars.com forward slash app.
[00:02:26.850 --> 00:02:29.493]  If you can hear my voice, you are the resistance.
[00:03:04.167 --> 00:03:11.377]  What we're really worried about is, and you've heard me say this all along, is the coming premium increases that are coming with a death-spiraling healthcare system.
[00:03:12.138 --> 00:03:13.280]  That is my big concern.
[00:03:14.081 --> 00:03:17.005]  We just didn't quite get consensus today.
[00:03:18.227 --> 00:03:20.830]  What we have is a member-driven process to try and get consensus.
[00:03:21.451 --> 00:03:23.734]  We came very close, but we did not get that consensus.
[00:03:23.754 --> 00:03:31.123]  That's why I thought the wise thing to do is not proceed with a vote, but to pull the bill and see what we can do.
[00:03:31.163 --> 00:03:36.330]  But I don't think the law as it is fashioned or anything close to it is really going to be able to survive.
[00:03:37.725 --> 00:03:48.213]  The House Republicans abruptly pulled their rewrite of America's health care law because they did not have the support necessary to get this thing passed.
[00:03:49.014 --> 00:03:54.979]  This House Speaker Ryan rushed to the White House to let President Trump know, hey, it's not looking good for us.
[00:03:55.019 --> 00:03:58.221]  So they went ahead and pulled the bill without having a vote on it.
[00:03:58.682 --> 00:04:00.163]  A lot of people are saying that this is
[00:04:00.883 --> 00:04:04.387]  Uh, this is to give the impression that there wasn't a huge loss here.
[00:04:04.407 --> 00:04:11.916]  That would have been quite embarrassing for House Speaker Ryan if they would have taken this to a vote and it would have been no, ultimately.
