[00:00:18.715 --> 00:00:20.657]  Welcome to the Info Wars Nightly News.
[00:00:20.717 --> 00:00:22.298]  It is Friday, March 17th, 2017.
[00:00:22.658 --> 00:00:25.941]  I'm Leigh Ann McAdoo, and here's what's coming up tonight.
[00:00:28.903 --> 00:00:33.627]  Tonight, the Trump administration is taking a different approach to North Korea.
[00:00:34.107 --> 00:00:38.671]  They will not be tolerant, and they will not be pushed around by the North Korean dictatorship.
[00:00:39.812 --> 00:00:47.558]  Also, the recent revelations about the CIA have Congress in a tizzy, doing everything they can to try and save face.
[00:00:48.769 --> 00:00:54.174]  Meanwhile, 23% of public schools are now populated by immigrant households.
[00:00:54.715 --> 00:00:59.119]  But now, immigrants are actually trying to populate households that aren't theirs.
[00:00:59.839 --> 00:01:08.648]  And then, musician Kaya Jones speaks out on what it is like to be a Trump supporter in the music industry and what motivated her to go public.
[00:01:09.737 --> 00:01:11.258]  We don't talk about our political views.
[00:01:11.498 --> 00:01:14.139]  Everyone kind of just stays mum to the word.
[00:01:14.159 --> 00:01:17.020]  A lot of the reasons I even left the Pussycat Dolls.
[00:01:17.340 --> 00:01:20.682]  All that and more tonight on the InfoWars Nightly News.
[00:01:30.347 --> 00:01:36.952]  In case you haven't heard, InfoWars has become the most influential media outlet in America.
[00:01:37.052 --> 00:01:44.718]  We're making freedom go viral, and now we are proud to announce a new weapon in the epic battle against the globalists.
[00:01:45.039 --> 00:01:55.747]  InfoWars Prime, where you can watch live high-definition feeds of the Alex Jones Show, plus exclusive insider videos from the InfoWars crew and behind-the-scenes
[00:01:56.007 --> 00:01:56.387]  Action!
[00:01:56.427 --> 00:02:00.388]  Go to InfoWars.com forward slash app and download today.
[00:02:00.668 --> 00:02:04.870]  InfoWars Prime is available right now for your iPhone or Android.
[00:02:04.990 --> 00:02:09.511]  You will have access to exclusive videos that you can't see anywhere else.
[00:02:09.891 --> 00:02:15.173]  That means live coverage of events and breaking news on location as it happens.
[00:02:15.433 --> 00:02:22.343]  You can also take advantage of amazing deals from the InfoWars store that are only available for InfoWars Prime subscribers.
[00:02:22.503 --> 00:02:26.589]  That's InfoWars Prime at InfoWars.com forward slash app.
[00:02:26.850 --> 00:02:29.493]  If you can hear my voice, you are the resistance.
[00:03:04.065 --> 00:03:05.066]  Let me be very clear.
[00:03:06.427 --> 00:03:08.788]  The policy of strategic patience has ended.
[00:03:10.249 --> 00:03:14.712]  We're exploring a new range of diplomatic, security, and economic measures.
[00:03:15.632 --> 00:03:16.873]  All options are on the table.
[00:03:18.274 --> 00:03:19.455]  There you go, Kim Jong-un.
[00:03:19.495 --> 00:03:28.443]  There is a new sheriff in town that was Secretary of State Rex Tillerson letting the dictator know that he is dealing with a different Washington.
[00:03:28.483 --> 00:03:32.386]  They are taking a complete overhaul on the policy of dealing with North Korea.
[00:03:32.686 --> 00:03:38.051]  This is in the face of continued threats from North Korea, threatening their neighbors.
[00:03:38.571 --> 00:03:42.695]  So now we have the Secretary of State saying, look, all options are on the table.
[00:03:43.255 --> 00:03:43.955]  I think so.
[00:04:02.202 --> 00:04:10.066]  He urged China also to cease its economic retaliation against South Korea over its plan to host a U.S.
[00:04:10.146 --> 00:04:15.229]  missile shield here, calling it unnecessary, inappropriate and troubling.
[00:04:15.529 --> 00:04:20.411]  So, of course, you know, we're trying to deal with China as if they're kind of one of our allies there.
[00:04:20.772 --> 00:04:26.454]  But whenever it comes time to get to the negotiating table, they basically just come back and say, this is what North Korea wants.
[00:04:26.615 --> 00:04:27.335]  So do it.
[00:04:27.595 --> 00:04:30.777]  They're kind of playing both sides here in this game.
[00:04:31.797 --> 00:04:35.860]  Now, obviously they don't want to ramp it up and take military action.
[00:04:35.880 --> 00:04:42.245]  He was very, very clear there in saying that he wants to maintain the peace in this area.
[00:04:43.165 --> 00:04:53.433]  But he does say preemptive military action against North Korea is possible if they elevate the threat of their weapons program to a level that we believe requires action.
[00:04:53.573 --> 00:04:56.175]  Again, he says all options are on the table.
[00:04:56.835 --> 00:05:03.905]  And as if to underline Tillerson's remarks, President Trump actually tweeted out that North Korea is behaving very badly.
[00:05:04.285 --> 00:05:06.929]  China has done little to help.
[00:05:07.810 --> 00:05:12.536]  And he also kind of referred back to how the Obama administration was hoping that it sanctions
[00:05:13.137 --> 00:05:13.297]  What's
[00:05:32.870 --> 00:05:42.193]  Dictator they were dealing with because with these crippling sanctions Kim Jong-un basically goes out to his people and says look We've got crippling sanctions put against us.
[00:05:42.553 --> 00:05:53.416]  You guys are gonna have to deal with a season of eating grass He actually told his people that they were gonna have to be eating blades of grass They should be thankful for the grass and that's that's what it is.
[00:05:53.476 --> 00:05:56.517]  So I mean that's the type of dictator that we're dealing with here and
[00:05:57.731 --> 00:06:01.214]  Now Tillerson also went with his first public engagement in Japan.
[00:06:01.234 --> 00:06:11.582]  They are children, school children, they're actually holding their first missile drill test in fears that North Korea could launch a missile there at the island.
