[00:00:16.222 --> 00:00:18.368]  Waging war on corruption.
[00:00:18.829 --> 00:00:20.273]  It's Alex Jones.
[00:00:49.652 --> 00:00:51.413]  My friends, thank you for joining us.
[00:00:51.653 --> 00:00:53.855]  It's already Tuesday, the fifth day of December 2017.
[00:00:54.515 --> 00:01:03.382]  I'm going to be live here the next four hours, as we are, every single weekday from 11 a.m.
[00:01:03.922 --> 00:01:04.523]  to 3 p.m.
[00:01:04.603 --> 00:01:05.023]  Central.
[00:01:05.143 --> 00:01:07.225]  And of course, we have the other live broadcasts.
[00:01:07.245 --> 00:01:18.193]  You can find all the details on from the Real News with David Knight to the War Room with Owen Schroer at Infowars.com forward slash show and radio stations and TV stations, a growing list across the country.
[00:01:19.355 --> 00:01:21.155]  I feel like I am in heaven right now.
[00:01:22.276 --> 00:01:35.379]  I've just gotten so busy over the years that slowly ND filters got turned up on the cameras in here, where we were like in the blazing noon sun in the Sahara Desert.
[00:01:36.679 --> 00:01:41.900]  And then I, about a year and a half ago, I said, let's order some of these lights that aren't in the blue spectrum.
[00:01:41.920 --> 00:01:45.381]  And then those got on back order, never came, and we ordered another place.
[00:01:46.081 --> 00:01:48.562]  It's weird trying to get equipment, especially specialty equipment.
[00:01:49.653 --> 00:02:03.522]  But then finally, yesterday, some of the crew spent hours up here last night turning the cameras way down and turning the irises up and turning the lights way down.
[00:02:03.542 --> 00:02:06.144]  And I feel like I am on vacation right now.
[00:02:06.764 --> 00:02:11.968]  Because sometimes it's so bright in here that I feel like I'm hung up.
[00:02:13.547 --> 00:02:15.448]  By my wrist, you know, being interrogated.
[00:02:17.088 --> 00:02:18.709]  So this is going to be great.
[00:02:19.169 --> 00:02:23.130]  Really, really excited about the changes they've made in the studio.
[00:02:23.910 --> 00:02:31.873]  It's also fun to have some footage from downtown Austin, the city I come to you from, of the Christmas tree.
[00:02:32.593 --> 00:02:40.416]  And I tweeted out some photos of myself decorating the Christmas tree last night with my children and my parents.
[00:02:42.233 --> 00:02:44.936]  And with my sister, who came over visiting with her fiancé.
[00:02:47.278 --> 00:02:52.023]  And the leftists went, oh, we're not trying to get rid of Christmas.
[00:02:52.063 --> 00:02:54.825]  We're not attacking Christians, Jones.
[00:02:55.466 --> 00:02:57.508]  Quit acting like you own Christmas.
[00:02:57.588 --> 00:03:00.050]  Quit acting like there's a war on it.
[00:03:00.951 --> 00:03:02.413]  Went all over the country.
[00:03:03.541 --> 00:03:13.489]  They're not saying Merry Christmas and they're attacking Christianity and demonizing Western civilization and saying that whiteness is inherently evil and that Islam is good.
[00:03:13.509 --> 00:03:18.773]  I mean, quit pretending like you're not foaming at the mouth extremists.
[00:03:20.674 --> 00:03:21.675]  That's what it really comes down to.
[00:03:21.795 --> 00:03:23.597]  Quit pretending like that.
[00:03:24.457 --> 00:03:31.563]  Listen, that said, ladies and gentlemen, we have just unbelievable developments here today with
[00:03:33.081 --> 00:03:36.984]  Anti-Trump FBI agent saved Hillary from prison.
[00:03:37.804 --> 00:03:42.007]  I don't think that the headline on Infowars.com and Newswars.com is even strong enough.
[00:03:43.368 --> 00:03:56.137]  The FBI agents that have been removed off of the probe because they were such minions of Hillary are the ones that let her make false statements to them and are the ones that covered it up.
