[00:00:18.746 --> 00:00:19.547]  Good evening, everyone.
[00:00:19.587 --> 00:00:21.388]  Welcome to the InfoWars Nightly News.
[00:00:21.488 --> 00:00:22.389]  I'm Darren McBreen.
[00:00:22.469 --> 00:00:27.513]  It is Thursday, February 9th, 2017, and here's a quick look at what's coming up.
[00:00:30.795 --> 00:00:34.138]  Tonight, what is the greatest threat to America?
[00:00:34.338 --> 00:00:35.098]  Cyber attacks?
[00:00:35.459 --> 00:00:36.499]  Stock market crash?
[00:00:36.640 --> 00:00:38.261]  Or the progressive liberal agenda?
[00:00:39.745 --> 00:00:40.246]  I'm good.
[00:00:55.163 --> 00:00:58.367]  Polls indicate it is themselves that is not trusted.
[00:00:58.907 --> 00:01:02.491]  Meanwhile, Jeff Sessions is sworn in as Attorney General.
[00:01:02.831 --> 00:01:10.680]  Despite everything the left tried, protests, false narratives, speaking against him on the floor, Sessions is the new AG.
[00:01:10.960 --> 00:01:14.564]  All that and more tonight on the InfoLores Nightly News.
[00:01:30.347 --> 00:01:36.952]  In case you haven't heard, InfoWars has become the most influential media outlet in America.
[00:01:37.052 --> 00:01:44.718]  We're making freedom go viral, and now we are proud to announce a new weapon in the epic battle against the globalists.
[00:01:45.039 --> 00:01:55.747]  InfoWars Prime, where you can watch live, high-definition feeds of the Alex Jones Show, plus exclusive insider videos from the InfoWars crew and behind-the-scenes
[00:01:56.007 --> 00:01:56.387]  Action!
[00:01:56.427 --> 00:02:00.388]  Go to InfoWars.com forward slash app and download today.
[00:02:00.668 --> 00:02:04.870]  InfoWars Prime is available right now for your iPhone or Android.
[00:02:04.990 --> 00:02:09.511]  You will have access to exclusive videos that you can't see anywhere else.
[00:02:09.891 --> 00:02:15.173]  That means live coverage of events and breaking news on location as it happens.
[00:02:15.433 --> 00:02:22.343]  You can also take advantage of amazing deals from the InfoWars store that are only available for InfoWars Prime subscribers.
[00:02:22.503 --> 00:02:26.589]  That's InfoWars Prime at InfoWars.com forward slash app.
[00:02:26.850 --> 00:02:29.493]  If you can hear my voice, you are the resistance.
[00:03:01.263 --> 00:03:13.028]  This is an island that, at its widest level, is what, 12 miles from shore to shore?
[00:03:13.048 --> 00:03:29.094]  And at its smallest level, or smallest location, it's 7 miles between one shore and the other.
[00:03:30.265 --> 00:03:31.085]  Is that correct?
[00:03:31.706 --> 00:03:37.648]  I don't have the exact dimensions, but to your point, sir, I think Guam is a small island.
[00:03:37.688 --> 00:03:50.594]  My fear is that the whole island will become so overly populated that it will tip over and capsize.
[00:03:58.010 --> 00:03:59.771]  I stand here as a freed slave.
[00:03:59.851 --> 00:04:09.135]  We've seen nothing that I can work with President Bush on and I'm disappointed because I thought that there might be some interest
[00:04:09.591 --> 00:04:11.492]  Because of what he said in the campaign.
[00:04:11.672 --> 00:04:13.233]  What are we going to do?
[00:04:13.854 --> 00:04:32.125]  How can a president who is acting in the manner that he's acting, whether he's talking about the travel ban, the way that he's targeting Muslims, or whether he's talking about his relationship to Putin and the Kremlin, and knowing that they have hacked our
[00:04:33.106 --> 00:04:48.973]  DCCC and DNC and knowing that he is responsible for supplying the bombs that killed innocent children and families in... What is Aleppo?
[00:04:49.173 --> 00:04:49.953]  Yeah, in Aleppo.
[00:04:50.113 --> 00:04:51.494]  You are correct.
[00:04:59.625 --> 00:05:09.735]  The fact that he is wrapping his arms around Putin while Putin is continuing to advance into Korea.
