[00:00:10.544 --> 00:00:11.305]  Big Brother.
[00:00:12.667 --> 00:00:13.928]  Mainstream media.
[00:00:15.450 --> 00:00:16.571]  Government cover-ups.
[00:00:17.953 --> 00:00:18.994]  Do you want answers?
[00:00:20.035 --> 00:00:20.976]  Well, so does he.
[00:00:21.857 --> 00:00:28.164]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[00:00:31.104 --> 00:00:33.206]  It is Sunday, the 22nd day of October 2017.
[00:00:33.286 --> 00:00:37.851]  We're going to be live here as we are each Sunday, 4 to 6 p.m.
[00:00:37.891 --> 00:00:38.271]  Central.
[00:00:38.291 --> 00:00:40.393]  Then, Lord willing, I'll be back tomorrow, 11 a.m.
[00:00:40.433 --> 00:00:41.895]  Central, at 3 p.m.
[00:00:42.015 --> 00:00:51.844]  with the Alex Jones Show, with yours truly, don't forget, David Knight kicks it all off here with our live broadcast on radio and TV, simulcast at 8 a.m.
[00:00:51.864 --> 00:00:54.487]  in the morning, and then my broadcast is followed at 3 p.m.
[00:00:54.527 --> 00:00:55.528]  by The War Room with Owen Schroer.
[00:00:57.526 --> 00:01:05.410]  Man, Vegas is definitely a cover-up of multiple shooters, just like my sources in the FBI said when the bodies weren't even cold, sadly, three weeks ago.
[00:01:05.790 --> 00:01:06.631]  That's all coming out.
[00:01:06.691 --> 00:01:10.653]  Vegas bombshell video shows 17 ambulances pulling bodies out of Hooters.
[00:01:11.153 --> 00:01:12.574]  I mean, there were shootings all over.
[00:01:12.614 --> 00:01:13.775]  The real numbers are being covered up.
[00:01:14.575 --> 00:01:19.778]  DARPA's come out and admitted at the World Economic Forum they can mind-control you with waves from a distance.
[00:01:19.818 --> 00:01:20.518]  That's coming up.
[00:01:20.999 --> 00:01:21.899]  And so much more.
[00:01:21.919 --> 00:01:23.260]  Trump's got the globalists on the run.
[00:01:23.520 --> 00:01:24.741]  But first, a key
[00:01:25.501 --> 00:01:30.265]  Report, ladies and gentlemen, dealing with convicted pedophiles still working in Hollywood.
[00:01:33.347 --> 00:01:41.853]  At this very moment, a convicted child molester is in close proximity to child actors directing them in a fantasy of his own making.
[00:01:41.933 --> 00:01:51.680]  This idea about a boy who could touch people and see how they die and how it would affect his life and how it was a mystery to him most of his life.
[00:01:52.581 --> 00:01:58.707]  And I thought, well why don't we let him find out why and let it be the most awful thing he should have never found out to begin with.
[00:01:58.747 --> 00:02:00.348]  So we kind of just ran with it like that.
[00:02:00.809 --> 00:02:07.695]  A product of Miramax and Disney, praised and supported by film industry icons like Francis Ford Coppola.
[00:02:07.975 --> 00:02:13.719]  Victor Salva was convicted of molesting the star of his debut movie, Clown House, back in 1988.
[00:02:14.359 --> 00:02:21.664]  The actor, speaking of his abuse, Nathan Forrest Winters said of Salva, It was very calculated and a long process, as it is with most pedophiles.
[00:02:30.089 --> 00:02:37.494]  Regardless that Salva spent three years in prison for the molestation, his career resumed after he was released.
[00:02:37.674 --> 00:02:49.001]  In a recent film of Salva's titled Jeepers Creepers 3, Salva even wrote a scene in normalizing the sexual abuse between a stepfather and his stepdaughter.
[00:02:49.261 --> 00:02:56.646]  Salva's latest film, Old Hag Syndrome, is described as a psychological thriller centered around the nightmares of children.
[00:02:56.706 --> 00:02:57.787]  Kit Daniels writes,
[00:02:57.987 --> 00:03:09.914]  Not long after the Walt Disney Company bought Bob and Harvey Weinstein's company Miramax in 1993, convicted child molester Victor Salva was pegged to direct Disney's film Powder.
[00:03:10.134 --> 00:03:19.559]  This is important to note because Disney now faces potential lawsuits for doing nothing about Harvey Weinstein's alleged predatory behavior.
[00:03:19.699 --> 00:03:26.202]  If Disney knew or had reason to know and Weinstein stayed on with Disney to helm Miramax until 2005.
[00:03:27.383 --> 00:03:35.285]  The LA Times reported on October 31st, 1995, as controversy swirled around filmmaker Victor Salva.
[00:03:35.405 --> 00:03:42.147]  Salva's agents said that a good showing at the box office may salvage the 37-year-old director's career.
[00:03:42.267 --> 00:03:44.728]  At least three studios are meeting with him.
[00:03:44.928 --> 00:03:47.329]  One has already given Victor scripts to read.
[00:03:47.589 --> 00:03:55.651]  Three studios had no problem hiring a convicted child molester as long as he produced a good showing at the box office.
[00:03:55.951 --> 00:04:01.798]  Is it any surprise, then, how Weinstein was able to get away with his reported behavior for decades?
[00:04:02.198 --> 00:04:15.293]  Meanwhile, Harvey Weinstein, according to Page Six, is arriving to his group therapy sessions 15 minutes late, and when it was his turn to speak, launched into a speech about how this is all a conspiracy against him.
[00:04:15.974 --> 00:04:24.947]  In related Hollywood implosion news, Jeff Bezos had known for two years about ousted Amazon Studios chief Roy Price's behavior.
[00:04:25.367 --> 00:04:31.216]  On top of Price's sexual power trips, he was also trying to get his own sketchy show off the ground.
[00:04:31.596 --> 00:04:44.442]  About a young woman who is sold into sex slavery to a psychotic imperial Thai dwarf named Mr. Goodtimes, where she is drugged, bashed with a machete, and told she will be assaulted like a dead fish.
[00:04:44.842 --> 00:04:50.605]  Is it just me or does it seem like Hollywood should be injected with a huge dose of penicillin?
[00:04:50.905 --> 00:04:56.708]  Seven black athletes and one white guy, James Toback, with 15 to 20 girls a day in and out of the house.
[00:04:57.068 --> 00:04:58.669]  Pre-AIDS era, I should add.
[00:04:59.069 --> 00:05:00.290]  Everybody going crazy.
[00:05:00.350 --> 00:05:01.830]  No one ever forced to do anything.
[00:05:01.850 --> 00:05:02.531]  We'll be back, folks.
[00:05:02.571 --> 00:05:03.011]  Stay with us.
[00:05:04.810 --> 00:05:08.231]  Thousands of years ago, there was a basic form of chivalry.
[00:05:08.591 --> 00:05:15.692]  Our ancestors would hear the drums of war, giving the warriors of the tribe a chance to organize and prepare a defense.
[00:05:16.312 --> 00:05:24.714]  Sixty years ago, when foreign air forces were approaching filled with bombs, they had drums of their own, air raid sirens.
[00:05:24.954 --> 00:05:31.535]  But in the 21st century, there are silent weapons for quiet war, pathogens added to the food and water,
[00:05:31.835 --> 00:05:38.778]  To the lining of plastics that destroy our vitality, turn off our hormones, and accelerate our journey towards death.
[00:05:39.198 --> 00:05:42.419]  I personally counter this onslaught with Anthroplex.
[00:05:42.599 --> 00:05:53.643]  Anthroplex is designed with known, organic, concentrated herbs to create the basic foundation to normal metabolic activity inside the human body.
[00:05:53.763 --> 00:05:56.403]  Discover why Anthroplex is turning so many heads today.
[00:05:56.624 --> 00:05:59.604]  It's time for us to take our bodies back into our own hands.
[00:05:59.724 --> 00:06:02.705]  And it starts at Infowarslife.com with Anthroplex.
[00:06:11.426 --> 00:06:13.506]  Waging war on corruption.
[00:06:15.007 --> 00:06:17.647]  It's Alex Jones.
[00:06:17.787 --> 00:06:21.448]  Coming to you live from the front lines of the Infowar.
[00:06:35.959 --> 00:06:40.141]  The 22nd day of October 2017, year of our Lord.
