[00:00:07.113 --> 00:00:09.256]  Waging war on corruption.
[00:00:09.816 --> 00:00:14.922]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:00:23.345 --> 00:00:31.548]  The globalists are a bunch of entitled nobodies that were handed power by the robber baron class in the last hundred years.
[00:00:31.828 --> 00:00:43.433]  They were handed power to try to control the population and all they've done is screwed everything up and basically created a lot of unintentional comedy as they get more and more insane.
[00:00:44.093 --> 00:00:50.216]  Like Morgan Freedman coming out yesterday and saying that basically we are at war with Russia.
[00:00:51.036 --> 00:00:56.339]  He basically then goes on to declare war on Russia and says they're our enemy.
[00:00:57.399 --> 00:01:04.503]  It's the same talking point that they have put out on many other outlets, many other publications, from GQ to CNN.
[00:01:05.084 --> 00:01:06.484]  Keith Olbermann's been spouting it.
[00:01:06.825 --> 00:01:07.785]  Russians scum!
[00:01:08.025 --> 00:01:09.846]  We are now at war with Russia!
[00:01:10.186 --> 00:01:11.287]  We are at war!
[00:01:11.407 --> 00:01:13.008]  These are quotes from Morgan Freedman.
[00:01:14.189 --> 00:01:22.851]  And they just follow the same insane, beyond McCarthy-ite statement, because McCarthy was right about the Democratic Party and the Russians when some of them were communists back then.
[00:01:24.251 --> 00:01:25.311]  And their government was led by it.
[00:01:26.111 --> 00:01:27.231]  It is amazing.
[00:01:27.291 --> 00:01:27.951]  That's all coming up.
[00:01:28.452 --> 00:01:32.272]  And video of Hillary saying she's the modern-day Paul Revere.
[00:01:32.952 --> 00:01:33.953]  Yes, I'm not joking.
[00:01:33.993 --> 00:01:35.813]  I talk about unintentional comedy.
[00:01:35.893 --> 00:01:36.393]  There it is.
[00:01:36.613 --> 00:01:37.573]  It's very sickening.
[00:01:37.933 --> 00:01:41.474]  That's up on NewsWars.com and InfoWars.com.
[00:01:43.100 --> 00:01:45.602]  Tucker Carlson is on fire in a clip we're gonna play.
[00:01:45.922 --> 00:01:59.411]  He says we live in a country with deeply corrupt institutions breaking down the illegal spying on Trump and on his coterie of advisors and campaign officials.
[00:02:00.051 --> 00:02:01.512]  Caught red-handed.
[00:02:02.953 --> 00:02:07.216]  And we have an epic fail video coming up of late-night comedy.
[00:02:08.256 --> 00:02:09.377]  Late-night comedy.
[00:02:11.661 --> 00:02:36.485]  so-called teleprompter reader programs where they sit there and engage in comedy about as funny as your neighbor's dog going to the bathroom on your front lawn and just demonize America, demonize flyover country, demonize Christians and lie about Trump and say over and over again he's an idiot, he's a liar, he's a scumbag, he's a fool, nobody tapped him, nobody tapped Trump Tower, nobody
[00:02:37.571 --> 00:02:47.734]  Tap is campaign chairman, and now we know that Trump was absolutely correct, because it's all coming out in court, and it's all coming out in congressional investigations.
[00:02:47.774 --> 00:02:55.997]  They were using the FISA court, they were using the FBI, they were using the Justice Department, and that's just what we know about.
[00:02:56.577 --> 00:03:02.839]  But remember, we saw James Clapper, the guy that a few years ago said, we don't spy on any Americans ever.
[00:03:05.359 --> 00:03:06.940]  Which was total perjury.
[00:03:07.864 --> 00:03:12.005]  He's the same guy making the rounds going, oh no, no, no, no, no.
[00:03:12.425 --> 00:03:14.085]  We've never spied on Trump.
[00:03:14.966 --> 00:03:17.206]  And of course, he's been proven to be a liar.
[00:03:17.606 --> 00:03:20.087]  Talk about egg on their face.
[00:03:20.767 --> 00:03:28.929]  He's another doddering, arrogant nobody who was put there by the corrupt establishment because he'll engage in any criminal activity he can.
