[00:00:16.593 --> 00:00:17.354]  Big Brother.
[00:00:17.735 --> 00:00:18.976]  Mainstream media.
[00:00:19.537 --> 00:00:20.618]  Government cover-ups.
[00:00:21.459 --> 00:00:22.841]  You want to stop tyranny?
[00:00:23.121 --> 00:00:24.263]  Well, so does he.
[00:00:24.784 --> 00:00:29.470]  Live from the InfoWars.com studios, it's Alex Jones.
[00:00:33.035 --> 00:00:37.317]  We're going to do things a little bit different on this live Sunday Global Transmission.
[00:00:38.297 --> 00:00:40.718]  I'm going to open the phones up very, very early.
[00:00:40.758 --> 00:00:44.239]  In fact, to the third segment of the broadcast here in about 20 minutes.
[00:00:45.080 --> 00:00:47.921]  Macron, the youngest French president ever.
[00:00:48.441 --> 00:00:50.842]  Napoleon in makeup is what they're calling him.
[00:00:50.902 --> 00:00:54.443]  Just won by 65 to 35 percent, more than a 20 percent.
[00:00:58.524 --> 00:01:00.665]  Lead on Marie Le Pen.
[00:01:00.705 --> 00:01:01.505]  Now here's the deal.
[00:01:01.545 --> 00:01:04.825]  I looked at the scientific polls and I read the fine print on them.
[00:01:06.666 --> 00:01:07.966]  How they carry the polls out.
[00:01:07.986 --> 00:01:10.127]  The methodology as they call it.
[00:01:11.367 --> 00:01:18.869]  And she was dead heat behind or ahead of him in polls that were giving him 5, 10, 15, 20 points depending on the poll.
[00:01:19.969 --> 00:01:24.230]  So something is rotten in the state of the Parisian capital today.
[00:01:25.305 --> 00:01:32.988]  Now it's already basically midnight in Paris and they have announced that Macron has won the French presidency by an emphatic margin.
[00:01:34.448 --> 00:01:35.489]  Two things happened here.
[00:01:37.049 --> 00:01:39.430]  Either the French capitulated like they did to Hitler.
[00:01:42.451 --> 00:01:43.632]  Oh, you can search engine.
[00:01:44.172 --> 00:01:48.854]  Two weeks after the French lost to Hitler, their main military stood down on the Maginot Line.
[00:01:49.354 --> 00:01:52.095]  The British Expeditionary Force fled to the coast in Dunkirk.
[00:01:53.948 --> 00:01:57.951]  Most of the French military leadership just signed up as Nazis.
[00:01:57.971 --> 00:02:03.134]  They'd done it before the war even started, as covert agents, and became the Vichy French down in the south of France.
[00:02:03.434 --> 00:02:05.816]  That's how France was run by the Nazis so quickly.
[00:02:06.596 --> 00:02:09.358]  There wasn't a French resistance the last year or so of the war.
[00:02:09.798 --> 00:02:16.623]  So either France is just sold out to Germany again, as Le Pen said, you'll either be ruled by me as a woman or by Angela Merkel.
[00:02:16.903 --> 00:02:18.164]  She said that in last week's debate.
[00:02:19.631 --> 00:02:31.000]  Either they have just wanted to be trendy, they want their pension funds, they want to be ruled by the EU, they just believe the lie of going along with the system, and they're playing into the froggy penchant for surrender.
[00:02:32.141 --> 00:02:40.328]  Or, as the poll numbers show, there was massive election fraud up on Real Alex Jones on Twitter, also on our Prison Planet Live Twitter with Paul Watson.
[00:02:40.708 --> 00:02:46.293]  We have the news and the reports there where they were sending out ballots with no Marie LePen on them all over the country.
[00:02:47.631 --> 00:02:50.492]  So, this just got announced the last 45 minutes.
[00:02:50.652 --> 00:02:57.354]  I mean, when I started doing live feeds earlier on Facebook and YouTube, it was postulated that he was the winner with the landslide.
[00:02:57.714 --> 00:02:59.795]  Now he is the winner.
[00:02:59.815 --> 00:03:04.616]  Emmanuel Macron, Mr. Macron, he is now the winner.
[00:03:05.937 --> 00:03:07.357]  This will be a day long remembered.
[00:03:08.499 --> 00:03:24.769]  We've seen, I mean, there's photos, you can Google these, of him at the knees, worshipping, on his knees, to Angela Merkel, who's opened the borders up to the Islamicists, who is absolutely letting Europe be captured by Islam, who is merging the EU with the Muslim countries.
[00:03:24.829 --> 00:03:26.250]  This is incredible.
[00:03:27.531 --> 00:03:28.491]  So that's all coming up.
[00:03:28.531 --> 00:03:29.512]  I want to take your calls.
[00:03:29.872 --> 00:03:32.674]  Also, I have challenged Stephen Colbert to be a man.
