[00:00:18.680 --> 00:00:20.546]  Welcome to the InfoWars Nightly News.
[00:00:20.907 --> 00:00:21.569]  I'm David Knight.
[00:00:21.769 --> 00:00:22.752]  It's Friday, July 28th, 2017.
[00:00:22.812 --> 00:00:23.615]  Here are our top stories.
[00:00:28.637 --> 00:00:30.718]  Tonight, you heard it here first.
[00:00:31.679 --> 00:00:40.983]  Roger Stone broke the news three days ago on InfoWars of a major White House shakeup, saying Priebus was out and discussing the three likely replacements.
[00:00:41.863 --> 00:00:44.205]  Roger joins us tonight to break down what's next.
[00:00:45.025 --> 00:00:56.530]  Then, the false left versus right paradigm is on full display for all to see, as Songbird McCain betrays Americans and saves Obamacare.
[00:00:57.251 --> 00:00:57.391]  And,
[00:00:58.652 --> 00:01:00.714]  The government finally gets what it wanted.
[00:01:01.335 --> 00:01:06.139]  Baby Charlie Gard has died after being held hostage by the British courts.
[00:01:06.880 --> 00:01:09.262]  And what's next for you New World Order slaves?
[00:01:09.562 --> 00:01:18.311]  Britain joins France to announce a coming ban on internal combustion engines, so that only remote control battery-operated boxes will be allowed.
[00:01:19.912 --> 00:01:22.775]  All that and more on tonight's InfoWars Nightly News.
[00:01:30.492 --> 00:01:35.355]  As most of you already know, I am a voracious consumer of news and information.
[00:01:36.476 --> 00:01:47.404]  And in the last four or five years, doing more and more research, I came across the fact that the elite, the establishment, the science community is fully aware of the fact
[00:01:47.984 --> 00:01:53.667]  That our ancient ancestors, in many cases, had much better nutrition than we do today.
[00:01:54.387 --> 00:02:02.310]  And our ancient ancestors sought out the bones of the animals that they were hunting, killing, and then processing.
[00:02:02.611 --> 00:02:11.815]  And that they went for the bones first, knowing that they were full of the vital essence in the marrow, but also in the bone structure itself.
[00:02:12.615 --> 00:02:18.804]  And so I set out, working with the top formulator in the country, to develop Caveman.
[00:02:19.225 --> 00:02:27.317]  But to not just have concentrated bone broth from chicken, but seven other superfood ingredients.
[00:02:27.817 --> 00:02:32.041]  known for cleansing and supercharging the body.
[00:02:32.622 --> 00:02:34.904]  Infowars isn't just fighting the globalists.
[00:02:35.004 --> 00:02:43.532]  We're getting results and we're expanding in the face of the complete media assault and winning because of your support.
[00:02:43.932 --> 00:02:49.655]  Because of you praying for the broadcast, because of you buying the products and financially supporting the transmissions.
[00:02:49.915 --> 00:02:55.577]  So please, secure your caveman today at Infowarslife.com or by calling toll free 888-253-3139.
[00:03:04.093 --> 00:03:10.300]  Major breaking news today as there is a big shakeup in the White House and you heard it here first on InfoWars on Tuesday.
[00:03:10.780 --> 00:03:25.055]  We talked to Roger Stone who broke the news as everybody was focused on Attorney General Sessions being the one who Donald Trump was tweeting about multiple times saying he's beleaguered, he's very weak, he's not coming after these people who need to be prosecuted.
[00:03:25.976 --> 00:03:27.297]  Maybe he's going to be around.
[00:03:27.317 --> 00:03:29.458]  We talked to Roger Stone about this breaking news.
[00:03:29.478 --> 00:03:31.339]  We're going to have that right after this segment.
[00:03:31.479 --> 00:03:35.221]  But Roger broke the news that it was going to be the White House Chief of Staff.
[00:03:35.261 --> 00:03:36.522]  He was the first person to say that.
[00:03:36.862 --> 00:03:38.183]  And he gave us three names.
[00:03:38.263 --> 00:03:41.645]  And now that name, one of the three names, General Kelly.
[00:03:42.125 --> 00:03:44.667]  It has been chosen to be the White House Chief of Staff.
[00:03:44.767 --> 00:03:50.431]  NBC News reports Trump ousts Chief of Staff Priebus and installs retired General Kelly, a four-star general.
[00:03:50.471 --> 00:03:55.934]  They say he's pledged to crack down on leaks that he suspected had come from Priebus.
[00:03:57.055 --> 00:04:04.480]  According to NBC News, they believe that what ultimately doomed Priebus was the failure of congressional Republicans to repeal Obamacare.
[00:04:04.980 --> 00:04:06.661]  The source told them he failed.
