[00:00:18.686 --> 00:00:20.910]  Welcome to the Info Wars Nightly News.
[00:00:20.990 --> 00:00:23.976]  Today is June 7th, 2017.
[00:00:24.457 --> 00:00:27.643]  I'm Millie Weaver and here's what's coming up on the news tonight.
[00:00:31.909 --> 00:00:41.278]  Former FBI Director James Comey is preparing for his highly anticipated testimony tomorrow on the Russian hacking conspiracy.
[00:00:41.518 --> 00:00:53.369]  And he has already released seven pages of testimony that includes accusations that President Donald Trump pressured him to be silent about Russia then.
[00:00:53.709 --> 00:01:09.314]  Tucker Carlson recently invited political activist and Black Lives Matter supporter Lisa Durden onto his program to explain why a BLM Memorial Day event in New York City was for blacks only.
[00:01:09.674 --> 00:01:10.494]  Explain that to me.
[00:01:10.814 --> 00:01:13.475]  What I say to that is boo hoo hoo.
[00:01:14.275 --> 00:01:18.917]  You white people are angry because you couldn't use your white privilege card.
[00:01:19.505 --> 00:01:23.450]  All that plus much more, up next on the Info Wars Nightly News!
[00:01:30.595 --> 00:01:33.936]  The globalist social engineers are not just targeting us with propaganda.
[00:01:34.056 --> 00:01:36.317]  They are manipulating our genetics.
[00:01:36.497 --> 00:01:44.881]  We are being targeted at every level by estrogen mimickers that lower our testosterone and other hormones and natural compounds that the body needs.
[00:01:45.121 --> 00:01:48.462]  The key is to be aware of this attack and to fight back against it.
[00:01:48.623 --> 00:01:56.666]  After consulting top doctors, nutritionists, pharmacists, and others, we have developed what I believe is the ultimate non-GMO organic
[00:01:56.986 --> 00:02:06.533]  Super Male Vitality Formula sourced from powerful organic herbs harvested around the planet and then concentrated for maximum potency.
[00:02:06.754 --> 00:02:08.655]  I've always believed in nutrition and herbs.
[00:02:08.995 --> 00:02:16.541]  Super Male Vitality was developed to activate your body's own natural processes instead of using synthetic chemicals.
[00:02:16.921 --> 00:02:23.103]  Supermail Vitality by InfoWars Life is so powerful that I only take half the recommended dose.
[00:02:23.403 --> 00:02:30.326]  Visit InfoWarsLife.com today to secure your Supermail Vitality and other powerful products from InfoWars Life.
[00:02:30.578 --> 00:02:34.381]  Check out these amazing deals at InfoWarsStore.com.
[00:02:34.401 --> 00:02:43.507]  25% off BioTrue Selenium, a powerful antioxidant and back-in-stock super blue fluoride-free toothpaste.
[00:02:43.707 --> 00:02:45.588]  Now 33% off.
[00:02:45.728 --> 00:02:54.514]  And while you're there, check out the Total Oral Care Pack, which combines our organic mouthwash with the amazing super blue toothpaste.
[00:02:54.734 --> 00:02:56.675]  Now 37% off.
[00:02:56.936 --> 00:03:00.098]  All available right now at InfoWarsStore.com.
[00:03:10.589 --> 00:03:13.933]  I'm Millie Weaver and I'll be taking you guys through the news tonight.
[00:03:14.314 --> 00:03:25.709]  But first, before I do, I wanted to announce that InfoWars will be providing live coverage of James Comey's testimony tomorrow before the Senate Intelligence Committee.
