[00:00:18.766 --> 00:00:20.671]  Welcome to the InfoWars Nightly News.
[00:00:20.711 --> 00:00:22.977]  It's Tuesday, March 7th, 2017.
[00:00:23.678 --> 00:00:25.864]  I'm Leanne McAdoo and here's what's coming up tonight.
[00:00:29.298 --> 00:00:33.081]  Tonight, do you trust the mainstream news media?
[00:00:33.382 --> 00:00:44.332]  Well, a new poll suggests that the majority of Americans now believe the establishment media is the primary political opponent to President Donald Trump.
[00:00:45.172 --> 00:00:54.941]  Meanwhile, former CIA Director Michael Hayden says it's the pro-Trump conservative media that is responsible for fake news.
[00:00:55.962 --> 00:01:02.508]  Then, everyone is entitled to their own opinion, but you're not entitled to your own facts.
[00:01:02.889 --> 00:01:04.710]  Read them and weep, mainstream media.
[00:01:04.890 --> 00:01:12.457]  WikiLeaks unveils Fault 7, the largest publication of confidential CIA documents in the world.
[00:01:12.758 --> 00:01:18.523]  All that plus your Samsung TV might be listening to you, and Big Brother is watching.
[00:01:18.763 --> 00:01:21.426]  That's up next on the InfoWars Nightly News.
[00:01:30.347 --> 00:01:36.953]  In case you haven't heard, InfoWars has become the most influential media outlet in America.
[00:01:37.053 --> 00:01:44.718]  We're making freedom go viral, and now we are proud to announce a new weapon in the epic battle against the globalists.
[00:01:45.039 --> 00:01:55.747]  InfoWars Prime, where you can watch live, high-definition feeds of the Alex Jones Show, plus exclusive insider videos from the InfoWars crew and behind-the-scenes
[00:01:56.007 --> 00:01:56.387]  Action!
[00:01:56.427 --> 00:02:00.388]  Go to InfoWars.com forward slash app and download today.
[00:02:00.668 --> 00:02:04.870]  InfoWars Prime is available right now for your iPhone or Android.
[00:02:04.990 --> 00:02:09.511]  You will have access to exclusive videos that you can't see anywhere else.
[00:02:09.891 --> 00:02:15.173]  That means live coverage of events and breaking news on location as it happens.
[00:02:15.433 --> 00:02:22.343]  You can also take advantage of amazing deals from the InfoWars store that are only available for InfoWars Prime subscribers.
