[00:00:18.680 --> 00:00:20.302]  Welcome to the InfoWars Nightly News.
[00:00:20.502 --> 00:00:21.183]  I'm David Knight.
[00:00:21.363 --> 00:00:22.424]  It's Monday, July 10th, 2017.
[00:00:22.564 --> 00:00:23.305]  Here are our top stories.
[00:00:28.575 --> 00:00:31.957]  Tonight, is a false flag in Syria being ready?
[00:00:32.438 --> 00:00:38.602]  More talk of Syria preparing a chemical attack on the eve of Trump and Putin reaching a Syrian ceasefire agreement.
[00:00:39.383 --> 00:00:48.529]  Also, Nikki Haley has her fingerprints all over foreign policy in Syria and she has now doubled down on the Russian influencing our election false narrative.
[00:00:49.330 --> 00:00:54.153]  Meanwhile, major infighting on Capitol Hill as the debate on health care looms on.
[00:00:54.673 --> 00:00:58.116]  Many Republicans growing sick of Obamacare are ready for action.
[00:00:59.184 --> 00:01:03.686]  And then... Trump protesters being bussed in by Soros-paid groups.
[00:01:04.266 --> 00:01:13.210]  We talk with the man who caught footage of this happening in Baltimore.
[00:01:15.151 --> 00:01:18.632]  All that and more tonight on the InfoWars Nightly News.
[00:01:30.595 --> 00:01:33.936]  The globalist social engineers are not just targeting us with propaganda.
[00:01:34.056 --> 00:01:36.317]  They are manipulating our genetics.
[00:01:36.497 --> 00:01:44.880]  We are being targeted at every level by estrogen mimickers that lower our testosterone and other hormones and natural compounds that the body needs.
[00:01:45.120 --> 00:01:48.461]  The key is to be aware of this attack and to fight back against it.
[00:01:48.621 --> 00:01:58.945]  After consulting top doctors, nutritionists, pharmacists and others, we have developed what I believe is the ultimate non-GMO, organic, super male vitality formula.
[00:01:59.265 --> 00:02:00.206]  We're good to go.
[00:02:16.921 --> 00:02:23.103]  Super Mel Vitality by InfoWars Life is so powerful that I only take half the recommended dose.
[00:02:23.403 --> 00:02:30.326]  Visit InfoWarsLife.com today to secure your Super Mel Vitality and other powerful products from InfoWars Life.
[00:02:30.578 --> 00:02:34.379]  Check out these amazing deals at InfoWarsStore.com.
[00:02:34.839 --> 00:02:43.520]  25% off BioTrue Selenium, a powerful antioxidant and back-in-stock super blue fluoride-free toothpaste.
[00:02:43.680 --> 00:02:45.581]  Now 33% off.
[00:02:45.721 --> 00:02:54.502]  And while you're there, check out the Total Oral Care Pack, which combines our organic mouthwash with the amazing super blue toothpaste.
[00:02:54.722 --> 00:02:56.662]  Now 37% off.
[00:02:56.922 --> 00:03:00.083]  All available right now at InfoWarsStore.com.
[00:03:01.675 --> 00:03:02.817]  I'm good.
[00:03:16.052 --> 00:03:31.598]  Remember, it was two weeks ago today that we had the White House, and especially Nikki Haley, saying, we have seen signs that there's preparations underway in Syria for a new chemical weapons attack, and we will go to war if that happens.
[00:03:31.718 --> 00:03:33.438]  We were all very concerned about that happening.
[00:03:33.458 --> 00:03:34.599]  I have an update on that today.
[00:03:35.464 --> 00:03:40.910]  about the sloppy, failed controls on sarin gas at a U.S.
[00:03:40.990 --> 00:03:42.091]  Army proving ground.
[00:03:42.131 --> 00:03:45.395]  But first, before we do this, let's go back and review what was actually said.
[00:03:45.415 --> 00:03:46.316]  And this was two weeks ago.
[00:03:46.336 --> 00:03:57.087]  The White House warned there were potential preparations for another chemical weapons attack by the Syrian regime, and they said at the time that Assad would face a heavy price if one was carried out.
[00:03:58.058 --> 00:04:05.664]  No details were given, no examples, no visuals at all, no proof that this was the case, but threatening this.
[00:04:05.704 --> 00:04:10.688]  And we were all very concerned that they might be setting up a stage for a false flag attack.
[00:04:10.728 --> 00:04:24.338]  And then Nikki Haley, of course, the ambassador to the military industrial complex, and coincidentally the UN as well, said any further attacks done to the people of Syria will be blamed on Assad, but also on Russia and Iran who support him killing his own people.
[00:04:25.519 --> 00:04:27.381]  And this, of course, is another example
[00:04:28.530 --> 00:04:36.055]  Of no motive, because at this point in time, the Syrians are making good progress, as they were before, against ISIS.
[00:04:36.075 --> 00:04:41.079]  Let's listen to her, and this is the video that she cut, warning about potential war.
[00:04:41.779 --> 00:04:53.708]  The goal is at this point not just to send Assad a message, but to send Russia and Iran a message, that if this happens again, we are putting you on notice.
[00:04:56.058 --> 00:04:57.319]  Yeah, we're putting you on notice.
[00:04:57.379 --> 00:05:00.562]  That's the dangerous side of the new Cold War with Russia.
[00:05:00.602 --> 00:05:02.943]  We can play all these games that CNN and others are doing.
[00:05:03.083 --> 00:05:04.084]  Oh, they hacked our election.
[00:05:04.124 --> 00:05:06.246]  Well, we don't really mean that they hacked our election.
[00:05:06.286 --> 00:05:09.548]  What we mean is that they told the truth about Hillary Clinton, which cost her the election.
[00:05:09.889 --> 00:05:11.130]  But this is the dangerous part.
[00:05:11.690 --> 00:05:13.831]  This is pushing for a forever war.
[00:05:14.292 --> 00:05:19.795]  Let's take a look at the reality of what's going on with this and with the failed Russia narrative.
[00:05:19.915 --> 00:05:22.897]  New evidence of both of these today from Zero Hedge.
[00:05:23.317 --> 00:05:26.178]  They point out Sarin was unaccounted for at a U.S.
[00:05:26.238 --> 00:05:27.819]  Army's, the U.S.
[00:05:27.839 --> 00:05:29.500]  Army's Dugway Proving Ground.
[00:05:29.520 --> 00:05:30.741]  They say a new internal U.S.
[00:05:30.781 --> 00:05:37.145]  Army investigation found the most deadly chemical and biological agents known to man were improperly handled and tracked
[00:05:37.705 --> 00:05:39.666]  At the Army's Dugway Proving Ground.
[00:05:39.706 --> 00:05:41.967]  They say Dugway is the focus of international headlines.
[00:05:41.987 --> 00:05:42.507]  Remember back in 2015?
[00:05:42.667 --> 00:05:54.113]  The investigation where they had live anthrax that was shipped to 194 laboratories using commercial carriers like Federal Express?
[00:05:54.413 --> 00:05:58.615]  That occurred in 50 states and 9 foreign countries at the time.
[00:05:59.865 --> 00:06:05.089]  Many people, they said two dozen personnel at Dugway were treated for potential anthrax exposure.
[00:06:05.449 --> 00:06:09.432]  An Army Review Board disciplined ten civilians and military overseers.
[00:06:09.812 --> 00:06:15.336]  It included a career-killing reprimand of the base commander, Brigadier General William King.
[00:06:15.416 --> 00:06:22.521]  Now, today we have the Army Times pointing out the latest investigation that's been conducted by the Department of Defense Inspector General
[00:06:23.081 --> 00:06:32.247]  Specifically identified failed protocols and oversight while tracking inventories of sarin nerve agent.
[00:06:33.248 --> 00:06:36.690]  And they point out sarin is deadly in extremely small amounts even at low concentrations.
[00:06:37.170 --> 00:06:41.033]  Dugway also handles and tests other well-known nerve agents like VX.
[00:06:41.053 --> 00:06:43.735]  Let me tell you, this is very serious.
[00:06:44.813 --> 00:07:02.600]  Because just on the surface, from what the Army Times and the Department of Defense Inspector General said, just on the surface of what we know, this is more incredibly reckless behavior from the place that they say is, quote, the high-risk, zero-defects world of biological select agents program.
[00:07:02.620 --> 00:07:03.921]  They say that's ground zero.
[00:07:03.961 --> 00:07:05.541]  They're at Dugway Proving Grounds.
[00:07:06.161 --> 00:07:09.363]  So these are the people that are creating chemical and biological agents.
[00:07:10.163 --> 00:07:12.005]  And they're shipping live anthrax around.
[00:07:12.606 --> 00:07:18.914]  And they don't have any, they've got failed protocols in terms of tracking sarin gas and VX gas.
[00:07:19.674 --> 00:07:21.216]  But it's also something else to this.
[00:07:22.150 --> 00:07:34.942]  Remember a couple of years ago we had a whistleblower contact us from an Air Force base saying we have a convoy of nuclear weapons being moved out of here and this Air Force base presumably does not have nuclear weapons.
[00:07:35.442 --> 00:07:44.831]  We are told where they're going and at the same time we had Lindsey Graham talking to people in South Carolina and saying we could have a nuclear attack right here in our harbor.
[00:07:45.908 --> 00:07:46.969]  Same time that was happening.
[00:07:47.089 --> 00:07:55.173]  So here we have a situation where they're talking about how they don't have the ability to safely track and control things like sarin gas.
[00:07:55.813 --> 00:08:01.016]  At the same time, we've got Nikki Haley talking about, well, we see preparations underway for a sarin gas attack.
[00:08:01.697 --> 00:08:03.518]  Maybe they saw it at their own army base.
[00:08:04.383 --> 00:08:12.768]  Now this article also points out a 2011 incident involving a misplaced vial of less than one milliliter of VX.
[00:08:13.588 --> 00:08:15.549]  Less than a quarter of a teaspoon.
[00:08:16.530 --> 00:08:20.873]  It sent the 800,000 acre base into complete lockdown.
[00:08:21.313 --> 00:08:25.955]  It was resolved when they found the VX vial was found to have been mislabeled.
[00:08:26.756 --> 00:08:28.437]  We see this also with the CDC.
[00:08:28.517 --> 00:08:29.738]  It's very dangerous.
[00:08:30.683 --> 00:08:39.565]  To have the Center for Disease Control and these Army bases creating these programs and not being able to track and control them adequately.
[00:08:39.685 --> 00:08:53.988]  And yet, the timing of this announcement, the timing of Nikki Haley's announcement, as well as this Army report, should give us all grave concern that there's something more than just gross incompetence at work here.
[00:08:54.308 --> 00:08:55.828]  Meanwhile, as we had Donald Trump
[00:08:56.488 --> 00:09:09.152]  Meeting last week in Europe, meeting with Vladimir Putin, we had Nikki Haley coming out and saying everybody knows that Russia meddled in our elections, pushing back immediately on President Trump and what he had to say.
[00:09:09.172 --> 00:09:14.514]  I would say it's more like backhanding him than pushing back against Donald Trump.
[00:09:15.512 --> 00:09:24.776]  She said that right after Secretary of State Rex Tillerson had said that Trump brought up the issue of election hacking to President Putin on Friday's G20 Summit in Hamburg.
[00:09:25.397 --> 00:09:35.181]  Trump, as The Hill points out, has been hesitant to say publicly that Russia meddled in the election, and what he said after that meeting was, quote, nobody really knows for sure.
[00:09:35.721 --> 00:09:43.445]  Except, of course, our Ambassador Nikki Haley, who was always a never-Trumper, and now she comes out and says, no, everybody knows that they did it.
[00:09:44.269 --> 00:09:45.830]  In contradiction to what he had to say.
[00:09:46.310 --> 00:09:55.753]  She said, everybody knows they're not just meddling in the United States elections, they're doing this across multiple continents, they're doing this in a way, they're trying to cause chaos within the countries, and we're not going to put up with it.
[00:09:55.933 --> 00:09:57.113]  We're going to do something about it.
[00:09:57.253 --> 00:10:03.555]  Maybe what we'll do is have a false sarin gas attack so we can really come after the Russians, because that's what Nikki Haley is.
[00:10:03.615 --> 00:10:08.257]  She's not the ambassador to the United Nations, she's a spokeswoman for the U.S.
[00:10:08.317 --> 00:10:09.817]  military industrial complex.
[00:10:10.417 --> 00:10:11.838]  We need to call her out for what she is.
[00:10:12.884 --> 00:10:15.109]  Now, she's talking about the Russians hacking.
[00:10:16.171 --> 00:10:18.495]  Let's take a look at this other article from Zero Hedge.
[00:10:18.555 --> 00:10:22.263]  New research shows that Guccifer 2.0 files were copied locally.
[00:10:23.072 --> 00:10:26.856]  Suggesting that the DNC was not hacked by Russians.
[00:10:27.036 --> 00:10:39.728]  That would be in line with what we heard from Julian Assange and a former UK ambassador who said that he came into the United States to have a whistleblower within the DNC hand him the information.
[00:10:40.068 --> 00:10:45.334]  Julian Assange would not comment on that, but he did say it was not a state actor that gave us this information.
[00:10:46.027 --> 00:10:49.970]  Now this is coming, this is from Zero Hedge via Disobedient Media.
[00:10:49.990 --> 00:11:08.703]  They said, new meta-analysis has emerged from a document published today by an independent researcher known as the Forensicator, which suggests that files eventually published by Guccifer 2.0 Persona were likely initially downloaded by a person with physical access to a computer, possibly connected to the internal DNC network.
[00:11:09.123 --> 00:11:12.506]  The individual most likely used a USB drive to copy the information.
[00:11:13.106 --> 00:11:21.571]  The groundbreaking new analysis irrevocably destroys the Russian hacking narrative and calls the actions of CrowdStrike and the DNC into question.
[00:11:21.992 --> 00:11:27.755]  Disobedient Media previously reported CrowdStrike is the only group that has directly analyzed the DNC servers.
