[00:00:18.683 --> 00:00:20.624]  Welcome to the InfoWarriors Nightly News.
[00:00:20.724 --> 00:00:21.465]  I'm David Knight.
[00:00:21.545 --> 00:00:22.946]  It's Monday, May 15th, 2017.
[00:00:23.206 --> 00:00:25.707]  Here are our top stories.
[00:00:28.689 --> 00:00:42.017]  Tonight, social justice warriors and communists unite against Trump as they take to the streets of Austin, Texas and march for open borders.
[00:00:43.925 --> 00:00:52.266]  Meanwhile, employment in America continues to rise as illegal immigration falls.
[00:00:52.987 --> 00:00:59.108]  Then, what does the ransomware tell us about our vulnerable infrastructure?
[00:00:59.428 --> 00:01:06.029]  Well, it is a weaponized system that can be used to frame or target anybody.
[00:01:07.709 --> 00:01:13.070]  All that plus the NSA and the IRS finally come out of the closet.
[00:01:16.121 --> 00:01:19.403]  That's up next on the Info Wars Nightly News!
[00:01:31.425 --> 00:01:36.730]  The reason InfoWarsLive has five-star ratings on major third-party sites is because I want products I'm gonna use for my family.
[00:01:36.910 --> 00:01:37.490]  I take this.
[00:01:37.750 --> 00:01:38.771]  My family takes this.
[00:01:38.871 --> 00:01:43.095]  And then it funds the operation with the most hardcore, truthful information you're gonna find anywhere.
[00:01:43.155 --> 00:01:47.659]  So what you find in our news is the same thing you find in our products at InfoWarsLive.com.
[00:01:47.759 --> 00:01:52.302]  If I ever forget to take them, I have a noticeable difference.
[00:01:52.402 --> 00:01:53.462]  I don't feel good.
[00:01:53.522 --> 00:01:57.044]  The nascent iodine is one of the ones that was life-changing for me.
[00:01:57.284 --> 00:01:59.926]  Yeah, I actually have just run out of my Super Female.
[00:01:59.986 --> 00:02:05.329]  I had a few bottles at my house and I've been taking it again, hitting the gym once again.
[00:02:05.769 --> 00:02:08.210]  Very exciting, feeling great, looking good.
[00:02:08.751 --> 00:02:12.152]  And I know my hair is luxurious once again.
[00:02:12.272 --> 00:02:14.454]  So, obviously the Super Female is amazing.
[00:02:14.514 --> 00:02:14.874]  I love it.
[00:02:15.094 --> 00:02:17.615]  Nascent Iodine is essential.
[00:02:17.835 --> 00:02:18.796]  Survival Shield X2.
[00:02:18.836 --> 00:02:24.778]  If there's one product that I would say is life-changing that I would suggest, it's Nascent Iodine Survival Shield X2.
[00:02:24.798 --> 00:02:26.419]  It's got a five-star rating.
[00:02:26.679 --> 00:02:28.860]  It's a win-win in fullwarslife.com.
[00:03:03.376 --> 00:03:11.063]  Today the Supreme Court declined to hear the appeal of a lower court case that overturned North Carolina's voter ID laws.
[00:03:11.123 --> 00:03:12.044]  This is very important.
[00:03:12.544 --> 00:03:13.465]  I come from North Carolina.
[00:03:13.485 --> 00:03:14.746]  I know how the voting works there.
[00:03:14.766 --> 00:03:16.808]  I've voted there many times.
[00:03:16.828 --> 00:03:20.491]  You walk up to the rolls and they simply ask you for a name and address.
[00:03:21.192 --> 00:03:24.014]  So anybody can do this by going through the phone book.
[00:03:24.134 --> 00:03:27.277]  You don't have to present a photo ID of anything.
[00:03:27.577 --> 00:03:29.579]  It's not difficult to get a photo ID.
[00:03:30.019 --> 00:03:35.884]  You have to have a photo ID to cash a check, to fly on a plane, but not to vote in an election.
[00:03:36.304 --> 00:03:38.786]  And it was interesting to see what the rationale for this was.
[00:03:38.806 --> 00:03:45.211]  Of course they're saying the Supreme Court today refused to hear North Carolina's appeal of a lower court decision to strike down its voter ID law, effectively killing the law.
[00:03:45.371 --> 00:03:46.232]  They will be back.
[00:03:46.772 --> 00:03:47.832]  They're not going to let this stand.
[00:03:47.852 --> 00:03:57.577]  But then they say that they would not hear it because the, and they upheld the lower court's decision that said it targeted black voters, quote, with almost surgical precision.
[00:03:58.616 --> 00:03:59.176]  Seriously?
[00:03:59.637 --> 00:04:04.260]  If you are targeting black voters with surgical precision, this would be very insulting.
[00:04:04.300 --> 00:04:05.881]  Let's look at what the lower court said.
