[00:00:18.683 --> 00:00:20.584]  Welcome to the Info Wars Nightly News.
[00:00:20.604 --> 00:00:23.325]  It is Monday, May 1st, 2017.
[00:00:23.445 --> 00:00:25.506]  I'm Leanne McAdoo and here's what's coming up tonight.
[00:00:30.208 --> 00:00:32.389]  It's the biggest May Day in recent memory.
[00:00:32.930 --> 00:00:33.290]  Why?
[00:00:33.770 --> 00:00:41.474]  Another opportunity to protest President Trump, as anti-Trump non-citizens attempt to plan the biggest worker strike in decades.
[00:00:42.415 --> 00:00:47.438]  Also, mainstream media is trying to pass the old lie that there is no Deep State.
[00:00:47.938 --> 00:00:50.340]  Any notion of such is a loony conspiracy.
[00:00:50.720 --> 00:00:52.901]  But the American people don't agree.
[00:00:53.956 --> 00:01:01.002]  Meanwhile, a former Navy SEAL is working to shine a light on and bring down pedophilia amongst the elite.
[00:01:01.202 --> 00:01:03.004]  But it hasn't been a smooth ride.
[00:01:03.044 --> 00:01:11.691]  We're gonna shoot this documentary and go and rip the lid off and shine the light, the sign of sunlight on this cesspool of corruption and help clean it up.
[00:01:12.111 --> 00:01:16.715]  We've got a president now that is not okay with children being raped and tortured to death.
[00:01:16.895 --> 00:01:20.258]  All that and more tonight on the Info Wars Nightly News.
[00:01:31.425 --> 00:01:36.730]  The reason InfoWarsLive has five-star ratings on major third-party sites is because I want products I'm gonna use for my family.
[00:01:36.910 --> 00:01:37.470]  I take this.
[00:01:37.750 --> 00:01:38.771]  My family takes this.
[00:01:38.871 --> 00:01:43.115]  And then it funds the operation with the most hardcore, truthful information you're gonna find anywhere.
[00:01:43.155 --> 00:01:47.619]  So what you find in our news is the same thing you find in our products at InfoWarsLive.com.
[00:01:47.759 --> 00:01:52.320]  If I ever forget to take them, I have a noticeable difference.
[00:01:52.400 --> 00:01:53.440]  I don't feel good.
[00:01:53.520 --> 00:01:57.041]  The nascent iodine is one of the ones that was life-changing for me.
[00:01:57.281 --> 00:01:59.922]  Yeah, I actually have just run out of my Super Female.
[00:01:59.982 --> 00:02:05.304]  I had a few bottles at my house and I've been taking it again, hitting the gym once again.
[00:02:05.764 --> 00:02:08.184]  Very exciting, feeling great, looking good.
[00:02:08.744 --> 00:02:12.145]  And I know my hair is luxurious once again.
[00:02:12.265 --> 00:02:14.446]  So, obviously, the Super Female is amazing.
[00:02:14.506 --> 00:02:14.866]  I love it.
[00:02:15.026 --> 00:02:17.629]  Nascent Iodine is essential.
[00:02:17.829 --> 00:02:18.810]  Survival Shield X2.
[00:02:18.851 --> 00:02:24.778]  If there's one product that I would say is life-changing that I would suggest, it's Nascent Iodine Survival Shield X2.
[00:02:24.798 --> 00:02:26.420]  It's got a five-star rating.
[00:02:26.680 --> 00:02:28.882]  It's a win-win in fullwarslife.com.
[00:03:04.264 --> 00:03:12.730]  Well, it's May Day, that day that we all set aside to celebrate the violence, the theft, the mass murder, the starvation, the tyranny of communism.
[00:03:12.750 --> 00:03:15.032]  We celebrate that on May Day.
[00:03:15.332 --> 00:03:25.780]  And of course, immigration, because the immigrants are being used by the communists, by the progressives, to try to bring chaos, conflict, war to our economy, to take down our economy.
[00:03:25.800 --> 00:03:33.306]  But let's take a look at the long history here briefly and how it applies to Venezuela and to our Supreme Court.
[00:03:34.090 --> 00:03:43.657]  That is now defended Venezuela against a company that is trying to sue them in court to get back the business that they confiscated from them in Venezuela.
[00:03:44.157 --> 00:03:46.018]  Of course, we have this article from the UK Telegraph.
[00:03:46.679 --> 00:03:53.384]  They say, Venezuela is collapsing into a socialist-induced chaos, yet it remains a Corbynista poster child.
[00:03:53.404 --> 00:03:58.948]  And of course, he's talking about Jeremy Corbyn, the head of the UK Socialist Party, but it equally applies to
[00:03:59.628 --> 00:04:04.030]  Bernie Sanders, who I've always talked about as being Bernie Sandernista.
[00:04:04.610 --> 00:04:07.051]  Because it's not just the Corbinistas, but it's the Sandernistas.
[00:04:07.111 --> 00:04:10.572]  It was Bernie Sanders who just loved the Nicaraguan Sandernistas.
[00:04:11.172 --> 00:04:24.838]  And he has not walked back any of those comments from 30 some odd years ago, when he went down to Sandernista and applauded the people who later became the same kind of thieves and kleptocrats that we see operating now in Venezuela.
[00:04:25.518 --> 00:04:37.411]  But as he pointed out in this article here, he said, we've seen the moral bankruptcy of socialism, but he said, let's think about the whole history of this last 100 years, because it was in 1917 that we had the Russian Revolution.
[00:04:38.359 --> 00:04:44.983]  He said it was followed then by the Russian Famine of 1921-22, a direct result of Lenin's collectivist policies.
[00:04:45.323 --> 00:04:46.704]  That led to about 5 million deaths.
[00:04:47.124 --> 00:04:56.769]  Between 1958 and 1962, we had Mao Zedong's Great Leap Forward in China, a socialist project to industrialize the country that resulted in about 45 million killed.
[00:04:56.789 --> 00:04:59.831]  And of course, these estimates are difficult to get.
[00:04:59.871 --> 00:05:02.813]  These are probably conservative estimates if you take a look at what happened.
[00:05:02.993 --> 00:05:03.693]  In the late 1970s, under Pol Pot,
[00:05:05.054 --> 00:05:13.938]  We had two million who perished in Cambodia in a collectivist attempt to organize that country, the tyranny, the despotism that was created by that.
[00:05:13.978 --> 00:05:18.641]  We have Lenin, we have Mao, we have Pol Pot, and we have Venezuela's Hugo Chavez.
[00:05:19.341 --> 00:05:22.443]  And then, of course, in the UK they have their own Jeremy Corbyn here.
[00:05:23.163 --> 00:05:28.367]  In America, we have Bernie Sanders, who is now becoming the heart and soul of the Democrat Party.
[00:05:28.928 --> 00:05:32.451]  CNN looks at it and says, Venezuela, how paradise got lost?
[00:05:32.491 --> 00:05:33.612]  I mean, this is socialism.
[00:05:33.672 --> 00:05:34.673]  This should be paradise.
[00:05:34.713 --> 00:05:35.634]  It should be utopia.
[00:05:36.474 --> 00:05:45.622]  And when we look at what's happening there, the wage and price controls, children dying in the hospital, plummeting oil prices, and the place that has the world's largest oil reserves.
[00:05:45.802 --> 00:05:46.943]  How can this be?
[00:05:47.063 --> 00:05:48.604]  Well, it's the economic system.
[00:05:48.885 --> 00:05:51.007]  It gets reproduced everywhere they go.
[00:05:51.027 --> 00:05:56.972]  And one of the things I thought was interesting, CNN, they say the Maduro diet, rampant inflation, means more people are skipping meals.
[00:05:57.072 --> 00:06:01.075]  No, actually, that's the understatement of the year, okay?
[00:06:01.115 --> 00:06:04.098]  You got people having to cross the border to try to get food.
[00:06:04.138 --> 00:06:06.720]  They're hunting police down in the streets for their weapons.
[00:06:06.980 --> 00:06:09.522]  Then they're hunting dogs and cats in order to eat.
[00:06:09.562 --> 00:06:10.864]  They are storming stores.
[00:06:11.524 --> 00:06:11.944]  Oh, it's a
[00:06:12.645 --> 00:06:13.426]  A little bit of a diet.
[00:06:13.446 --> 00:06:16.291]  That's like calling massive confiscation a haircut.
[00:06:16.872 --> 00:06:18.856]  And so we see protests are building there.
[00:06:18.896 --> 00:06:20.358]  And yet, what is happening here in America?
[00:06:20.999 --> 00:06:23.323]  Today we had the US Supreme Court side with Venezuela.
[00:06:23.344 --> 00:06:25.006]  There was an oil company, a drilling company.
[00:06:26.024 --> 00:06:26.404]  We're good.
[00:06:46.244 --> 00:06:48.526]  Foreign governments can be sued in the U.S.
[00:06:48.967 --> 00:06:58.536]  when their private property is seized, but the Supreme Court ruled 8-0 that the lower court had not made a good case that this could go through.
[00:06:58.997 --> 00:07:02.840]  So the company's stock has declined as part of that.
[00:07:03.481 --> 00:07:08.366]  Now clearly I think this is something where it should be going forward once it goes back to the lower court.
[00:07:09.500 --> 00:07:18.885]  But when you look at what is going on and you understand, as we pointed out earlier today, that the way that Obamacare is funded, which is socialism in our country, is by confiscation.
[00:07:18.925 --> 00:07:21.086]  They always devolve into kleptocracy.
[00:07:21.587 --> 00:07:28.811]  And just as you cannot get health care in Venezuela, you will not be able to get health care in America if we go down that road.
[00:07:28.991 --> 00:07:30.772]  And how are we funding Obamacare?
[00:07:31.292 --> 00:07:42.219]  As Jerome Corsi has pointed out time and time and again, we are stealing the money just the same as Venezuela taking over the oil rigs, just the same as Venezuela just this last week, confiscating a General Motors auto plant.
