[00:00:18.683 --> 00:00:20.344]  Welcome to the Infowars Nightly News.
[00:00:20.444 --> 00:00:21.104]  I'm David Knight.
[00:00:21.164 --> 00:00:22.605]  It's Thursday, June 29th, 2017.
[00:00:22.885 --> 00:00:25.346]  Here are our top stories.
[00:00:28.088 --> 00:00:40.094]  Tonight, healthcare is in the focus as Democrats are upping their rhetoric against what they are dubbing Trumpcare, despite the obviously negative nationwide implications of Obamacare.
[00:00:40.434 --> 00:00:47.898]  Also, a top cardinal in the Catholic Church has been implicated in pedophilia, another devastating blow to the Catholic Church.
[00:00:48.894 --> 00:00:51.917]  Meanwhile, the globalists are coming for control of the internet.
[00:00:51.957 --> 00:00:54.379]  They want to legislate it into their control.
[00:00:54.920 --> 00:00:58.183]  Roger Stone discusses the threat of this and what it means to you.
[00:00:59.364 --> 00:01:07.732]  And then, Omar Navarro joins the nightly news to discuss the latest developments in his campaign to drain the swamp of Mad Maxine waters.
[00:01:08.462 --> 00:01:09.963]  You know, I'm near peace.
[00:01:10.003 --> 00:01:13.586]  I'm near peace with the politicians that are here, underserving their communities.
[00:01:13.807 --> 00:01:15.408]  I see trash all over this community.
[00:01:15.428 --> 00:01:16.028]  Do you like that?
[00:01:16.069 --> 00:01:17.470]  Do you like the trash that's here?
[00:01:17.630 --> 00:01:21.153]  All that and more tonight on the InfoWars Nightly News.
[00:01:30.595 --> 00:01:33.936]  The globalist social engineers are not just targeting us with propaganda.
[00:01:34.056 --> 00:01:36.317]  They are manipulating our genetics.
[00:01:36.497 --> 00:01:44.880]  We are being targeted at every level by estrogen mimickers that lower our testosterone and other hormones and natural compounds that the body needs.
[00:01:45.120 --> 00:01:48.461]  The key is to be aware of this attack and to fight back against it.
[00:01:48.621 --> 00:01:58.945]  After consulting top doctors, nutritionists, pharmacists and others, we have developed what I believe is the ultimate, non-GMO, organic, super male vitality formula.
[00:01:59.265 --> 00:02:00.206]  We're good to go.
[00:02:16.921 --> 00:02:23.103]  Super Mel Vitality by InfoWars Life is so powerful that I only take half the recommended dose.
[00:02:23.403 --> 00:02:30.326]  Visit InfoWarsLife.com today to secure your Super Mel Vitality and other powerful products from InfoWars Life.
[00:02:30.578 --> 00:02:34.361]  Check out these amazing deals at InfowarsStore.com.
[00:02:34.381 --> 00:02:43.507]  25% off BioTrue Selenium, a powerful antioxidant and back in stock Super Blue Fluoride Free Toothpaste.
[00:02:43.687 --> 00:02:45.588]  Now 33% off.
[00:02:45.728 --> 00:02:54.514]  And while you're there, check out the Total Oral Care Pack, which combines our organic mouthwash with the amazing Super Blue Toothpaste.
[00:02:54.734 --> 00:02:56.675]  Now 37% off.
[00:02:56.936 --> 00:03:00.098]  All available right now at InfowarsStore.com.
[00:03:09.644 --> 00:03:14.467]  The stakes are very high when we look at reform and repeal of Obamacare.
[00:03:15.356 --> 00:03:17.057]  We have Steve Bannon understands it.
[00:03:17.157 --> 00:03:20.898]  He says if we deliver on our promises we will control this for the next generation.
[00:03:21.338 --> 00:03:23.099]  Elizabeth Warren also understands it.
[00:03:23.399 --> 00:03:28.181]  She understands that if we fail we are going to have a massive progressive surge.
[00:03:28.201 --> 00:03:31.022]  And of course she's betting on the fact that Obamacare is going to fail.
[00:03:31.142 --> 00:03:32.043]  And if we settle
