[00:00:18.686 --> 00:00:21.007]  Welcome to the InfoWars Nightly News.
[00:00:21.067 --> 00:00:25.009]  Today is Wednesday, June 14th, 2017.
[00:00:25.509 --> 00:00:28.670]  I'm Millie Weaver and here's what's coming up on the news tonight.
[00:00:33.499 --> 00:00:34.220]  Confirmed!
[00:00:34.700 --> 00:00:40.424]  The gunman was an anti-Trump leftist, 66-year-old James Hodgkinson.
[00:00:40.744 --> 00:00:55.575]  The gunman who targeted Republican lawmakers during an attempted massacre this morning is now known to be a huge Bernie Sanders supporter who called President Donald Trump a traitor and wanted to destroy him.
[00:00:56.155 --> 00:01:07.230]  Meanwhile, Senator Rand Paul says the quick response of the officers on the scene prevented a serious incident from turning into an all-out massacre.
[00:01:08.011 --> 00:01:12.257]  And look who's celebrating the shooting of Representative Scalise.
[00:01:12.978 --> 00:01:15.582]  That's right, the tolerant progressive left.
[00:01:15.943 --> 00:01:21.673]  And they hit social media today to reveal their true violent nature.
[00:01:22.013 --> 00:01:26.000]  All that plus much more, up next on the Info Wars Nightly News.
[00:01:30.584 --> 00:01:33.946]  The globalist social engineers are not just targeting us with propaganda.
[00:01:34.066 --> 00:01:36.307]  They are manipulating our genetics.
[00:01:36.487 --> 00:01:44.871]  We are being targeted at every level by estrogen mimickers that lower our testosterone and other hormones and natural compounds that the body needs.
[00:01:45.131 --> 00:01:48.454]  The key is to be aware of this attack and to fight back against it.
[00:01:48.634 --> 00:01:59.083]  After consulting top doctors, nutritionists, pharmacists, and others, we have developed what I believe is the ultimate non-GMO, organic, super male vitality formula.
[00:01:59.284 --> 00:02:06.510]  Sourced from powerful organic herbs, harvested around the planet, and then concentrated for maximum potency.
[00:02:06.750 --> 00:02:08.651]  I've always believed in nutrition and herbs.
[00:02:08.972 --> 00:02:16.637]  Super Male Vitality was developed to activate your body's own natural processes instead of using synthetic chemicals.
[00:02:16.937 --> 00:02:23.101]  Super Male Vitality by InfoWars Life is so powerful that I only take half the recommended dose.
[00:02:23.421 --> 00:02:30.346]  Visit InfoWarsLife.com today to secure your Super Male Vitality and other powerful products from InfoWars Life.
[00:02:30.578 --> 00:02:34.381]  Check out these amazing deals at InfoWarsStore.com.
[00:02:34.401 --> 00:02:43.507]  25% off BioTrue Selenium, a powerful antioxidant and back-in-stock super blue fluoride-free toothpaste.
[00:02:43.707 --> 00:02:45.588]  Now 33% off.
[00:02:45.728 --> 00:02:54.514]  And while you're there, check out the Total Oral Care Pack, which combines our organic mouthwash with the amazing super blue toothpaste.
[00:02:54.734 --> 00:02:56.675]  Now 37% off.
[00:02:56.936 --> 00:03:00.118]  All available right now at InfoWarsStore.com.
[00:03:00.600 --> 00:03:00.847]  Yes.
[00:03:10.345 --> 00:03:13.388]  I'm Millie Weaver and I'll be taking you guys through the news tonight.
[00:03:13.788 --> 00:03:27.461]  Well, the big news today was when a 66-year-old liberal lunatic went to the GOP's baseball practice in Virginia and decided to go on a shooting rampage.
[00:03:27.521 --> 00:03:28.081]  That's right.
