[00:00:18.803 --> 00:00:20.707]  Welcome to the Info Wars Nightly News.
[00:00:20.767 --> 00:00:23.732]  It is Tuesday, February 7th, 2017.
[00:00:23.893 --> 00:00:24.734]  I'm Leanne McAdoo.
[00:00:24.834 --> 00:00:25.756]  Here's what's coming up tonight.
[00:00:29.076 --> 00:00:37.622]  Tonight, now the Prague Left and the paid AstroTurf protesters are taking their threats, intimidation, and violence to local town hall meetings.
[00:00:37.882 --> 00:00:46.568]  Then, manufacturer Vizio will pay two and a half million dollars to settle allegations they secretly tracked consumers and sold the information they gathered.
[00:00:47.048 --> 00:00:49.470]  And Maxine Waters is at it again.
[00:00:54.986 --> 00:00:56.047]  What is Aleppo?
[00:00:56.247 --> 00:00:57.628]  Yeah, in Aleppo.
[00:00:57.728 --> 00:01:12.637]  He is wrapping his arms around Putin while Putin is continuing to advance into Korea.
[00:01:12.697 --> 00:01:13.118]  Stop it.
[00:01:13.578 --> 00:01:16.340]  All that and more on tonight's InfoWars Nightly News.
[00:01:30.347 --> 00:01:36.952]  In case you haven't heard, InfoWars has become the most influential media outlet in America.
[00:01:37.052 --> 00:01:44.718]  We're making freedom go viral, and now we are proud to announce a new weapon in the epic battle against the globalists.
[00:01:45.039 --> 00:01:55.747]  InfoWars Prime, where you can watch live high-definition feeds of the Alex Jones Show, plus exclusive insider videos from the InfoWars crew and behind-the-scenes
[00:01:56.007 --> 00:01:56.387]  Action!
[00:01:56.427 --> 00:02:00.388]  Go to InfoWars.com forward slash app and download today.
[00:02:00.668 --> 00:02:04.870]  InfoWars Prime is available right now for your iPhone or Android.
[00:02:04.990 --> 00:02:09.511]  You will have access to exclusive videos that you can't see anywhere else.
[00:02:09.891 --> 00:02:15.173]  That means live coverage of events and breaking news on location as it happens.
[00:02:15.433 --> 00:02:22.343]  You can also take advantage of amazing deals from the InfoWars store that are only available for InfoWars Prime subscribers.
[00:02:22.503 --> 00:02:26.589]  That's InfoWars Prime at InfoWars.com forward slash app.
[00:02:26.850 --> 00:02:29.493]  If you can hear my voice, you are the resistance.
[00:03:01.598 --> 00:03:07.522]  Well just when you think perhaps the fear-mongering is going to end, MSNBC turns it up a notch again.
[00:03:07.902 --> 00:03:16.968]  This is in response to Donald Trump saying that the USA is not so innocent when it comes to killing people overseas.
[00:03:17.408 --> 00:03:26.474]  He said that the US has done some nasty things in the past, of course, when Donald Trump was asked about President Vladimir Putin saying, you know, he's killed journalists in the past.
[00:03:26.894 --> 00:03:32.419]  So Donald Trump kind of turned them around on that and said, listen, the CIA specifically is not so innocent.
[00:03:32.999 --> 00:03:41.266]  So MSNBC's Katie Tour says, you know what, maybe is Donald Trump going to start killing journalists?
[00:03:41.366 --> 00:03:43.448]  So this is a suggestion she's making.
[00:03:43.488 --> 00:03:51.935]  She says, as we know, there, since 2000, there's been a couple dozen suspicious deaths of journalists in Russia who came out against the government there.
[00:03:52.475 --> 00:03:59.262]  Donald Trump has made no secret about going after journalists and his distaste for any news that doesn't agree with him here.
[00:03:59.282 --> 00:04:02.646]  Do you find that this is a dangerous path he's heading down?
[00:04:03.207 --> 00:04:08.633]  Oh, he's heading down the path of taking out his enemies there in the journalism world?
[00:04:09.153 --> 00:04:23.312]  Now, mind you, these are the same people, CNN specifically, who called anyone who even talked about Michael Hastings' death, were conspiracy theorists, or Gary Webb, for instance, was also assassinated, taken out, very suspicious death there.
[00:04:23.893 --> 00:04:26.096]  But anyone who questioned those deaths,
[00:04:26.957 --> 00:04:29.099]  You're a conspiracy theorist, you're absolutely crazy.
[00:04:29.940 --> 00:04:38.650]  But now, they're suggesting that any of these suspicious deaths in Russia are actually assassinations being carried out by Vladimir Putin.
[00:04:39.130 --> 00:04:45.758]  And let's also not forget, these are the same journalists, for instance, that have been calling for President Donald Trump's assassination.
[00:04:46.198 --> 00:04:55.080]  Okay, in a now-deleted tweet, we have a Times columnist and author, India Knight, saying the assassination is taking such a long time.
[00:04:55.441 --> 00:04:58.321]  That tweet, of course, has been deleted after the backlash.
[00:04:58.721 --> 00:05:03.023]  We talked about the Irish mainstream media calling for a Trump assassination.
[00:05:03.063 --> 00:05:08.224]  They actually had a picture of him on the magazine, debating whether or not he should be taken out.
[00:05:08.244 --> 00:05:11.225]  Of course, they ultimately decided, you know, why not?
[00:05:11.385 --> 00:05:14.166]  You know, he doesn't need... They ultimately, because they're so...
[00:05:16.046 --> 00:05:18.989]  Liberal and loving decided that he didn't deserve to die.
[00:05:19.009 --> 00:05:29.176]  And also, the Secret Service is having to deal with some 12,000 plus tweets calling for the assassination of President Trump online.
[00:05:29.717 --> 00:05:42.586]  And let's not forget, Chuckie Schumer saying that the CIA has six ways to Sunday to deal with a President Trump who dared question the intelligence agencies, okay?
