[00:00:15.456 --> 00:00:19.660]  InfoWars, the most banned network in the world.
[00:00:20.421 --> 00:00:23.084]  And it is Saturday, June 26.
[00:00:24.225 --> 00:00:24.806]  The year is 2021.
[00:00:25.006 --> 00:00:28.750]  I am very honored to be here with you this evening.
[00:00:28.790 --> 00:00:31.673]  Very thankful that you are tuning in.
[00:00:32.374 --> 00:00:37.339]  We have coming up Ted Nugent and his wife, Max Keiser.
[00:00:38.496 --> 00:00:41.037]  And then we've got Harrison Smith.
[00:00:41.137 --> 00:00:46.478]  I saw his Friday morning show that was very powerful, exposing General Milley.
[00:00:46.498 --> 00:00:52.880]  We're going to be airing that, but this is a special Saturday transmission coming up today.
[00:00:53.661 --> 00:00:54.501]  We're going to lay out.
[00:00:56.124 --> 00:01:04.086]  The attempts at false flags, the attempts at race war, the attempts to bring in this world government, it's all coming up on this Saturday.
[00:01:04.106 --> 00:01:11.268]  And then after the show goes out, we will re-air it over and over again at InfoWars.com and Bandai Video.
[00:01:11.308 --> 00:01:16.109]  As long as you continue to support us, we'll be on air, but we're only here thanks to your sufferance.
[00:01:16.549 --> 00:01:17.329]  Thanks for your support.
[00:01:17.849 --> 00:01:22.470]  Also, please do not forget, July 4th Super Sale starts today.
[00:01:22.490 --> 00:01:24.351]  We started yesterday on Friday.
[00:01:25.271 --> 00:01:29.196]  New deals added every day, free shipping and double Patriot points.
[00:01:29.256 --> 00:01:36.764]  Ring in the 4th of July and celebrate true patriotism by supporting the number one alternative news source in the fight against tyranny.
[00:01:37.385 --> 00:01:40.528]  New specials will be added every day on top of the free specials.
[00:01:41.669 --> 00:01:45.412]  And the free shipping and double Patriot points about the list right now.
[00:01:45.492 --> 00:01:48.214]  So every day until July 4th, look for those.
[00:01:48.655 --> 00:01:56.561]  Right now, Survival Shield X2, the Deep Earth Crystal Iodine, back in stock, 50% off, double Patriot points, free shipping.
[00:01:57.081 --> 00:02:00.824]  Super Male Vitality, Super Female Vitality, 50% off, just add it.
[00:02:01.244 --> 00:02:03.406]  Survival Shield X3, 60% off.
[00:02:03.926 --> 00:02:05.367]  Bio-Trisillinium, 50% off.
[00:02:05.788 --> 00:02:07.469]  Ultimate Krill Oil, 40% off.
[00:02:08.090 --> 00:02:09.571]  All water filtration systems,
[00:02:11.434 --> 00:02:15.336]  10% off, these are already the best, highest quality, highest rated systems.
