[00:00:02.708 --> 00:00:05.350]  Waging war on corruption.
[00:00:05.350 --> 00:00:14.498]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:00:14.498 --> 00:00:19.062]  Well, a lot of stuff is going on in the world right now, isn't it?
[00:00:19.062 --> 00:00:28.070]  Welcome, ladies and gentlemen, and thank you for joining us on this live, Monday, November 29th edition of the Alex Jones Show.
[00:00:29.281 --> 00:00:31.302]  I'm going to open the phones up today.
[00:00:31.302 --> 00:00:38.366]  Roger Stone pops in in the third hour and then Gerald Cilente in the fourth hour.
[00:00:38.366 --> 00:00:43.288]  But just like clockwork, we predicted exactly what now has unfolded.
[00:00:43.288 --> 00:00:53.434]  The next round of lockdowns being announced due to a quote variant that they will now use as the cover up for the fact that it is the deadly vaccines that are killing people in mass.
[00:00:55.106 --> 00:00:57.327]  We have the German government, we have the U.S.
[00:00:57.327 --> 00:01:19.502]  government, we have a lot of other major medical organizations doing studies saying, yes, these mRNA vaccines are causing massive heart problems, and yes, there is a huge, huge, absolutely giant fold increase taking place in the number of people dying who've been vaccinated.
[00:01:19.502 --> 00:01:21.303]  Those are real, undisputed numbers.
[00:01:22.284 --> 00:01:34.672]  But they just run headlines saying, oh, a doctor says it's just a coincidence, or oh, the side of a bus, a billboard that says heart attacks are normal in children.
[00:01:34.672 --> 00:01:47.760]  And it turns out they had those ads bought out six months before, knowing that children would have heart attacks once it got approved for them via the emergency authorization.
[00:01:47.760 --> 00:01:51.083]  I mean, this is so premeditated when you're conscious.
[00:01:51.929 --> 00:01:56.032]  It's like you're awake and everybody else is asleep right next to you.
[00:01:56.032 --> 00:02:02.036]  They're hypnotized, but more and more people are coming out of the hypnotism, but it is just insane.
[00:02:02.036 --> 00:02:15.884]  We also have the Ghislaine Maxwell trial that began today, and after stalling it for three years, they magically have the Jussie Smollett false flag fake race attack trial that starts in Chicago.
[00:02:15.884 --> 00:02:19.027]  And then of course we've got
[00:02:20.362 --> 00:02:34.249]  All the fear being pushed with the new transformer named Variant and all of the hysteria that they're trying to create on that front.
[00:02:34.249 --> 00:02:42.653]  But it's all predestined to happen because we're not conscious and we don't really stand up for what's right.
[00:02:42.653 --> 00:02:46.415]  And so when you don't stand up against evil, it always makes a move.
[00:02:47.639 --> 00:02:53.384]  The globalists are predators.
[00:02:53.384 --> 00:02:58.227]  And so it's their nature to attack.
[00:02:58.227 --> 00:03:01.250]  Like a wolf goes after a lamb.
[00:03:01.250 --> 00:03:05.513]  Or a lion goes after a gazelle.
[00:03:05.513 --> 00:03:07.835]  But these aren't lions that are going after us.
[00:03:07.835 --> 00:03:10.177]  These are demons.
[00:03:10.177 --> 00:03:11.918]  And these aren't people that are killing for food.
[00:03:13.507 --> 00:03:19.291]  They're doing it for the sick enjoyment of the power and the control.
[00:03:19.291 --> 00:03:23.754]  So we're going to be laying it all out today.
[00:03:23.754 --> 00:03:24.995]  It's going to be a big broadcast.
[00:03:24.995 --> 00:03:26.876]  They're all big.
[00:03:26.876 --> 00:03:37.884]  But when we first come back, we're going to look at Fauci and what he's been up to and how he is now attacking Senator Cruz for pointing out that he lied.
[00:03:39.457 --> 00:03:53.463]  about gain of function, and then Fauci so arrogantly cackles and just comes off like a ventriloquist doll, very wooden, and says, oh, what about January 6th, Congressman?
[00:03:55.109 --> 00:04:10.160]  Senator, as if that's his get-out-of-jail-free card that Ted Cruz, legally and lawfully, was trying to have a 10-day Senate investigation that's in the Constitution of that election, something Democrats had had four years before.
[00:04:10.160 --> 00:04:20.647]  As if, oh, Ted Cruz now is a January 6th conspirator, when it was the deep state that helped provocateur some of the crowd, a very small percentage of the crowd, into the building.
[00:04:20.647 --> 00:04:22.929]  So they're really hanging their hat
[00:04:23.709 --> 00:04:34.579]  Behind the scenes on the January 6th committee to brand Americans as terrorists ahead of the midterms so they can stage some terror attacks and blame it on us.
[00:04:34.579 --> 00:04:36.181]  Make no mistake, that's in the cards.
[00:04:36.181 --> 00:04:37.182]  We told you.
[00:04:37.182 --> 00:04:39.184]  New variant, lockdowns, hysteria.
[00:04:40.413 --> 00:04:48.319]  As a distraction from their criminal activities and the inflation, and then also staged terror attacks to be blamed on the Liberty Movement, and that's coming next.
[00:04:48.319 --> 00:04:50.421]  This is all highly scripted.
[00:04:50.421 --> 00:04:52.562]  These old dogs don't learn new tricks.
[00:04:52.562 --> 00:04:56.886]  We'll be right back in one minute to lay it all out on this Monday, November 29 transmission.
[00:05:11.175 --> 00:05:21.590]  Right now, the real Black Friday sale is beginning, and it's only going to run until the end of the month, and that's now only 6-7 days.
[00:05:21.590 --> 00:05:25.556]  InfoWars store official Black Friday special has arrived.
[00:05:26.377 --> 00:05:27.979]  Ladies and gentlemen, people love it.
[00:05:27.979 --> 00:05:29.200]  It's our bestseller.
[00:05:29.200 --> 00:05:30.922]  Vitamin Mineral Fusion.
[00:05:30.922 --> 00:05:37.028]  All the vitamins, all the minerals, all the key amino acids, everything you need for your immune system and your body.
[00:05:37.028 --> 00:05:38.430]  And it tastes great.
[00:05:38.430 --> 00:05:40.252]  And it funds the InfoWar.
[00:05:40.252 --> 00:05:44.737]  It is back in stock 40% off with free shipping and double Patreon points.
[00:05:45.157 --> 00:05:47.801]  And so much more at InfoWarsStore.com.
[00:05:47.801 --> 00:05:52.629]  It's only six, seven days left in the biggest sale of 2021.
[00:05:52.629 --> 00:05:56.094]  Bet on freedom, bet on InfoWars, bet on yourself and get great products.
[00:05:56.094 --> 00:05:59.800]  The only way you fail is not taking action at InfoWarsStore.com.
[00:06:25.568 --> 00:06:40.095]  I could sit here and play you hours of predictions from February, March, and April of last year, where I specifically predicted exactly what's happening now.
[00:06:40.095 --> 00:06:41.916]  But of course, you already saw me say that.
[00:06:41.916 --> 00:06:44.837]  There's no need to prove ourselves here, is there?
[00:06:44.837 --> 00:06:45.498]  You want to see that?
[00:06:46.738 --> 00:06:56.560]  It's on Band.Video, latest compilation, predicting that by the winter of 2021, they would hype up a new variant and lock the world down again.
[00:06:56.560 --> 00:07:10.804]  I would say sometime right around Thanksgiving, because I've noticed patterns in how they operate and how they like to get us when we're all around the table together to talk about family and God and country, to talk about them, because they want to be in control.
[00:07:10.804 --> 00:07:13.205]  They want to be the center of life.
[00:07:13.205 --> 00:07:14.205]  They want to be worshipped.
[00:07:16.021 --> 00:07:22.883]  No, I'm just going to tell you what's coming next, instead of already told you what was coming and now it's here, so we'll just tell you what's coming next.
[00:07:22.883 --> 00:07:23.623]  Today.
[00:07:23.623 --> 00:07:25.504]  Here.
[00:07:25.504 --> 00:07:27.305]  And that's why they want us off the air.
[00:07:27.305 --> 00:07:36.187]  That's why it's so frustrating to be the most cutting-edge broadcast that has the most foresight and the most discernment, because it makes us the biggest target.
[00:07:36.187 --> 00:07:43.250]  And my survival mechanism is to get as many people awake as possible and to become obsolete.
[00:07:43.250 --> 00:07:44.110]  That is my wish.
[00:07:45.708 --> 00:07:52.791]  To literally just go live on a ranch and be a farmer.
[00:07:52.791 --> 00:07:56.593]  But that's not what I'm allowed to do.
[00:07:56.593 --> 00:07:59.355]  So I'm here fighting the tyrants.
[00:07:59.355 --> 00:08:10.360]  Their survival mechanism to us exposing them and us standing up to their attempt to take over our very bodies with this medical tyranny is to
[00:08:12.611 --> 00:08:19.654]  Release a new variant to try to terrorize the public into submission.
[00:08:19.654 --> 00:08:38.022]  But all of that is a survival mechanism in their attempt to distract from the fact that their highest level pedophile rings being run by multinational crime syndicates
[00:08:39.738 --> 00:08:52.189]  that have already basically taken over the major law enforcement groups of the world like Interpol and NATO and the FBI and the Justice Department.
[00:08:52.189 --> 00:09:00.396]  And so the fact that it began to come out about Bill Gates using pedophilia through his operative Jeffrey Epstein
[00:09:01.564 --> 00:09:05.748]  To compromise the scientific intelligentsia of not just the U.S.
[00:09:05.748 --> 00:09:21.583]  but of the West to have a false scientific consensus so they could get all the scientists and doctors and lawyers involved in the system on board to engage now in what we see unfolding.
[00:09:21.583 --> 00:09:23.886]  The bottom of the rabbit hole isn't pedophilia.
[00:09:23.886 --> 00:09:24.967]  That's close to the bottom.
[00:09:26.323 --> 00:09:35.286]  But at the very bottom of the spider hole, the center of the web, is psychic vampirism over children.
[00:09:35.286 --> 00:09:36.947]  The killing of children.
[00:09:36.947 --> 00:09:38.508]  The killing of humans, period.
[00:09:38.508 --> 00:09:40.608]  Mass pain and destruction.
[00:09:40.608 --> 00:09:44.430]  That is the ocean in which this entity, this anti-human, swims.
[00:09:51.428 --> 00:10:00.730]  And we now see its desire to kill humans in mass, but slowly and painfully being manifested in front of us all.
[00:10:00.730 --> 00:10:19.455]  So, I want to air a very important report that just went live on Man.video by Greg Reese, the ongoing cover-up of the Global Elite's child sex blackmail operation, and that ties into the judge in the case today, sealing the case to block any sensational or impure information, close quote.
