[00:00:18.482 --> 00:00:19.322]  InfoWars.
[00:00:19.582 --> 00:00:21.223]  Tomorrow's news, today.
[00:00:30.384 --> 00:00:42.747]  I've known this since I began studying the Globalism Operations 30 years ago, plus, but it just so happened, sitting in my hotel room down in
[00:00:44.980 --> 00:01:09.174]  McAllen, Texas, at night, after we'd been out on the border all day, surveilling the controlled collapse of our nation and ringing the alarm bells, that I saw on one of the old History Channel pieces, an hour-long documentary about Joseph Stalin that was pretty accurate from the books I've read and the research I've done, even from the Allied and then also Nazi perspective.
[00:01:10.452 --> 00:01:13.313]  But I was watching and it was all about Stalin and his life.
[00:01:13.733 --> 00:01:16.014]  It was a documentary not about World War II but about Stalin.
[00:01:16.394 --> 00:01:18.215]  So the last third was World War II.
[00:01:18.775 --> 00:01:21.536]  The rest of it was him growing up and then rising to power.
[00:01:21.996 --> 00:01:34.640]  And I was watching the lion's share of it being about the Bolshevik overthrow of Russia and how it took them 15 years to get control of Russia.
[00:01:36.707 --> 00:01:45.994]  And how they did it, and it's an exact carbon copy, just lower tech, of what the left is doing here today.
[00:01:46.234 --> 00:02:02.547]  And just like the Bolsheviks were funded by extremely rich, powerful central banks, the same people funding the Bolsheviks, funding the globalist system today, it just hit me how amazing the parallels were.
[00:02:03.127 --> 00:02:04.108]  And even the left said,
[00:02:05.825 --> 00:02:23.056]  The October Revolution, 1918, the end of World War I, that they've been launching their new October Revolution, and that's why they're preparing race war in this country as the cover for their breakdown of society, their takeover of the police departments.
[00:02:23.616 --> 00:02:34.003]  And once they've got control of local police departments, which Soros is spearheading, they plan to persecute and purge the American people, and they've got a systematic plan to do it.
[00:02:35.506 --> 00:02:41.055]  And the New World Order globalists are going to set off shore while millions of their own minions die fighting us.
[00:02:43.499 --> 00:02:49.669]  And so the left is putting themselves into a position of total destruction to carry this operation out.
[00:02:50.734 --> 00:02:56.739]  And you see Joe Biden say we're going to use the CIA and the military against the American people.
[00:02:56.979 --> 00:03:05.425]  And you see Congressman Nunes, the ranking Republican on the House Intelligence Committee, warning of them saying they're going to do this to us.
[00:03:05.465 --> 00:03:07.507]  I mean, this is really happening.
[00:03:09.388 --> 00:03:14.752]  And of course, Stalin was funded out of New York City and out of London with hundreds of millions of dollars at that time.
[00:03:14.793 --> 00:03:15.833]  That'd be billions today.
[00:03:16.614 --> 00:03:20.437]  He was the bag man for Lenin, but directly working for
