[00:00:08.405 --> 00:00:08.845]  InfoWars.
[00:00:08.845 --> 00:00:10.006]  Tomorrow's news.
[00:00:10.006 --> 00:00:10.506]  Today.
[00:00:10.506 --> 00:00:11.847]  It's Sunday.
[00:00:11.847 --> 00:00:13.008]  July 18th, the year is 2021.
[00:00:13.008 --> 00:00:16.550]  More top scientists have come forward confirming
[00:00:33.018 --> 00:00:38.981]  The MRNA injections are designed to attack women's ovaries, rendering them sterile.
[00:00:38.981 --> 00:00:43.723]  We're going to be laying it all out here for you today.
[00:00:43.723 --> 00:00:53.808]  But first, let's look at a few flashbacks of the last decade where we predicted from the Rockefeller Foundation documents and other insider reports what they've now carried out.
[00:00:55.220 --> 00:00:57.081]  The Alex Jones Show.
[00:00:57.081 --> 00:00:59.383]  There is a war on for your mind.
[00:00:59.383 --> 00:01:03.125]  I mean, I'm not even worthy to be bringing you information this powerful.
[00:01:03.125 --> 00:01:07.988]  And I hope that you pay attention to what we cover here, minute by minute.
[00:01:07.988 --> 00:01:12.271]  Because I've had chills, uh, since last night.
[00:01:12.271 --> 00:01:15.033]  This just confirms everything else we've already researched.
[00:01:17.316 --> 00:01:25.856]  A Rockefeller study envisions future dictatorship controlled by elite, millions being killed, mandatory quarantines, checkpoints, the end of the family.
[00:01:26.878 --> 00:01:41.068]  Everything that's in the other documents, but this dovetails with all the other Rockefeller Foundation documents about the GMO food to sterilize you and the forced vaccines and the hell we're already living in that's just going to continue to intensify until we take our governments back from these eugenics madmen.
[00:01:41.068 --> 00:01:43.830]  But that story is up on PrisonPlanet.com.
[00:01:43.830 --> 00:01:47.173]  The question is, will you have the courage to really do the research yourself?
[00:01:47.173 --> 00:01:50.355]  Because I don't want you to just sit here and hear me make these claims.
[00:01:51.101 --> 00:02:02.965]  These people are so arrogant that they write policy papers, so many of them, that they're producing these policy papers and reports and white papers so fast that you could never read them all.
[00:02:02.965 --> 00:02:06.366]  It is an open conspiracy against you and your family.
[00:02:06.366 --> 00:02:13.369]  I pray to God, I pray to my Heavenly Father Jesus Christ every night to give me the strength and the will to be able to face this horror.
[00:02:14.159 --> 00:02:25.262]  And to give me the strength to carry on because I know why a lot of you don't want to look at this information and just want to comment on the YouTube videos or on message boards and I'm a liar.
[00:02:25.262 --> 00:02:26.263]  I know why.
[00:02:26.263 --> 00:02:31.804]  Because it's scary.
[00:02:31.804 --> 00:02:36.186]  You're not going to be able to go to the ball games anymore.
[00:02:36.186 --> 00:02:38.527]  You're not going to be able to just go out and get drunk with your friends.
[00:02:38.527 --> 00:02:43.008]  You're not going to be able to just, you know, go out and enjoy yourself all the time.
[00:02:44.224 --> 00:02:58.175]  The only chance we've got of beating this scientific dictatorship, this creeping death that takes its time to incrementally enslave you, mentally, psychologically, physically, spiritually.
[00:02:58.175 --> 00:03:07.402]  The only way to defeat it is for the rank and file of this planet to realize that you have a choice to make on what your destiny is going to be.
[00:03:09.037 --> 00:03:14.520]  Once you face this information, once you've consciously admitted it to yourself, it will take over your life.
[00:03:14.520 --> 00:03:16.641]  It should take over your life.
[00:03:16.641 --> 00:03:18.061]  I mean, what else?
[00:03:18.061 --> 00:03:21.323]  What else could it do?
[00:03:21.323 --> 00:03:31.668]  We've got to get past the artificial stigma that the controlled corporate media has been putting out for decades, ahead of their open... of unveiling a planetary dictatorship.
[00:03:33.371 --> 00:03:36.794]  They all talk about how we need a police state to carry this out.
[00:03:36.794 --> 00:03:44.762]  Canada and the United States are going to work in lockstep to display the seriousness of our commitment at both home and abroad.
[00:03:44.762 --> 00:03:49.707]  Win, lose, or draw, you need to choose a side.
[00:03:49.707 --> 00:03:50.788]  InfoWars.
[00:03:50.788 --> 00:03:54.131]  Tomorrow's news, today.
[00:03:54.131 --> 00:03:55.052]  Welcome, my friends.
[00:03:55.052 --> 00:03:57.434]  Welcome again on this live Sunday.
[00:03:58.357 --> 00:04:02.143]  Broadcast, we're going to be here for the next two hours.
[00:04:02.143 --> 00:04:07.152]  Then we're going to have Sunday live with the great Owen Schroyer, 6 to 8 p.m.
[00:04:07.152 --> 00:04:08.654]  Central Time.
