[00:00:15.738 --> 00:00:16.859]  InfoWars.
[00:00:16.859 --> 00:00:18.059]  Tomorrow's news.
[00:00:18.059 --> 00:00:21.861]  Today.
[00:00:21.861 --> 00:00:23.562]  Big Brother.
[00:00:23.562 --> 00:00:24.723]  Mainstream media.
[00:00:25.879 --> 00:00:27.660]  Government cover-ups.
[00:00:27.660 --> 00:00:29.742]  You want to stop tyranny?
[00:00:29.742 --> 00:00:31.883]  Well, so does he.
[00:00:31.883 --> 00:00:39.728]  Live from the InfoWars.com studios, it's Alex Jones.
[00:00:39.728 --> 00:00:40.429]  Here we are.
[00:00:40.429 --> 00:00:46.393]  The shortest day of the year.
[00:00:46.393 --> 00:00:47.433]  Tuesday, December 21st.
[00:00:47.433 --> 00:00:47.793]  The year is 2021.
[00:00:56.873 --> 00:01:01.978]  21-21.
[00:01:01.978 --> 00:01:09.525]  What a day, what a time to be alive, what a new year that we are about to be plunged into.
[00:01:09.525 --> 00:01:11.587]  Thank you so much for joining us here today.
[00:01:11.587 --> 00:01:19.615]  I apologize to the crew and the listeners yesterday that I was legitimately having breakdowns on air, because I'm a real person.
[00:01:20.945 --> 00:01:22.687]  And I need to learn self-control.
[00:01:22.687 --> 00:01:34.136]  I've gotten better about it over the years, but I am so upset with Trump and the betrayal that it just, it just makes the top of my head blow off.
[00:01:34.136 --> 00:01:34.817]  I get so angry.
[00:01:34.817 --> 00:01:38.480]  In fact, just thinking about it right now, I'm getting pissed.
[00:01:38.480 --> 00:01:39.541]  In the gut, you know what I mean?
[00:01:39.541 --> 00:01:45.466]  A sick, burning feeling of disgust.
[00:01:45.466 --> 00:01:46.687]  I don't want to go back to that feeling again.
[00:01:46.687 --> 00:01:47.468]  It started happening again.
[00:01:52.793 --> 00:02:12.837]  Because you see, I get in here for hours before the show, and I scan over hundreds of articles, I read dozens of articles, I watch dozens of video clips, I take phone calls, I read government documents, I read pieces of legislation, I read lawsuits, and I'm sitting here looking at the British Medical Journal,
[00:02:13.664 --> 00:02:27.690]  Saying there's no doubt the Pfizer and Moderna shots, as well as the J&J and AstraZeneca, all caused massive increases in heart attacks and myocarditis, as well as arrhythmias.
[00:02:27.690 --> 00:02:32.232]  I know people personally took it and got serious heart problems from it.
[00:02:32.232 --> 00:02:32.652]  Personally.
[00:02:33.735 --> 00:02:42.942]  And then I sit there and I see Trump sit up there and laugh and say, it works great, it's wonderful, everybody should get it and all the rest of that crap that makes me physically ill.
[00:02:42.942 --> 00:02:46.185]  But I'm going to move on from Trump.
[00:02:46.185 --> 00:02:53.431]  That's why I got so upset yesterday, because we've invested so much in Trump and he has so much promise and he could really be a champion and the leader we need.
[00:02:53.431 --> 00:02:58.334]  But for whatever reason, he's decided to hang around with that loser, Bill O'Reilly.
[00:02:58.334 --> 00:03:01.097]  And when you lay down with dogs, you get fleas.
[00:03:01.097 --> 00:03:02.117]  I'm done talking about it.
[00:03:02.117 --> 00:03:02.738]  I'm going to move on.
[00:03:05.242 --> 00:03:10.804]  But speaking of the COVID news, every day we're on air.
[00:03:10.804 --> 00:03:12.425]  It's a blessing, because they're trying to take us off air.
[00:03:12.425 --> 00:03:14.526]  They're trying to shut you up.
[00:03:14.526 --> 00:03:15.846]  Trying to shut us all up.
[00:03:15.846 --> 00:03:18.668]  They're closing the door on freedom.
[00:03:18.668 --> 00:03:22.289]  Every day I'm on air, it gets worse.
[00:03:22.289 --> 00:03:31.833]  I mean, I've got in my stack mainstream news going, yeah, yeah, about one out of 100 people took the Pfizer shot, had a heart attack, and a bunch of them died.
[00:03:33.710 --> 00:03:37.051]  One out of a hundred, good lord!
[00:03:37.051 --> 00:03:41.472]  I've got the Lancet Journal, the British Medical Journal, right here.
[00:03:41.472 --> 00:03:43.852]  I'm gonna show it to you.
[00:03:43.852 --> 00:03:45.373]  And this nightmare doesn't end.
[00:03:45.373 --> 00:03:47.953]  That's one article.
[00:03:47.953 --> 00:03:50.694]  One article in this stack.
[00:03:50.694 --> 00:03:53.375]  Right here.
[00:03:53.375 --> 00:03:59.256]  So, I'm gonna do my best to not flip out today and just try to calmly
[00:04:00.848 --> 00:04:08.170]  Read you these stories and go over these because, you know, it's one thing if adults want to be cowardly and go get shots and have heart attacks and die.
[00:04:08.170 --> 00:04:12.772]  At a certain point, I'm kind of at a sick level, glad the Democrats are all killing themselves.
[00:04:12.772 --> 00:04:16.413]  But, you know, a lot of them mean well as well, so I shouldn't have that evil thought.
[00:04:16.413 --> 00:04:18.493]  I repent of it, God, but I'm being honest about that.
[00:04:18.493 --> 00:04:25.216]  I have a lot of friends that are Democrats that mean well, that are just like caught in its mind control and can't admit they're wrong.
[00:04:25.216 --> 00:04:28.036]  And I get it, they look at Trump's problems and think, well, this must be the answer.
[00:04:28.036 --> 00:04:29.537]  No, your side's much worse.
[00:04:30.612 --> 00:04:41.158]  But I really want to just empathize with everybody and be Christ-like, because that's the spirit we need to not let this destroy us, because we don't want to turn into who they are.
[00:04:41.158 --> 00:04:43.880]  We want to be Christ-like, especially with Christmas here.
[00:04:43.880 --> 00:04:44.761]  It's a few days away.
[00:04:44.761 --> 00:04:48.043]  All right, let's just wait till we come back in 60 seconds.
[00:04:48.043 --> 00:04:49.183]  I'm just going to hit it all.
[00:04:49.183 --> 00:04:52.005]  It's just over the top.
[00:04:52.005 --> 00:04:55.087]  Wait to hear about the latest phase of the purge in the U.S.
[00:04:55.087 --> 00:04:56.308]  military.
[00:04:56.308 --> 00:04:58.509]  One of the Jan 6th committee members, the CHICOM agent,
[00:05:03.257 --> 00:05:08.900]  This could be Infowars last Christmas, because it could be America's last Christmas.
[00:05:08.900 --> 00:05:10.921]  Evil is taking over the planet.
[00:05:10.921 --> 00:05:15.584]  They're destroying our borders, our sovereignty, our supply chains, our language, our currencies.
[00:05:15.584 --> 00:05:16.905]  They're coming after us.
[00:05:16.905 --> 00:05:25.050]  And if we don't support American businesses, and if we don't support independent media, in the final days of 2021, we have no future in the midterms in 2022.
[00:05:25.050 --> 00:05:26.711]  2022 is the year where America decides its fate.
[00:05:30.973 --> 00:05:32.894]  I want to thank you all for your support.
[00:05:32.894 --> 00:05:38.556]  I want to encourage you to do your Christmas shopping in FullRestore.com because I can barely keep our operation going.
[00:05:38.556 --> 00:05:41.737]  And I appreciate you keeping us in the position to fight back.
[00:05:41.737 --> 00:05:43.157]  I am so thankful for you.
[00:05:43.157 --> 00:05:46.798]  And I'm asking you now to realize the huge investment you made over the years in us.
[00:05:46.798 --> 00:05:51.120]  And I'll redouble your efforts to make sure that your investment in freedom continues on.
[00:05:51.520 --> 00:05:58.584]  Infowarsstore.com has incredible products, storewide free shipping up until December 20th.
[00:05:58.584 --> 00:06:00.825]  So please take action now and keep us on the air.
[00:06:00.825 --> 00:06:07.809]  Thank you.
[00:06:07.809 --> 00:06:10.331]  Love is a burning thing.
[00:06:19.321 --> 00:06:22.063]  Oh, Johnny Cash, the great Arkansasian.
[00:06:22.063 --> 00:06:24.645]  The great Arcadian.
[00:06:24.645 --> 00:06:25.966]  Bringing us in.
[00:06:25.966 --> 00:06:27.167]  A fiery ring.
[00:06:27.167 --> 00:06:30.110]  Here we are, ladies and gentlemen.
[00:06:50.051 --> 00:06:55.612]  I fell into a ring of fire.
[00:06:55.612 --> 00:06:56.733]  I love my children.
[00:06:56.733 --> 00:06:58.513]  I love you.
[00:06:58.513 --> 00:07:01.735]  And I burn with desire to stop the gloveless.
[00:07:01.735 --> 00:07:05.056]  I physically burn with will.
[00:07:05.056 --> 00:07:09.237]  It burns, burns, burns.
[00:07:09.237 --> 00:07:13.759]  The ring of fire.
[00:07:13.759 --> 00:07:15.999]  Taste of love is sweet.
[00:07:15.999 --> 00:07:17.100]  Hearts like ours meet.
[00:07:18.724 --> 00:07:36.228]  All right, ladies and gentlemen, thank you so much for joining us on this shortest day of the year, December 21st, 2021.
[00:07:36.228 --> 00:07:41.229]  All right, let me tell you what's coming up today, and then we're going to hit it all.
[00:07:41.229 --> 00:07:47.310]  Ali Alexander, who went and testified for eight hours to the House
[00:07:48.752 --> 00:07:51.594]  January 6th, Witch Hunt Committee.
[00:07:51.594 --> 00:07:55.476]  We'll be in studio in the second hour.
[00:07:55.476 --> 00:08:09.546]  And within two days of the Gateway Pundit article with the reporter we had on Saturday, Jacob Ingalls, breaking it on our show Saturday, just to get him proud of us being in the atmosphere with the Gateway Pundit.
[00:08:10.461 --> 00:08:15.726]  Jan's sixth member has business ties to China and the Chinese Communist Intelligence Agencies.
[00:08:15.726 --> 00:08:20.050]  She's announced that she's not running for Congress two days after this came out.
[00:08:20.050 --> 00:08:22.652]  We'll also be talking about that.
[00:08:22.652 --> 00:08:24.293]  So that's who you get to go in a room with.
[00:08:24.293 --> 00:08:31.400]  And you literally get to see the enemies of America.
[00:08:31.400 --> 00:08:33.602]  Daughters of famous war criminals, you name it.
[00:08:33.602 --> 00:08:35.884]  A true legion of evil.
