[00:00:08.352 --> 00:00:08.795]  We're good to go.
[00:00:23.186 --> 00:00:29.848]  Welcome ladies and gentlemen to this live Sunday, November 28th broadcast.
[00:00:50.606 --> 00:00:57.881]  I'm your host, Alex Jones, and we are unfortunately here at the prep space right now.
[00:00:59.398 --> 00:01:04.220]  of the next level of absolute, total, complete tyranny over humanity.
[00:01:04.220 --> 00:01:23.489]  The words are just not there to describe how horrible this is, how premeditated all this is, how we predicted it literally hundreds of times in the last 20 months that they would, I predicted by Thanksgiving, launch a new global lockdown that will kill tens of millions more people via starvation.
[00:01:25.461 --> 00:01:46.934]  Then of course the media will just report that in the back of the newspaper like it's no big deal and then roll forward blaming the unvaccinated with the new outbreaks and death and the new quote variant out of South Africa is the perfect cover, ladies and gentlemen, the absolute perfect cover for
[00:01:48.180 --> 00:01:53.842]  All the illnesses and those that are dying from the experimental injections.
[00:01:53.842 --> 00:01:59.064]  So it's all coming up today, tonight, this evening.
[00:01:59.064 --> 00:02:05.987]  Mike Adams has done an excellent job researching all this and has been a frequent expert guest on the broadcast from naturalnews.com.
[00:02:05.987 --> 00:02:09.288]  He'll be joining us at the bottom of the hour.
[00:02:09.288 --> 00:02:14.490]  Ten Omicron variant predictions for 2022 and beyond.
[00:02:14.490 --> 00:02:16.691]  Globalist authoritarian playbook revealed.
[00:02:18.459 --> 00:02:21.480]  And this full story, again, is up on InfoWars.com.
[00:02:21.480 --> 00:02:25.380]  He's going to be joining us, and I agree with his ten predictions.
[00:02:25.380 --> 00:02:30.862]  In fact, you're going to see this basically unfolding as we speak.
[00:02:30.862 --> 00:02:33.982]  We have Fauci announcing that everything's on the table.
[00:02:33.982 --> 00:02:35.042]  He's in command.
[00:02:35.042 --> 00:02:47.365]  We've got the World Medical Association bought and paid for by big pharma, saying they want forced inoculations and permanent lockdown, and that another strain's coming as bad as Ebola, airborne, and we're all going to die!
[00:02:49.036 --> 00:02:59.284]  Funny, that's what the UN and Club of Rome have been rubbing their hands together for decades about, saying that a deadly airborne Ebola is coming, and that it's going to cleanse the earth of overpopulation.
[00:02:59.284 --> 00:03:05.488]  That's in my film, In Game, Blueprint for Global Enslavement.
