[00:00:03.832 --> 00:00:04.432]  InfoWars.
[00:00:04.432 --> 00:00:09.196]  Tomorrow's news, today.
[00:00:20.837 --> 00:00:26.619]  From the front lines of the Information War, it's Alex Jones.
[00:00:45.805 --> 00:01:02.735]  It was a year ago that Michael Ryan, the head of the United Nations Global Rapid Reaction Force, said the ultimate goal, which they've now carried out in more than 100 countries, is to go into your homes, forcibly test you, and take your loved ones away from you based on fraudulent PCR tests.
[00:01:02.735 --> 00:01:03.775]  This is martial law.
[00:01:03.775 --> 00:01:10.199]  We now have major leaders in Canada saying they're using COVID to bring in martial law to silence dissent.
[00:01:10.199 --> 00:01:13.341]  They say it in national TV press conferences.
[00:01:13.999 --> 00:01:29.853]  They are going public with tyranny and now Biden has launched the COVID tracking teams in the name of the Delta tracking teams, the Delta plus variant tracking teams coming door-to-door to harass the unvaccinated.
[00:01:29.853 --> 00:01:32.516]  This is not the velvet glove and the iron fist.
[00:01:32.516 --> 00:01:37.080]  This is the iron fist.
[00:01:37.080 --> 00:01:39.402]  In most parts of the world due to lockdown
[00:01:40.077 --> 00:01:47.122]  Most of the transmission that's actually happening in many countries now is happening in the household, at family level.
[00:01:47.122 --> 00:01:53.607]  In some senses, transmission has been taken off the streets and pushed back into family units.
[00:01:53.607 --> 00:02:04.615]  Now, we need to go and look in families to find those people who may be sick and remove them and isolate them in a safe and dignified manner.
[00:02:04.615 --> 00:02:07.397]  It's now my great pleasure
[00:02:08.453 --> 00:02:13.314]  To invite Lady Gaga.
[00:02:13.314 --> 00:02:17.876]  Ladies and gentlemen, that's how sick these people are.
[00:02:17.876 --> 00:02:23.297]  Casting themselves as the heroes, the rest of us as the evil disease spreaders.
[00:02:23.297 --> 00:02:30.819]  And now, Biden and White House deployed Delta variant response teams across the U.S.
[00:02:30.819 --> 00:02:32.860]  to communities with low vaccination rates.
[00:02:33.743 --> 00:02:42.711]  They're going to force their way into homes and quote, force people to be tested with fraudulent machines that are 94% false positive.
[00:02:42.711 --> 00:02:52.539]  And it's far worse than that already in Europe, Canada, places like Australia, where they have been arresting people for a year that protest online the lockdowns.
[00:02:52.539 --> 00:02:53.640]  You're not allowed to do that.
[00:02:53.640 --> 00:02:56.002]  And big tech censors you as well.
[00:02:56.002 --> 00:02:58.964]  They also censor medical treatments, medical doctors.
[00:02:58.964 --> 00:03:00.005]  This is a giant
