[00:00:16.518 --> 00:00:17.599]  InfoWars.
[00:00:17.599 --> 00:00:18.820]  Tomorrow's news.
[00:00:18.820 --> 00:00:19.160]  Today.
[00:00:21.300 --> 00:00:35.972]  We are in process of developing a whole series of techniques which will enable the controlling oligarchy to get people actually to love their servitude.
[00:00:35.972 --> 00:00:45.039]  People can be made to enjoy a state of affairs which, by any decent standard, they ought not to enjoy.
[00:00:45.039 --> 00:00:47.341]  Perhaps you had better start from the beginning.
[00:00:51.107 --> 00:00:56.674]  Perhaps you had better start from the beginning.
[00:00:56.674 --> 00:01:01.821]  Perhaps you had better start from the beginning.
[00:01:01.821 --> 00:01:05.005]  Too many kids are what's making the planet worse.
[00:01:05.005 --> 00:01:07.327]  A lot of these kids come from bad gene pools.
[00:01:07.327 --> 00:01:09.811]  They don't have stable parents making good decisions.
[00:01:11.980 --> 00:01:18.322]  Mercury-containing vaccines may help not harm kids, according to two new studies in the journal Pediatric.
[00:01:18.322 --> 00:01:25.204]  These new studies suggest that the opposite, that the preservatives may actually be associated with improved behavior and mental performance.
[00:01:25.204 --> 00:01:30.206]  Fluoride in water is supposed to fight tooth decay, but could it also cause cancer?
[00:01:30.206 --> 00:01:33.147]  Turns out the government had the right, under U.S.
[00:01:33.147 --> 00:01:37.428]  law, to conduct secret testing on the American public under specific conditions.
[00:01:37.428 --> 00:01:40.409]  We have to work the dark side, or we're going to spend time in the shadows.
[00:01:41.729 --> 00:01:45.751]  Any attempt to achieve world order must be the work of the devil.
[00:01:45.751 --> 00:01:47.072]  Well, join me.
[00:01:47.072 --> 00:01:49.413]  I'm glad to sit here at the right hand of Satan.
[00:01:49.413 --> 00:01:52.795]  There's a need for a new world order.
[00:01:52.795 --> 00:01:59.158]  Someday, in the next few years, a solution will emerge.
[00:02:46.010 --> 00:02:48.692]  There are, of course, those who do not want us to speak.
[00:02:48.692 --> 00:02:49.953]  Let me think, just let me think.
[00:02:49.953 --> 00:02:55.578]  I suspect even now, orders are being shouted into telephones and men with guns are supposed to be on their way.
[00:02:55.578 --> 00:02:56.899]  It's Chancellor Sutler.
[00:02:56.899 --> 00:02:57.599]  Damn it!
[00:02:57.599 --> 00:02:58.680]  Why?
[00:02:58.680 --> 00:03:01.543]  Because while the truncheon may be used in lieu of conversation,
[00:03:02.323 --> 00:03:05.206]  Words will always retain their power.
