[00:00:15.037 --> 00:00:16.177]  InfoWars.
[00:00:16.177 --> 00:00:17.358]  Tomorrow's news.
[00:00:17.358 --> 00:00:17.738]  Today.
[00:00:17.738 --> 00:00:27.061]  It's Thursday, November 11th.
[00:00:45.249 --> 00:00:49.513]  2021, I'm your host, Alex Jones, live in studio.
[00:00:49.513 --> 00:00:51.935]  I'm very blessed and honored to be here.
[00:00:51.935 --> 00:01:08.929]  Well, every time I think I've seen something so unbelievable that it can't be topped by the globalist worldwide medical tyranny depopulation rollout, the New World Order just does something even more insane.
[00:01:08.929 --> 00:01:11.631]  And then by the time that's even covered,
[00:01:13.228 --> 00:01:17.429]  Something even more horrible unfolds.
[00:01:17.429 --> 00:01:36.375]  Yesterday, at about 4.30, I was going to go home early and spend time with my young daughter, my wife, and I went in my office and hit refresh on Infowars.com, and there was a big article
[00:01:38.669 --> 00:01:46.333]  With this headline, FDA documents show Pfizer secretly added heart attack drug to children's COVID vaccines.
[00:01:46.333 --> 00:01:59.860]  So then I spent an hour, at least, going through and going to the FDA's own website and indeed seeing that this has now been announced 10 days before and it got no coverage.
[00:01:59.860 --> 00:02:03.362]  Alex Jones didn't know about it for 10 days.
[00:02:04.775 --> 00:02:08.256]  And I sent the documents off to other prominent talk show hosts.
[00:02:08.256 --> 00:02:09.436]  They hadn't heard of it.
[00:02:09.436 --> 00:02:18.037]  That's how high level the censor is because there were some medical doctors and scientists and news sites that did report on it eight days ago.
[00:02:18.037 --> 00:02:21.018]  It broke 12 days ago.
[00:02:21.018 --> 00:02:23.298]  That is just so incredible.
[00:02:23.298 --> 00:02:30.239]  I mean, ladies and gentlemen, do you realize how illegal that is?
[00:02:30.239 --> 00:02:32.760]  It's one thing to have them say, oh, they've approved an experimental shot.
[00:02:35.137 --> 00:02:36.719]  And that of course was illegal.
[00:02:36.719 --> 00:02:53.358]  But now they add a very strong heart attack drug that you give somebody once they've had a heart attack to stabilize the heart that has horrible side effects and is extremely strong and extremely toxic.
[00:02:53.358 --> 00:02:55.019]  And so they had a couple more hours research.
[00:02:56.598 --> 00:03:00.399]  And it turned out that Rob Dude knew about this six days ago, and I'm not mad at Rob.
[00:03:00.399 --> 00:03:10.242]  It's just that we're so punch-drunk to this evil that, oh, they added a heart attack drug secretly to the shot and didn't tell anybody, and now they just buried it in an FDA announcement.
[00:03:10.242 --> 00:03:15.984]  And 12 days later, Alex Jones doesn't know about it, or 11 days later, last night.
[00:03:15.984 --> 00:03:21.426]  I mean, we could talk for the next four hours just about that, and I've got stuff just as horrible, just as crazy.
[00:03:23.698 --> 00:03:30.859]  Australia has now announced that they're going to declare martial law around Christmas and anyone that doesn't take injections is locked in their house.
[00:03:30.859 --> 00:03:32.820]  And they say, then if you go bankrupt, that's fine.
[00:03:32.820 --> 00:03:34.280]  You're going to be put in a camp.
[00:03:34.280 --> 00:03:35.140]  That's been announced.
[00:03:35.140 --> 00:03:38.881]  I have mainstream news here reporting it like it's a good thing.
[00:03:38.881 --> 00:03:46.062]  Associated Press, Australian leaders says lockdown for unvaccinated is likely.
[00:03:46.062 --> 00:03:47.903]  They said, we're gonna make it very uncomfortable for you.
[00:03:47.903 --> 00:03:48.923]  We're going to take your house.
[00:03:50.316 --> 00:03:55.382]  And then it gets crazier because do you know what just happened last night?
[00:03:55.382 --> 00:04:07.717]  The fourth European country in a week banned the Moderna shot in under 30s because of the massive heart attack and myocarditis issues and blood clots.
[00:04:07.717 --> 00:04:09.279]  At least a 15-fold increase.
[00:04:11.588 --> 00:04:13.911]  And to watch him on CNN last night trying to spin it.
[00:04:13.911 --> 00:04:15.373]  I saw the clip this morning.
[00:04:15.373 --> 00:04:17.776]  It was Anderson Cooper like, well, that's not that common.
[00:04:17.776 --> 00:04:22.742]  I mean, it's 15 times, 15 times increase.
[00:04:22.742 --> 00:04:24.544]  And so now Germany has banned it.
[00:04:25.382 --> 00:04:28.344]  So, and a bunch of countries have banned the Pfizer too.
[00:04:28.344 --> 00:04:29.765]  India, China, you name it.
[00:04:29.765 --> 00:04:44.394]  So they're trying to give and are giving five-year-olds, evil brainwashed parents are running out as well, and injecting their five-year-olds with something that embraces their immune system and can give them cancer, blood clots and heart attacks.
[00:04:44.394 --> 00:04:44.734]  I mean, wow!
[00:04:46.345 --> 00:04:47.947]  Well it's now out in the open that the new
[00:05:02.476 --> 00:05:12.423]  October 2021 is coming to a close, and that means it's our yearly Black Friday Comes Early Sale that runs for the first two weeks of November.
