[00:00:14.936 --> 00:00:16.037]  InfoWars.
[00:00:16.037 --> 00:00:17.237]  Tomorrow's news.
[00:00:17.237 --> 00:00:17.558]  Today.
[00:00:36.448 --> 00:00:39.092]  The answer to 1984 is 1776.
[00:00:39.092 --> 00:00:45.160]  The answer to the ongoing lockdowns being announced worldwide is people to speak up and say no, and to tell the truth.
[00:00:47.804 --> 00:00:50.847]  And they should be begging you to do the right thing!
[00:00:50.847 --> 00:00:53.770]  You're about to open a pit of hell!
[00:00:53.770 --> 00:00:57.975]  You do not get a vaccine passport put on us!
[00:00:57.975 --> 00:01:07.886]  You know, as the population who's in control, you know that the people or the politicians, once you get a power, you will never relinquish it!
[00:01:08.346 --> 00:01:22.172]  Do you think that the four feet of marble that holds you above, high in this chamber, will help you from the fate of humanity which you are unleashing?
[00:01:22.172 --> 00:01:23.653]  No!
[00:01:23.653 --> 00:01:24.353]  It won't!
[00:01:25.093 --> 00:01:29.855]  Your children and your children's children will be subjugated!
[00:01:29.855 --> 00:01:34.036]  They will be asked, how many vaccines have you had?
[00:01:34.036 --> 00:01:37.178]  Have you been a good little Nazi?
[00:01:37.178 --> 00:01:38.398]  Heil Fauci!
[00:01:38.398 --> 00:01:40.079]  Heil Fauci!
[00:01:41.139 --> 00:01:41.860]  Hey, old folksy!
[00:01:41.860 --> 00:01:43.381]  Hey, old folksy!
[00:01:43.381 --> 00:01:48.725]  There's been a lot of talk about the Nuremberg Code.
[00:01:48.725 --> 00:01:50.366]  Well, I brought you a copy.
[00:01:50.366 --> 00:01:55.330]  You are all in violation of Section 1!
[00:01:55.330 --> 00:01:56.591]  Yes, you!
[00:01:56.591 --> 00:01:57.632]  Doctor, well done!
[00:01:58.212 --> 00:02:09.036]  You are in violation of the Nuremberg Code, which is international law, and the definition is... Thank you, sir.
[00:02:09.036 --> 00:02:10.097]  Your time has expired.
[00:02:10.097 --> 00:02:12.298]  The definition is, we shall not be...
[00:02:13.356 --> 00:02:15.437]  Well, that's definitely my brother from another mother.
[00:02:15.437 --> 00:02:17.578]  I want to get that gentleman on the show.
[00:02:17.578 --> 00:02:19.919]  This is from the San Diego board meeting there.
[00:02:19.919 --> 00:02:25.622]  And there are a lot of other great clubs who are going to be playing from that meeting coming up here.
[00:02:25.622 --> 00:02:27.043]  In fact, let's just get to one right now.
[00:02:27.043 --> 00:02:29.404]  Here's a gym owner saying, I will never submit.
[00:02:29.404 --> 00:02:31.746]  People understand the chains are going on.
[00:02:31.746 --> 00:02:34.587]  Here it is.
[00:02:34.587 --> 00:02:35.608]  My name is Lou Yurdel.
[00:02:35.608 --> 00:02:37.749]  I'm the owner of Metro Flux Gym in Oceanside.
[00:02:40.990 --> 00:02:47.751]  It's been 18 months since people have been so scared of dying that they gave up on living.
[00:02:47.751 --> 00:02:53.513]  I'm here today to talk about recent recommendations to ask employers to do your dirty work.
[00:02:53.513 --> 00:03:00.834]  Asking them to mandate vaccines is another misstep in a parade of failures of our government.
[00:03:00.834 --> 00:03:03.935]  You want to know why there's so much kickback on this?
[00:03:03.935 --> 00:03:05.035]  We simply don't trust you.
[00:03:06.437 --> 00:03:08.017]  And what would we?
[00:03:08.017 --> 00:03:13.479]  It's gone from two weeks to flatten the curve to show me your papers if you want to work here.
[00:03:13.479 --> 00:03:20.081]  It went from stemming the flow of the ICU overflow to eradicating a virus that'll never go away.
[00:03:20.081 --> 00:03:26.643]  The proof is in Israel with the highest rates of vaccines and many more breakthrough cases than ever seen.
[00:03:26.643 --> 00:03:33.525]  Masks didn't work, stay-at-home orders didn't work, and lockdowns will go down in history as one of the greatest blunders of our time.
[00:03:35.509 --> 00:03:39.953]  We talk about personal responsibility in getting the vaccine.
[00:03:39.953 --> 00:03:51.662]  Dr. Wilma Wooten, not once have I heard you or any other health officer talk about the importance of the fact that 78% of the people admitted to the ICU were overweight or obese.
[00:03:51.662 --> 00:04:00.609]  You nor our elected officials, minus Jim Desmond, have ever mentioned the effectiveness of maintaining healthy weight, exercise, proper nutrition, vitamin supplementation.
[00:04:00.609 --> 00:04:01.770]  Not a peep.
[00:04:01.770 --> 00:04:03.751]  We're talking about health?
[00:04:03.751 --> 00:04:04.632]  We're talking about health?
[00:04:06.388 --> 00:04:10.412]  Instead we get wear a mask, stay home, close your business and take this shot.
[00:04:10.412 --> 00:04:12.374]  None of which boosts your immune system.
[00:04:12.374 --> 00:04:19.100]  Don't talk to me about personal responsibility until every employer is held responsible for injury resulting from this shot when they require it.
[00:04:19.100 --> 00:04:20.782]  Or big pharma companies are held liable.
[00:04:20.782 --> 00:04:23.324]  I'm gonna make this real simple for y'all.
[00:04:24.309 --> 00:04:31.176]  I will never, and I mean ever, submit to any request or requirement to wear masks or vaccine mandates.
[00:04:31.176 --> 00:04:37.302]  I will never submit to rules that segregate or dismantle people and put them against each other.
[00:04:37.302 --> 00:04:39.845]  Thank you.
[00:04:39.845 --> 00:04:44.350]  Well, once folks get it, they understand and see all.
[00:04:45.472 --> 00:04:49.374]  The reason I found that is I was on Twitter and people said, oh, these are the new Alex Joneses.
[00:04:49.374 --> 00:04:50.235]  No, they're not.
[00:04:50.235 --> 00:04:54.657]  They're humans that see the same takeover and recognize the lies that are going to fight back.
[00:04:54.657 --> 00:04:57.039]  We're going to win, but it's going to be rough, folks.
[00:04:57.039 --> 00:04:57.759]  Stay with us.
[00:04:57.759 --> 00:04:58.900]  The main broadcast starts now.
[00:05:00.299 --> 00:05:08.464]  I have gotten so many requests and so many complaints from listeners in the last six plus months of, where is the activated charcoal toothpaste and mouthwash?
