[00:00:15.289 --> 00:00:16.050]  InfoWars.
[00:00:16.390 --> 00:00:17.912]  Tomorrow's news, today.
[00:00:19.784 --> 00:00:22.267]  It's Sunday, May 16, 2021.
[00:00:23.168 --> 00:00:24.289]  I'm Alex Jones, your host.
[00:00:25.010 --> 00:00:30.816]  I am breaking the biggest news in the entire COVID nightmare saga of the last year and a half.
[00:00:31.536 --> 00:00:40.005]  Last Friday, just two days ago, Fauci testifying to the Senate, along with the head of the CDC and others, all confirmed that around half
[00:00:40.886 --> 00:00:48.091]  of the NIH and CDC, from the doctors down to the nurses, have taken the experimental COVID-19 shots.
[00:00:48.891 --> 00:00:55.576]  Repeat, the doctors and the scientists, the epidemiologists, the virologists that set policy for the U.S.
[00:00:56.056 --> 00:01:00.259]  and the U.N., meaning the world, will not take the vaccine.
[00:01:00.619 --> 00:01:06.283]  They're using the media, the corporations, and the entire system to try to bully us and force us into.
[00:01:07.003 --> 00:01:08.304]  This is incredible.
[00:01:08.364 --> 00:01:10.345]  This is the final blow to their lives.
[00:01:10.666 --> 00:01:11.526]  Not just all the deaths.
[00:01:12.047 --> 00:01:13.007]  Not just all the cover-ups.
[00:01:13.307 --> 00:01:18.831]  Not just the fact that Bill Maher and the Yankees and everybody else that takes the shot test positive months later.
[00:01:19.352 --> 00:01:23.314]  Or that most people in the hospitals now dying of COVID-19 had taken the vaccine.
[00:01:23.775 --> 00:01:24.835]  Really, the vaccine killing them.
[00:01:25.156 --> 00:01:26.637]  Not the Hank Aaron dying from it.
[00:01:26.997 --> 00:01:28.718]  Not the marvelous Marvin Hagler dying it.
[00:01:29.018 --> 00:01:31.080]  Not Ben Stein almost dying from it.
[00:01:31.560 --> 00:01:32.381]  On and on and on.
[00:01:32.981 --> 00:01:35.702]  Not just the censorship trying to block those of us that expose it.
[00:01:36.002 --> 00:01:39.243]  Not just big tech merging with big pharma in a total conflict of interest.
[00:01:39.563 --> 00:01:46.385]  Not just Fauci and Bill Gates and the UN running the Wuhan lab with gain-of-function and lying to Congress about it being caught red-handed.
[00:01:46.906 --> 00:01:47.746]  No, ladies and gentlemen.
[00:01:48.789 --> 00:01:54.715]  It's the fact that they, the very people who are telling us to take it, will not take it themselves.
[00:01:55.155 --> 00:01:59.299]  That is just such giant, massive, incredible news.
[00:01:59.319 --> 00:02:02.563]  I don't even have words to describe how insane this is.
[00:02:02.603 --> 00:02:03.644]  And here's the other big point.
[00:02:04.164 --> 00:02:08.508]  I was told months ago by sources inside the military and at NIH and CDC
[00:02:09.309 --> 00:02:15.793]  That they are shooting the vaccines into the trash can or down the drain when they say they're giving them to each other.
[00:02:16.233 --> 00:02:18.955]  So it's probably even less than half, probably 20-30%.
[00:02:18.975 --> 00:02:21.376]  Same thing for military brass.
[00:02:21.777 --> 00:02:30.522]  They've been refusing these experimental shots like anthrax before this, which again killed 20-plus thousand troops, so they had to suspend that back in the year 2001.
[00:02:31.683 --> 00:02:33.023]  This is not our first rodeo.
[00:02:33.103 --> 00:02:34.644]  America and the world's gone through this.
[00:02:34.704 --> 00:02:37.146]  And here's the final big point, and I throw the baton to Owen Schroer.
[00:02:38.897 --> 00:02:41.980]  In India, in China, they won't even take any of the Western vaccines.
[00:02:42.000 --> 00:02:42.860]  They say they're not safe.
[00:02:43.861 --> 00:02:46.143]  Because they're not vaccines, they're gene editing systems.
[00:02:46.704 --> 00:02:52.909]  Now I shot a special report that as we speak is being edited and put together that has all this laid out with the facts and with the video.
[00:02:53.209 --> 00:02:55.611]  It's going to air in the final segment of this first hour.
[00:02:56.192 --> 00:02:57.833]  Owen Schroer takes over right now.
[00:02:57.953 --> 00:02:58.854]  Call everyone you know.
[00:02:59.735 --> 00:03:01.136]  This is the day the globe was full.
[00:03:02.136 --> 00:03:13.823]  We won't be visible today, but it will happen in time if all of you share the word that Fauci's own operation won't even take the vaccine, but they want to try to lie to you and bully you and make you do it.
[00:03:14.423 --> 00:03:16.084]  This is biological terrorism.
[00:03:16.404 --> 00:03:18.386]  This is biological psychological warfare.
[00:03:18.826 --> 00:03:21.567]  This is criminal activity and we will not submit to it.
[00:03:21.587 --> 00:03:23.589]  We declare independence against it right now.
[00:03:24.488 --> 00:03:27.209]  I'm Alex Jones and I'm so proud of this audience of activists.
[00:03:27.249 --> 00:03:28.129]  I'm so proud of our crew.
[00:03:28.169 --> 00:03:29.190]  I'm so proud of Owen Schroer.
[00:03:29.210 --> 00:03:31.751]  I'm so proud of my family for standing with us.
[00:03:32.091 --> 00:03:33.371]  I'm so proud of humanity.
[00:03:33.411 --> 00:03:34.752]  We're all one family together.
[00:03:34.772 --> 00:03:36.132]  I salute you all.
[00:03:36.172 --> 00:03:36.993]  Now take action.
[00:03:37.033 --> 00:03:40.314]  This is your mission to get this information out if you choose to accept it.
[00:03:40.954 --> 00:03:45.358]  And of course, we'll be hearing again from Alex a couple more times before the broadcast is concluded today.
[00:04:10.629 --> 00:04:11.290]  Think about that.
[00:04:12.090 --> 00:04:16.994]  The people telling you how great the vaccine is won't even take it themselves.
[00:04:17.154 --> 00:04:19.136]  I mean, that is like suspicious behavior 101.
[00:04:19.796 --> 00:04:25.280]  I mean, you know, you sit down with somebody, they pour you a drink, and you say, hey, you drink that.
[00:04:25.300 --> 00:04:26.982]  They say, nah, I don't want to drink that.
[00:04:27.022 --> 00:04:29.303]  But you, you should drink that.
[00:04:29.323 --> 00:04:32.026]  You're like, hmm, I'm a little suspicious.
[00:04:32.086 --> 00:04:33.587]  I think you may have put something in that drink.
[00:04:33.947 --> 00:04:35.288]  Oh, no, no, no, just drink it.
[00:04:35.448 --> 00:04:36.229]  Why won't you drink it?
[00:04:36.289 --> 00:04:36.969]  No, it's not for me.
[00:04:36.989 --> 00:04:37.450]  It's for you.
[00:04:39.295 --> 00:04:40.216]  You'd be running away.
[00:04:40.877 --> 00:04:43.060]  But with the vaccine, though, trust the doctors.
[00:04:43.160 --> 00:04:44.121]  Trust the experts.
[00:04:44.922 --> 00:04:47.425]  And then they ask Fauci, have your doctors taken the vaccine?
[00:04:47.665 --> 00:04:48.126]  Oh, no.
[00:04:48.766 --> 00:04:49.247]  No, no.
[00:04:49.788 --> 00:04:51.850]  My doctors certainly aren't taking the vaccine.
[00:04:51.890 --> 00:04:52.831]  They know better than that.
[00:04:54.053 --> 00:04:54.734]  But you should.
[00:04:55.475 --> 00:04:57.237]  You should take the vaccine, definitely.
[00:05:17.657 --> 00:05:21.980]  For this question, I'm going to go to Dr. Fauci, Dr. Marks, and Dr. Lewinsky.
[00:05:23.180 --> 00:05:32.006]  What percentage of the employees in your institute, your center, or your agency of your employees has been vaccinated?
[00:05:39.010 --> 00:05:43.633]  You know, I'm not 100% sure, Senator, but I think it's probably a little bit more than half, probably around 60%.
[00:05:43.673 --> 00:05:43.853]  Dr. Marks?
[00:05:47.732 --> 00:05:51.115]  I can't tell you the exact number, but it's probably in the same range.
[00:05:51.175 --> 00:05:56.519]  Some people vaccinated at our facility and others outside of the facility.
[00:05:58.200 --> 00:06:00.762]  We're encouraging our employees to get vaccinated.
[00:06:00.802 --> 00:06:03.164]  We've been doing town halls and education seminars.
[00:06:03.184 --> 00:06:11.530]  Our staff have the option to report their vaccination status, but as you understand, the federal government is not requiring it, so we do not know.
[00:06:14.585 --> 00:06:25.310]  Well, ladies and gentlemen, you just heard it again, right here at InfoWars, live on the air on this Sunday, May 16th, 2021.
[00:06:25.850 --> 00:06:27.091]  This is the Alex Jones Show.
[00:06:27.291 --> 00:06:29.492]  I'm filling in for Alex Jones, Owen Schroer, with you.
[00:06:29.512 --> 00:06:35.454]  We're going to be hearing from Alex a couple more times throughout the rest of this Sunday transmission.
[00:06:36.995 --> 00:06:37.815]  But there you go.
[00:06:37.895 --> 00:06:38.996]  What more do you need to hear?
[00:06:39.056 --> 00:06:40.837]  Now, I don't need to tell you
[00:06:42.079 --> 00:06:52.163]  The analogy, we don't need to talk about why that's a suspicious thing that the very doctors and scientists telling you how safe and effective the vaccine are, aren't taking it themselves.
[00:06:52.943 --> 00:06:54.964]  And who knows, maybe the ones that are aren't really either.
[00:06:55.004 --> 00:06:57.225]  They're just spritzing it out saying, yep, we took it.
[00:06:57.245 --> 00:06:57.665]  Mm-hmm.
[00:07:00.526 --> 00:07:01.227]  Because they know.
[00:07:04.208 --> 00:07:11.691]  Now, if you watched somebody put poison into a drink and give it to you,
[00:07:13.291 --> 00:07:13.971]  You wouldn't drink it.
[00:07:16.853 --> 00:07:21.697]  If somebody poured you a drink and refused to drink it themselves, you wouldn't drink it.
[00:07:23.278 --> 00:07:32.344]  If somebody who is known for poisoning drinks and giving them to people, and that person gives you a drink, you probably wouldn't drink it.
[00:07:32.384 --> 00:07:38.348]  Well, these individuals check off all three boxes and more, quite frankly.
[00:07:40.289 --> 00:07:40.429]  Now,
[00:07:42.298 --> 00:07:47.940]  There are other news stories that we're gonna get to, but this is so, such an incredible admission.
[00:07:51.001 --> 00:08:06.426]  And it just highlights all the criminal activity that it took to get this vaccine to this point and to force it into people's arms, now with deadly side effects.
[00:08:08.927 --> 00:08:10.848]  So we've got some other stories about
[00:08:11.906 --> 00:08:19.652]  Bad side effects, including new celebrities who've taken it and said, wow, this is basically the worst thing that's ever happened to me.
[00:08:20.593 --> 00:08:27.759]  We've got new numbers now that the vaccine is actually more dangerous or potentially deadly than COVID itself.
[00:08:28.099 --> 00:08:31.922]  Boy, who could have seen that coming?
[00:08:32.042 --> 00:08:41.410]  And then the complete breakdown at the CDC and the NIH and everything else in between that Fauci is running into the ground.
[00:08:43.576 --> 00:08:48.798]  Oh, and what happens when you develop a gain-of-function virus in a Chinese lab?
[00:08:50.359 --> 00:09:06.045]  Well, you get hired as a professor at the American Academy of Microbiology, like a Chinese military scientist just did.
[00:09:06.065 --> 00:09:12.048]  And then, where the rubber meets the road,
[00:09:13.638 --> 00:09:15.879]  Grassroots human-to-human interaction.
[00:09:17.300 --> 00:09:29.806]  And you're seeing this on television with liberal talk show hosts on CNN and other places and they say, oh, I am scared to be around people that haven't been vaccinated and aren't wearing a mask.
[00:09:30.446 --> 00:09:32.947]  So I'll still wear my mask.
[00:09:35.089 --> 00:09:39.471]  And then on the other side of their mouth talking about how safe and effective and effective
