[00:00:20.165 --> 00:00:20.947]  Good evening, everyone.
[00:00:20.987 --> 00:00:22.830]  Welcome to the InfoWars Nightly News.
[00:00:22.971 --> 00:00:23.812]  I'm Darren McBrain.
[00:00:23.872 --> 00:00:27.439]  It is Thursday, October 13th, 2016.
[00:00:27.540 --> 00:00:31.828]  Here's a quick look at what's coming up tonight.
[00:00:33.789 --> 00:00:39.651]  More WikiLeaks bombshells crash through the Matrix and expose Hillary Clinton.
[00:00:39.951 --> 00:00:47.634]  This time, as Secretary of State, Hillary admits that the government of Saudi Arabia was supporting ISIS.
[00:00:48.255 --> 00:00:51.636]  So why did she accept all that money from the Saudi government?
[00:00:52.096 --> 00:00:55.917]  And how does the latest WikiLeaks data dump relate to the 28 pages?
[00:00:57.793 --> 00:00:58.633]  I'll give you a hint.
[00:00:59.313 --> 00:01:07.575]  The Kingdom of Saudi Arabia has bankrolled Al Qaeda, the Taliban, ISIS, and now Hillary Clinton.
[00:01:07.835 --> 00:01:20.038]  The Hillary Clinton documents, released today by WikiLeaks, make more clear than ever just how much is at stake in this election.
[00:01:20.258 --> 00:01:21.418]  So much corruption.
[00:01:21.438 --> 00:01:25.479]  All that plus much more, up next on the InfoWars Nightly News.
[00:01:30.387 --> 00:01:33.029]  Look, I'm not going to sit here and say, see, I told you so.
[00:01:33.289 --> 00:01:36.311]  That communist Chinese style net censorship is coming to the web.
[00:01:36.331 --> 00:01:37.432]  Because it's already here.
[00:01:37.812 --> 00:01:38.472]  It's being announced.
[00:01:38.833 --> 00:01:42.295]  The way you keep the internet open and free is you get involved more than ever.
[00:01:42.775 --> 00:01:44.056]  You don't let them break your will.
[00:01:44.697 --> 00:01:56.745]  Go to infowars.com forward slash app and download an app that took us over a year to develop that we're going to be expanding on the next few months with free video and audio and podcast feeds and breaking news and alerts and so much more.
[00:01:57.025 --> 00:01:59.967]  Don't sit by and let the internet and free speech be stolen from you.
[00:02:00.507 --> 00:02:01.187]  Take action!
[00:02:04.828 --> 00:02:06.709]  I train two, three times a day.
[00:02:07.509 --> 00:02:11.810]  They're brutal, agonizing, painful training sessions.
[00:02:16.732 --> 00:02:18.172]  I have to have the edge over my opponents.
[00:02:19.012 --> 00:02:24.094]  I believe that in floor products, super male vitality, you know, that gives me the edge.
[00:02:26.035 --> 00:02:27.056]  Well, you have to know where you break.
[00:02:27.416 --> 00:02:30.740]  You know, ultimately, like, you don't push yourself to know where that breaking point is.
[00:02:30.960 --> 00:02:33.422]  You're always going to be falling short of what your potential is.
[00:02:33.923 --> 00:02:39.609]  So it's really just about finding how far you can go.
[00:02:56.613 --> 00:02:57.880]  There's a lot of different things out there.
[00:02:58.986 --> 00:02:59.891]  I only use the best.
[00:03:02.458 --> 00:03:13.687]  We begin this evening with a bombshell WikiLeaks release that links the government of Saudi Arabia with logistic and financial support to ISIS.
[00:03:14.028 --> 00:03:21.774]  And get this, the newly disclosed information did not come from a whistleblower or an arms dealer.
[00:03:22.215 --> 00:03:27.699]  No, this time it came from a leaked email from Hillary Clinton.
[00:03:28.920 --> 00:03:33.663]  Here is now another from the latest release of hacked emails from WikiLeaks.
[00:03:34.024 --> 00:03:45.931]  In a private email exchange between Clinton and campaign manager John Podesta back in 2014, Clinton acknowledges Saudi Arabia and Qatar were providing financial and logistical support to the Islamic State.
[00:03:46.292 --> 00:03:51.015]  Hillary Clinton says that the governments of these two countries are funding ISIS.
[00:03:51.055 --> 00:03:55.858]  We need to use our diplomatic and more traditional intelligence assets to bring pressure
[00:03:56.670 --> 00:04:04.815]  On the governments of Qatar and Saudi Arabia which are providing clandestine financial and logistic support to ISIL and other radical Sunni groups in the region.
[00:04:05.015 --> 00:04:23.507]  Needless to say this is the very same Saudi Arabia and Qatar who have donated north of 30 million dollars to the Clinton Foundation and the very same Saudi Arabia which struck a record-breaking arms deal with the United States when Hillary Clinton was in charge of the Department of State.
[00:04:23.647 --> 00:04:27.670]  Were the governments funding other radical Sunni groups in the region?
[00:04:27.830 --> 00:04:44.602]  Absolutely, and Hillary Clinton should know that very well because they included funding of radical groups in Libya before and after the overthrow of Gaddafi that contributed to the destabilization there, ultimately leading to the tragedy in Benghazi on September the 11th, 2012.
[00:04:45.062 --> 00:04:48.144]  We came, we saw, we died.
[00:04:49.865 --> 00:04:51.667]  The Hillary Clinton documents.
[00:04:52.526 --> 00:04:54.326]  Released today by WikiLeaks.
[00:04:55.687 --> 00:05:02.008]  Make more clear than ever just how much is at stake in this election.
[00:05:02.268 --> 00:05:03.708]  So much corruption.
[00:05:04.568 --> 00:05:06.289]  This is amazing.
[00:05:06.349 --> 00:05:06.849]  Check it out.
[00:05:06.889 --> 00:05:08.289]  Here are some of the details.
[00:05:08.389 --> 00:05:18.691]  The WikiLeaks documents include an email from Hillary Clinton, who was Secretary of State at the time, to John Podesta, who is now her campaign chairman.
[00:05:19.171 --> 00:05:21.832]  And Hillary says in the email exchange,
[00:05:22.372 --> 00:05:33.255]  That the governments of Qatar and Saudi Arabia are providing financial and logistics support to ISIL terrorists and other radical Sunni groups in the region.
[00:05:33.635 --> 00:05:33.975]  Wow!
[00:05:34.336 --> 00:05:35.076]  But wait a minute.
[00:05:35.316 --> 00:05:42.018]  If these governments are supporting terrorism, why the hell would Hillary Clinton accept money from them?
[00:05:42.827 --> 00:05:45.288]  Well, they don't call her Crooked Hillary for nothing.
[00:05:45.689 --> 00:05:51.912]  And it's no secret that the government of Saudi Arabia is also bankrolling Hillary's presidential campaign.
[00:05:52.252 --> 00:05:53.693]  Yes, I know it's illegal.
[00:05:53.913 --> 00:05:57.895]  Foreign countries are not allowed to influence the outcome of U.S.
[00:05:58.076 --> 00:05:58.576]  elections.
[00:05:59.096 --> 00:06:14.354]  But if you haven't figured it out by now, Hillary Clinton is above the law, and she is the ultimate globalist puppet candidate, and she's working for the establishment, and she will accept money from anybody.
[00:06:14.794 --> 00:06:17.257]  And not only are the Saudis supporting ISIS,
[00:06:18.038 --> 00:06:21.939]  They also funded and trained the 9-11 hijackers.
[00:06:22.279 --> 00:06:24.220]  I bet you didn't hear that on CNN, did you?
[00:06:24.660 --> 00:06:27.481]  Google search the 28 pages.
[00:06:28.081 --> 00:06:33.823]  It finally proves without a doubt that the 9-11 conspiracy theorists were right all along.
[00:06:34.444 --> 00:06:39.785]  And the redacted 28 pages from the 9-11 report are now declassified.
[00:06:40.126 --> 00:06:41.566]  Well, most of it anyway.
[00:06:41.586 --> 00:06:46.368]  15 of the 19 hijackers were indeed from Saudi Arabia.
[00:06:47.248 --> 00:06:56.913]  And they were in contact with members of the Saudi government, including the Saudi royal family, who assisted the 9-11 hijackers.
[00:06:57.373 --> 00:07:00.055]  This is an act of war.
[00:07:00.575 --> 00:07:08.719]  FBI sources confirm in the 28 pages that the government of Saudi Arabia had connections to Al-Qaeda.
[00:07:09.019 --> 00:07:14.162]  In fact, we now know that Prince Bandar, the Saudi ambassador to the US,
[00:07:14.482 --> 00:07:32.414]  Well, his name came up multiple times in the 28 pages, including a money transfer of $130,000 from Prince Bandar's family checking account directly to one of the hijackers' Saudi handlers in San Diego.
[00:07:32.794 --> 00:07:33.414]  So there you go.
[00:07:33.494 --> 00:07:36.977]  We have a direct link from Prince Bandar to
[00:07:37.697 --> 00:07:39.998]  The 9-11 hijackers.
[00:07:40.058 --> 00:07:42.259]  I think that might be newsworthy, don't you?
[00:07:42.339 --> 00:07:49.202]  And don't forget it was George W. Bush who wanted the 28 pages kept secret.
[00:07:50.783 --> 00:07:57.125]  Let us never tolerate outrageous conspiracy theories concerning the attacks of September the 11th.
[00:07:58.286 --> 00:08:02.267]  Malicious lies that attempt to shift the blame away from the terrorists themselves.
[00:08:03.248 --> 00:08:04.168]  Away from the guilty.
[00:08:05.209 --> 00:08:05.729]  Every nation
[00:08:06.806 --> 00:08:09.954]  In every region, now has a decision to make.
[00:08:11.398 --> 00:08:15.228]  Either you are with us, or you are with the terrorists.
[00:08:18.168 --> 00:08:23.332]  You know, it was shortly after the attacks on September 11th that the U.S.
[00:08:23.392 --> 00:08:28.796]  government grounded all flights coming in and out of the continental United States.
[00:08:29.316 --> 00:08:31.138]  Nobody was allowed to fly.
[00:08:31.658 --> 00:08:36.882]  Unless, of course, you happen to be a member of the Saudi royal family or the Bin Laden family.
[00:08:37.422 --> 00:08:45.368]  Because they were evacuated immediately and allowed to escape before they could be questioned by authorities.
[00:08:45.829 --> 00:08:47.190]  And during that same time
[00:08:47.850 --> 00:08:56.015]  President George W. Bush and Prince Bandar, well they were hanging out together on the White House balcony smoking cigars.
[00:08:56.576 --> 00:09:00.398]  I tell you what, I would have loved to have been a fly on the wall during that moment in history.
[00:09:00.638 --> 00:09:07.723]  You know, they used to call Prince Bandar, Bandar Bush, because of his close relationship to the Bush family.
[00:09:07.883 --> 00:09:09.464]  I mean, they used to vacation together.
[00:09:09.884 --> 00:09:18.170]  And the Bush White House, they didn't want anybody to find out that their buddies in Saudi Arabia helped carry out 9-11.
[00:09:19.071 --> 00:09:20.552]  Bush wants it kept secret.
[00:09:20.672 --> 00:09:23.674]  Obama certainly isn't going to do anything about it.
[00:09:24.055 --> 00:09:33.742]  And now that we know that Hillary Clinton is all aware of all this, well, she's not going to do anything about it either, as long as the Saudis keep giving her money.
[00:09:34.002 --> 00:09:39.925]  And of course, they were rewarded just like everyone else who contributes money to the Clinton Foundation.
[00:09:40.265 --> 00:09:48.949]  The biggest arms deal in Saudi Arabia's history happened shortly after donating millions of dollars to Hillary.
[00:09:49.269 --> 00:09:58.193]  So, when you think about it, the people who were responsible for this are now funding Hillary Clinton's presidential campaign.
[00:10:00.069 --> 00:10:09.615]  It's a bold statement, but Hillary and Obama created and manage ISIS, and they will do anything to distract the public's awareness of this undeniable fact.
[00:10:09.816 --> 00:10:21.063]  A fact born of the globalist's insatiable need to create an enemy and control both sides of endless wars and social engineering that add to the New World Order's trillion-dollar treasure chest.
[00:10:21.243 --> 00:10:25.506]  But times are changing, and the true enemy of humanity has been exposed.
[00:10:25.686 --> 00:10:43.060]  WikiLeaks have been dropping the cannon fodder for the past few days and among the insults of religious leaders and minorities and communications that could harm national security and a revelation that Bill Clinton was given a million dollar birthday check from Qatar for pay-to-play access in Haiti.
[00:10:43.300 --> 00:10:49.465]  At the top of that heap, damning evidence that Hillary Clinton and Barack Obama, with the aid of Saudi Arabia and Qatar,
[00:10:49.645 --> 00:10:54.989]  gave financial and logistical support to the Islamic State and other extremist Sunni groups.
[00:10:55.209 --> 00:11:00.873]  The Daily Caller reported Clinton sent the email on August 17, 2014 to Podesta.
[00:11:01.153 --> 00:11:05.016]  It was an eight-point plan to defeat ISIS in Iraq and Syria.
