[00:00:20.191 --> 00:00:22.294]  Welcome to the Info Wars Nightly News.
[00:00:22.374 --> 00:00:23.616]  I'm your host, Jakari Jackson.
[00:00:23.977 --> 00:00:25.639]  It is March 23rd, 2016, and here's a look at our top stories.
[00:00:31.331 --> 00:00:37.634]  Tonight, the United States has become an empire that our founding fathers detested.
[00:00:38.074 --> 00:00:43.297]  And David Knight explains why Ted Cruz is no George Washington.
[00:00:43.777 --> 00:00:52.802]  Then, an epic video is going viral on the internet, showing a cop backing down to an informed citizen in Long Beach.
[00:00:52.822 --> 00:00:56.443]  You have no business coming up and harassing anyone, telling them they shouldn't ride their bike.
[00:00:56.563 --> 00:00:57.444]  Oh, this is harassment.
[00:00:57.864 --> 00:01:03.449]  When you tell someone to not ride their bike when they're legally able to ride their bike, yes, that is harassment.
[00:01:03.469 --> 00:01:12.597]  Plus, MSNBC host Chris Matthews is told to stop talking during an anti-Wall Street rant on live television.
[00:01:12.777 --> 00:01:13.337]  Just a moment.
[00:01:13.357 --> 00:01:14.458]  Am I supposed to stop talking?
[00:01:15.599 --> 00:01:15.759]  No?
[00:01:16.000 --> 00:01:16.320]  Okay.
[00:01:16.460 --> 00:01:17.301]  Somebody just told me to.
[00:01:17.481 --> 00:01:21.645]  All that plus much more up next on the InfoWars Nightly News.
[00:02:00.816 --> 00:02:15.001]  My fellow InfoWarriors, I am very excited to be able to announce to you the introduction at InfoWarsLife.com of a new way to save time and money when you stock up on InfoWarsLife formulations like Survival Shield X2 and Super Mel Vitality.
[00:02:15.181 --> 00:02:24.684]  Just go to InfoWarsLife.com today, select your favorite product, click on Auto Ship before adding to cart, and choose how often you want us to send you another one.
[00:02:24.984 --> 00:02:33.749]  Every time you choose AutoShip at InfoWarsLife.com, you get 10% off and you won't have to worry about running out and having to reorder next time.
[00:02:34.009 --> 00:02:36.410]  And of course, you can cancel with one click anytime.
[00:02:36.811 --> 00:02:44.635]  As you know, I'm all about the idea of a 360 win, and the new AutoShip feature at InfoWarsLife.com is a sure win for everybody.
[00:02:44.895 --> 00:02:48.577]  A win for liberty, a win for health, and a win when it comes to big savings.
[00:02:48.877 --> 00:02:55.041]  Visit InfoWarsLife.com today and save 10% on your next InfoWarsLife order by selecting AutoShip at checkout.
[00:02:55.161 --> 00:02:57.162]  That's InfoWarsLife.com or call 888-253-3139.
[00:03:03.106 --> 00:03:05.808]  And we begin tonight with new news out of Brussels.
[00:03:05.848 --> 00:03:07.809]  We have more information about the suspects.
[00:03:07.829 --> 00:03:17.876]  And we see outrage as Turkish president reveals they arrested one of the Brussels bombers in June and deported him back to Belgium and even warned authorities he was a militant.
[00:03:18.416 --> 00:03:24.082]  We see that Belgian brothers were named as the suicide bombers who struck the airport in metro train.
[00:03:24.622 --> 00:03:32.130]  The taxi driver who took the terrorists to the airport reveals that a fourth suitcase bomb was left behind because it couldn't fit in the taxi.
[00:03:32.630 --> 00:03:40.999]  And the cabbie was suspicious after the attacks and led police to a safe house containing a fourth bomb, ISIS flag and a suicide note.
[00:03:41.579 --> 00:03:44.461]  So, very icy details on that.
