[00:00:19.585 --> 00:00:21.266]  Welcome to the Infowars Nightly News.
[00:00:21.386 --> 00:00:22.066]  I'm David Knight.
[00:00:22.166 --> 00:00:24.847]  It's Monday, February the 22nd, 2016.
[00:00:25.167 --> 00:00:26.388]  Here are our top stories.
[00:00:29.809 --> 00:00:36.552]  Tonight... Roving reporter Richard Reeves on the Nevada campaign trail.
[00:00:37.673 --> 00:00:41.775]  After that, Constitutional Sheriff Mack on the state of U.S.
[00:00:41.835 --> 00:00:42.655]  law enforcement.
[00:00:43.576 --> 00:00:47.637]  And filmmaker Kevin Booth on the case for legalizing marijuana.
[00:00:48.138 --> 00:00:48.778]  That's next.
[00:00:49.822 --> 00:01:00.354]  And I was coming to him to work on another marijuana documentary and he said, uh, I've got this other thing that I want to point you towards in the meantime, and it's Bulgaria.
[00:01:00.554 --> 00:01:03.617]  And of course my response was, you know, I thought he was out of his mind.
[00:01:04.403 --> 00:01:25.594]  Next thing you know it, I'm in Bulgaria, and it's the weirdest place on earth, and I'm just gonna give the mic over to Big Mike here to tell the story, but basically, you know, he has a company, Advanced Nutrients, it's the biggest company on the globe that makes it, they don't make marijuana, they make everything you need to grow the finest, cleanest cannabis there is, you know, working to make it the cleanest.
[00:02:00.503 --> 00:02:01.624]  Clean, pure drinking water.
[00:02:01.925 --> 00:02:03.206]  You can't survive without it.
[00:02:03.406 --> 00:02:04.308]  But where do you get it?
[00:02:04.608 --> 00:02:10.375]  Alexa Pure Pro is a brand new, groundbreaking, gravity-fed water filtration system that is like no other.
[00:02:10.595 --> 00:02:16.302]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[00:02:16.502 --> 00:02:33.360]  Pairing the unprecedented superfiltration power of an all-new Gravity Block Core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[00:02:33.760 --> 00:02:35.881]  Filter capacity up to 5,000 gallons.
[00:02:36.241 --> 00:02:37.442]  Stainless steel construction.
[00:02:37.722 --> 00:02:38.503]  Easy assembly.
[00:02:38.743 --> 00:02:39.363]  Low maintenance.
[00:02:39.663 --> 00:02:41.484]  Replacement filters are simple to install.
[00:02:41.765 --> 00:02:48.869]  And now, as part of an exclusive limited-time introductory offer, you can save $20 off the retail price and get free shipping.
[00:02:49.049 --> 00:02:54.031]  This is a limited-time offer, so order your unit today and receive free shipping and $20 off.
[00:02:54.232 --> 00:02:56.813]  Go to infowarsstore.com or call 888-253-3139.
[00:03:03.953 --> 00:03:07.315]  Well, of course, by now you know that Donald Trump won the South Carolina primary.
[00:03:07.335 --> 00:03:12.038]  We're going to take a look at the results of that and the impact that that's going to have on the future.
[00:03:12.058 --> 00:03:15.100]  Of course, that puts Trump on the side of history.
[00:03:15.140 --> 00:03:24.546]  As the Washington Post points out, the South Carolina winner in the last six of the seven contested GOP primary winners have gone on to win the party's nomination.
[00:03:24.866 --> 00:03:27.868]  Only Newt Gingrich from neighboring Georgia broke that pattern.
[00:03:27.888 --> 00:03:29.169]  So going back all the way to 1980,
[00:03:31.090 --> 00:03:35.312]  No one has won the South Carolina primary without also winning the GOP nomination.
[00:03:35.572 --> 00:03:43.797]  And those who won both South Carolina and New Hampshire, there has never been a GOP nominee who did not win both of those.
[00:03:43.857 --> 00:03:49.439]  Or putting it another way, anyone who won both of those primaries went on to win the nomination.
[00:03:50.160 --> 00:03:56.403]  Now perhaps the biggest news, however, this last weekend might be the exit of Jeb Bush from the race.
[00:03:56.443 --> 00:03:58.104]  His support was minuscule.
[00:03:58.504 --> 00:04:06.349]  Looking at the polls, it looks like he only has 1% support in Nevada, according to the last poll that was taken just before he exited the race.
[00:04:06.729 --> 00:04:08.510]  So it isn't going to make much difference there.
[00:04:08.971 --> 00:04:22.899]  However, even though he had very small support, he was doing a lot to oppose Marco Rubio, spending a tremendous amount of his war chest that was supposed to scare off all opposition, spending a great deal of that against Marco Rubio.
[00:04:22.919 --> 00:04:27.342]  And of course, most of his money came from a few giant donors.
[00:04:27.682 --> 00:04:28.882]  And it went into Super PACs.
[00:04:28.983 --> 00:04:29.723]  It was soft money.
[00:04:29.743 --> 00:04:33.864]  It wasn't hard money that went to Jeb Bush directly to pay for his staff.
[00:04:34.244 --> 00:04:37.666]  He was in a very tight situation when it came to paying for staff.
[00:04:37.686 --> 00:04:39.226]  That's one of the reasons he got out.
[00:04:39.747 --> 00:04:47.009]  Nevertheless, he had a lot of money, a huge war chest, over $150 million in his Super PAC funds.
[00:04:47.049 --> 00:04:53.272]  Of course, the Right to Rise PAC hit the state airwaves with a lot of opposition to Marco Rubio.
[00:04:53.392 --> 00:04:56.753]  Amazingly, what he attacked him on was immigration.
[00:04:57.393 --> 00:05:03.137]  Not so much that the two of them disagreed on immigration, but that Marco Rubio had changed his position.
[00:05:03.617 --> 00:05:11.962]  First he was for open, well he was against it when he ran for senator, and then once he got elected he betrayed the Republican voters who had voted for him.
[00:05:12.002 --> 00:05:23.749]  So, Jeb Bush was trying to make a point on that, score points with the Republicans, and yet he was opposed to what most of the Republicans want to see, and that is to not have
[00:05:24.289 --> 00:05:25.050]  Open immigration.
[00:05:25.110 --> 00:05:28.573]  So, it was a losing strategy for Jeb Bush from the very beginning.
[00:05:29.053 --> 00:05:35.719]  And of course, many in the GOP establishment, they saw this as a primary for who was going to represent the GOP establishment.
[00:05:35.739 --> 00:05:37.860]  Was it going to be Rubio, Bush or Kasich?
[00:05:37.900 --> 00:05:41.563]  They called on him to leave, and that is what he has now done.
[00:05:42.344 --> 00:05:47.909]  Now, Marco Rubio looks to be the person who is going to pick up the establishment backing.
[00:05:47.969 --> 00:05:50.252]  He was one who had picked it up in South Carolina.
[00:05:50.692 --> 00:05:58.479]  He had Trey Gowdy, he had a popular congressman there with him, as well as the governor of South Carolina touring with him.
[00:05:58.940 --> 00:06:03.864]  Nevertheless, he came in a distant second to Donald Trump in that area.
[00:06:04.405 --> 00:06:06.987]  And as he was doing it, just before the election,
[00:06:07.924 --> 00:06:17.971]  As Richard Reeves, our reporter in South Carolina, pointed out, he backed out at the last minute of a debate, a town hall meeting that was going to be on immigration with Ben Carson and with Ted Cruz.
[00:06:17.991 --> 00:06:19.933]  At the last minute, he backed out of that.
[00:06:20.033 --> 00:06:22.735]  It was going to have about, well, it did have about 5,000 people.
[00:06:23.095 --> 00:06:25.577]  But he did something that was even more amazing this weekend.
[00:06:26.277 --> 00:06:35.684]  He accused Breitbart, essentially, of being a conspiracy theory website because they reported the remarks of ICE Council President Chris Crane.
[00:06:36.084 --> 00:06:41.108]  So, of course, it isn't whether or not Rubio supported immigration, because Jeb Bush supported it as well.
[00:06:41.148 --> 00:06:43.449]  The question was, did he betray the GOP voters?
[00:06:43.549 --> 00:06:52.576]  Now, Rubio slammed Breitbart on Fox News, talking to Neil Cavuto, saying, Breitbart was not a credible source, and they reported his flip-flopping.
[00:06:52.616 --> 00:06:56.939]  He called Breitbart News basically a conspiracy theory website.
[00:06:57.719 --> 00:07:02.400]  Now, this was an interview that Breitbart had with ICE Council President Chris Crane.
[00:07:02.580 --> 00:07:07.662]  He was present at the Gang of Eight hearings, and he says he was thrown out of those hearings.
[00:07:08.082 --> 00:07:14.204]  Marco Rubio said, well, he's not an ICE official, he's just the head of a union, and it's being reported on a website that's not a credible source.
[00:07:14.949 --> 00:07:16.750]  Neil Cavuto said, you mean Breitbart?
[00:07:16.930 --> 00:07:17.450]  And he says, yeah.
[00:07:17.950 --> 00:07:19.931]  It's a conspiracy theory website.
[00:07:19.971 --> 00:07:24.112]  Now, Marco Rubio has written op-ed pieces for Breitbart in the past.
[00:07:24.632 --> 00:07:33.695]  Breitbart then went on to talk to law enforcement agents, pointed out also that Senator Jeff Sessions has called that individual, Chris Crane, an American hero.
[00:07:34.355 --> 00:07:37.557]  Because he blew the whistle on immigration corruption.
[00:07:37.657 --> 00:07:43.041]  And now when he blows the whistle on Marco Rubio, Marco Rubio calls him a conspiracy theorist.
[00:07:43.421 --> 00:07:45.462]  Because he's not going to call him directly a liar.
[00:07:45.782 --> 00:07:47.523]  Now Breitbart talked to several sheriffs.
[00:07:48.144 --> 00:07:50.225]  One of them was present at the hearing.
[00:07:50.285 --> 00:07:54.428]  Sheriff Tom Hodgson of Bristol County, Massachusetts, confirmed Crane's account.
[00:07:54.448 --> 00:07:55.669]  He said, I was down there.
[00:07:55.889 --> 00:07:58.951]  When the Gang of Eight did their press conference, I was standing right next to him.
[00:07:59.211 --> 00:08:00.852]  He was definitely removed from the event.
[00:08:01.212 --> 00:08:02.933]  He wasn't doing anything inappropriate.
[00:08:02.973 --> 00:08:06.274]  He was just trying to ask a question and they asked him to leave.
[00:08:06.354 --> 00:08:08.095]  Essentially they threw him out.
[00:08:08.695 --> 00:08:12.176]  Now Marco Rubio is saying that he has a path to the nomination.
[00:08:12.636 --> 00:08:18.078]  He claims using again a talking point from Karl Rove because that's what robots do.
[00:08:18.298 --> 00:08:22.220]  They just robotically repeat the talking points that are fed to them by the establishment.
[00:08:22.260 --> 00:08:25.781]  And this is something that Karl Rove floated months ago about Donald Trump saying that
[00:08:26.301 --> 00:08:28.663]  Donald Trump only has 30 to 40 percent of the vote.
[00:08:28.763 --> 00:08:33.225]  And of course, Rubio says that everyone is going to vote for him because he's the establishment candidate.
[00:08:33.766 --> 00:08:39.209]  Now the reality is, is that the establishment vote is Rubio plus Jeb Bush plus Kasich.
[00:08:39.729 --> 00:08:42.771]  And that has a ceiling of 30 to 40 percent.
[00:08:43.051 --> 00:08:44.232]  Not the other way around.
[00:08:44.692 --> 00:08:46.213]  Rubio is really Romney 2.0.
[00:08:46.913 --> 00:08:50.916]  As Politico points out, he has the same policy platforms as Mitt Romney.
[00:08:51.536 --> 00:08:53.317]  He has the same brain trust.
[00:08:53.597 --> 00:08:55.778]  He has the same key figures.
[00:08:56.298 --> 00:09:01.400]  Marco Rubio is essentially Mitt Romney without the eligibility to run for president.
[00:09:01.981 --> 00:09:13.306]  He is part of the same global establishment that supports open borders, that supports a global managed trade regime, as well as global taxation through a phony climate treaty.
[00:09:13.926 --> 00:09:17.608]  And we can see the kinds of people who are part of that trust.
[00:09:18.188 --> 00:09:24.890]  We just see in an article from The Hill, a secret anti-Trump donor has been revealed, and guess who this person is?
[00:09:25.030 --> 00:09:32.853]  One individual who provided 75% of the funding of the only serious anti-Trump super PAC to date.
[00:09:33.213 --> 00:09:44.317]  This person is Marlene Ricketts, matriarch of the Ricketts family that owns the Chicago Cubs baseball team, contributed $3 million to the anti-Trump super PAC, Our Principals PAC, which is being run by guess who?
[00:09:45.057 --> 00:09:47.299]  A former Mitt Romney advisor.
[00:09:47.779 --> 00:09:52.663]  And of course they have run four million dollars in negative ads against Donald Trump.
[00:09:52.703 --> 00:10:01.170]  So you can see how the lines are being drawn between the establishment candidates and the non-establishment candidates like Donald Trump and Ted Cruz.
[00:10:01.791 --> 00:10:08.577]  Now Glenn Beck has said that the death of Scalia was something that was arranged by God so that Ted Cruz could get through.
[00:10:09.237 --> 00:10:10.879]  It may not end up that way because
[00:10:11.579 --> 00:10:20.242]  Scalia was an originalist, the kind of judge that Ted Cruz said he would appoint, but the same kind of judge that would say that he was not eligible to run for president.
[00:10:20.862 --> 00:10:35.527]  And when it comes to the confirmation hearings, many people are saying that Ted Cruz must recuse himself both from the Judiciary Committee and from the final vote, because whoever is appointed is likely going to have to rule on his eligibility if he wins the nomination.
[00:10:35.967 --> 00:10:39.928]  Obama had this to say about the future of the Supreme Court appointments today.
[00:10:41.048 --> 00:10:51.631]  Like me, some of you might be in the final year of your last term, working as hard as you can to get as much done as possible for the folks that you represent.
[00:10:52.531 --> 00:10:53.212]  Fixing roads.
[00:10:54.132 --> 00:10:55.092]  Educating our children.
[00:10:56.072 --> 00:10:57.273]  Helping people retrain.
[00:10:58.613 --> 00:10:59.373]  Appointing judges.
[00:11:00.354 --> 00:11:00.974]  The usual stuff.
[00:11:12.079 --> 00:11:18.448]  A very different story from Obama than we heard when there was 18 months left in George Bush's administration.
[00:11:18.889 --> 00:11:28.201]  Senator Obama, as well as Senator Schumer, said they should not have another Supreme Court justice replacement because there were only 18 months left in that administration.
[00:11:28.221 --> 00:11:29.083]  Far less time now.
[00:11:29.503 --> 00:11:34.328]  And of course, there was a 1960 resolution by the Democrat Party saying essentially the same thing.
[00:11:34.688 --> 00:11:44.677]  Can we count on the GOP to allow this to be appointed by the next president, Republican or Democrat, or will they cave like they did on the climate treaties?
[00:11:45.498 --> 00:11:54.383]  Now, looking forward, we have a report coming up later, an interview with Sheriff Mack about the movement against a sheriff that is in Oregon.
[00:11:54.863 --> 00:11:58.485]  They're extending this beyond the people who are protesting in Oregon.
[00:11:58.925 --> 00:12:05.569]  We have the Department of Justice now looking to tweak the Patriot Act and prosecute anti-government extremists, an article on Infowars.com.
[00:12:05.869 --> 00:12:08.090]  But first, here's a report from John Bound.
[00:12:13.052 --> 00:12:37.758]  While America boils with betrayal by the now-naked criminal New World Order establishment, plainly verified by the trouncing Donald Trump whipped on dynastic pawn Jeb Bush and his inability to win even one delegate, the Department of Justice ramps up its mind war to once again sell the notion that domestic extremism far outweighs the threat of radical Muslim extremism.
[00:12:38.118 --> 00:12:49.509]  Kurt Nimmo writes, in October with little fanfare the Justice Department created a new position to emphasize the threat the government says it faces from so-called domestic extremists.
[00:12:49.949 --> 00:12:53.913]  John Carlin in charge of the Department of Justice's National Security Division
[00:12:54.133 --> 00:13:09.900]  told a seminar on terrorism at George Washington University, the event hosted by the Southern Poverty Law Center, that government and law enforcement now consider individuals and groups opposed to the authority of the state to be the top terrorism concern.
[00:13:10.220 --> 00:13:13.822]  A threat, he said, overshadows Muslim extremism.
[00:13:14.062 --> 00:13:20.705]  Carlin added that the Southern Poverty Law Center and other groups in this space are very important.
[00:13:21.045 --> 00:13:29.829]  In 2010, InfoWars noted the Department of Homeland Security considers the SPLC to be a de facto division of the federal government.
[00:13:29.849 --> 00:13:38.853]  You know, the mask is coming off and they're, they're, you don't have to give a FOIA request anymore to find out that it turns out the microphone was written by somebody a lot thinner.
[00:13:38.973 --> 00:13:40.733]  What they're doing though is they're brainwashing them.
[00:13:40.753 --> 00:13:45.775]  That's why we have to counter that with our own, like, deprogramming of the brainwashing.
[00:13:46.016 --> 00:13:49.397]  They want them to believe that, you know, essentially if you talk
[00:13:49.597 --> 00:13:52.780]  If you talk like Thomas Jefferson, you must be a terrorist.
[00:13:52.880 --> 00:13:53.981]  Is their bottom line.
[00:13:54.281 --> 00:13:59.566]  Having police that aren't brainwashed into supporting the criminal banking takeover, that is a danger to the criminals.
[00:13:59.987 --> 00:14:05.292]  But the criminals are literally in there advising the police.
[00:14:05.672 --> 00:14:26.922]  In April of 2009, a document produced by the Department of Homeland Security, Right-Wing Extremism, Current Economic and Political Climate Fueling Resurgence in Radicalization and Recruitment, characterized patriot political groups that reject federal authority in favor of state or local authority, or reject government authority entirely, as domestic terrorists.
[00:14:27.262 --> 00:14:35.870]  Reuters reported that in early February, Justice Department officials asked Congress for a statute to toughen the fight against anti-government extremists.
[00:14:36.050 --> 00:14:48.000]  A similar law is currently used to prosecute individuals accused of providing material support for Muslim terrorist groups currently on the State Department's list of international terrorist organizations.
[00:14:48.260 --> 00:15:00.444]  The Patriot Act codifies material support as distributing literature, political advocacy, and donating money to groups and individuals the government considers terrorists.
[00:15:00.784 --> 00:15:05.006]  An individual does not need to be involved in violence to be prosecuted.
[00:15:05.246 --> 00:15:05.746]  Moreover,
[00:15:06.286 --> 00:15:16.651]  The government does not need to show that any specific act of terrorism has taken place or is being planned or even that a defendant intended to further terrorism.
[00:15:17.151 --> 00:15:28.696]  According to an ACLU white paper, if the government gets its wish and is permitted to use the material support statute against nonviolent constitutionalists, members, patriot groups,
[00:15:29.076 --> 00:15:41.141]  And those rejecting the authority of the state over the individual, supporters of Alex Jones and Infowars, characterized by the SPLC as extremists, may eventually be prosecuted as terrorists.
[00:15:41.461 --> 00:15:48.224]  There is clearly a hidden agenda to water down patriotic voices with the intent of strengthening the liberal PSYOP.
[00:15:48.344 --> 00:15:49.425]  Take this into account.
[00:15:49.625 --> 00:15:51.006]  Paul Joseph Watson writes,
[00:16:20.065 --> 00:16:30.829]  So we have a constant deluge of people openly advocating and in some cases actually saying they will directly plan the assassination of Donald Trump.
[00:16:31.309 --> 00:16:33.610]  Twitter does absolutely nothing.
[00:16:34.410 --> 00:16:39.972]  But they will censor a conservative journalist for criticizing feminism.
[00:16:40.332 --> 00:16:45.374]  They will de-verify a prominent conservative journalist, Milo Yiannopoulos.
[00:16:45.974 --> 00:16:47.154]  Again, for what reason?
[00:16:47.575 --> 00:16:48.315]  Nobody knows.
[00:16:49.235 --> 00:16:55.724]  Essentially, as the borders remain open and nearly 60% of illegal immigrants identified by the U.S.
[00:16:55.744 --> 00:17:04.115]  Immigration and Customs Enforcement as criminal threats are not deported and are eventually released onto the streets of America, the establishment
[00:17:04.355 --> 00:17:32.754]  Drunk With Power After Quietly For All Intents And Purposes Legalizing Propaganda In July Of 2013 Means To Saturate The American Psyche With A Bombardment Of Social Media From Psychopathic Leftist Federal Propaganda And Muslim Extremism Bluntly Violating The First Amendment In Order To Shut Down The National Conversation In America Criminally Struggling To Gain A Foothold To Support A Totalitarian Culture Of Fear And Control
[00:17:35.696 --> 00:17:43.682]  When government characterizes dissenters as terrorists and extremists, it's only a matter of time before they come after law enforcement itself.
[00:17:44.303 --> 00:17:49.827]  Coming up later in the program, we're going to talk to Sheriff Mack about the feds moving against an Oregon sheriff.
[00:17:50.187 --> 00:17:57.292]  We're also going to have an in-depth interview with filmmaker Kevin Booth and Big Mike, the entrepreneur behind Advanced Nutrients.
[00:17:57.713 --> 00:18:03.077]  We're going to talk about the failed war on drugs and the failed nation-state of Bulgaria.
[00:18:03.837 --> 00:18:12.721]  And as we look at this, as we talked to them earlier, they tell us that the only chance that they have in Bulgaria is alternative media and the internet.
[00:18:13.161 --> 00:18:16.302]  The best way to support InfoWars is to sign up for AutoShip.
[00:18:16.842 --> 00:18:27.347]  It gets you a 10% discount on all the products that you buy at InfoWarsLife.com and it guarantees that you'll get it on a regular basis without having to worry about the products being out of stock.
[00:18:27.907 --> 00:18:36.272]  Another way to support us is with a paid subscription to Prison Planet TV to get the news each night as it's happening in HD and access to all of Alex Jones's documentaries.
[00:18:36.773 --> 00:18:37.273]  Stay with us.
[00:18:37.453 --> 00:18:40.175]  We're going to be right back with the filmmaker of Ghost Nation.
[00:19:10.766 --> 00:19:12.067]  We believe in win-win, folks.
[00:19:12.127 --> 00:19:13.868]  Treating people like we want to be treated.
[00:19:14.068 --> 00:19:18.632]  That's why we developed IntraCeuticals with Dr. Group and other top researchers, chemists, scientists, you name it.
[00:19:18.792 --> 00:19:19.732]  He's one of our advisors.
[00:19:20.013 --> 00:19:25.476]  To come up with products like AnthroPlex that is an original product that he made just for us.
[00:19:26.417 --> 00:19:28.379]  And this is a base
[00:19:29.298 --> 00:19:34.120]  system to make super male or super female vitality work even better.
[00:19:34.820 --> 00:19:36.180]  It is natural.
[00:19:36.600 --> 00:19:40.482]  It just helps get your body pumping and going in the way you need to be going.
[00:19:40.882 --> 00:19:54.566]  And Dr. Group is here until we go to break to tell us about the latest product at Infowarslife.com, AnthroPlex, that out of the gates, and we do this all the time with the new product, we discount it out of the gates to get you to try it, knowing that you're going to love it.
[00:19:55.566 --> 00:19:56.187]  It'll sell out.
[00:19:56.527 --> 00:20:07.295]  So, Infowarslife.com, Anthroplex, 15% off and free shipping for the next two days only when you get it with Supermail or Female Vitality.
[00:20:07.435 --> 00:20:08.215]  Let's go to Dr. Group.
[00:20:08.396 --> 00:20:14.240]  Why do you call this the foundation to start the fire and then the Supermail takes you to the next level?
[00:20:15.455 --> 00:20:32.302]  Well, we just look at the base problem that's going on right now all over the world, which is the endocrine-disrupting chemicals, the amount of estrogen that men have, the femininity of men, and what's going on even in children right now with low testosterone levels.
[00:20:32.782 --> 00:20:33.443]  We're good to go!
[00:21:00.939 --> 00:21:02.800]  What is in the goat weed?
[00:21:02.840 --> 00:21:05.301]  You've got one of the purest, strongest organic forms of it.
[00:21:05.361 --> 00:21:06.922]  What's so magic about the goat weed?
[00:21:20.228 --> 00:21:33.334]  Well, the horny goat weed was given that name because years ago in India, they noticed that a certain time of the year, this weed would grow and the goats would eat it and they would just go crazy with all the female goats.
[00:21:33.394 --> 00:21:34.915]  So that's how it was developed.
[00:21:34.955 --> 00:21:35.896]  It's called epimidium.
[00:21:36.696 --> 00:21:43.400]  And what that's been proven to do over thousands of years is increase sexual pleasure, help balance the male hormones.
[00:21:43.440 --> 00:21:45.181]  It can actually be used for women as well.
