[00:00:20.134 --> 00:00:22.077]  Welcome to the Info Wars Nightly News.
[00:00:22.137 --> 00:00:26.123]  It is Tuesday, November 29th, 2016 and I'm Leigh-Anne McAdoo.
[00:00:26.223 --> 00:00:27.285]  Here's what's coming up tonight.
[00:00:32.048 --> 00:00:48.263]  Hillary's recount lawyer in Wisconsin, Michigan, and Pennsylvania, who was also the hired gun for Soros to fight voter ID in North Carolina, now says that the recount in North Carolina's governor race should be stopped, even though the Democrat there is leading by a razor-thin margin.
[00:00:48.703 --> 00:00:53.627]  Then, are Hillary and Michelle Obama already planning for a 2020 run for president?
[00:00:53.968 --> 00:00:56.230]  Maybe 2020 will be hindsight.
[00:00:58.499 --> 00:01:02.882]  And we look at Tom Price, Trump's choice for Health and Human Services.
[00:01:02.902 --> 00:01:08.525]  15 years ago, Price sponsored bills for draconian gun and vaccine measures during the declared emergency.
[00:01:08.885 --> 00:01:15.549]  But more recently, he's been a firm opponent of Obamacare, calling for total repeal before any modification.
[00:01:19.851 --> 00:01:22.553]  All that and more on tonight's InfoWars Nightly News.
[00:01:30.769 --> 00:01:33.170]  I want to thank the listeners and viewers of InfoWars.
[00:01:33.210 --> 00:01:34.431]  We've changed the world.
[00:01:34.951 --> 00:01:41.354]  Even mainstream media admits that we're bigger than CNN, we're as big as Fox, we're bigger than the BBC, on Quantcast, you name it.
[00:01:42.314 --> 00:01:52.239]  I want to thank you all for your support, and on this Thanksgiving and this Black Friday that's coming up, we're going to extend free shipping, store-wide, to people specifically that have the promo code FREE.
[00:01:52.759 --> 00:01:59.103]  Some of the specials are as high as 50% on incredibly high quality products like Silver Bullet Colloidal Silver.
[00:01:59.123 --> 00:02:01.525]  That's 50% off and free shipping.
[00:02:01.545 --> 00:02:04.467]  That is a lost leader at InfoWarsStore.com.
[00:02:04.747 --> 00:02:07.029]  Trump Is My President shirt is about to sell out.
[00:02:07.049 --> 00:02:07.729]  It's limited edition.
[00:02:08.169 --> 00:02:12.012]  It is for sale at cost $9.95, shipping included.
[00:02:12.452 --> 00:02:18.356]  All you have to do is put in promo code FREEATCHECKOUT to get free shipping on top of discounts up to 50% off.
[00:02:19.477 --> 00:02:22.059]  Storewide at InfoWarsStore.com.
[00:02:22.259 --> 00:02:26.282]  You can also call toll-free, 888-253-3139.
[00:02:26.482 --> 00:02:32.127]  But for myself, the InfoWars family, and everybody else in this fight, I want to salute and thank all of you for your support.
[00:02:32.167 --> 00:02:35.769]  Whatever you do, keep spreading the articles, the videos, to everybody you know.
[00:02:36.170 --> 00:02:41.514]  It is absolutely devastating to the globalists because we're on the march and the frickin' empire is on the run.
[00:03:02.227 --> 00:03:12.618]  Well, if you're like me, you woke up this morning to some of Donald Trump's tweets calling for people who burn the flag to be thrown in jail or have their citizenship revoked.
[00:03:13.058 --> 00:03:16.842]  Now, this sent red flags up the poll for me.
[00:03:16.902 --> 00:03:18.964]  Like, Donald Trump, what are you talking about?
[00:03:19.244 --> 00:03:20.185]  Citizenship revoked?
[00:03:20.225 --> 00:03:21.146]  That's beyond the pale.
[00:03:21.186 --> 00:03:21.867]  That is insane.
[00:03:21.907 --> 00:03:24.290]  And of course, that's all the networks have been talking about all day.
[00:03:24.850 --> 00:03:29.212]  But did Donald Trump actually troll everyone once again?
[00:03:29.832 --> 00:03:35.854]  Because of course, Hillary Clinton was one of the sponsors of this U.S.
