[00:00:20.165 --> 00:00:20.965]  Good evening, everyone.
[00:00:21.006 --> 00:00:22.867]  Welcome to the Infowars Nightly News.
[00:00:22.987 --> 00:00:23.927]  I'm Darren McBreen.
[00:00:23.967 --> 00:00:25.628]  Today is Thursday, September 22, 2016.
[00:00:26.689 --> 00:00:30.311]  Here's a quick look at what's coming up.
[00:00:32.773 --> 00:00:38.016]  Tonight, we look at possibly the biggest drug smuggling operation in history.
[00:00:38.356 --> 00:00:43.919]  The Clintons and Bushes, stronger together, with their ties to MENA Arkansas and Iran-Contra.
[00:00:44.079 --> 00:00:49.623]  This criminal enterprise, exposed in the 1980s, continues to this day with the Rape of Haiti.
[00:00:50.768 --> 00:00:55.669]  There are new accusations today of pay-to-play scandals rocking the Clinton campaign.
[00:00:55.809 --> 00:01:02.211]  And a flashback with a young Alex Jones talking to one of the whistleblowers exposing the Bush-Clinton drug connection.
[00:01:02.231 --> 00:01:07.852]  In the Air Force, I worked directly with the FBI's counterintelligence division for three years.
[00:01:08.712 --> 00:01:11.693]  And then that led me into contract work with the CIA.
[00:01:12.905 --> 00:01:15.107]  In an obscure place called Mena, Arkansas.
[00:01:15.147 --> 00:01:19.832]  And here at home, Hillary hurls racism charges in Charlotte like a Molotov cocktail.
[00:01:20.233 --> 00:01:23.196]  Will she be held accountable for her reckless demagoguery?
[00:01:23.436 --> 00:01:24.117]  Of course not.
[00:01:24.457 --> 00:01:27.260]  All that and more on tonight's InfoWars Nightly News.
[00:01:30.962 --> 00:01:32.924]  Joe Biggs here with InfoWars.com.
[00:01:33.084 --> 00:01:39.929]  Join us for our live coverage of the upcoming debate between Donald J. Trump and Hillary Clinton on September 26th.
[00:01:40.169 --> 00:01:47.494]  Go to InfoWars.com forward slash show for all the live coverage and also go to the Alex Jones channel on YouTube.
[00:01:47.614 --> 00:01:48.995]  Will Hillary wear an earpiece?
[00:01:49.035 --> 00:01:55.820]  Will Donald Trump and Hillary actually be on the same stage or will they try to do another forum like we've seen before?
[00:01:55.860 --> 00:01:58.142]  This is all going to be leading up to our
[00:01:58.322 --> 00:01:59.082]  We're good to go.
[00:03:02.346 --> 00:03:12.478]  What if I told you that two former US presidents were once part of the largest drug smuggling operations in American history?
[00:03:12.898 --> 00:03:17.303]  You'd probably say I was one of those crazy conspiracy theorists, right?
[00:03:18.024 --> 00:03:27.632]  But wait a minute, I want you to take a look at this because there is compelling evidence that suggests that George H.W.
[00:03:27.712 --> 00:03:39.862]  Bush and Bill Clinton were partners in crime in perhaps the most lucrative and brazen drug trafficking operations in the history of the international drug trade.
[00:03:40.182 --> 00:03:41.844]  Now this goes all the way back to the 1980s
[00:03:43.485 --> 00:03:44.726]  After Bush Sr.
[00:03:44.826 --> 00:03:51.108]  was head of the CIA and then vice president, and Bill Clinton was the governor of Arkansas.
[00:03:51.549 --> 00:04:12.618]  They worked hand in hand with the CIA, Oliver North, and notorious drug smuggler Barry Seal to bring in what official IRS and DEA calculations, along with sworn court testimony, amount to $3 billion to $5 billion worth of drugs into the United States.
[00:04:13.158 --> 00:04:16.579]  And this was back in the 1980s, 1981 to 1985.
[00:04:18.440 --> 00:04:39.467]  What they did was set up an airbase in Mena, Arkansas, where the CIA allegedly brought in plane loads of cocaine and heroin from Nicaragua to be sold in the U.S., much of which ended up in South Central Los Angeles, and thus the beginning of the crack epidemic.
[00:04:39.907 --> 00:04:44.451]  And for more on that, you can Google search our interviews with Freeway Ricky Ross.
[00:04:44.792 --> 00:05:04.771]  Now this also has links to the Iran-Contra scandal, because a lot of that money that was made from the drug trafficking ended up in the hands of the Nicaraguan Contra rebels, and also helped pay for illegal arms shipments to the government of Iran.
[00:05:06.266 --> 00:05:13.213]  Sir, the Republicans are trying to blame you for the existence of a small air base at Mena, Arkansas.
[00:05:13.674 --> 00:05:26.287]  This base was set up by George Bush and Oliver North and the CIA to help the Iran contras, and they brought in plane load after plane load of cocaine there for sale in the United States.
[00:05:26.987 --> 00:05:28.248]  Well, let me answer the question.
[00:05:28.268 --> 00:05:29.569]  No, they didn't tell me anything about it.
[00:05:29.589 --> 00:05:31.030]  They didn't say anything to me about it.
[00:05:31.050 --> 00:05:36.954]  The airport in question and all the events in question were the subject of state and federal inquiries.
[00:05:36.974 --> 00:05:37.634]  It was primarily
[00:05:56.434 --> 00:05:58.575]  Uh, a matter for federal jurisdiction.
[00:05:58.655 --> 00:06:00.696]  The state really had next to nothing to do with it.
[00:06:01.397 --> 00:06:06.960]  A local prosecutor did conduct an investigation based on what was within the jurisdiction of state law.
[00:06:07.500 --> 00:06:13.303]  The rest of it was under the jurisdiction of the United States Attorneys who were appointed, uh, successively by previous administrations.
[00:06:13.703 --> 00:06:16.905]  We had nothing, zero, to do with it.
[00:06:17.405 --> 00:06:20.087]  And everybody who's ever looked into it knows that.
[00:06:21.906 --> 00:06:37.516]  Now that's a brave woman right there, independent journalist Sarah McClendon, asking President Bill Clinton about the CIA drug running operation in Arkansas while he was governor under his watch.
[00:06:37.856 --> 00:06:44.961]  And notice Bill Clinton, he never denied that it happened, he just said that he didn't have anything to do with it.
[00:06:45.361 --> 00:06:49.264]  And I think it's very interesting and rather suspicious
[00:06:49.864 --> 00:06:58.270]  That Barry Seale, two of his favorite drug trafficking locations were Baton Rouge, Louisiana and Mena, Arkansas.
[00:06:58.530 --> 00:07:08.857]  And it's widely accepted that Louisiana Governor Edwin Edwards was paid off big time by Barry Seale to look the other way.
[00:07:09.117 --> 00:07:14.360]  But we're supposed to believe that Bill Clinton, as governor of Arkansas, was never bribed.
[00:07:14.921 --> 00:07:19.744]  And he had no idea what was going on in his own backyard.
[00:07:20.404 --> 00:07:20.565]  Right.
[00:07:20.585 --> 00:07:20.885]  Right.
[00:07:22.026 --> 00:07:28.791]  Why is the life and death of Baton Rouge, Louisiana-born drug smuggler Barry Seale still relevant today?
[00:07:29.192 --> 00:07:48.227]  The revelations surrounding Seale's involvement with the vice presidency of George H. Bush, the Arkansas governorship of Bill Clinton, secret money laundering dealings with the DEA, and CIA Director William J. Casey's shadow government of the United States paints a clear picture of the evolution of the current corruption
[00:07:48.467 --> 00:07:48.908]  That's right.
[00:08:06.909 --> 00:08:21.749]  In the mid-1980s, News Channel 8 reporter Theresa Dickey stumbled onto what would become a goldmine of investigative journalism when she innocently went to report on what appeared to be Governor Bill Clinton's new initiative to bring good jobs to the people of Arkansas.
[00:08:21.929 --> 00:08:35.737]  To her surprise, Theresa Dickey gradually uncovered a massive shadow government operation replete with illegal cargo plane modifications for drug running and money laundering that would have huge ties to the DEA.
[00:08:35.958 --> 00:08:39.920]  And at the center of that deliberate and illegal operation was Barry Seal.
[00:08:40.200 --> 00:08:44.244]  A fearless drug smuggler and gun runner for the DEA and the CIA.
[00:08:44.404 --> 00:08:50.050]  Seal had been busted for drug smuggling and worked out a deal with the DEA to act as an informant.
[00:09:06.709 --> 00:09:16.134]  I came to the table with a background in Air Force Intelligence.
[00:09:16.254 --> 00:09:17.655]  Eight years during the Vietnam War.
[00:09:17.695 --> 00:09:20.597]  Worked with the CIA and Air America.
[00:09:21.257 --> 00:09:24.579]  And then that led me into contract work with the CIA.
[00:09:25.439 --> 00:09:27.780]  In an obscure place called Mena, Arkansas.
[00:09:28.781 --> 00:09:30.222]  Back when Bill Clinton was Governor.
[00:09:30.742 --> 00:09:32.903]  And back when George Bush was the President.
[00:09:34.099 --> 00:09:45.290]  And I personally witnessed a complicity between these two men, Bush and Clinton, in terms of transporting cocaine into the U.S.
[00:09:46.050 --> 00:09:50.174]  for the purpose of sale to generate money to fight a war.
[00:09:50.234 --> 00:09:57.221]  And that war at the time was the conflict in Central America involving the Sandinistas in Nicaragua.
