[00:00:21.167 --> 00:00:23.448]  Waging war on corruption.
[00:00:23.808 --> 00:00:25.229]  It's Alex Jones.
[00:00:25.549 --> 00:00:29.051]  Coming to you live from the front lines of the InfoWar.
[00:00:34.854 --> 00:00:36.035]  We're live.
[00:00:36.075 --> 00:00:38.656]  It's August 1st, 2016.
[00:00:39.457 --> 00:00:42.759]  We are three months and a week out from the general election.
[00:00:42.779 --> 00:00:43.399]  A hundred days.
[00:00:43.419 --> 00:00:48.522]  I was talking to Paul Joseph Watson this morning.
[00:00:49.864 --> 00:00:51.986]  And I said, what's your assessment of the world right now?
[00:00:52.046 --> 00:01:11.680]  And he said, we're going into a cycle of serious corruption, a cycle of collapse, a cycle of general insanity, because the world has become so unnatural and humanity is basically trying to get its balance.
[00:01:12.001 --> 00:01:18.906]  And the social engineers are using that imbalance to gain greater control.
[00:01:20.950 --> 00:01:22.491]  And I said, that's exactly what's going on.
[00:01:24.152 --> 00:01:27.554]  And I said, you understand, Paul, that we're not on a power trip at InfoWars.
[00:01:27.594 --> 00:01:29.515]  We have an incredible responsibility.
[00:01:30.836 --> 00:01:39.741]  And I told him a lot of things that no one else really knows in the crew of some of the really dangerous behind the scenes things going on.
[00:01:44.223 --> 00:01:49.146]  But I tell you, being involved in the highest levels of change globally,
[00:01:50.848 --> 00:01:53.630]  is a incredible responsibility.
[00:01:56.171 --> 00:01:58.412]  And it's like jumping 500 feet into freezing water.
[00:02:01.774 --> 00:02:08.858]  And you look around at the rest of the public who are basically in arrested development, living in a fantasy world, and it's scary.
[00:02:09.979 --> 00:02:19.865]  Even the supposedly focused individuals that are politically involved still aren't one-tenth as serious as they should be.
[00:02:21.741 --> 00:02:42.547]  And I understand we've been inducted into this matrix-like system from birth, and it's getting more intense as we go, but man, the level of outright corruption and evil, and the directed persecution of not just humanity and the genetic code of the different species, but the entire planet itself.
[00:02:43.867 --> 00:02:45.428]  It is beyond devilish.
[00:02:53.797 --> 00:02:55.438]  We're going to cover all this news today.
[00:02:56.098 --> 00:02:59.320]  And Joel Scouser is going to join us later in the middle of the broadcast, World Affairs Brief.
[00:02:59.340 --> 00:03:01.881]  Talk about the different things that are happening geopolitically.
[00:03:04.963 --> 00:03:08.284]  But the New World Order are masters at controlling narratives.
[00:03:08.424 --> 00:03:11.206]  And they put out a fake right-wing narrative, a fake left-wing narrative.
[00:03:12.446 --> 00:03:14.247]  That's what's done on a planetary scale.
[00:03:16.048 --> 00:03:20.430]  When I say transcend the left-right paradigm, a term I coined more than 20 years ago,
[00:03:24.898 --> 00:03:34.042]  I wasn't saying there isn't a left or a right, I'm saying normally the left and right are controlled, and that's what Carol Quigley wrote about at Georgetown.
[00:03:34.082 --> 00:03:45.427]  He said, it'll look like there's a difference on the surface, but beneath that there's really no difference and the same elites will control it, so that people will revolt through the political system, believing that they're going to have change, but the change never really comes.
[00:03:46.207 --> 00:03:51.570]  But you see, once you're aware of that paradigm, then it's the beginning of the end, and the globalists know that.
