[00:00:20.148 --> 00:00:20.989]  Good evening, everyone.
[00:00:21.029 --> 00:00:22.970]  Welcome to the InfoWars Nightly News.
[00:00:23.090 --> 00:00:23.890]  I'm Darren McBreen.
[00:00:23.910 --> 00:00:27.612]  Today is Thursday, September 1st, 2016.
[00:00:27.733 --> 00:00:29.334]  Here's a quick look at what's coming up.
[00:00:33.717 --> 00:00:38.182]  We look at Trump's Mexican summit, so effective that even his enemies praised him.
[00:00:38.262 --> 00:00:50.497]  Washington Post said subdued, even solemn, he owned the proceedings, established the agenda, laid out a five-point plan for a bilateral relationship, even chose who got to ask the questions during the press conference.
[00:00:50.817 --> 00:00:56.260]  Even Bill Kristol said people are kidding themselves if they don't see that today was a good day for Trump.
[00:00:56.660 --> 00:01:02.123]  And coming up September 7th, Hillary Clinton and Donald Trump will address the same audience for the first time.
[00:01:02.323 --> 00:01:04.844]  An audience made up mostly of members of the military.
[00:01:05.024 --> 00:01:07.985]  But they won't be on the stage at the same time.
[00:01:08.506 --> 00:01:16.650]  And it will be moderated by Matt Lauer, listed on the Clinton Global Initiative's website as a notable past member of the Clinton group.
[00:01:17.130 --> 00:01:19.151]  You know, like Anderson Cooper and Katie Couric.
[00:01:20.675 --> 00:01:23.616]  All that and more on tonight's InfoWars Nightly News.
[00:01:30.198 --> 00:01:34.599]  We have the new product at InfoWarsLive.com, BioTrue Selenium.
[00:01:34.659 --> 00:01:45.602]  We've had so many requests over the years for selenium, and just recently we were able to source a certified organic, bioavailable selenium from mustard seed extract.
[00:01:45.762 --> 00:01:50.685]  When you take selenium in the body, it actually benefits the detoxification systems in your body.
[00:01:50.805 --> 00:01:53.327]  It helps balance the thyroid gland.
[00:01:53.387 --> 00:01:54.868]  It helps detoxify.
[00:01:54.888 --> 00:01:57.910]  Selenium is another one of those absolute must-haves.
[00:01:57.990 --> 00:02:02.733]  The highest concentration of selenium is in the thyroid gland, but it's actually used all over the body.
[00:02:02.773 --> 00:02:06.896]  As a matter of fact, there's 25 genes in the body that are directly
[00:02:07.316 --> 00:02:14.322]  Dependent upon selenium, so it really is a all-around nutrient that everybody really needs.
[00:02:14.442 --> 00:02:15.863]  I'm taking it now, every day.
[00:02:16.063 --> 00:02:16.804]  This is so key.
[00:02:17.044 --> 00:02:21.327]  BioTrue Selenium is the product, the best selenium that we could bring you.
[00:02:21.367 --> 00:02:23.469]  We believe it's the best out there at a very, very low price.
[00:02:23.609 --> 00:02:27.052]  Exclusively available at InfowarsLive.com or by calling toll-free 888-253-3139.
[00:02:30.254 --> 00:02:39.861]  Now we are introducing a new t-shirt, which I think folks need to get, telling the real truth about Bill Clinton, who is a serial rapist and a user of women.
[00:02:39.981 --> 00:02:43.764]  In another case, it's about groping and fondling and touching against a woman's will.
[00:02:43.924 --> 00:02:44.304]  And rape.
[00:02:44.464 --> 00:02:44.865]  And rape.
[00:02:44.925 --> 00:02:49.108]  Bill rapes them physically, and then Hillary rapes them psychologically.
[00:02:49.148 --> 00:02:49.788]  He's a rapist.
[00:02:50.329 --> 00:02:50.749]  Absolutely.
[00:02:50.769 --> 00:02:52.050]  He's a public figure, he goes straight to hell.
[00:03:01.433 --> 00:03:05.274]  When Mexico sends its people, they're not sending their best.
[00:03:05.494 --> 00:03:08.615]  They're sending people that have lots of problems.
[00:03:09.275 --> 00:03:11.136]  And they're bringing those problems with us.
[00:03:12.892 --> 00:03:13.873]  They're bringing drugs.
[00:03:14.573 --> 00:03:15.614]  They're bringing crime.
[00:03:16.154 --> 00:03:16.915]  They're rapists.
