[00:00:00.049 --> 00:00:02.070]  We're good to go.
[00:00:28.885 --> 00:00:31.846]  That can stop this corrupt machine is you.
[00:00:33.726 --> 00:00:37.487]  The only force strong enough to save our country is us.
[00:00:39.247 --> 00:00:44.888]  The only people brave enough to vote out this corrupt establishment is you, the American people.
[00:00:45.869 --> 00:00:51.130]  I'm doing this for the people and for the movement.
[00:00:52.310 --> 00:00:56.711]  And we will take back this country for you, and we will make America great again.
[00:01:02.009 --> 00:01:04.111]  I'm Donald Trump and I approve this message.
[00:01:09.035 --> 00:01:26.749]  My fellow Americans, my fellow humans on planet Earth, there is an epic, legendary awakening of nationalism and populism happening from the Brexit to the Donald Trump phenomenon to Russia pulling out of the New World Order and arresting the bankster oligarchs.
[00:01:27.449 --> 00:01:29.851]  Humanity's will for self-determination
[00:01:30.752 --> 00:01:32.593]  And freedom is expressing itself.
[00:01:33.073 --> 00:01:40.477]  The great classical liberalisms of Thomas Jefferson and Francis Bacon are reawakening right now.
[00:01:41.257 --> 00:01:50.442]  And it's because of the historical times we live in that InfoWars is going to embark on an unprecedented 52-hour broadcast.
[00:01:50.482 --> 00:01:55.984]  We've done 24-hour broadcasts before, but we've never gone 52 hours.
[00:01:56.544 --> 00:01:57.305]  This Monday,
[00:01:57.825 --> 00:01:59.246]  From 11 a.m.
[00:01:59.306 --> 00:02:04.988]  Central right through Tuesday right into Wednesday when the Wednesday show ends at 3 p.m.
[00:02:05.028 --> 00:02:12.872]  Central we will broadcast for an unprecedented legendary over-the-top 52 hours live.
[00:02:12.892 --> 00:02:15.813]  The second great awakening is taking place.
[00:02:16.594 --> 00:02:18.475]  We are in the dawn of a new
[00:02:19.495 --> 00:02:24.039]  ...era of renaissance, of rediscovery, and human liberty.
[00:02:24.680 --> 00:02:37.731]  Donald Trump, the Brexit, Infowars, Matt Drudge, Breitbart, WorldNetDaily, and so many others are only one small manifestation in the fire of liberty that is now exploding across the globe.
[00:02:38.351 --> 00:02:39.952]  You can see it in the news.
[00:02:40.012 --> 00:02:40.893]  You can feel it.
[00:02:41.373 --> 00:02:42.594]  You can witness it on the street.
[00:02:43.254 --> 00:02:44.115]  History's happening.
[00:02:44.455 --> 00:02:48.637]  They always say this election is the most important in our lifetimes and we laugh it off.
[00:02:48.717 --> 00:02:52.199]  I wouldn't even get involved in past elections because they were so clearly frauds.
[00:02:52.860 --> 00:02:54.041]  This one's the big kahuna.
[00:02:54.901 --> 00:03:03.264]  A clear demarcation line, a crossroads between nationalism and tyranny, between Americanism and globalism.
[00:03:03.924 --> 00:03:08.045]  That's why we're doing this one time and one time only, because history's happening.
[00:03:08.505 --> 00:03:16.628]  A 52-hour live transmission kicking off Monday, November 7th, 2016 at 11 a.m., running right through Election Day the 8th,
[00:03:20.189 --> 00:03:21.750]  End of the night at 3 p.m.
[00:03:21.790 --> 00:03:22.951]  and quite frankly beyond.
[00:03:23.312 --> 00:03:29.316]  It's historical and it's part of overthrowing the dinosaur media, not just overthrowing the two-party corrupt system.
[00:03:29.817 --> 00:03:35.521]  I want to see 10 million viewers tune in over the 50 plus hours and that's where you come in.
[00:03:35.961 --> 00:03:37.683]  You are the heart and blood of the InfoWar.
[00:03:38.003 --> 00:03:47.711]  If you spread the link to InfoWars.com forward slash show and point out that this is the alternative new media, this is the rebellion, this is the modern Paul Revere operation,
[00:03:48.311 --> 00:03:51.833]  Then all of you are riding right beside us, not behind us.
[00:03:52.194 --> 00:03:58.758]  So spread the word by Paul Revere's, no matter where you live in the world, to Information Warfare Arms.
[00:03:59.078 --> 00:04:02.240]  The globalists are coming and they will be met on the field.
[00:04:04.061 --> 00:04:05.342]  Infowars.com.
[00:04:05.703 --> 00:04:06.323]  Powered by 1776.
[00:04:31.749 --> 00:04:33.590]  I'm gonna be with you till 8 a.m.
[00:04:33.650 --> 00:04:35.431]  Central, 221 a.m.
[00:04:35.471 --> 00:04:36.191]  Central right now.
[00:04:36.211 --> 00:04:38.192]  We're pulling another all-nighter here, folks.
[00:04:39.112 --> 00:04:42.794]  What else would you do the night Donald J. Trump wins the presidency?
[00:04:42.814 --> 00:04:44.694]  All right, here's what the deal is, folks.
