[00:00:00.009 --> 00:00:01.379]  The Alex Jones Show.
[00:00:13.240 --> 00:00:13.880]  Big Brother.
[00:00:14.541 --> 00:00:15.581]  Mainstream media.
[00:00:16.322 --> 00:00:17.402]  Government cover-ups.
[00:00:18.082 --> 00:00:18.883]  You want answers?
[00:00:19.663 --> 00:00:20.564]  Well, so does he.
[00:00:21.204 --> 00:00:24.846]  He's Alex Jones on the GCN Radio Network.
[00:00:25.406 --> 00:00:29.508]  And now, live from Austin, Texas, Alex Jones.
[00:00:38.973 --> 00:00:40.633]  Ladies and gentlemen, it is 3.30.
[00:00:42.668 --> 00:00:49.369]  It is the third month, the 30th day of 2016 on this March 30th, 2016 Global Transmission.
[00:00:49.829 --> 00:00:59.571]  Now, the consummate Trump insider, Roger Stone, continues to give us the big scoops that nobody else is getting concerning election 2016.
[00:01:00.031 --> 00:01:02.172]  He continues to call it before it happens.
[00:01:02.792 --> 00:01:07.293]  Now, about a week ago, he said, I got huge news for you on Monday, but he couldn't release it all on Monday.
[00:01:08.188 --> 00:01:11.010]  He is going to release it today in the second hour.
[00:01:11.650 --> 00:01:18.054]  And he told me some of the inside baseball that I can't repeat, and boy, I wish I could, just so I can have an understanding of what's going on.
[00:01:18.614 --> 00:01:29.100]  That's the fun part about being on air 21 years and never blowing people's cover, or never exposing a source, or never burning somebody when they give you something in confidence.
[00:01:29.140 --> 00:01:32.903]  But man, the stuff going on behind the scenes is crazy.
[00:01:33.763 --> 00:01:40.886]  And I'm going to stop right there so that he goes over what he wants to cover coming up for 45 minutes or so of the second hour.
[00:01:40.926 --> 00:01:43.688]  He'll be on with us about 45 minutes of the second hour.
[00:01:44.884 --> 00:01:47.965]  You notice that Trump's getting new campaign people.
[00:01:48.005 --> 00:02:01.968]  He's getting the top expert that's former business partners with Roger Stone, who in 76 and 1980 was there with the attempts at broker conventions and stopped Ronald Reagan from basically having the nomination completely stolen from him.
[00:02:02.208 --> 00:02:03.728]  That was in the New York Times yesterday.
[00:02:03.748 --> 00:02:05.449]  In fact, will you guys print me that article?
[00:02:05.509 --> 00:02:09.690]  I sent you an echo thank you yesterday because I need to be able to go over that obviously when Stone joins us.
[00:02:10.170 --> 00:02:11.010]  It deals with that.
[00:02:12.546 --> 00:02:14.767]  It deals with how we're going to stop the steal from Trump.
[00:02:15.768 --> 00:02:18.849]  It deals with what's happening with Hillary and Bernie Sanders.
[00:02:19.189 --> 00:02:21.891]  In fact, let's look at DrugsReport.com right now.
[00:02:22.891 --> 00:02:24.192]  New York Daily News.
[00:02:25.493 --> 00:02:25.893]  Paper.
[00:02:26.033 --> 00:02:27.294]  It's rigged for Hillary.
[00:02:28.194 --> 00:02:29.415]  Now look, we know that.
[00:02:29.595 --> 00:02:30.275]  You know that.
[00:02:30.415 --> 00:02:32.476]  You're like, Alex, you told us this eight months ago.
[00:02:32.917 --> 00:02:33.897]  Most of us already knew it.
[00:02:34.497 --> 00:02:37.219]  But Bernie won't even come out and say he's being robbed.
[00:02:38.072 --> 00:02:43.055]  When he was robbed in New Hampshire and other states, he'd get 20 plus points more, they'd take the delegates.
[00:02:43.515 --> 00:02:44.496]  That's still ongoing.
[00:02:44.916 --> 00:02:47.538]  He just won three states last week, they're saying they're going to take those delegates.
[00:02:47.938 --> 00:02:51.460]  When he says he'll fight for them, the LA Times says he's stealing it.
[00:02:52.781 --> 00:02:53.722]  That's how they operate.
[00:02:56.527 --> 00:02:57.907]  But Donald Trump is fighting.
[00:02:57.927 --> 00:03:04.809]  He is going to file a lawsuit dealing with Louisiana and other states where he won the states, but it was given to Ted Cruz.
[00:03:05.609 --> 00:03:06.749]  And the evidence is overwhelming.
[00:03:07.129 --> 00:03:11.530]  He officially won Louisiana, but it was given to Ted Cruz, more of the delegates.
[00:03:12.130 --> 00:03:17.211]  And he, the evidence is overwhelming, won Texas, and that was stolen as well.
[00:03:17.231 --> 00:03:19.732]  Won Ohio, many other states.
[00:03:19.852 --> 00:03:21.612]  Stolen, stolen, stolen.
[00:03:21.652 --> 00:03:24.173]  But for the first time ever, this is cut and dry.
[00:03:25.473 --> 00:03:26.053]  We have them.
[00:03:27.472 --> 00:03:28.013]  We have them.
[00:03:28.433 --> 00:03:30.636]  Or as Darth Vader says, I have you now.
[00:03:31.256 --> 00:03:32.638]  So we're going to be breaking that down today.
[00:03:32.718 --> 00:03:36.282]  Rob Dube will be on in the...
[00:03:38.320 --> 00:03:40.101]  Second half of the third hour as well.
[00:03:40.181 --> 00:03:41.541]  David Knight will run.
[00:03:42.422 --> 00:03:45.303]  Anchor Honcho conduct the fourth hour today.
[00:03:45.603 --> 00:03:50.765]  And then InfoWars Nightly News coming up seven o'clock central time this evening.
[00:03:51.125 --> 00:03:59.868]  I got a bunch of special reports I want to get to as well that have been produced by John Bowne, Jakari Jackson, and others today that are very informative and cutting edge to say the least.
[00:03:59.909 --> 00:04:02.069]  Now, breaking.
[00:04:02.129 --> 00:04:04.610]  This story is red linked up on InfoWars.com.
[00:04:04.670 --> 00:04:05.431]  It's a big deal.
[00:04:06.530 --> 00:04:10.491]  Fast and Furious was secret program to ship arms to Middle East terrorists.
[00:04:11.092 --> 00:04:14.773]  Now, we broke this really three and a half years ago with Tosh Plumlee and others on air.
[00:04:15.333 --> 00:04:19.534]  But now the evidence is coming out confirming it and proving it's ongoing.
[00:04:19.554 --> 00:04:22.775]  And I love the commenters going, tell us something we don't know, Alex.
[00:04:23.396 --> 00:04:25.176]  Well, this isn't in mainstream media.
[00:04:25.596 --> 00:04:26.517]  This isn't out there.
[00:04:26.617 --> 00:04:27.477]  It's bombshell.
[00:04:27.777 --> 00:04:33.299]  And just because we the awake people are informed, doesn't mean the dumber than dirt general population is.
[00:04:34.039 --> 00:04:36.362]  And so this story needs to be rammed out to everybody.
[00:04:36.682 --> 00:04:41.767]  It's a condensed 10-minute boil-down of the 45-minute interview with the Lieutenant Marine Corps Colonel.
[00:04:42.867 --> 00:04:47.189]  We've got the interview with Brian Terry's brother.
[00:04:47.529 --> 00:04:51.051]  We've got the documents the feds were unable to steal out of his house.
[00:04:51.651 --> 00:04:55.233]  All that's up there, proving that Fast and Furious is ongoing.
[00:04:56.234 --> 00:04:58.175]  And we've got to get this information out to everybody.
[00:04:58.195 --> 00:05:04.098]  The story is so important, breaking Fast and Furious' secret program to ship arms to Middle East terrorists and more.
[00:05:04.398 --> 00:05:05.878]  Our reporters are in Wisconsin.
[00:05:05.898 --> 00:05:06.539]  They'll be joining us.
[00:05:07.276 --> 00:05:22.973]  As the Supreme Court wrestles with whether or not it will compel nuns to buy abortion insurance, it should be a reminder of how absurd it is to trust our liberty to nine political appointees who believe the Constitution can be amended by their opinions.
[00:05:23.454 --> 00:05:29.260]  NBC News reports that a quarter of Republican senators now want to meet with Obama's Supreme Court nominee.
[00:05:29.600 --> 00:05:34.224]  Much has been said about Obama's nominee Merrick Garland's record opposing the Second Amendment.
[00:05:34.344 --> 00:05:40.389]  What hasn't been talked about is his long record of rubber stamping any rule from any federal regulatory agency.
[00:05:40.670 --> 00:05:45.734]  Garland will be a reliable ally of the real government, the federal bureaucracies.
[00:05:46.054 --> 00:05:52.800]  With Scalia's death, the Supreme Court is expected to be deadlocked on Obama's EPA regulations to shut down the coal industry.
[00:05:53.120 --> 00:05:56.704]  The lower court on which Garland now serves will have the final say.
[00:05:57.344 --> 00:06:03.269]  He will take Scalia's place on this important issue, regardless of whether he takes Scalia's place on the court.
[00:06:03.749 --> 00:06:05.691]  For InfoWars.com, I'm David Knight.
[00:06:07.112 --> 00:06:17.501]  You're investing in your health and supporting the InfoWar when you visit InfoWarsLife.com and purchase your supply of Survival Shield X2 Nation Iodine and all the great products at InfoWarsLife.com.
[00:06:17.661 --> 00:06:23.366]  As you know, we've talked to pharmacists, chemists, doctors, researchers, scientists, and the answer is clear.
[00:06:23.566 --> 00:06:25.648]  Iodine is key, is paramount,
[00:06:25.728 --> 00:06:30.652]  And there's still so much new information coming out that we simply can't even keep up with it.
[00:06:30.772 --> 00:06:39.540]  In our quest for the purest iodine, we drilled down more than 7,000 feet to gather these purple-blue crystals to extract the ultra-pure iodine.
[00:06:39.720 --> 00:06:43.443]  On top of that, we also screen our iodine for radiation before bottling.
[00:06:43.643 --> 00:06:46.325]  It is the purest, cleanest, strongest out there.
[00:06:46.466 --> 00:06:50.529]  Quite frankly, I'm flattered that with the launch of survival-shield nascent iodine,
[00:06:50.669 --> 00:06:51.289]  We're good.
[00:07:07.054 --> 00:07:08.415]  Clean, pure drinking water.
[00:07:08.695 --> 00:07:09.996]  You can't survive without it.
[00:07:10.196 --> 00:07:11.096]  But where do you get it?
[00:07:11.397 --> 00:07:17.160]  Alexa Pure Pro is a brand-new, groundbreaking, gravity-fed water filtration system that is like no other.
[00:07:17.380 --> 00:07:23.124]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[00:07:23.304 --> 00:07:31.069]  Pairing the unprecedented superfiltration power of an all-new Gravity Block Core with a hybrid chromatic shell, it removes up to 99.999% of impurities.
[00:07:33.490 --> 00:07:34.090]  We're good.
[00:07:52.304 --> 00:07:55.669]  You can save $20 off the retail price and get free shipping.
[00:07:55.829 --> 00:08:00.817]  This is a limited time offer, so order your unit today and receive free shipping and $20 off.
[00:08:01.037 --> 00:08:03.601]  Go to InfowarsStore.com or call 888-253-3139.
[00:08:18.587 --> 00:08:21.568]  Crashing through the lies and disinformation.
[00:08:22.149 --> 00:08:26.350]  It's Alex Jones on the GCN Radio Network.
[00:08:31.933 --> 00:08:34.173]  I was talking to Roger Stone last night.
[00:08:34.193 --> 00:08:45.558]  I was talking to him this morning, Trump insider, Trump confidant, about the inside baseball going on and he's going to reveal the most he's ever basically brought out today in the second hour.
[00:08:46.018 --> 00:08:46.999]  You do not want to miss it.
[00:08:47.850 --> 00:08:49.971]  But here is some of what's going to come out.
[00:08:50.631 --> 00:08:52.012]  The steel is already on.
[00:08:52.032 --> 00:08:53.772]  The steel is already taking place.
[00:08:55.373 --> 00:08:59.275]  And it's going to be nakedly done against Bernie Sanders and Donald Trump.
[00:08:59.695 --> 00:09:05.057]  But with Donald Trump, it's going to be done when he has double the delegates of Ted Cruz.
[00:09:06.057 --> 00:09:12.760]  It is going to be the most out in the open, brazen, arrogant, in your face, over the top,
[00:09:14.315 --> 00:09:19.619]  Bully sitting on your chest, spitting in your face, punching you in the nose, that it's ever been done.
[00:09:20.980 --> 00:09:26.964]  I use the word naked, not because I don't have a lot of words, it's just, it's the most descriptive.
[00:09:27.585 --> 00:09:41.395]  They are uncloaked, out in the open, unabashed, stealing the popular vote in our face, and that is canceling the election like we were a third world dictatorship.
[00:09:42.315 --> 00:09:44.836]  But they do it with lawyer window dressing.
[00:09:45.096 --> 00:09:46.857]  But that's not always going to be breaking down.
[00:09:47.517 --> 00:09:49.218]  A plan to fight back against it?
[00:09:49.798 --> 00:09:52.639]  You're going to be involved if you choose to accept this mission.
[00:09:53.159 --> 00:09:54.399]  I'm going to be heavily involved.
[00:09:54.840 --> 00:10:01.702]  And this is going to be an event long remembered coming up in Ohio here pretty quick with the RNC.
[00:10:01.782 --> 00:10:02.582]  So get ready.
[00:10:03.063 --> 00:10:06.364]  InfoWars, the Stone Zone, is going to be front and center.
[00:10:08.356 --> 00:10:13.898]  Putting out the messages there to folks that choose to respond and don't wait for orders from headquarters.
[00:10:14.318 --> 00:10:17.819]  This is the quote from Stone quoting Pat Buchanan.
[00:10:18.199 --> 00:10:20.760]  Don't wait for orders from headquarters.
[00:10:21.220 --> 00:10:23.221]  Go to the sound of the guns.
[00:10:24.041 --> 00:10:28.043]  He's also going to break down what's happening inside the Trump campaign to a certain extent.
[00:10:29.223 --> 00:10:34.425]  I got a lot of the info and it's very interesting to know so that I can understand what's going on behind the scenes.
[00:10:34.925 --> 00:10:37.006]  That's the reason I've been given obviously
[00:10:38.865 --> 00:10:40.866]  The full scoop, because I can be trusted.
[00:10:41.306 --> 00:10:44.608]  Can you imagine what the New York Times would do with this type of information?
[00:10:44.628 --> 00:10:47.050]  Or the Washington Post or MSNBC?
[00:10:47.430 --> 00:10:51.893]  That's why traitor, filth, scum won't be getting it.
[00:10:53.854 --> 00:11:03.420]  The information shared with me so that we can better defeat the globalists, not just so I have it like I have some rare stamp in my stamp collection for my ego.
