[00:00:20.205 --> 00:00:22.149]  Welcome to the Info Wars Nightly News.
[00:00:22.189 --> 00:00:26.217]  It is Tuesday, October 25th, 2016 and I'm Leanne McAdoo.
[00:00:26.297 --> 00:00:27.238]  Here's what's coming up tonight.
[00:00:31.971 --> 00:00:40.356]  Hillary Clinton's campaign rallies have such a low turnout that she actually got Jay-Z to headline a concert for her.
[00:00:40.776 --> 00:00:47.539]  That way, it looks like she's real popular when she shows up on stage with the mainstream media cameras rolling.
[00:00:48.360 --> 00:00:54.843]  Meanwhile, Donald Trump continues to draw full-capacity, enthusiastic audiences nationwide.
[00:00:58.083 --> 00:01:01.425]  Then, the death spiral of Obamacare.
[00:01:01.705 --> 00:01:07.027]  Double-digit costs go through the roof, and there are few insurance companies to choose from.
[00:01:07.787 --> 00:01:17.692]  Meanwhile, Barack Obama goes into full spin mode, and WikiLeaks reveals that even Hillary would like to see Obamacare completely unraveled.
[00:01:19.933 --> 00:01:23.835]  All that plus much more, up next on the InfoWars Nightly News.
[00:01:30.399 --> 00:01:33.041]  Look, I'm not going to sit here and say, see, I told you so.
[00:01:33.281 --> 00:01:36.303]  That communist Chinese style net censorship is coming to the web.
[00:01:36.323 --> 00:01:37.424]  Because it's already here.
[00:01:37.824 --> 00:01:38.484]  It's being announced.
[00:01:38.825 --> 00:01:42.307]  The way you keep the internet open and free is you get involved more than ever.
[00:01:42.767 --> 00:01:44.048]  You don't let them break your will.
[00:01:44.689 --> 00:01:56.757]  Go to infowars.com forward slash app and download an app that took us over a year to develop that we're going to be expanding on the next few months with free video and audio and podcast feeds and breaking news and alerts and so much more.
[00:01:57.037 --> 00:01:59.979]  Don't sit by and let the internet and free speech be stolen from you.
[00:02:00.519 --> 00:02:01.120]  Take action!
[00:02:04.822 --> 00:02:06.723]  I train two, three times a day.
[00:02:07.503 --> 00:02:11.806]  They're brutal, agonizing, painful training sessions.
[00:02:16.729 --> 00:02:18.190]  I have to have the edge over my opponents.
[00:02:19.031 --> 00:02:24.094]  I believe that InfoWars products, Super Male Vitality, you know, that gives me the edge.
[00:02:26.035 --> 00:02:27.056]  Well, you have to know where you break.
[00:02:27.416 --> 00:02:30.740]  You know, ultimately, like, you don't push yourself to know where that breaking point is.
[00:02:30.960 --> 00:02:33.422]  You're always going to be falling short of what your potential is.
[00:02:33.923 --> 00:02:39.609]  So it's really just about finding how far you can go.
[00:02:56.633 --> 00:02:57.877]  There's a lot of different things out there.
[00:02:58.981 --> 00:02:59.884]  I only use the best.
[00:03:05.489 --> 00:03:08.410]  Well, all eyes are on the Obamacare death spiral.
[00:03:08.470 --> 00:03:11.950]  It's going to be a tumultuous open enrollment season.
[00:03:12.090 --> 00:03:16.951]  Of course, we're going to be seeing double-digit cost spikes and disappearing choices.
[00:03:17.811 --> 00:03:30.854]  Now, the Obama administration did confirm Monday that there's going to be a sharp rise in planned premiums for 2017, and many Americans are going to have to choose plans from only one Obamacare insurer in their region.
[00:03:31.454 --> 00:03:32.954]  So yeah, no competition there.
[00:03:33.555 --> 00:03:43.538]  Consumers are going to see the premiums for a mid-level benchmark insurance plan jump an average of 25% in the states with exchanges run by the federal government.
