[00:00:19.591 --> 00:00:21.632]  Welcome to the InfoWars Nightly News.
[00:00:21.672 --> 00:00:25.474]  It is Thursday, May 12, 2016, and I'm Leigh-Anne McAdoo.
[00:00:25.815 --> 00:00:26.855]  Here's what's coming up tonight.
[00:00:30.978 --> 00:00:31.378]  Tonight...
[00:00:32.907 --> 00:00:38.232]  Law enforcement professionals say that the fear of going viral impacts their work.
[00:00:38.892 --> 00:00:48.301]  To that I quote Stephen Colbert, if you're doing nothing wrong, you have nothing to hide from the giant surveillance apparatus the government's been hiding.
[00:00:49.221 --> 00:00:53.225]  After that, veterans speak out about problems in the military.
[00:00:53.986 --> 00:00:57.629]  And why the new film Amerigeddon is so important.
[00:00:58.169 --> 00:00:58.790]  That's next.
[00:01:00.137 --> 00:01:02.778]  The average American family only has three days of food.
[00:01:03.298 --> 00:01:04.618]  We need to talk face-to-face.
[00:01:04.638 --> 00:01:05.959]  This is important.
[00:01:06.519 --> 00:01:07.259]  Sir, what's the mission?
[00:01:07.419 --> 00:01:09.880]  Disarm the population and restore order!
[00:01:09.900 --> 00:01:13.241]  Do you have any weapons inside your home on you personally?
[00:01:13.261 --> 00:01:19.263]  You had to give the President power to arrest any American by simply accusing them of terrorism.
[00:01:19.783 --> 00:01:22.344]  The vanity of nationalism will quickly fade.
[00:01:22.664 --> 00:01:24.345]  The ease of at the birth pangs.
[00:02:10.433 --> 00:02:16.755]  I began to get into iodine a few years ago because it was helping me and my family so much get healthy and detoxify.
[00:02:17.115 --> 00:02:18.575]  I believe our research is conclusive.
[00:02:18.615 --> 00:02:19.976]  This is the best iodine out there.
[00:02:20.256 --> 00:02:21.376]  And I know this for a fact.
[00:02:21.916 --> 00:02:26.697]  Nobody else has got iodine based on these pure crystals, ladies and gentlemen.
[00:02:26.817 --> 00:02:30.558]  For a limited time, experience the ancient power of Survival Shield X2.
[00:02:31.299 --> 00:02:32.759]  I believe our research is conclusive.
[00:02:32.799 --> 00:02:34.139]  This is the best iodine out there.
[00:02:34.179 --> 00:02:36.300]  Take advantage of this at InfoWarsLife.com.
[00:03:03.346 --> 00:03:15.753]  Well, we've been witnessing a lot of political infighting this election cycle, and none of that has been more evident as the recent infighting with the Republican Speaker of the House, Paul Ryan, refusing to back Donald Trump.
[00:03:16.113 --> 00:03:20.876]  Well, seems like all of that has changed after the two met this week in D.C.
[00:03:21.256 --> 00:03:27.440]  They released a joint statement saying that they decided it's really important that the party unites
[00:03:27.500 --> 00:03:27.900]  I think so.
[00:03:45.632 --> 00:03:49.814]  But it seems as though Donald Trump still has the edge here in this meeting.
[00:03:49.854 --> 00:03:58.738]  We know that's how he kind of goes into these business deals because the millions of voters who are backing Trump, they want immigration enforcement and fair trade deals.
[00:03:58.878 --> 00:04:03.660]  And this is key because these are both things which Ryan has worked against.
[00:04:03.941 --> 00:04:06.262]  Joining me now is InfoWars writer Kit Daniels.
[00:04:06.322 --> 00:04:09.503]  Now Kit, is Ryan going to stop moving against Donald Trump behind closed doors?
[00:04:09.583 --> 00:04:10.624]  And what is the deal?
[00:04:10.704 --> 00:04:12.965]  Why won't he or Vicente Fox back Trump?
[00:04:13.370 --> 00:04:18.372]  Well, it certainly seems like Vicente Fox and Paul Ryan, they love violent illegals more so than Trump.
[00:04:18.933 --> 00:04:19.493]  Here's why.
[00:04:19.513 --> 00:04:23.415]  Vicente Fox, he's a good example of a globalist.
[00:04:23.455 --> 00:04:36.541]  Back, I believe, in 2005, during the George W. Bush administration, he was lobbying the White House to go public about the North American Union, which is a plan by the globalists to practically erase the borders between the US, Canada, and Mexico.
[00:04:36.561 --> 00:04:40.563]  Pretty much kind of like the European Union is today.
[00:04:41.423 --> 00:04:45.726]  And so you had Vincente Fox speaking publicly, you know, advocating the North American Union.
[00:04:45.766 --> 00:04:51.531]  The White House even had to tell him to shut up because they didn't want it to be leaked so publicly at that time.
[00:04:52.251 --> 00:04:58.016]  So you have Vincente Fox, of course, now he's flipping Donald Trump off and going out against Trump's wall.
[00:04:58.716 --> 00:05:04.664]  But here's the thing, the globalists, they love open borders because they can use it to manufacture crises.
[00:05:05.165 --> 00:05:10.812]  For example, you saw in Turkey last year they were shipping arms for ISIS into Syria.
[00:05:11.213 --> 00:05:13.415]  That's because Syria had no control over its border.
[00:05:14.036 --> 00:05:18.020]  So, of course, it's easy for Turkey to just go into the country and ship whatever arms they want.
[00:05:18.440 --> 00:05:25.867]  So that allows them to create these manufactured crises to expand the size and scope of the government and to fuel exploitable hysteria.
[00:05:26.347 --> 00:05:32.392]  So, of course, the globalists and, you know, from a libertarian standpoint, open borders are good, but, you know, you kind of have to have the U.S.
[00:05:32.413 --> 00:05:37.917]  and Mexico, you know, kind of like libertarian communities, countries, if you will.
[00:05:38.718 --> 00:05:45.421]  So, you know, it's like, you can't really have open borders when you have a global elite that's exploiting that to expand government.
[00:05:45.941 --> 00:05:51.444]  Now I'm going to have a video report on why the globalists hate Trump's wall on Resistance News on YouTube, so check it out.
[00:05:51.786 --> 00:05:52.286]  Thank you, Kit.
[00:05:52.927 --> 00:05:59.552]  And it'll be really interesting to see just what sort of shared ideas and principles those two have in common.
[00:05:59.973 --> 00:06:04.876]  Now, if you're curious about this, infighting and, of course, the gridlock, well, it's nothing new.
[00:06:04.977 --> 00:06:06.578]  And in fact, it's the name of the game.
[00:06:07.118 --> 00:06:11.021]  And now an anonymous congressman is writing a tell-all book.
[00:06:11.061 --> 00:06:12.603]  This is going to be coming out in a couple of weeks.
[00:06:13.223 --> 00:06:16.666]  But he says these are the confessions of the congressman.
[00:06:16.686 --> 00:06:18.787]  This is what's really going on behind closed doors.
[00:06:19.488 --> 00:06:19.648]  They're
[00:06:40.453 --> 00:06:55.758]  The way that they feel about it is that voters are incredibly ignorant, they know little about our form of government and how it works, and it's far easier than you think to manipulate a nation of naive, self-absorbed sheep who crave instant gratification.
[00:06:56.258 --> 00:07:07.866]  Now, the author is remaining anonymous, but he is a Democrat in Congress who laid out his complaints to a longtime friend and former Capitol Hill staffer who then has edited these into a book.
[00:07:07.906 --> 00:07:15.792]  So if you want to kind of peel back the curtain even more and see how your elected officials are representing you and what they really think about you when they're
[00:07:16.192 --> 00:07:25.754]  Feeding you all of this bull year after year, cycle after cycle, and then just shaking hands and making promises that they know that they don't intend to follow through.
[00:07:26.494 --> 00:07:40.176]  One of the quotes out of the book is, voters claim they want substance and detailed position papers, but what they really crave are cutesy cat videos, celebrity gossip, top 10 lists, reality TV shows, tabloid tripe, and on and on.
[00:07:40.676 --> 00:07:44.777]  And so this is, you know, this is how they really feel, but frankly,
[00:07:45.217 --> 00:07:53.281]  This is what they feed people and of course people want to watch their cute cat videos because it gets them out of their abysmal lives that they are living.
[00:07:53.782 --> 00:07:56.643]  But this is what the entertainment industry does.
[00:07:57.283 --> 00:08:06.648]  We recently just had a really epic interview with Billy Corgan and he was dropping a lot of knowledge and that's what we want to bring to you is a lot of truth and information.
[00:08:07.209 --> 00:08:07.889]  What happens?
[00:08:07.929 --> 00:08:13.192]  You put out this solid information that's going to actually educate the voters out there and immediately
[00:08:13.892 --> 00:08:20.077]  Your establishment media outlets and other places set about to tear down that information.
[00:08:20.578 --> 00:08:31.887]  The issue with this, the Billy Corgan interview became the top trending story on Facebook today and really the issue is that these media outlets had such a hard time
[00:08:32.948 --> 00:08:33.689]  Ripping it apart!
[00:08:33.909 --> 00:08:37.031]  They couldn't even find their angle with it because it was just so good.
[00:08:37.471 --> 00:08:46.597]  And that's the thing that's just really upsetting, is that they couldn't allow people to watch this video and say, wow, you know, that was, he was dropping a lot of knowledge.
[00:08:46.617 --> 00:08:51.280]  And it is time for us to have a real conversation about what's happening in this country.
[00:08:51.740 --> 00:08:54.842]  And it is very important that free speech is under attack.
[00:08:54.922 --> 00:08:55.503]  And you know what?
[00:08:55.563 --> 00:08:56.864]  Perhaps these Bernie supporters
[00:08:57.324 --> 00:08:57.784]  Do you think?
[00:09:15.752 --> 00:09:16.093]  Of course.
[00:09:34.975 --> 00:09:42.039]  The movie that we are actually going to be speaking with the director as well as the producer of Amerigetta and Alex Jones is featured in this movie as well.
[00:09:42.860 --> 00:09:45.401]  This movie is total truth.
[00:09:45.601 --> 00:09:58.969]  If you really think you can handle it, this movie puts it in your face and this is something, it deals with something that our congressmen who are too busy trying to get re-elected, they don't even look at the bills and they're clearly not even concerned about
[00:09:59.469 --> 00:10:15.981]  One of the major things that is facing this country, one of the most devastating things that we are absolutely not prepared for, is if the grid goes down, if there is an EMP attack that could perhaps take down the grid and fully wreck this country.
[00:10:16.382 --> 00:10:27.690]  Now, the executive producer and the director joined Alex on the Alex Jones Show today to talk about their movie, Amerigeddon, and also breaking down the fact that there are nefarious actors within our government
[00:10:28.010 --> 00:10:34.894]  Who not only know that we really need to be concerned about the grid going down, but in fact, some of them don't even care.
[00:10:36.195 --> 00:10:37.155]  And why did we do it?
[00:10:37.195 --> 00:10:44.240]  Well, we wanted to warn people, but the other thing, and you brought this up, is that there is a criminal elite in Washington, D.C.
[00:10:44.540 --> 00:10:45.821]  who are bought and paid for.
[00:10:47.562 --> 00:10:49.403]  These people are controlling our country.
[00:10:49.763 --> 00:10:52.104]  You can call it the shadow government, the deep state.
[00:10:52.164 --> 00:10:56.087]  And Americans know that, and they're ready to hear it, but no one will reflect their views.
[00:10:56.107 --> 00:10:56.307]  Sorry.
[00:10:56.767 --> 00:10:59.389]  Well, the Donald Trump movement is what this is about.
[00:10:59.629 --> 00:11:00.470]  We're going to skip this break.
[00:11:00.550 --> 00:11:00.950]  I'm sorry.
[00:11:00.970 --> 00:11:02.711]  I'm interrupting too much.
[00:11:03.031 --> 00:11:08.895]  The American people have realized, they've awakened that our country has been stolen.
[00:11:09.376 --> 00:11:15.600]  And here's Donald Trump raising up and saying, I'm going to lead the move to take our country back.
[00:11:15.700 --> 00:11:17.381]  That's why Donald Trump is resonating.
[00:11:17.381 --> 00:11:22.863]  There's all these populist waves coming in, and sure, you've been a patriot for 30-40 years, you've been brought up one.
[00:11:23.203 --> 00:11:30.345]  We're kind of old-timers at this, but isn't it exciting to see our ideas, our understanding being validated and proven?
[00:11:30.505 --> 00:11:32.305]  Fluoride really is bad for your brain.
[00:11:32.565 --> 00:11:33.966]  Hey, there really is a world government.
[00:11:34.946 --> 00:11:36.367]  You know, there really is an Illuminati.
[00:11:36.847 --> 00:11:39.770]  Hey, they really are establishing Sharia law in areas of Europe.
[00:11:40.170 --> 00:11:47.715]  Everything we've warned people about, global governance, the attack on the family, 9-11 and our government working with the Saudis, it's all coming out?
[00:11:48.096 --> 00:11:48.736]  It's amazing.
[00:11:48.776 --> 00:11:50.257]  Please continue, I'm ranting.
[00:11:50.277 --> 00:11:51.418]  It's just the points you make are so good.
[00:11:51.838 --> 00:11:53.740]  And I'm tempted to, too, because I'm so excited.
[00:11:53.780 --> 00:11:54.040]  Do it!
[00:11:54.140 --> 00:11:54.420]  Do it!
[00:11:54.440 --> 00:11:54.821]  Go wild!
[00:11:55.861 --> 00:11:57.042]  I'm so excited about this.
[00:11:57.062 --> 00:12:01.424]  You know, you missed vaccines, and you missed military-industrial conflict.
