[00:00:20.188 --> 00:00:26.694]  Ladies and gentlemen, welcome in to the nightly news, this Monday night Labor Day special.
[00:00:27.094 --> 00:00:29.536]  I hope that everybody is enjoying their time off.
[00:00:29.596 --> 00:00:31.618]  I hope that everybody is enjoying their Labor Day.
[00:00:32.139 --> 00:00:42.048]  And while we enjoy the cold beverages and the juicy meats and the juicy vegetables and the smell of charcoal and barbecue, maybe you're out on the lake boating with friends and family,
[00:00:42.648 --> 00:00:45.673]  Let's just remember how important America is.
[00:00:46.013 --> 00:00:47.175]  How important freedom is.
[00:00:47.255 --> 00:00:48.778]  How important liberty is.
[00:00:49.178 --> 00:00:52.724]  And that's what we here at InfoWars are striving to protect.
[00:00:53.666 --> 00:00:56.727]  You can't have liberty without vigilance.
[00:00:57.148 --> 00:01:08.733]  So even though we take time off on this Labor Day to enjoy the privileges and freedoms of being an American, let's also recall that it takes vigilance of our leaders in order to ensure that freedom.
[00:01:09.113 --> 00:01:13.135]  And that's why InfoWars.com is committed to the fight for liberty.
[00:01:13.796 --> 00:01:16.477]  This is the Labor Day Nightly News Special.
[00:01:30.188 --> 00:01:34.593]  We have the new product at Infowarsandlife.com, BioTrue Selenium.
[00:01:34.673 --> 00:01:45.605]  We've had so many requests over the years for selenium, and just recently, we were able to source a certified organic, bioavailable selenium from mustard seed extract.
[00:01:45.765 --> 00:01:50.689]  When you take selenium in the body, it actually benefits the detoxification systems in your body.
[00:01:50.809 --> 00:01:53.331]  It helps balance the thyroid gland.
[00:01:53.391 --> 00:01:54.872]  It helps detoxify.
[00:01:55.112 --> 00:01:57.915]  Selenium is another one of those absolute must-haves.
[00:01:57.995 --> 00:02:02.739]  The highest concentration of selenium is in the thyroid gland, but it's actually used all over the body.
[00:02:02.779 --> 00:02:06.902]  As a matter of fact, there's 25 genes in the body that are directly
[00:02:07.322 --> 00:02:14.326]  Dependent upon selenium, so it really is a all-around nutrient that everybody really needs.
[00:02:14.426 --> 00:02:15.867]  I'm taking it now, every day.
[00:02:16.067 --> 00:02:16.787]  This is so key.
