[00:00:20.165 --> 00:00:21.746]  Welcome to NIFA Wars Nightly News.
[00:00:21.846 --> 00:00:22.447]  I'm David Knight.
[00:00:22.487 --> 00:00:24.989]  It's Wednesday, December 14th, 2016.
[00:00:25.229 --> 00:00:26.450]  Here are our top stories.
[00:00:29.733 --> 00:00:34.537]  Tonight, the Federal Reserve has raised rates for the second time in a decade.
[00:00:34.997 --> 00:00:35.338]  Why?
[00:00:35.718 --> 00:00:37.520]  And what do rate hikes mean for us?
[00:00:38.200 --> 00:00:43.565]  Plus, women in France are now being shunned in some neighborhoods for not wearing a burka.
[00:00:45.129 --> 00:00:50.474]  Also, social justice warriors are doing all they can to stop the inaugural deplorable.
[00:00:50.874 --> 00:00:52.055]  Will they be successful?
[00:00:52.075 --> 00:00:52.475]  Streets!
[00:00:52.836 --> 00:00:53.356]  Our streets!
[00:00:53.396 --> 00:00:54.177]  Whose streets?
[00:00:54.537 --> 00:00:55.098]  Our streets!
[00:00:55.178 --> 00:00:55.938]  Whose streets?
[00:00:56.079 --> 00:00:56.819]  Our streets!
[00:00:56.879 --> 00:00:57.620]  Whose streets?
[00:00:57.780 --> 00:01:02.804]  Meanwhile, the liberalization of colleges have taken higher education to new lows.
[00:01:02.864 --> 00:01:06.207]  What if I told you that every single day kids go to school?
[00:01:07.228 --> 00:01:08.829]  They become less intelligent.
[00:01:09.009 --> 00:01:16.435]  And then, all eyes are on the Electoral College and some have decided to be faithless electors to keep Trump out of office.
[00:01:17.095 --> 00:01:20.458]  All that and more tonight on the InfoWars Nightly News.
[00:01:30.347 --> 00:01:36.952]  In case you haven't heard, InfoWars has become the most influential media outlet in America.
[00:01:37.052 --> 00:01:44.718]  We're making freedom go viral, and now we are proud to announce a new weapon in the epic battle against the globalists.
[00:01:45.039 --> 00:01:55.747]  InfoWars Prime, where you can watch live high-definition feeds of the Alex Jones Show, plus exclusive insider videos from the InfoWars crew and behind-the-scenes
[00:01:56.007 --> 00:01:56.387]  Action!
[00:01:56.427 --> 00:02:00.388]  Go to InfoWars.com forward slash app and download today.
