[00:00:20.148 --> 00:00:20.989]  Good evening, everyone.
[00:00:21.029 --> 00:00:23.110]  Welcome to the InfoWars Nightly News.
[00:00:23.230 --> 00:00:24.110]  I'm Darren McBreen.
[00:00:24.190 --> 00:00:27.292]  It is Thursday, December 8th, 2016.
[00:00:27.392 --> 00:00:32.676]  Here's a quick look at what's coming up tonight.
[00:00:33.752 --> 00:00:34.713]  Espionage!
[00:00:35.053 --> 00:00:43.161]  Congress passes the Intelligence Authorization Act to eliminate what the federal government is calling fake news.
[00:00:43.521 --> 00:00:44.862]  Because according to U.S.
[00:00:44.922 --> 00:00:49.647]  intelligence sources, it was the Russians who rigged the U.S.
[00:00:49.807 --> 00:00:52.950]  election in favor of Donald Trump.
[00:00:53.490 --> 00:01:01.975]  Meanwhile, Hillary Clinton calls for an emergency press conference and warns America about the fake news epidemic.
[00:01:02.276 --> 00:01:07.759]  But don't worry, because Silicon Valley is here to save America!
[00:01:08.339 --> 00:01:13.583]  Silicon Valley is starting to grapple with the challenge and threat of fake news.
[00:01:14.063 --> 00:01:21.568]  And that means alternative news websites might be charged with covert broadcasting and espionage.
[00:01:22.248 --> 00:01:26.099]  All that plus much more up next on the InfoWars Nightly News.
[00:01:30.330 --> 00:01:36.954]  In case you haven't heard, InfoWars has become the most influential media outlet in America.
[00:01:37.055 --> 00:01:44.720]  We're making freedom go viral, and now we are proud to announce a new weapon in the epic battle against the globalists.
[00:01:45.040 --> 00:01:55.727]  InfoWars Prime, where you can watch live, high-definition feeds of the Alex Jones Show, plus exclusive insider videos from the InfoWars crew and behind-the-scenes
[00:01:56.007 --> 00:01:56.387]  Action!
[00:01:56.427 --> 00:02:00.388]  Go to InfoWars.com forward slash app and download today.
[00:02:00.668 --> 00:02:04.870]  InfoWars Prime is available right now for your iPhone or Android.
[00:02:04.990 --> 00:02:09.511]  You will have access to exclusive videos that you can't see anywhere else.
[00:02:09.891 --> 00:02:15.173]  That means live coverage of events and breaking news on location as it happens.
[00:02:15.433 --> 00:02:22.343]  You can also take advantage of amazing deals from the InfoWars store that are only available for InfoWars Prime subscribers.
[00:02:22.503 --> 00:02:26.589]  That's InfoWars Prime at InfoWars.com forward slash app.
[00:02:26.850 --> 00:02:29.493]  If you can hear my voice, you are the resistance.
[00:03:05.646 --> 00:03:17.933]  Well, just like we predicted, the mainstream establishment media is continuing their complete and total meltdown over what they are calling fake news.
[00:03:18.613 --> 00:03:23.096]  And these are the guys, the same liberal hypocrites, who were
[00:03:23.996 --> 00:03:35.803]  Basically promoting all of the lies, the propaganda, the disinformation that not only came out of Barack Obama's White House, but also Hillary Clinton's presidential campaign.
[00:03:36.123 --> 00:03:42.807]  I mean, when you think about it, the mainstream media has really become Obama and Hillary's very own PR department.
[00:03:43.507 --> 00:03:47.208]  Or the Ministry of Truth from George Orwell's 1984.
[00:03:47.348 --> 00:03:49.468]  That's what it reminds me of.
[00:03:49.868 --> 00:03:56.190]  We know, for example, that there were CNN reporters who colluded with the Clinton campaign.
[00:03:56.630 --> 00:04:04.972]  We also found out through Wikileaks, something we suspected all along, that Hillary was getting her debate questions in advance.
[00:04:05.552 --> 00:04:09.934]  CNN was also caught rigging the polls for Hillary.
[00:04:10.294 --> 00:04:18.076]  And remember, it was the mainstream media who said Donald Trump has no chance of winning the presidential election.
[00:04:18.436 --> 00:04:20.057]  It's not gonna happen.
[00:04:20.897 --> 00:04:23.258]  I continue to believe Mr. Trump will not be president.
[00:04:23.338 --> 00:04:26.179]  The debate is never about, can Trump win the election?
[00:04:26.599 --> 00:04:32.121]  The standard has now been reduced to, can Trump make it through the next four weeks without getting removed from the ticket?
[00:04:32.341 --> 00:04:33.482]  I talked to probably 12
[00:04:34.782 --> 00:04:38.445]  Republican senators yesterday or their representatives.
[00:04:39.326 --> 00:04:42.629]  I couldn't find a single one who now thinks they're going to win.
[00:04:42.649 --> 00:04:56.160]  Well, I make of it the fact that Mr. Trump is a serious candidate for the Republican nomination, is so stupendously incredibly idiotic, I can't even get my hands around or my head around it.
[00:04:56.240 --> 00:04:56.840]  Drop out.
[00:04:57.080 --> 00:05:01.304]  Simply drop out and tell America this entire candidacy was a stunt.
[00:05:01.684 --> 00:05:05.395]  Which Republican candidate has the best chance of winning the general election?
