[00:00:20.165 --> 00:00:21.726]  Welcome to the Infowars Nightly News.
[00:00:21.866 --> 00:00:22.526]  I'm David Knight.
[00:00:22.606 --> 00:00:24.887]  It's Monday, April the 4th, 2016.
[00:00:25.207 --> 00:00:26.488]  Here are our top stories.
[00:00:30.229 --> 00:00:37.713]  Tonight, Hillary Clinton says the unborn person doesn't have constitutional rights.
[00:00:38.033 --> 00:00:43.295]  The unborn person doesn't have constitutional rights.
[00:00:43.455 --> 00:00:47.997]  Then, according to Marijuana Business Daily, the cannabis industry
[00:00:48.337 --> 00:00:55.483]  is expected to reach a whopping $44 billion in economic impact by the year 2020.
[00:00:56.663 --> 00:01:05.110]  Meanwhile, a Michigan sheriff is threatening lawmakers with violence for supporting medical cannabis legislation.
[00:01:05.530 --> 00:01:09.472]  And look who's jumping on the driverless car bandwagon.
[00:01:09.692 --> 00:01:10.212]  That's right.
[00:01:10.452 --> 00:01:14.774]  Get ready for self-driving cars made in China.
[00:01:15.234 --> 00:01:19.696]  All that plus much more up next on the InfoWars Nightly News.
[00:02:00.816 --> 00:02:15.001]  My fellow InfoWarriors, I am very excited to be able to announce to you the introduction at InfoWarsLife.com of a new way to save time and money when you stock up on InfoWarsLife formulations like Survival Shield X2 and Super Mel Vitality.
[00:02:15.181 --> 00:02:24.684]  Just go to InfoWarsLife.com today, select your favorite product, click on auto ship before adding to cart, and choose how often you want us to send you another one.
[00:02:24.984 --> 00:02:33.749]  Every time you choose AutoShip at InfoWarsLife.com, you get 10% off and you won't have to worry about running out and having to reorder next time.
[00:02:34.009 --> 00:02:36.410]  And of course, you can cancel with one click anytime.
[00:02:36.811 --> 00:02:44.635]  As you know, I'm all about the idea of a 360 win, and the new AutoShip feature at InfoWarsLife.com is a sure win for everybody.
[00:02:44.895 --> 00:02:48.576]  A win for liberty, a win for health, and a win when it comes to big savings.
[00:02:48.896 --> 00:02:55.038]  Visit InfoWarsLife.com today and save 10% on your next InfoWarsLife order by selecting AutoShip at checkout.
[00:02:55.158 --> 00:02:57.159]  That's InfoWarsLife.com or call 888-253-3139.
[00:03:03.066 --> 00:03:09.830]  It was less than a week ago, though, the National Enquirer ran a story accusing Ted Cruz of having multiple illicit relationships.
[00:03:09.870 --> 00:03:16.194]  And, of course, this is very important to Ted Cruz, who has presented himself as the face of God to America.
[00:03:16.214 --> 00:03:19.336]  That's the way Heidi Cruz's wife has represented the campaign.
[00:03:19.816 --> 00:03:26.480]  And, of course, he has sought and received the backing of many important pastors across the country.
[00:03:27.120 --> 00:03:31.341]  That story, far from going away, is developing more details as we speak.
[00:03:31.421 --> 00:03:41.565]  Now today, Radar Online reports that Ted Cruz's cheating scandal is exploding with a presidential hopeful named in connection with the murdered DC Madam's black book.
[00:03:41.605 --> 00:03:44.586]  And of course, this is someone that Alex Jones interviewed.
[00:03:44.606 --> 00:03:49.687]  He gave the last interview that the DC Madam had before she died was given to Alex Jones.
[00:03:50.128 --> 00:03:51.008]  She said, I am not
[00:03:51.528 --> 00:03:58.853]  Going to commit suicide, and shortly after that interview, she was found with bruises all over her body and hung from a shed.
[00:03:59.994 --> 00:04:08.119]  It did not look to us like she had been committing suicide, and nobody believed, except for those who listened to the mainstream media, that she committed suicide.
[00:04:08.139 --> 00:04:10.360]  Now, here's the connection with Ted Cruz.
