[00:00:14.099 --> 00:00:17.104]  Crashing through the lies and disinformation.
[00:00:17.685 --> 00:00:21.852]  It's Alex Jones on the GCN Radio Network.
[00:00:24.198 --> 00:00:25.438]  Welcome to the Alex Jones Show.
[00:00:25.538 --> 00:00:27.719]  It's Mayday 2016.
[00:00:28.159 --> 00:00:28.779]  I'm David Knight.
[00:00:28.819 --> 00:00:31.060]  Alex Jones is going to be joining us in the next segment.
[00:00:31.400 --> 00:00:36.482]  At the bottom of the hour, we're going to have our reporters Rob Dew and Josh Owens, who have just gotten back from California.
[00:00:36.502 --> 00:00:39.023]  They were there during the Dreamer riots.
[00:00:39.083 --> 00:00:40.483]  I think that's what we need to start calling them.
[00:00:40.503 --> 00:00:41.083]  You know, these people.
[00:00:42.084 --> 00:00:42.964]  They have a dream.
[00:00:43.004 --> 00:00:44.504]  They want to destroy this country.
[00:00:44.884 --> 00:00:49.226]  And they want to establish Aslan, is what they've got there waving the Mexican flags.
[00:00:49.246 --> 00:00:49.386]  Look.
[00:00:50.242 --> 00:00:54.426]  May Day is a day of celebration for the communists worldwide.
[00:00:54.446 --> 00:00:59.050]  It has been for the Marxists and now for the illegal immigrants who have thrown in their lot with them.
[00:00:59.630 --> 00:01:01.812]  For the rest of us, it's a distress signal, isn't it?
[00:01:01.832 --> 00:01:05.395]  You know, it's like SOS didn't come across too well on the radios.
[00:01:05.415 --> 00:01:10.840]  They selected SOS because of the pattern that they could get with the
[00:01:12.659 --> 00:01:20.140]  The dot dashes, but when they started talking on radio, the S's were not very intelligible in those early days, so they came up with something else.
[00:01:20.953 --> 00:01:26.918]  They kind of did a rough translation of a French phrase that said, come help us.
[00:01:26.958 --> 00:01:27.898]  That's how we got Mayday.
[00:01:27.939 --> 00:01:30.100]  But now we've got Mayday where they're celebrating this.
[00:01:30.240 --> 00:01:31.281]  Alex has broken that down.
[00:01:31.301 --> 00:01:33.963]  You can see that report on Infowars.com.
[00:01:34.003 --> 00:01:37.246]  Also has some occultic connections to it as well.
[00:01:37.726 --> 00:01:39.247]  We're going to be talking about encryption.
[00:01:39.267 --> 00:01:40.889]  We're going to be talking about addiction.
[00:01:40.909 --> 00:01:43.070]  We're going to be talking about cruises.
[00:01:43.951 --> 00:01:48.435]  Continuing quest to take the election from the voters, and it just keeps going.
[00:01:48.455 --> 00:01:53.059]  We've got some new news here from Governor Jan Brewer, who says I got cheated.
[00:01:53.520 --> 00:02:06.011]  Okay, this is a former governor of Arizona who goes to the Arizona Convention after Donald Trump had won with 47% of the popular vote, had gotten all 58 delegates in Arizona.
[00:02:06.432 --> 00:02:07.112]  She goes to the
[00:02:07.893 --> 00:02:08.413]  We're good to go.
[00:02:29.076 --> 00:02:34.184]  Doesn't it mean when we say that these people are now Cruz delegates that they are loyal to Ted Cruz at the convention?
[00:02:34.705 --> 00:02:35.646]  Yes, that's what it means.
