[00:00:19.628 --> 00:00:21.692]  Welcome to the InfoWars Nightly News.
[00:00:21.792 --> 00:00:23.075]  I'm your host, Jakari Jackson.
[00:00:23.415 --> 00:00:25.760]  It is January 27th, 2016, and here's a look at our top stories.
[00:00:31.380 --> 00:00:36.223]  Tonight, the FBI and the mainstream media is calling it a shootout.
[00:00:36.843 --> 00:00:49.430]  As one person is dead, an organ protest leader, Ammon Bundy, along with several others, are now behind bars after a highway confrontation with the FBI and state police.
[00:00:50.111 --> 00:00:55.774]  Meanwhile, some of the protest members are being accused of being agent provocateurs.
[00:00:56.394 --> 00:01:02.697]  Then, Barack Obama turns against Hillary and invites Bernie Sanders to the White House.
[00:01:03.157 --> 00:01:06.839]  Could this mean that a Hillary Clinton indictment is happening soon?
[00:01:07.280 --> 00:01:08.120]  God, let's hope so.
[00:01:08.500 --> 00:01:18.745]  Then, a new policy in a Massachusetts town wants firearm applicants to write an essay explaining why they need a gun.
[00:01:19.266 --> 00:01:19.586]  Really?
[00:01:19.966 --> 00:01:23.748]  All that plus much more up next on the InfoWars Nightly News.
[00:01:30.222 --> 00:01:31.583]  Clean, pure drinking water.
[00:01:31.883 --> 00:01:33.163]  You can't survive without it.
[00:01:33.363 --> 00:01:34.264]  But where do you get it?
[00:01:34.564 --> 00:01:40.326]  Alexa Pure Pro is a brand new, groundbreaking, gravity-fed water filtration system that is like no other.
[00:01:40.546 --> 00:01:46.268]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[00:01:46.468 --> 00:02:03.329]  Pairing the unprecedented superfiltration power of an all-new Gravity Block Core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[00:02:03.709 --> 00:02:05.851]  Filter capacity up to 5,000 gallons.
[00:02:06.211 --> 00:02:07.392]  Stainless steel construction.
[00:02:07.672 --> 00:02:08.453]  Easy assembly.
[00:02:08.713 --> 00:02:09.333]  Low maintenance.
[00:02:09.634 --> 00:02:11.455]  Replacement filters are simple to install.
[00:02:11.715 --> 00:02:18.821]  And now, as part of an exclusive limited time introductory offer, you can save $20 off the retail price and get free shipping.
[00:02:19.001 --> 00:02:24.004]  This is a limited time offer, so order your unit today and receive free shipping and $20 off.
[00:02:24.205 --> 00:02:26.787]  Go to InfowarsStore.com or call 888-253-3139.
[00:02:30.336 --> 00:02:35.038]  Oregon State Police and the FBI stopped two vehicles heading north on US 395.
[00:02:36.579 --> 00:02:44.243]  One of those vehicles, a white truck being driven by Oregon Militiaman Lavoie Finicum, speeds up after idling for a while.
[00:02:44.483 --> 00:02:48.785]  It is then that Lavoie Finicum and the other passengers run into a roadblock.
[00:02:49.065 --> 00:02:59.095]  Finnecum leaves the vehicle and raises his hands when a man from behind him shoots Finnecum for reasons that still remain unclear according to this FBI released video.
[00:02:59.355 --> 00:03:08.064]  Finnecum's daughter claims that her father was murdered, execution style, with his hands in the air, an account backed up by an eyewitness to the incident.
[00:03:08.284 --> 00:03:13.629]  But the movement of Lavoie's arm on the FBI video raises even more questions.
[00:03:13.809 --> 00:03:17.572]  Did the movement of Lavoie's arm legitimize excessive force?
[00:03:17.852 --> 00:03:22.696]  Was he covering a wound, getting his balance in deep snow, or reaching for a weapon?
[00:03:22.936 --> 00:03:25.818]  What brought us to this dark day of liberty gone wrong?
[00:03:26.175 --> 00:03:28.436]  Joe Biggs reporting for InfoWars.com.
[00:03:28.456 --> 00:03:30.237]  Now, we just arrived in Oregon.
[00:03:30.597 --> 00:03:42.061]  We've come here to investigate the reports of armed militiamen overthrowing a federal government building here at the Malheur National Wildlife Refuge, right outside of Burns, Oregon.
[00:03:42.421 --> 00:03:49.064]  Now, there have been reports that they have taken this building, they're using it as a place to protest against the U.S.
[00:03:49.184 --> 00:03:54.546]  government, who time and time again have overstepped their boundaries taking up people's lands.
[00:03:54.966 --> 00:03:56.527]  It's not just happening in Nevada.
[00:03:56.787 --> 00:03:58.108]  It's not just happening in Oregon.
[00:03:58.128 --> 00:04:01.230]  It's happening back home where I live in Texas as well.
[00:04:01.650 --> 00:04:02.751]  This is a huge issue.
[00:04:02.991 --> 00:04:03.931]  It's a huge problem.
[00:04:04.011 --> 00:04:12.036]  And Amon Bundy says that they do have credible intel from three different sources that they believe that the FBI will be coming down on them.
[00:04:12.476 --> 00:04:24.143]  Now one of the gentlemen is sitting down over there right now on top of a sleeping bag holding his rifle said that he heard that the police department had issued a warrant for his arrest and that he was going to stand his ground
[00:04:24.483 --> 00:04:28.165]  And sit down over there for the next few days and not go inside, but sit out there.
[00:04:28.185 --> 00:04:33.287]  He said he'd rather spend his last days out in nature than to die inside of a building.
[00:04:33.687 --> 00:04:39.469]  Now Amon Bundy seemed very concerned that the FBI was going to come after them tonight at some point in time, possibly.
[00:04:39.489 --> 00:04:41.810]  We need to learn from our mistakes.
[00:04:43.271 --> 00:04:46.852]  And I have been through this so many times, watching people get set up and manipulated.
[00:04:46.932 --> 00:04:48.073]  It makes me want to throw up.
[00:04:49.076 --> 00:04:54.117]  And the exact aftermath of what we predicted and the players and what was going on is now being confirmed.
[00:04:54.418 --> 00:05:00.439]  About four or five hundred yards down there is a blockade by the police, by the FBI.
[00:05:01.119 --> 00:05:05.401]  We went down to that blockade and surprisingly they were pretty chill today.
[00:05:05.481 --> 00:05:11.683]  We went up and talked to them and said look we'd be willing to go in and talk to the people who are still in there.
[00:05:11.723 --> 00:05:13.523]  Reports are there's still about five people.
[00:05:14.023 --> 00:05:16.184]  Besides the ones who were arrested at the
[00:05:16.904 --> 00:05:17.444]  We're good to go.
[00:05:35.606 --> 00:05:38.227]  What's the grievances of these groups out here?
[00:05:38.327 --> 00:05:44.869]  It's now become about this militarized standoff, whether or not these guys are going to get out, whether or not they're going to go down fighting.
[00:05:44.889 --> 00:05:50.511]  It's understood and acknowledged, has been for some time, even in the mainstream press,
[00:05:51.591 --> 00:06:01.937]  That the Russians, by whom I mean Putin, have gained control over 20% of US uranium production.
[00:06:02.497 --> 00:06:05.539]  And in order for that deal to be signed off on,
[00:06:07.339 --> 00:06:16.925]  One of the federal agencies of the United States that had to okay it, because this is national security, is the State Department, then headed up by Hillary Clinton.
[00:06:17.506 --> 00:06:28.072]  During this negotiation, this period of time, some millions of dollars were coming into the Clinton Foundation from Canadian mining big shots.
[00:06:29.053 --> 00:06:34.518]  Who obviously wanted this deal to go through and sell their company to Putin.
[00:06:35.058 --> 00:06:42.345]  So the ultimate irony of this whole thing is that you've got these sovereign cattle ranchers and their supporters.
[00:06:43.857 --> 00:06:59.083]  Sitting there in this area saying the feds have no right to be grabbing this land in the first place and you know it's taking land away from the American people that belongs to the American people and they could very well be talking about Russian land.
[00:06:59.463 --> 00:07:11.692]  The four remaining holdouts, David Fry, Sandy Anderson, Shawn Anderson and Jeff Banta are still holding their ground at the National Wildlife Refuge and now are demanding pardons for everyone involved.
[00:07:11.892 --> 00:07:16.455]  John Bowne for InfoWars.com And another excellent report from John Bowne.
[00:07:16.895 --> 00:07:21.939]  Now let's talk about something that's much lacking in excellence in my personal opinion, a debate system.
[00:07:22.079 --> 00:07:33.306]  Now, to be fair, most debates are pretty long, dry, boring, talking point, education, military, you know, whatever else, you know, fix the bridges and the roads and all that.
[00:07:34.207 --> 00:07:37.429]  And by and large, they've been pretty dry until Donald Trump came along.
[00:07:37.449 --> 00:07:38.109]  So I do give him that.
[00:07:38.129 --> 00:07:39.650]  We'll talk about Trump here in one second.
[00:07:39.670 --> 00:07:46.955]  But in my personal opinion, the guy who won this debate and wins pretty much every debate for the simple fact that he brings up real issues, Rand Paul.
[00:07:47.495 --> 00:07:49.717]  Grandpa once again came out in grand fashion.
[00:07:49.757 --> 00:07:53.719]  Now, I know he's not the most charismatic guy, but I think he does bring real issues to the table.
[00:07:54.059 --> 00:07:59.123]  He doesn't just say, let's arm the military and have them go out and blow up the universe and be Team America, World Police.
[00:07:59.443 --> 00:08:03.406]  He said, let's look at these conflicts and see if we really need to go there in the first place.
[00:08:03.886 --> 00:08:06.447]  Also, people want to talk about, you know, stuff on the back end.
[00:08:06.487 --> 00:08:08.928]  These half measures of, you know, fixing the VA and all that.
[00:08:08.968 --> 00:08:10.389]  And that stuff does need to happen.
[00:08:10.429 --> 00:08:11.970]  Don't let me discredit that one bit.
[00:08:12.450 --> 00:08:13.791]  But, why don't we look at it?
[00:08:13.891 --> 00:08:19.453]  Do we really need to send these guys out there in the first place to be in these places that they don't need to be fighting for things they don't understand?
[00:08:19.733 --> 00:08:21.654]  There's a great quote in that movie, 13 Hours.
[00:08:22.094 --> 00:08:27.137]  One of the guys, you know, he's on the roof and he's, you know, trying to figure out whether or not he's going to survive the night or not.
[00:08:27.737 --> 00:08:31.660]  And he says, you know, if I die today, my daughters will die.
[00:08:31.941 --> 00:08:37.905]  My daughters will know knowing that I died fighting for a country that meant nothing to me in a situation I really didn't understand.
[00:08:38.246 --> 00:08:44.571]  That's what happens is so many of our fighting men and women, they're fighting for things they don't even clearly understand when they're just boots on the ground.
[00:08:44.591 --> 00:08:46.712]  They just know people are making policies above them.
[00:08:46.732 --> 00:08:48.174]  But let me get back to Rand Paul.
[00:08:48.534 --> 00:08:51.116]  He says he is the only candidate for the Liberty vote.
[00:08:51.156 --> 00:08:51.997]  And I do agree.
