[00:00:20.165 --> 00:00:22.149]  Welcome to the Info Wars Nightly News.
[00:00:22.189 --> 00:00:26.177]  It is Friday, October 21st, 2016 and I'm Leanne McAdoo.
[00:00:26.497 --> 00:00:27.459]  Here's what's coming up tonight.
[00:00:31.854 --> 00:00:38.156]  Vladimir Putin responds to Joe Biden and Hillary Clinton and their stance and threats aimed at Russia.
[00:00:38.316 --> 00:00:40.437]  You can expect anything from our U.S.
[00:00:40.477 --> 00:00:40.897]  friends.
[00:00:41.457 --> 00:00:51.500]  And then, George Orwell's 1984 doublethink in the flesh, as Democrats and mainstream media say there is no election fraud, but that it's Russia's fault.
[00:00:52.000 --> 00:00:54.121]  Of course the elections will not be rigged.
[00:00:54.201 --> 00:00:55.042]  What does that mean?
[00:00:55.242 --> 00:01:01.245]  It's comments like that that really worry people who understand the threats that we face.
[00:01:01.505 --> 00:01:08.569]  Meanwhile, Donald Trump skewers Hillary Clinton at last night's Al Smith charity dinner to the chagrin of many.
[00:01:09.332 --> 00:01:09.893]  Then this.
[00:01:10.353 --> 00:01:19.120]  James O'Keefe and Project Veritas are under fire as they are set to launch even more damning evidence against the corrupt Clinton campaign.
[00:01:19.881 --> 00:01:23.144]  All that and more on tonight's InfoWars Nightly News.
[00:01:30.389 --> 00:01:33.051]  Look, I'm not going to sit here and say, see I told you so.
[00:01:33.291 --> 00:01:36.353]  That communist Chinese style net censorship is coming to the web.
[00:01:36.653 --> 00:01:37.434]  Because it's already here.
[00:01:37.814 --> 00:01:38.475]  It's being announced.
[00:01:38.835 --> 00:01:42.317]  The way you keep the internet open and free is you get involved more than ever.
[00:01:42.778 --> 00:01:43.939]  You don't let them break your will.
[00:01:44.679 --> 00:01:56.747]  Go to InfoWars.com forward slash app and download an app that took us over a year to develop that we're going to be expanding on the next few months with free video and audio and podcast feeds and breaking news and alerts and so much more.
[00:01:57.027 --> 00:02:00.029]  Don't sit by and let the internet and free speech be stolen from you.
[00:02:00.530 --> 00:02:01.110]  Take action!
[00:02:04.833 --> 00:02:06.714]  I train two, three times a day.
[00:02:07.534 --> 00:02:08.115]  They're brutal.
[00:02:09.620 --> 00:02:11.821]  Agonizing, painful training sessions.
[00:02:16.744 --> 00:02:18.185]  I have to have the edge over my opponents.
[00:02:19.025 --> 00:02:24.188]  I believe that Influoresce products, Super Male Vitality, you know, that gives me the edge.
[00:02:26.029 --> 00:02:27.070]  You have to know where you break.
[00:02:27.410 --> 00:02:30.752]  You know, ultimately, like, you don't push yourself to know where that breaking point is.
[00:02:30.972 --> 00:02:33.433]  You're always going to be falling short of what your potential is.
[00:02:33.934 --> 00:02:35.795]  So it's really just about finding
[00:02:38.925 --> 00:02:39.706]  How far you can go.
[00:02:55.542 --> 00:02:57.904]  There's a lot of different things out there.
[00:02:59.006 --> 00:02:59.887]  I only use the best.
[00:03:05.529 --> 00:03:11.391]  Earlier this week, Alex Jones issued a warning that America is already technically at war with Russia.
[00:03:11.731 --> 00:03:20.714]  Well, now we are hearing that same warning coming from a top British general, warning of nuclear war with Russia, saying the end of life could be as we know it, upon us.
[00:03:21.054 --> 00:03:28.676]  This is Senior British Army Officer General Sir Richard Sheriff, and he warns that NATO faces nuclear war with Russia and Europe.
[00:03:29.076 --> 00:03:37.698]  And that America is already technically at war with Russia, of course, now just as echoing these cyber war hearings that we're talking about.
[00:03:38.158 --> 00:03:50.781]  So he asserts that the West faces the biggest threat from Russia since the Cold War, and that Putin plans to reestablish Russia's status as one of the world's greatest powers by marching into the Baltic states of Latvia, Lithuania, and Estonia.
[00:03:51.921 --> 00:03:57.204]  He's also comparing the way the West policies toward Putin to the appeasement of Hitler.
[00:03:57.564 --> 00:04:04.268]  He says Moscow may have already lit the fuse that could lead to the unthinkable nuclear war with Russia in Europe.
[00:04:04.808 --> 00:04:20.136]  And as we all know, under Article 5 of the Washington Treaty, an attack on one NATO member country represents an attack on all member countries, meaning the United States would be at war with Russia if Russian troops set foot in Baltic countries.
[00:04:20.856 --> 00:04:29.366]  So, Owen Schroyer joins me now, and here he's kind of saying, you know, it's not like they're going to just kind of sit back.
[00:04:29.646 --> 00:04:33.350]  If this ramps up, Russia's going to release nukes, then the U.S.
[00:04:33.410 --> 00:04:36.914]  is going to release some nukes, and it's going to be mutually assured destruction.
[00:04:37.571 --> 00:04:43.893]  Well we can all pray to God that nobody launches a nuke because that would obviously be disaster.
[00:04:43.913 --> 00:04:44.973]  The end of life as we know it.
[00:04:45.013 --> 00:04:46.213]  Right, as the General said.
[00:04:46.253 --> 00:04:48.494]  But you know it's amazing, he talks about already being at war.
[00:04:49.154 --> 00:04:57.756]  You know there may not be a physical war going on that people can actually see and experience and react to, but there is obviously a psychological war going on.
[00:04:57.796 --> 00:04:58.016]  Right.
[00:05:15.874 --> 00:05:24.196]  That just all of this coming out, people reporting on it, you know, it doesn't really reach the mainstream news like it does here at Infowars.com or Drudge or Breitbart or these other places.
