[00:00:19.585 --> 00:00:20.405]  Good evening, everyone.
[00:00:20.465 --> 00:00:22.626]  Welcome to the InfoWars Nightly News.
[00:00:22.786 --> 00:00:23.667]  I'm Darren McBreen.
[00:00:23.707 --> 00:00:29.569]  It is Friday, February 19th, 2016, and here's a quick look at what's coming up.
[00:00:33.210 --> 00:00:40.653]  Tonight, the crew has returned from their investigation into the death of Justice Scalia.
[00:00:41.353 --> 00:00:43.414]  Find out what they uncovered next.
[00:00:44.537 --> 00:00:51.010]  You've got a judge who over the phone pronounces the Supreme Court justice dead.
[00:00:51.151 --> 00:00:52.092]  We don't need to see anything.
[00:00:52.153 --> 00:00:52.794]  It's all done.
[00:00:53.054 --> 00:00:54.678]  This was a Republican president.
[00:00:55.339 --> 00:00:59.661]  A ranch owned by a Republican donor, and it was a liberal judge who died out there.
[00:00:59.701 --> 00:01:02.823]  The entire left would be screaming and crying, asking for an investigation.
[00:01:03.303 --> 00:01:07.125]  As soon as this man's name came down over the wire, this place should have been locked down.
[00:01:07.445 --> 00:01:08.906]  They should have called for an investigation.
[00:01:09.126 --> 00:01:12.027]  They should have done an autopsy, toxicology, and all of that.
[00:01:12.347 --> 00:01:14.709]  Instead, they take the body and drive it to El Paso.
[00:01:14.929 --> 00:01:19.531]  Now, we have an investigator in El Paso right now who just spoke to the mortician who did the embalming.
[00:01:19.851 --> 00:01:22.913]  They just drained his fluids and threw them into the El Paso sewage.
[00:01:23.814 --> 00:01:26.622]  Oh my god, you're kidding me, they did that already?
[00:01:26.642 --> 00:01:28.948]  Yes, that has already been done.
[00:02:00.503 --> 00:02:01.624]  Clean, pure drinking water.
[00:02:01.925 --> 00:02:03.206]  You can't survive without it.
[00:02:03.406 --> 00:02:04.308]  But where do you get it?
[00:02:04.608 --> 00:02:10.375]  Alexa Pure Pro is a brand new, groundbreaking, gravity-fed water filtration system that is like no other.
[00:02:10.595 --> 00:02:16.302]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[00:02:16.502 --> 00:02:33.360]  Pairing the unprecedented superfiltration power of an all-new Gravity Block Core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[00:02:33.760 --> 00:02:35.881]  Filter capacity up to 5,000 gallons.
[00:02:36.241 --> 00:02:37.442]  Stainless steel construction.
[00:02:37.722 --> 00:02:38.503]  Easy assembly.
[00:02:38.743 --> 00:02:39.363]  Low maintenance.
[00:02:39.663 --> 00:02:41.484]  Replacement filters are simple to install.
[00:02:41.764 --> 00:02:48.868]  And now, as part of an exclusive limited time introductory offer, you can save $20 off the retail price and get free shipping.
