[00:00:20.151 --> 00:00:22.093]  Welcome to the Info Wars Nightly News.
[00:00:22.133 --> 00:00:26.256]  It is Tuesday, December 13th, 2016 and I'm Liane McAdoo.
[00:00:26.377 --> 00:00:27.317]  Here's what's coming up tonight.
[00:00:30.720 --> 00:00:39.464]  Tonight, the hypocrite in chief Barack Hussein Obama calls out Donald Trump for something he was guilty of his entire administration.
[00:00:39.704 --> 00:00:40.425]  But there's more.
[00:00:41.025 --> 00:00:46.267]  Obama wants you to ignore the content of the WikiLeaks and focus on who hacked them.
[00:00:46.728 --> 00:00:47.108]  Russia.
[00:00:47.928 --> 00:00:50.069]  This was not a secret running up to the election.
[00:00:50.289 --> 00:00:51.130]  The president-elect
[00:00:54.761 --> 00:01:01.565]  In some of his political events, specifically said to the Russians, hack Hillary's emails.
[00:01:02.405 --> 00:01:06.367]  Meanwhile, an onslaught of fake news is emerging from Syria.
[00:01:06.887 --> 00:01:07.948]  What can we trust?
[00:01:08.768 --> 00:01:14.872]  And then, major election fraud is uncovered in Detroit, and it appears to favor Hillary Clinton.
[00:01:15.832 --> 00:01:18.373]  And that is what Detroit is doing!
[00:01:18.413 --> 00:01:19.374]  You are right!
[00:01:20.800 --> 00:01:26.154]  All that and more on the InfoWars Nightly News.
[00:01:30.330 --> 00:01:36.954]  In case you haven't heard, InfoWars has become the most influential media outlet in America.
[00:01:37.055 --> 00:01:44.720]  We're making freedom go viral, and now we are proud to announce a new weapon in the epic battle against the globalists.
[00:01:45.040 --> 00:01:55.727]  InfoWars Prime, where you can watch live, high-definition feeds of the Alex Jones Show, plus exclusive insider videos from the InfoWars crew and behind-the-scenes
[00:01:56.007 --> 00:01:56.387]  Action!
[00:01:56.427 --> 00:02:00.388]  Go to InfoWars.com forward slash app and download today.
[00:02:00.668 --> 00:02:04.870]  InfoWars Prime is available right now for your iPhone or Android.
[00:02:04.990 --> 00:02:09.511]  You will have access to exclusive videos that you can't see anywhere else.
[00:02:09.891 --> 00:02:15.173]  That means live coverage of events and breaking news on location as it happens.
[00:02:15.433 --> 00:02:22.343]  You can also take advantage of amazing deals from the InfoWars store that are only available for InfoWars Prime subscribers.
[00:02:22.503 --> 00:02:26.589]  That's InfoWars Prime at InfoWars.com forward slash app.
[00:02:26.850 --> 00:02:29.493]  If you can hear my voice, you are the resistance.
[00:03:02.295 --> 00:03:15.425]  Well, President Obama made the rounds on another fake news broadcast to talk to a fake journalist to lament the reality of this fake news that caused Hillary Clinton the election.
[00:03:15.645 --> 00:03:16.126]  That's right.
[00:03:16.466 --> 00:03:18.428]  The irony is not lost on myself either.
[00:03:19.008 --> 00:03:32.988]  Now, President Obama was there speaking with Trevor Noah at the Daily Show, blaming Putin, blaming voters for being obsessed with WikiLeaks, racism, everything he possibly could for why Donald Trump is the new president.
[00:03:33.973 --> 00:03:38.534]  You know, avoiding the total fact that he was an abject failure and awful president.
[00:03:38.954 --> 00:03:48.596]  So one of the things that he mentioned on Trevor Noah was the fact that any president who would shun his daily intelligence briefings would be flying blind.
[00:03:49.056 --> 00:03:59.097]  And of course, he made this remark after Donald Trump said that he really wasn't interested in having daily intelligence briefings unless developments had changed enough to merit his attention.
[00:03:59.737 --> 00:04:02.798]  And so then, of course, he was immediately attacked for that, saying, oh, my God,
[00:04:02.938 --> 00:04:06.139]  Gosh, he's already going to be skipping his daily intelligence briefings.
[00:04:06.179 --> 00:04:07.379]  How would you do that?
[00:04:08.060 --> 00:04:20.304]  And President Obama rolls out there with all of his hubris and says, you know, any president that doesn't do that, doesn't attend these daily briefings would be flying blind on national security matters.
[00:04:21.144 --> 00:04:27.929]  This is the same president who skipped more than half of his daily intelligence briefings.
[00:04:27.949 --> 00:04:29.510]  I'm going to get to that here in a minute.
[00:04:29.530 --> 00:04:32.051]  He ignored his ISIS intel for years.
[00:04:32.111 --> 00:04:37.155]  He actually went out and called them the JV team because he ignored that intel.
[00:04:37.915 --> 00:04:40.377]  But he is going to hit Donald Trump.
[00:04:40.977 --> 00:04:42.819]  So one of the things that Obama says is,
[00:04:44.239 --> 00:04:56.443]  He brags about the fact that he's developed this culture where the intelligence that's brought to the president, the daily intelligence briefings, are not going to be politicized, they're not going to be spun.
[00:04:57.023 --> 00:05:08.307]  He's created this culture where he's very proud of the fact that over the course of the eight years, the message that he sent to every intelligence agency is, I want it straight, without spin,
[00:05:08.787 --> 00:05:11.610]  And I think we've developed a culture that does that.
[00:05:11.670 --> 00:05:18.457]  He just wants to hammer away at the basic principle that intelligence shall not be subject to political spin.
[00:05:18.797 --> 00:05:25.704]  Now, it's been eight years with President Obama, so we know that pretty much whatever comes out of his mouth is a lie, and he means the exact opposite.
[00:05:26.105 --> 00:05:27.026]  Case in point,
[00:05:29.111 --> 00:05:39.562]  Over 50 CENTCOM intelligence operatives said that they were given implied orders not to report the facts on the ground in Iraq regarding terrorist activity.
[00:05:40.082 --> 00:05:46.949]  Instead, they were encouraged to substitute economic or environmental information for terror-related intelligence.
