[00:00:19.625 --> 00:00:21.546]  Welcome to the InfoWars Nightly News.
[00:00:21.626 --> 00:00:22.847]  I'm your host, Jakari Jackson.
[00:00:23.167 --> 00:00:26.829]  It is February 10th, 2016, and here's a look at our top stories.
[00:00:29.951 --> 00:00:43.059]  Tonight, InfoWars confronts Jeb Bush on the classified 28 pages of the congressional inquiry into the September 11th attacks, and his reaction is priceless.
[00:00:43.139 --> 00:00:47.041]  Would you be in favor of seeing the 28 pages that have been redacted from the 9-11 commission report?
[00:00:47.081 --> 00:00:47.281]  Yes, sir.
[00:00:47.301 --> 00:00:48.542]  Would you be willing to see those released?
[00:00:49.352 --> 00:00:51.713]  Yeah, I'd like to see him.
[00:00:51.773 --> 00:00:52.153]  You got him?
[00:00:52.173 --> 00:00:53.673]  Uh, well, we may have him.
[00:00:53.693 --> 00:00:54.974]  Plus, what are the 28 pages?
[00:00:55.354 --> 00:00:59.395]  And why is the federal government afraid to release the documents?
[00:00:59.976 --> 00:01:08.078]  Then, Bernie Sanders supporters feel the burn with permanent tattoos in support of the socialist candidate.
[00:01:08.398 --> 00:01:15.501]  And an army of former sex slaves prepare to launch a major assault against ISIS.
[00:01:16.161 --> 00:01:20.303]  All that plus much more up next on the InfoWars Nightly News.
[00:01:20.763 --> 00:01:25.686]  Mr. President, I call you a liar.
[00:02:00.503 --> 00:02:01.624]  Clean, pure drinking water.
[00:02:01.925 --> 00:02:03.206]  You can't survive without it.
[00:02:03.406 --> 00:02:04.308]  But where do you get it?
[00:02:04.608 --> 00:02:10.375]  Alexa Pure Pro is a brand new, groundbreaking, gravity-fed water filtration system that is like no other.
[00:02:10.595 --> 00:02:16.302]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[00:02:16.502 --> 00:02:33.360]  Pairing the unprecedented superfiltration power of an all-new Gravity Block Core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[00:02:33.760 --> 00:02:35.881]  Filter capacity up to 5,000 gallons.
[00:02:36.241 --> 00:02:37.441]  Stainless steel construction.
[00:02:37.721 --> 00:02:38.502]  Easy assembly.
[00:02:38.742 --> 00:02:39.362]  Low maintenance.
[00:02:39.662 --> 00:02:41.482]  Replacement filters are simple to install.
[00:02:41.763 --> 00:02:48.865]  And now, as part of an exclusive limited time introductory offer, you can save $20 off the retail price and get free shipping.
[00:02:49.045 --> 00:02:54.026]  This is a limited time offer, so order your unit today and receive free shipping and $20 off.
[00:02:54.226 --> 00:02:56.807]  Go to InfowarsStore.com or call 888-253-3139.
[00:03:03.885 --> 00:03:04.365]  Welcome back.
[00:03:04.666 --> 00:03:09.030]  And we'd like to thank everybody who joined us last night for New Hampshire's primary results.
[00:03:09.210 --> 00:03:15.536]  And if you missed it, Bernie Sanders came out on top for the Democrats and Donald Trump came out on top for the Republicans.
[00:03:15.996 --> 00:03:22.302]  Now, it was a very interesting deal, particularly when you look at Bernie Sanders, because before the race even began, before the primary
[00:03:22.842 --> 00:03:23.562]  Even began.
[00:03:24.162 --> 00:03:26.443]  Hillary already had, I believe, six or so delegates.
[00:03:26.503 --> 00:03:29.904]  And that's due to the super delegate process, is my understanding of it.
[00:03:30.324 --> 00:03:32.545]  So Bernie really had an uphill battle.
[00:03:32.945 --> 00:03:35.305]  But it's not to say that people aren't supporting Mrs. Clinton.
[00:03:35.586 --> 00:03:41.087]  Very much the contrary to that, people are actually getting Mrs. Clinton tattooed on their bodies.
[00:03:41.107 --> 00:03:44.648]  They're so passionate about her being the next president of the United States.
[00:03:45.108 --> 00:03:49.609]  And we see an article from the Daily Caller where they actually talked to a woman who had HRC 2016 tattooed on her wrist.
[00:03:52.390 --> 00:03:54.252]  They asked her, why would you do this?
[00:03:54.292 --> 00:03:59.697]  She said, because she's a woman, at least she's honest on that one, and she's the best qualified for the job right now.
[00:04:00.077 --> 00:04:02.980]  And she went on to say that Sanders supporters are naive.
[00:04:03.300 --> 00:04:13.510]  Now, I will agree with her that a lot of Sanders supporters are naive, because I've gone out and I've talked to people, and just like this lady right here, she admitted that she was voting for Hillary because she's a woman.
[00:04:13.550 --> 00:04:17.814]  I talked to people at UT, they're quite honest, they say, yeah, I'm voting for Hillary because she's a woman as well.
[00:04:18.214 --> 00:04:20.856]  But the Sanders supporters, you ask them, why are they voting for Bernie?
[00:04:20.876 --> 00:04:22.698]  They say, well, he's going to give me a bunch of free stuff.
[00:04:22.718 --> 00:04:23.959]  I'm like, well, who's going to pay for this stuff?
[00:04:23.999 --> 00:04:25.280]  Well, the rich people of America.
[00:04:25.660 --> 00:04:29.524]  Even if you go to Bernie's own website, which I actually did last night, this is how I know this.
[00:04:30.144 --> 00:04:36.369]  Yes, he does target the 1% or whatever they refer to them as, but it also targets people who make $250,000 a year.
[00:04:39.352 --> 00:04:44.954]  And $250,000 a year is a lot more than the average American household, but it is very far from being a one percenter.
[00:04:44.974 --> 00:04:47.576]  You're nowhere near the Billionaire's Club making $250,000 a year.
[00:04:47.676 --> 00:04:57.561]  It's like if anybody wants to go out of the middle class and go up to the upper class, they have somebody come and snatch them back down through these tax revenue regulations.
[00:04:58.021 --> 00:05:02.570]  And also people are feeling the burn, quite literally, because they're getting Bernie Sanders tattoos.
[00:05:02.590 --> 00:05:04.554]  They're giving these away free in Vermont.
[00:05:04.574 --> 00:05:08.521]  There's a shop up there where you can go and get your Bernie Sanders tattoo, and it's all the rage.
[00:05:09.705 --> 00:05:18.491]  And the proprietor said, you know, he just wants people to understand that, you know, Bernie Sanders is the guy for the job, in his opinion, and he's giving out the free Bernie Sanders tattoo.
[00:05:19.011 --> 00:05:24.995]  And since we're talking about all the free goodies, let's talk about the state of Maine, where now they're making welfare recipients work for it.
[00:05:25.015 --> 00:05:28.798]  They're making you go out and do volunteer work, and you won't believe what happens here.
[00:05:29.118 --> 00:05:38.164]  This is a report from Louder with Crowder, and it says basically there are plenty of job openings for, I guess, what you would call low-skilled workers, people who work at fast food restaurants and all that.
[00:05:38.644 --> 00:05:45.548]  They say recipients cannot find immediate employment, so Maine is offering people both job training and community service slots.
[00:05:46.088 --> 00:05:57.375]  But despite vigorous outreach efforts by the government to encourage participation, most childless adult recipients in Maine refuse to participate in the training or even perform community service for six hours a week.
[00:05:57.955 --> 00:06:01.358]  But when they refused to participate, they lost their food stamp benefits.
[00:06:01.798 --> 00:06:10.786]  And it says the first three months after Maine's work policy went into effect, its caseload of able-bodied adults without dependents plummeted by 80%, falling from about 13,000 to about 3,000 in March of 2015.
[00:06:10.826 --> 00:06:11.927]  So yeah, when you tell people that
[00:06:18.353 --> 00:06:19.254]  You know, you don't even have to worry.
[00:06:19.274 --> 00:06:19.794]  You can come out here.
[00:06:19.814 --> 00:06:22.095]  You can be a crossing guard at a school.
[00:06:22.116 --> 00:06:26.178]  You can go pick up trash on the side of the highway for, you know, six hours a week.
[00:06:26.478 --> 00:06:27.739]  There's just too much for some people.
[00:06:27.759 --> 00:06:30.981]  And once again, we're talking about abled, bodied, single adults.
[00:06:31.001 --> 00:06:35.264]  We're not talking about, you know, some mom with three kids who probably needs help or somebody with a disability.
[00:06:35.284 --> 00:06:36.545]  They can't go out and get a normal job.
[00:06:36.565 --> 00:06:37.526]  They probably need help as well.
[00:06:37.566 --> 00:06:44.410]  I understand those situations, but we're talking about abled, bodied, you know, strong guys, strong women can go out and do a job if they so chose.
[00:06:44.490 --> 00:06:48.353]  But no, I'd rather sit at the house and eat Cheetos and, you know, watch YouTube videos.
[00:06:48.353 --> 00:06:49.174]  We're good to go.
[00:07:05.484 --> 00:07:16.056]  I understand there are definitely people who do need help, but you have people who victimize the situation, they take advantage of the situation, and they're living off the American taxpayer, and I'm not okay with that one bit.
[00:07:16.316 --> 00:07:26.588]  I don't mind giving a homeless guy a dollar, but to some college kid or college-aged kid who's just living in his mom's basement and doesn't feel like doing anything, I'm not trying to support this guy's halo habit.
[00:07:27.264 --> 00:07:28.305]  Now let's talk about something else.
[00:07:28.325 --> 00:07:29.426]  Let's go south of the border.
[00:07:30.166 --> 00:07:33.548]  We've seen a lot of talk from guys like Trump saying, let's build a wall.
[00:07:33.769 --> 00:07:45.517]  And I'm against building a wall for the simple fact that he's going to make, or in his own words, he's going to make Mexico pay him to build a wall, which is to say President Trump would make money off the wall to be a never ending construction project.
[00:07:45.557 --> 00:07:49.440]  And that alone is enough for me to kind of be a little bit leery of the guy.
[00:07:50.120 --> 00:07:56.123]  But another thing going on south of the border, HSBC is being accused of laundering money for drug cartels.
[00:07:56.163 --> 00:08:03.867]  So when the drug cartels aren't getting their 50 caliber rifles, courtesy of the ATF, they're having HSBC launder their money, allegedly.
[00:08:04.267 --> 00:08:19.014]  And now we see HSBC holding PLC has been sued by families of American citizens killed in Mexican drug cartel shootouts, who allege that the bank is helping drug cartels launder money to run their businesses and thus can be held responsible for the deaths.
[00:08:19.474 --> 00:08:31.316]  Reports on Tuesday, the bank paid $1.9 billion fine in 2012 to settle a criminal probe into whether it had laundered at least $881 million on behalf of drug cartels.
[00:08:31.336 --> 00:08:43.819]  Like I said, this is something I've been hearing for a while, so I'm very happy to see that the families are actually going after HSBC, who is laundering this money, because they'll do things that are, in my opinion, kind of butt backwards, as they would refer to here in the state of Texas.
[00:08:44.179 --> 00:08:47.642]  You know, somebody gets killed by a gun, and then they want to go sue Bushmaster.
[00:08:47.682 --> 00:08:49.904]  I'm like, Bushmaster did not kill your daughter.
[00:08:49.944 --> 00:08:52.806]  I'm very sorry that your daughter or your son died, but they didn't pull the trigger.
[00:08:53.146 --> 00:08:56.489]  Now, if the gun was defective and it blew up in somebody's hand and somebody died, yeah, that's fine.
[00:08:56.870 --> 00:08:57.570]  Same thing with a car.
