[00:00:20.145 --> 00:00:20.905]  Good evening, everyone.
[00:00:20.925 --> 00:00:22.666]  Welcome to the Infowars Nightly News.
[00:00:22.786 --> 00:00:23.707]  I'm Darren McBreen.
[00:00:23.767 --> 00:00:29.089]  It is Thursday, September 15th, 2016, and here's a quick look at what's coming up.
[00:00:32.991 --> 00:00:34.491]  Tonight, natural disaster.
[00:00:34.731 --> 00:00:35.692]  Tragedy in Haiti.
[00:00:36.892 --> 00:00:43.114]  The world's heart went out to the victims, but Hillary saw dollar signs for herself and her cronies.
[00:00:43.615 --> 00:00:44.955]  We set up a website.
[00:00:45.415 --> 00:00:46.396]  $10 will be forwarded to it.
[00:00:46.436 --> 00:00:51.298]  We'll move that money in a hurry, but everybody, this is one of those things where $5 can make a difference.
[00:00:51.578 --> 00:00:56.220]  Billions of dollars of aid poured into Haiti with only 10% going to the victims.
[00:01:00.111 --> 00:01:03.032]  Tonight, we look at the Clinton Foundation's actions in Haiti.
[00:01:03.252 --> 00:01:09.455]  They portrayed themselves as saviors, but we look at how the Clinton Foundation participated in the Rape of Haiti.
[00:01:10.156 --> 00:01:17.299]  And, Roger Stone reveals how the Clinton Foundation operates as a slush fund, as well as its ties to the Bush family.
[00:01:17.699 --> 00:01:20.460]  All that and more on tonight's InfoWars Nightly News.
[00:01:20.941 --> 00:01:22.861]  Bill Clinton was in charge of that money.
[00:01:23.622 --> 00:01:24.782]  What did he do?
[00:01:25.182 --> 00:01:26.003]  He kept the money.
[00:01:30.305 --> 00:01:33.449]  In the last 20 years, InfoWars has paid its dues.
[00:01:34.009 --> 00:01:38.234]  We have proven that we are a cutting edge news and information source.
[00:01:38.935 --> 00:01:46.964]  And when it comes to funding our operations, we take cutting edge to the next level, with the highest quality supplements and nutraceuticals available.
[00:01:47.304 --> 00:01:53.506]  We have now more than 25 different amazing formulas available at InfoWarsTore.com.
[00:01:53.846 --> 00:02:11.870]  And the flagship is Super Male and Super Female Vitality, where we take thousands of years of the ancients' knowledge and use high-tech modern technology to cold press these organic herbs to give you compounds that are meant to accentuate the body's normal function.
[00:02:12.010 --> 00:02:14.751]  We're making it easier than ever today with a special
[00:02:14.991 --> 00:02:21.177]  We're running for two weeks only, 20% off on these formulas at InfoWarsLife.com.
[00:02:21.357 --> 00:02:29.345]  Everyone out there watching and listening to me owes it to themselves to give mother nature a try and try super male or super female vitality.
[00:02:30.206 --> 00:02:33.308]  God designed us and this planet to work in synergy together.
[00:02:33.989 --> 00:02:43.255]  And all we've done at InfoWarsLife.com is go back to the research and the secrets of the ancients and integrated that with a modern approach.
[00:02:43.855 --> 00:02:47.958]  And that's why the products at InfoWarsLife.com are such huge game changers.
[00:02:48.278 --> 00:02:57.224]  And that's why Super Mel Vitality and some of our other top formulas for a limited time are 20% off right now at InfoWarsLife.com or call toll free 888-253-3139.
[00:03:05.189 --> 00:03:17.938]  On January 12, 2010, a massive 7.0 earthquake struck Haiti, devastating the island and killing over 300,000 people in the process.
[00:03:18.318 --> 00:03:25.243]  Over 100,000 homes were destroyed and an estimated 2 million people left homeless.
[00:03:25.743 --> 00:03:42.899]  Haiti's problems were severe, and the earthquake and devastation created new opportunities for predators to take full advantage of the situation and use the tragedy to prey upon the victims for personal gain and profit.
[00:03:43.459 --> 00:03:51.887]  The country was declared open for business, and while the Haitian people suffered, the Clintons cashed in.
[00:03:53.430 --> 00:03:58.305]  There are new accusations today of pay-to-play scandals rocking the Clinton campaign.
[00:03:59.904 --> 00:04:07.068]  New details of a possible influence peddling in the aftermath of the 2010 earthquake in Haiti, which we all remember very well.
[00:04:07.348 --> 00:04:20.075]  We have seen before the capacity that Haiti has for violence in the 2004 coup, in the 2008 food riots, and it could slip towards that situation again, becoming survival of the fittest.
[00:04:20.295 --> 00:04:26.458]  A very lucrative opportunity for companies from all over the world to grab the billions that were pledged for rebuilding.
[00:04:26.678 --> 00:04:32.685]  But now, unless you're in a search and rescue team or a medical team, the best thing you can do is give money.
[00:04:32.825 --> 00:04:39.832]  After the earthquake, countries around the world donated billions of dollars to help Haiti rebuild.
[00:04:40.613 --> 00:04:42.535]  Bill Clinton was in charge of that money.
[00:04:43.296 --> 00:04:44.017]  What did he do?
[00:04:44.858 --> 00:04:45.699]  He kept the money.
[00:04:45.959 --> 00:04:48.842]  If we give now, then lives will be saved.
[00:04:48.922 --> 00:04:55.007]  You can text Haiti at 2022, send a text message, $10 will be forwarded to it.
[00:04:55.047 --> 00:04:59.891]  We'll move that money in a hurry, but everybody, this is one of those things where $5 can make a difference.
[00:04:59.971 --> 00:05:08.218]  A lot of tweets have been soliciting donations through text messages, but folks really have to be careful that they don't get conned here, because the worst people come out in the worst times.
[00:05:08.498 --> 00:05:11.941]  And, you know, when she raises this money, every time she raises money, she's making deals.
[00:05:12.742 --> 00:05:14.622]  They're saying, could I be the ambassador to this?
[00:05:14.682 --> 00:05:15.323]  Can I do that?
[00:05:15.363 --> 00:05:16.863]  Make sure my business is taken care of?
[00:05:16.883 --> 00:05:17.663]  I mean, give me a break.
[00:05:18.343 --> 00:05:20.604]  All of the money she's raising, that's blood money.
[00:05:20.944 --> 00:05:24.645]  You know, we need the help and the generosity of the American people.
[00:05:25.085 --> 00:05:28.145]  We have a text messaging system that the State Department set up.
[00:05:28.225 --> 00:05:30.226]  It's Haiti H-A-I-T-I to 90999.
[00:05:30.446 --> 00:05:32.146]  We've raised about $3 million for the Red Cross.
[00:05:35.347 --> 00:05:39.188]  It took only a glance to see what the rains did to the largest camp in Port-au-Prince.
[00:05:39.368 --> 00:05:43.610]  Estimates vary, but up to 200,000 people have lost their lives.
[00:05:44.070 --> 00:05:46.331]  Please, if you can, contribute.
[00:05:46.711 --> 00:05:53.593]  $10 will be billed to your cell phone, and it's helping us get the food, the water, the medical supplies that we need.
[00:05:53.793 --> 00:05:57.955]  The Clintons, Hillary Clinton, should be behind bars.
[00:05:59.255 --> 00:06:01.296]  She have no business running for president.
[00:06:02.688 --> 00:06:08.097]  We need somebody like Donald Trump in the White House to make America great.
[00:06:09.138 --> 00:06:12.363]  So other countries around the world will respect America again.
[00:06:15.430 --> 00:06:36.327]  As soon as the earthquake hit, Bill and Hillary Clinton took action, and they portrayed themselves as the saviors of Haiti, and immediately launched a relief effort that eventually raked in billions of dollars in relief aid, but as it turns out, very little of that money actually got to the poor people of Haiti.
[00:06:36.887 --> 00:06:38.268]  It was a scam.
[00:06:38.589 --> 00:06:43.453]  Hillary Clinton abused her position in the State Department to
[00:06:44.293 --> 00:06:53.261]  Skim most of the relief aid donations for herself, and for her husband, for her brother, and of course all of her corporate buddies.
[00:06:53.701 --> 00:07:01.427]  It's estimated that only 10% of the donations actually made it to the programs to help Haiti.
[00:07:01.828 --> 00:07:02.228]  Wow.
[00:07:03.009 --> 00:07:04.770]  Un-freaking-believable.
[00:07:05.351 --> 00:07:08.373]  I mean, what kind of monsters are these people, the Clintons?
[00:07:09.014 --> 00:07:11.095]  We're talking about, this is organized crime.
[00:07:11.856 --> 00:07:12.797]  The Clinton Foundation.
[00:07:13.905 --> 00:07:16.326]  Which is nothing more than a slush fund.
[00:07:16.346 --> 00:07:26.371]  This is a tax-free, international money laundering scheme and maybe the largest criminal enterprise in U.S.
[00:07:26.391 --> 00:07:26.731]  history.
[00:07:35.919 --> 00:07:38.440]  Hillary Clinton supporters, join us, won't you?
[00:07:38.700 --> 00:07:41.061]  Let's journey back to January 12, 2010.
[00:07:42.341 --> 00:07:52.864]  Hillary Clinton had been the United States Secretary of State for about a year when a catastrophic 7.0 earthquake crisis rocked Haiti 16 miles west of Port-au-Prince.
[00:07:53.184 --> 00:07:54.285]  Somewhere between 160,000 to 316,000 Haitians
[00:07:58.246 --> 00:08:01.447]  died while 2 million Haitians were displaced.
[00:08:01.667 --> 00:08:13.630]  The survivors cobbled together what they could, creating temporary communities as they waited for the world to help, only to witness the globalists using the disaster as a money-making scheme.
[00:08:13.890 --> 00:08:22.373]  And in walked the Clintons and the United Nations, bringing with them a cholera epidemic that infected 700,000 Haitians and killed at least 9,000.
[00:08:23.373 --> 00:08:34.281]  That it's simply not acceptable for the UN to be responding to its own responsibility for having caused the worst cholera epidemic in the world by not doing anything for the victims.
[00:08:34.622 --> 00:08:40.126]  Nearly $13.5 billion in aid that was mysteriously squandered.
[00:08:40.266 --> 00:08:46.611]  We are telling the world of the crimes that Bill and Hillary Clinton are responsible for in Haiti.
[00:08:47.351 --> 00:08:59.020]  And we are telling the American people that the 32,000, over 32,000 emails that Hillary Clinton said she deleted have evidence of the crimes they've committed.
[00:08:59.360 --> 00:09:07.946]  Formaldehyde-laced cancer-causing trailers and a legion of corporations that would use Haiti's humanitarian crisis to line their own pockets.
[00:09:08.246 --> 00:09:12.568]  Taking at least 25% off the top of every project they were awarded.
[00:09:12.848 --> 00:09:15.109]  WikiLeaks revealed Haitian U.S.
[00:09:15.169 --> 00:09:27.454]  Ambassador Kenneth H. Merton wrote in a cable just 20 days after the catastrophic quake, other companies are proposing their housing solutions or their land use planning ideas or other construction concepts.
[00:09:27.674 --> 00:09:31.378]  Each is vying for the ear of the President in a veritable free-for-all.
[00:09:31.479 --> 00:09:38.647]  The military logistics personnel intend to surge to around-the-clock operations until the offload is complete.
[00:09:38.727 --> 00:09:40.889]  The gold rush is on.
[00:09:41.089 --> 00:09:48.458]  And so a slew of corporations were slated to help rebuild Haiti under the US Secretary of State's Interim Haiti Recovery Commission.
[00:09:48.738 --> 00:09:51.019]  Overseen by none other than former U.S.
[00:09:51.080 --> 00:09:58.224]  President Bill Clinton, the IHRC approved over $330 million in projects funded by the U.S.
[00:09:58.284 --> 00:10:05.628]  government, including Northern Industrial Park, to accommodate 18,000 new jobs in garment, textile and other fields by 2014.
[00:10:05.908 --> 00:10:11.752]  This industrial park actually brought only 10% of the jobs it promised.
[00:10:11.972 --> 00:10:13.213]  Port-au-Prince neighborhoods
[00:10:13.433 --> 00:10:19.799]  To upgrade and provide services to earthquake-affected neighborhoods enabling displaced persons to return.
[00:10:19.999 --> 00:10:27.265]  According to Amnesty International, around 37,000 houses are known to have been repaired, rebuilt, or built.
[00:10:27.485 --> 00:10:36.533]  However, less than 20% of the housing solutions provided as a response to the disaster could be seen as long-term or sustainable.
[00:10:36.713 --> 00:10:46.141]  Instead, most programs have simply provided temporary measures such as the construction of temporary shelters and the allocation of rental subsidies.
[00:10:46.421 --> 00:11:04.897]  Initially, $53 million was spent to build 15,000 new homes, but this number morphed into $93 million for 2,600 homes, while $70 million was spent on building townhouses for the IHRC staff and roughly $20 million to build two soccer fields.
[00:11:05.257 --> 00:11:13.403]  Anyone can surmise that the Haitian people would have been far better off had the Clintons taken their foundation fleecing scheme elsewhere.
[00:11:13.583 --> 00:11:17.906]  Clearly, a ruthless strategy plundered this third world catastrophe.
[00:11:18.086 --> 00:11:29.013]  Aside from a handful of houses, a Caribbean cell phone hub enriching its globalist owners, and two multi-million dollar soccer stadiums, Haiti remains unchanged.
[00:11:29.394 --> 00:11:35.070]  A majority of displaced Haitians still have no electricity, plumbing, and running water.
[00:11:35.331 --> 00:11:37.296]  John Bowne for Infowars.com
[00:11:47.284 --> 00:12:04.232]  All right, we are joined now by political insider and best-selling author Roger Stone, StoneColdTruth.com as a website, and he's here with us today to talk about the Clinton Foundation and the rape of Haiti, because I think this is about as low as you can go.
[00:12:04.292 --> 00:12:08.474]  We've all heard a lot about the criminal enterprise of the Clinton Foundation.
[00:12:09.034 --> 00:12:13.415]  Much of which, by the way, is covered in Roger Stone's latest book, The Clinton's War on Women.
[00:12:13.955 --> 00:12:22.177]  And I think of all the criticism surrounding the corrupt Clinton Foundation, there's no better example of Haiti.
[00:12:22.437 --> 00:12:26.478]  Because Hillary Clinton screwed those people over big time.
[00:12:26.538 --> 00:12:27.498]  Roger Stone, your thoughts?
[00:12:28.198 --> 00:12:29.859]  Yeah, this is a story of plunder.
[00:12:30.579 --> 00:12:34.260]  And the plunder of people who are devastated
[00:12:35.342 --> 00:12:36.182]  By an earthquake.
[00:12:36.383 --> 00:12:39.284]  I mean, this is an epic tale of theft.
[00:12:39.764 --> 00:12:47.168]  And it indicts both the Clintons and the Bushes, because they have a joint charity, which can only be called a scam.
[00:12:47.348 --> 00:12:49.309]  I mean, this is kind of two-fold.
[00:12:49.849 --> 00:12:53.951]  On the one hand, they spend a small fraction of the $128 million they've pulled together
[00:12:56.476 --> 00:13:06.799]  For actual on-the-ground activities in Haiti and then they deliver the contracts to vendors who are cronies who provide substandard work if they provide work at all.
[00:13:07.500 --> 00:13:18.563]  There's a Ponzi scheme here based in Miami that involves Jeb Bush and the Clintons where one guy got huge contracts to build housing that never really existed.
[00:13:19.023 --> 00:13:20.844]  So this is a classic
[00:13:21.271 --> 00:13:23.212]  Clinton ripoff, I don't have to tell you.
[00:13:23.272 --> 00:13:25.932]  The Clinton Foundation is not a charity.
[00:13:26.493 --> 00:13:27.893]  It's a slush fund.
[00:13:29.534 --> 00:13:30.994]  It's a criminal enterprise.
[00:13:31.514 --> 00:13:37.716]  And when it comes to Haiti, we're talking about one of the largest relief efforts in world history.
[00:13:38.436 --> 00:13:41.377]  And Bill and Hillary Clinton were in charge of it all.
[00:13:41.838 --> 00:13:47.819]  And five years later, Haiti looks like it just got hit by the earthquake yesterday.
[00:13:48.120 --> 00:13:49.220]  Where's all that money going?
[00:13:50.114 --> 00:13:54.016]  Yeah, look, this is profiteering, and it is tragic.
[00:13:54.076 --> 00:14:04.341]  Black lives matter, unless you live in Haiti, in which case we're going to use your misfortune to fleece the American public and to raise millions, which we can put in our pockets.
[00:14:04.721 --> 00:14:11.525]  I predicted on InfoWars some weeks ago that Haiti would become one of the major issues in this campaign.
[00:14:12.585 --> 00:14:19.689]  I'm told that Mr. Assange at WikiLeaks has a number of documents that relate to Haiti that perhaps we haven't seen yet.
