[00:00:20.168 --> 00:00:22.089]  Welcome to the Info Wars Nightly News.
[00:00:22.129 --> 00:00:25.991]  It is Thursday, March 17th, 2016, and I'm Leigh Ann McAdoo.
[00:00:26.271 --> 00:00:27.272]  Here's what's coming up tonight.
[00:00:31.334 --> 00:00:31.814]  Tonight.
[00:00:32.695 --> 00:00:35.456]  Yeah, that's the problem.
[00:00:36.057 --> 00:00:42.020]  The media has created the perception that the voters will decide the nomination, and that's the conflict here.
[00:00:42.040 --> 00:00:43.961]  We feel like we live in a democratic society.
[00:00:44.001 --> 00:00:49.644]  What you're telling me is it's not a democratic society and your votes don't necessarily matter because it's a democratic representation, correct?
[00:00:50.575 --> 00:00:51.755]  No, that's not what I'm trying to tell you.
[00:00:51.775 --> 00:00:55.096]  What I'm trying to say is that we're just one of the political parties.
[00:00:55.477 --> 00:00:59.498]  There's many political parties, but political parties choose their nominee, not the general public.
[00:01:00.338 --> 00:01:04.399]  A GOP delegate says that voters do not pick the candidates.
[00:01:05.520 --> 00:01:11.302]  And everyone from the Communist Chinese to the Rothschild dogpile on Donald Trump.
[00:01:11.942 --> 00:01:12.622]  That's next.
[00:01:13.542 --> 00:01:15.103]  This is not human intelligence, okay?
[00:01:15.743 --> 00:01:18.924]  It's not human intelligence we're facing!
[00:01:20.652 --> 00:01:22.034]  I refuse to fight with everybody!
[00:01:23.397 --> 00:01:26.382]  All the stupid racist white people, the stupid racist black people...
[00:02:00.816 --> 00:02:15.001]  My fellow InfoWarriors, I am very excited to be able to announce to you the introduction at InfoWarsLife.com of a new way to save time and money when you stock up on InfoWarsLife formulations like Survival Shield X2 and Super Mel Vitality.
[00:02:15.181 --> 00:02:24.684]  Just go to InfoWarsLife.com today, select your favorite product, click on auto ship before adding to cart, and choose how often you want us to send you another one.
[00:02:24.984 --> 00:02:33.749]  Every time you choose AutoShip at InfoWarsLife.com, you get 10% off and you won't have to worry about running out and having to reorder next time.
[00:02:34.009 --> 00:02:36.410]  And of course, you can cancel with one click anytime.
[00:02:36.811 --> 00:02:44.635]  As you know, I'm all about the idea of a 360 win, and the new AutoShip feature at InfoWarsLife.com is a sure win for everybody.
[00:02:44.895 --> 00:02:48.581]  A win for liberty, a win for health, and a win when it comes to big savings.
[00:02:48.901 --> 00:02:55.030]  Visit InfoWarsLife.com today and save 10% on your next InfoWarsLife order by selecting AutoShip at checkout.
[00:02:55.170 --> 00:02:57.173]  That's InfoWarsLife.com or call 888-253-3139.
[00:03:03.936 --> 00:03:08.340]  The thought of a Trump presidency seemed unimaginable just a few months ago.
[00:03:08.700 --> 00:03:17.547]  But now that it's kind of getting clearer that he's going to be the GOP candidate, a lot of people are freaking out and they're going to do whatever it takes to take Trump down.
[00:03:17.867 --> 00:03:22.131]  So obviously we know they're planning a huge, the biggest protest across the nation.
[00:03:22.491 --> 00:03:27.655]  Now we've got some leftists planning on doing a Trump Tower rally protest there.
[00:03:27.675 --> 00:03:30.657]  They're going to protest the fascist Republican frontrunner.
[00:03:30.998 --> 00:03:33.320]  This is according to their Facebook page.
[00:03:33.900 --> 00:03:43.602]  This is, they're saying, Donald J. Trump has made headlines in recent months with his divisive rhetoric, hate speech, and extremist plans to make America great again.
[00:03:44.042 --> 00:03:45.262]  Such an extremist.
[00:03:45.783 --> 00:03:52.224]  And so, of course, they say that his policies threaten many of us in the black, Latino, LGBT, Muslim, and other communities.
[00:03:52.604 --> 00:03:57.465]  Now, someone on their Facebook page, Deborah Capistran, responded on the Facebook page and said,
[00:03:57.865 --> 00:04:00.788]  Trump has never said one thing against the black community.
[00:04:01.108 --> 00:04:07.835]  Instead, he talks about how lack of jobs and illegal immigration are hurting black communities and black youth the most.
[00:04:08.275 --> 00:04:11.198]  How he wants to bring prosperity to all Americans.
[00:04:11.538 --> 00:04:13.801]  But, again, facts do not matter.
[00:04:14.101 --> 00:04:21.688]  But it's not only these leftist fascists that are going to be protesting outside the Trump Tower, probably with fascist tactics, including
[00:04:22.369 --> 00:04:25.031]  Threatening speech, rock throwing, you know, the usual.
[00:04:25.492 --> 00:04:28.354]  But it's also the Communist Chinese government.
[00:04:28.774 --> 00:04:32.217]  They're calling Trump a racist clown and of course comparing him to Hitler.
[00:04:32.597 --> 00:04:35.459]  This is in an editorial in the Global Times newspaper.
[00:04:36.080 --> 00:04:43.346]  At first they say, you know, it was really funny when Trump first came out parading as a clown because he was going to divide the GOP.
[00:04:43.766 --> 00:04:50.692]  But now they're actually going on this full offensive saying he's been called another Benito Mussolini or Adolf Hitler by some Western media.
[00:04:51.292 --> 00:04:58.219]  And they talk about how Mussolini and Hitler both came to power through elections, a heavy lesson for Western democracy.
[00:04:58.579 --> 00:05:11.011]  So now the state media is using Trump to declare that democracy is dangerous because they're saying, see how dangerous it is that a person like him could become elected if you have this democratic system.
[00:05:11.431 --> 00:05:16.793]  The joke's on you, because according to the establishment, GOP, our votes don't even matter.
[00:05:17.013 --> 00:05:18.693]  We don't get to decide who's the president.
[00:05:18.993 --> 00:05:20.814]  Now, we reported about this on Monday.
[00:05:21.194 --> 00:05:23.955]  These are remarks made by Curly Hogland.
[00:05:24.015 --> 00:05:26.336]  He's of the Republican National Committee.
[00:05:26.616 --> 00:05:33.958]  He said the delegates are going to vote according to their own personal choice in all matters to come, and yesterday he doubled down on that.
[00:05:34.338 --> 00:05:39.543]  Saying voters are irrelevant when it comes to selecting a candidate for the presidential nomination.
[00:05:39.884 --> 00:05:46.150]  He said the media has created this perception that the voters choose the nomination and that's the conflict here.
[00:05:46.170 --> 00:05:55.779]  So of course they're setting the stage for a contested convention where someone like a Mitt Romney or even Jeb Bush can be rolled out as the GOP contender there.
[00:05:56.540 --> 00:06:07.326]  And Roger Stone joined the Alex Jones Show today to talk about just how the establishment elite, GOP, this whole group is going to rob Donald Trump of the presidency.
[00:06:07.606 --> 00:06:10.127]  And we will not be able to stop them.
[00:06:10.247 --> 00:06:10.888]  So take a look.
[00:06:12.048 --> 00:06:14.169]  Roger Stone, you first warned of this.
[00:06:14.189 --> 00:06:16.110]  I know you've been talking to Trump recently.
[00:06:16.150 --> 00:06:16.731]  He's concerned.
[00:06:17.471 --> 00:06:21.133]  Explain this to us and where this is going and how we fight back against it.
[00:06:21.874 --> 00:06:30.396]  Sure, the fact that Donald Trump may have 1,237 votes, the majority on the first ballot, is almost irrelevant to the Kingmakers, to the party elites.
[00:06:30.496 --> 00:06:31.576]  Look, they're petrified.
[00:06:31.936 --> 00:06:32.656]  And here's why.
[00:06:33.336 --> 00:06:35.677]  Trump is uncontrollable to them.
[00:06:35.997 --> 00:06:38.797]  He's not susceptible to special interest pressure.
[00:06:39.197 --> 00:06:39.617]  He is not.
[00:06:39.637 --> 00:06:41.218]  He doesn't owe anybody.
[00:06:41.258 --> 00:06:43.338]  There's no chips that can be called on him.
[00:06:43.758 --> 00:06:47.319]  He's his own man, and the only people he owes at this point
[00:06:47.879 --> 00:06:52.726]  Are the very voters who have propelled him to a commanding position in this contest.
[00:06:53.086 --> 00:06:55.349]  So they will pull out all the stops.
