[00:00:20.151 --> 00:00:21.913]  Welcome to the InfoWars Nightly News.
[00:00:22.033 --> 00:00:22.693]  I'm David Knight.
[00:00:22.733 --> 00:00:23.654]  It's Monday, November 21st, 2016.
[00:00:23.694 --> 00:00:24.595]  Here are our top stories.
[00:00:31.721 --> 00:00:45.190]  War breaks out between the neocons and libertarians over President-elect Donald Trump's foreign policy, as the military-industrial complex attempts to regain control of the White House.
[00:00:46.090 --> 00:00:56.457]  Meanwhile, Senators Lindsey Graham and Songbird McCain say they will not cooperate with Donald Trump's efforts to improve relations with Russia.
[00:00:56.858 --> 00:01:00.180]  Then... Why are you so interested in Seth Rich's killer?
[00:01:00.840 --> 00:01:06.025]  We're very interested in anything that might be a threat to alleged WikiLeaks sources.
[00:01:06.065 --> 00:01:10.648]  The mysterious unsolved murder of DNC staffer Seth Rich.
[00:01:10.889 --> 00:01:18.355]  And they are now offering a $100,000 reward for any information that leads to the arrest of the killers.
[00:01:19.196 --> 00:01:23.079]  All that plus much more up next on the InfoWars Nightly News.
[00:01:37.765 --> 00:01:40.487]  There is an information warfare happening right now.
[00:01:41.368 --> 00:01:42.809]  It's a fight for our minds.
[00:01:43.470 --> 00:01:45.411]  And InfoWars.com is on the front lines.
[00:01:45.731 --> 00:01:49.935]  Download our free multimedia app at InfoWars.com forward slash app.
[00:01:50.075 --> 00:01:53.438]  It's free, it's on Droid, it's on Apple, you name it.
[00:01:53.518 --> 00:01:55.079]  InfoWars.com forward slash app.
[00:01:59.665 --> 00:02:01.387]  Electrify your day with Secret 12.
[00:02:01.967 --> 00:02:03.308]  It's like lightning in a bottle.
[00:02:03.549 --> 00:02:07.072]  We all have days in which we just can't seem to perform at the level we'd like to.
[00:02:07.432 --> 00:02:15.179]  InfoWars Live Secret 12 is designed to naturally energize your body and mind with two great tasting and super high quality forms of vitamin B12.
[00:02:15.379 --> 00:02:20.204]  Proper vitamin and nutrient intake is essential to keep your body functioning at optimum levels.
[00:02:20.344 --> 00:02:25.829]  The reality is, it's hard to take in the proper amount of vitamins we need each day with our modern diets.
[00:02:26.169 --> 00:02:33.695]  Secret 12 by InfoWarsLife is an easy way to naturally upgrade your vitamin B12 intake and support your body's natural systems.
[00:02:33.935 --> 00:02:38.398]  It pairs two forms of vitamin B12 into one explosive formula.
[00:02:38.659 --> 00:02:44.403]  Vitamin B12 supports healthy energy levels through red blood cell formation and aiding in the body's natural processes.
[00:02:44.523 --> 00:02:47.485]  But it also assists with many other functions of the body.
[00:02:47.685 --> 00:02:50.968]  Electrify your mind and body and take your health to the next level.
[00:02:51.248 --> 00:02:54.471]  Experience the power of Secret 12 at InfoWarsLife.com.
[00:02:55.111 --> 00:02:56.452]  That's Infowarslife.com.
[00:03:17.722 --> 00:03:22.867]  Now, over the weekend, of course, we had Trump settle the $25 million lawsuit regarding Trump University.
[00:03:22.887 --> 00:03:23.988]  We talked about this earlier today.
