[00:00:19.724 --> 00:00:21.705]  Welcome to the InfoWars Nightly News.
[00:00:21.785 --> 00:00:23.005]  I'm your host, Jakari Jackson.
[00:00:23.405 --> 00:00:29.347]  It is January 1st, 2016, and we are so flattered that you are spending your day with us, starting your year off with us.
[00:00:30.087 --> 00:00:34.469]  And since it's the first of the year, it's a good time to look back at some of the best moments of last year.
[00:00:34.509 --> 00:00:42.011]  Of course, those include when Matt Drudge appeared right here in the InfoWars studio, actually standing just a few feet behind the camera that you're viewing me through right now.
[00:00:42.751 --> 00:00:49.116]  Also, Hot Rod, Rowdy Roddy Piper, the professional wrestler and actor, star of They Live, passed away this past year.
[00:00:49.136 --> 00:00:51.458]  So we're going to take a look at one of his great interviews.
[00:00:51.859 --> 00:00:56.122]  Paul Joseph Watson and Joe Biggs went to Paris to document the city after the Paris attacks.
[00:00:56.623 --> 00:01:04.289]  And award-winning journalist Cy Hirsch talked to Alex about a bombshell interview talking about things going on at the Pentagon that you cannot afford to miss.
[00:01:04.569 --> 00:01:08.533]  It's all happening right here, right now, on the Info Wars Nightly News.
[00:01:09.281 --> 00:01:12.025]  And I'm so sick of people that don't like humanity.
[00:01:16.031 --> 00:01:19.276]  So I get wound up because it's fight and flight and there's nowhere to run.
[00:01:19.296 --> 00:01:23.343]  I'm like a raccoon in the garage and somebody's about to kill me and I don't have a choice, I'm gonna fight.
[00:01:30.231 --> 00:01:31.592]  Clean, pure drinking water.
[00:01:31.873 --> 00:01:33.174]  You can't survive without it.
[00:01:33.354 --> 00:01:34.275]  But where do you get it?
[00:01:34.555 --> 00:01:40.340]  Alexa Pure Pro is a brand new, groundbreaking, gravity-fed water filtration system that is like no other.
[00:01:40.540 --> 00:01:46.285]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[00:01:46.465 --> 00:02:03.329]  Pairing the unprecedented superfiltration power of an all-new Gravity Block Core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[00:02:03.709 --> 00:02:05.851]  Filter capacity up to 5,000 gallons.
