[00:00:20.202 --> 00:00:22.223]  Welcome to the Info Wars Nightly News.
[00:00:22.283 --> 00:00:25.885]  It is Friday, May 6th, 2016 and I'm Leigh-Anne McAdoo.
[00:00:25.985 --> 00:00:27.045]  Here's what's coming up tonight.
[00:00:27.066 --> 00:00:31.168]  Tonight...
[00:00:32.850 --> 00:00:39.692]  With the current evidence, a legal expert says it would be nearly impossible not to charge Hillary.
[00:00:40.532 --> 00:00:45.033]  After that, a study shows the third leading cause of death in the U.S.
[00:00:45.213 --> 00:00:49.514]  has nothing to do with alcohol, tobacco, or firearms.
[00:00:50.435 --> 00:00:54.616]  And, does Bernie have the tools to clinch the Democratic nomination?
[00:00:55.476 --> 00:00:56.037]  That's next.
[00:01:10.350 --> 00:01:17.019]  There's no more these big Walmart people, the oil companies lie all day, but they know the earth is dying!
[00:01:17.780 --> 00:01:22.487]  It's not genetic engineering, it's not overfishing, it's not secret weapons that endanger us.
[00:01:22.968 --> 00:01:24.890]  It's carbon dioxide plants breathe.
[00:01:25.231 --> 00:01:25.692]  Is that clear?
[00:02:10.433 --> 00:02:16.755]  I began to get into iodine a few years ago because it was helping me and my family so much get healthy and detoxify.
[00:02:17.115 --> 00:02:18.575]  I believe our research is conclusive.
[00:02:18.615 --> 00:02:19.976]  This is the best iodine out there.
[00:02:20.256 --> 00:02:21.376]  And I know this for a fact.
[00:02:21.916 --> 00:02:26.697]  Nobody else has got iodine based on these pure crystals, ladies and gentlemen.
[00:02:26.817 --> 00:02:30.558]  For a limited time, experience the ancient power of Survival Shield X2.
[00:02:31.299 --> 00:02:32.759]  I believe our research is conclusive.
[00:02:32.799 --> 00:02:34.139]  This is the best iodine out there.
[00:02:34.179 --> 00:02:36.300]  Take advantage of this at InfoWarsLife.com.
[00:03:02.281 --> 00:03:10.232]  Well a new medical study released Tuesday shows that medical errors are now the third leading cause of death in the United States.
[00:03:10.632 --> 00:03:17.061]  So this is a new Johns Hopkins study and it was published in the BMJ on Tuesday and it shows that medical errors
[00:03:17.721 --> 00:03:20.723]  Uh, claim 251,000 lives every year.
[00:03:20.763 --> 00:03:24.345]  That's more than respiratory disease, accidents, stroke, and Alzheimer's.
[00:03:24.705 --> 00:03:36.231]  Now, the professor that led this study said that the category includes everything from bad doctors to communication breakdowns when patients are handed off from one department to another.
[00:03:36.791 --> 00:03:40.533]  And he goes on to say that this calculation of 251,000 deaths per year equates to nearly 700 deaths a day.
[00:03:44.755 --> 00:03:55.380]  But John Rappaport goes on in this article to point out how the Centers for Disease Control doesn't even require reporting of medical errors in the data that it collects about deaths through billing codes.
[00:03:55.860 --> 00:03:59.101]  So that makes it harder to see what's really going on at the national level.
[00:03:59.601 --> 00:04:06.084]  And something else that's also overlooked is the number of severe patient injuries resulting from medical error.
[00:04:06.504 --> 00:04:10.246]  Some estimates put this number at 40 times the death rate.
[00:04:10.686 --> 00:04:16.149]  So, if you take that figure, 40 times the death rate would give us every year in the U.S.
[00:04:16.249 --> 00:04:21.232]  there are 10 million severe injuries as a result of medical errors.
[00:04:21.352 --> 00:04:25.775]  And then, of course, the CDC is completely in the dark on the third leading cause of death.
[00:04:26.415 --> 00:04:33.139]  And this, of course, is the agency that keeps continually telling all of us that vaccines are completely safe and effective.
[00:04:33.459 --> 00:04:38.042]  Don't worry about any medical errors or any severe injuries that might result from that.
[00:04:38.602 --> 00:04:50.554]  And this is of course, you know, the argument you're going to hear from many people that want to talk back at you if you are curious about what might be causing autism and perhaps the link there with vaccines.
[00:04:50.994 --> 00:05:00.624]  Just let them know that the experts represent a system that kills 3 million Americans per decade and severely injures 100 million Americans.
[00:05:00.984 --> 00:05:07.048]  So, you know, for more on those explosive figures, make sure to go to the breakdown of that article at InfoWars.com.
[00:05:07.388 --> 00:05:10.030]  Now, Dr. Toni Bark was on the Alex Jones Show today.
[00:05:10.070 --> 00:05:13.372]  That's Billy Corgan's doctor, actually, and he said you've got to get her on.
[00:05:13.812 --> 00:05:25.760]  And she was on the show talking about the benefits of medicinal cannabis, but also the CDC's autism cover-up, and she goes in-depth into the effects of vaccine injury, as well as how to reverse them.
[00:05:25.780 --> 00:05:28.262]  So that's going to be coming up in one of the next segments.
[00:05:29.042 --> 00:05:30.242]  Stick around for that.
[00:05:30.643 --> 00:05:37.365]  But now Judicial Watch's FOIA lawsuit has uncovered even more Hillary Clinton emails that she withheld from the State Department.
[00:05:37.725 --> 00:05:51.349]  So this completely contradicts some statements that Hillary Clinton made that as far as she knew, all of her government emails were turned over to the State Department and that she did not use her ClintonEmail.com system until March 18, 2009.
[00:05:53.550 --> 00:05:58.034]  So these documents predate that, and they go back as far as January.
[00:05:58.334 --> 00:06:02.378]  They weren't turned over by Clinton to the State Department from her non-government server.
[00:06:02.759 --> 00:06:10.125]  The emails cover topics such as her schedule and travel plans, criticisms of Clinton by Richard Gere, Afghanistan, U.S.
[00:06:10.185 --> 00:06:18.053]  financial aid and security concerns for several Pacific islands, the recommendation for a health care system overhaul, and food security.
[00:06:18.513 --> 00:06:26.955]  Now, despite suggestions that Clinton said she turned over all emails dated March 18, 2009, here were some other emails that she failed to turn over.
[00:06:27.315 --> 00:06:40.878]  It includes some talk about her friends at Planned Parenthood, a call to Bill Clinton's former National Security Advisor, and of course, the late Sandy Berger, who was convicted of illegally removing classified documents from the National Archives.
[00:06:41.318 --> 00:06:43.099]  Hmm, no problems there.
[00:06:43.500 --> 00:06:53.167]  So of course these emails further undermine her statement under penalty of perjury that suggested she turned over all of her government emails to the State Department.
[00:06:53.187 --> 00:06:56.169]  This is according to Judicial Watch's President Tom Fitzgerald.
[00:06:56.169 --> 00:06:56.650]  I don't know.
[00:07:18.712 --> 00:07:22.493]  Correspondence to the close Clinton family confidant, Sidney Blumenthal.
[00:07:22.953 --> 00:07:31.375]  Well, he was extradited to the US just as reports were coming in that the FBI was investigating Clinton's email server.
[00:07:31.895 --> 00:07:35.355]  So, here's an interesting question to pose.
[00:07:35.496 --> 00:07:41.737]  NBC, they were now the second major news network to announce an upcoming interview with the hacker.
[00:07:42.237 --> 00:07:47.758]  But, curiously, they held on to some explosive revelations for weeks.
[00:07:48.118 --> 00:07:48.499]  I don't know.
[00:08:03.576 --> 00:08:06.718]  Why did they hold on to this for weeks?
[00:08:06.878 --> 00:08:09.680]  Here's a little bit of the transcript with Cynthia McFadden.
[00:08:10.081 --> 00:08:14.984]  She says, when Hillary Clinton says that her server is absolutely safe, you're laughing.
[00:08:15.404 --> 00:08:18.146]  And Guccifer goes on to say that's a lie.
[00:08:18.326 --> 00:08:19.087]  It's not safe.
[00:08:19.247 --> 00:08:21.128]  It's not safe at all.
[00:08:21.609 --> 00:08:24.671]  So he's basically saying that, you know, I hacked into her
[00:08:25.331 --> 00:08:25.972]  I think so.
[00:08:51.295 --> 00:09:00.679]  There's a tremendous deal in the works and an incentive for Guccifer to negotiate with the FBI and become a witness for the government against Mrs. Clinton.
