[00:00:20.148 --> 00:00:20.929]  Good evening, everyone.
[00:00:20.969 --> 00:00:23.011]  Welcome to the InfoWars Nightly News.
[00:00:23.131 --> 00:00:24.112]  I'm Darren McBreen.
[00:00:24.252 --> 00:00:27.876]  It is Friday, March 25, 2016.
[00:00:28.076 --> 00:00:29.598]  Here's a quick look at what's coming up.
[00:00:33.221 --> 00:00:33.602]  Tonight...
[00:00:35.950 --> 00:00:38.391]  The political onslaught continues.
[00:00:39.211 --> 00:00:44.353]  Violence at rallies and strong rhetoric paint a target on the GOP frontrunner.
[00:00:45.053 --> 00:00:50.674]  Meanwhile, a George Soros organization takes credit for tensions in Chicago.
[00:00:51.355 --> 00:00:52.015]  That's next.
[00:01:05.510 --> 00:01:07.292]  You bring me Donald Trump and have the pinata we have.
[00:01:08.533 --> 00:01:09.694]  See, it's the ultimate straw man.
[00:01:10.755 --> 00:01:13.678]  I... I wouldn't want to attack Donald Trump.
[00:01:14.459 --> 00:01:16.841]  But, I mean, who knows if I could beat Donald Trump up, he might kick my butt.
[00:01:17.042 --> 00:01:18.903]  But I guarantee you I can kick this guy's butt.
[00:01:19.824 --> 00:01:20.725]  Because it's a straw man.
[00:01:22.507 --> 00:01:23.148]  This one's papier-mâché.
[00:01:23.188 --> 00:01:26.071]  It's a paper tiger.
[00:01:26.891 --> 00:01:27.432]  Real tiger.
[00:01:28.353 --> 00:01:29.354]  I couldn't take on a real tiger.
[00:02:00.816 --> 00:02:15.001]  My fellow InfoWarriors, I am very excited to be able to announce to you the introduction at InfoWarsLife.com of a new way to save time and money when you stock up on InfoWarsLife formulations like Survival Shield X2 and Super Mel Vitality.
[00:02:15.181 --> 00:02:24.684]  Just go to InfoWarsLife.com today, select your favorite product, click on auto ship before adding to cart, and choose how often you want us to send you another one.
[00:02:24.984 --> 00:02:33.749]  Every time you choose AutoShip at InfoWarsLife.com, you get 10% off and you won't have to worry about running out and having to reorder next time.
[00:02:34.009 --> 00:02:36.410]  And of course, you can cancel with one click anytime.
[00:02:36.811 --> 00:02:44.635]  As you know, I'm all about the idea of a 360 win, and the new AutoShip feature at InfoWarsLife.com is a sure win for everybody.
[00:02:44.895 --> 00:02:48.578]  A win for liberty, a win for health, and a win when it comes to big savings.
[00:02:48.898 --> 00:02:55.022]  Visit InfoWarsLife.com today and save 10% on your next InfoWarsLife order by selecting AutoShip at checkout.
[00:02:55.163 --> 00:02:57.164]  That's InfoWarsLife.com or call 888-253-3139.
[00:03:03.140 --> 00:03:15.674]  It's no secret that one of the red hot topics for anti-Trump activists is Donald Trump's proposal for a temporary ban on Muslim immigrants to the United States.
[00:03:16.515 --> 00:03:22.643]  Even though polls suggest that the majority of Americans agree with Trump on this issue,
[00:03:23.183 --> 00:03:34.070]  There's still been a huge backlash and public outrage from the politically correct left who feel that Trump is discriminating against the Muslim culture.
[00:03:34.511 --> 00:03:42.136]  The Obama White House even went as far as saying that Trump's comments should disqualify him from becoming president.
[00:03:42.636 --> 00:03:48.160]  So in other words, Trump has no interest in national security or protecting Americans.
[00:03:48.640 --> 00:03:49.981]  He just hates Muslims.
[00:03:50.441 --> 00:03:52.563]  According to the radical left,
[00:03:53.283 --> 00:03:54.164]  Translation book.
[00:03:54.844 --> 00:03:56.305]  And it's always the same with these guys.
[00:03:56.365 --> 00:03:58.787]  It's always a double standard with these guys.
[00:03:59.487 --> 00:04:10.455]  I don't recall any trigger warnings going off back when Democrat President Jimmy Carter was in office, when basically he said the same thing during the Iran hostage crisis.
[00:04:11.276 --> 00:04:14.118]  Jimmy Carter prohibited immigration.
[00:04:14.618 --> 00:04:15.859]  He restricted visas.
[00:04:16.459 --> 00:04:20.042]  There was no Iranians allowed to enter the country.
[00:04:20.598 --> 00:04:26.361]  And a virtual shutting off of all Iranian immigration into this country by refusing new visas to Iranian citizens.
[00:04:27.021 --> 00:04:30.683]  Moreover, the President warned these four steps may be just the beginning.
[00:04:31.544 --> 00:04:35.706]  The steps I have ordered today are those that are necessary now.
[00:04:37.047 --> 00:04:46.472]  Other action may become necessary if these steps do not produce the prompt release of the hostages.
[00:04:48.188 --> 00:04:50.327]  Well, I tell you what, sounds a lot like Trump, doesn't it?
[00:04:51.448 --> 00:04:59.910]  And remember how butthurt everyone got just a few months ago when Donald Trump said that the Muslim ghetto in Brussels looks like a hellhole?
[00:05:00.550 --> 00:05:05.231]  The media said that it was an insult to the Belgian capital.
[00:05:05.711 --> 00:05:09.612]  But in reality, it was a prophetic sign of things to come.
[00:05:10.032 --> 00:05:10.832]  Go to Brussels.
[00:05:10.912 --> 00:05:13.252]  There's something going on, and it's not good.
[00:05:13.272 --> 00:05:14.913]  There's something bad going on.
[00:05:14.933 --> 00:05:15.713]  You go to Brussels.
[00:05:15.813 --> 00:05:18.193]  I was in Brussels a long time ago, 20 years ago.
[00:05:18.534 --> 00:05:20.354]  So beautiful, everything's so beautiful.
[00:05:21.114 --> 00:05:23.155]  It's like living in a hellhole right now.
[00:05:23.455 --> 00:05:30.077]  And that was a warning from Donald Trump earlier this year in January before the recent terrorist attacks in Brussels.
[00:05:30.677 --> 00:05:40.260]  And now that his prediction has come true, a lot of people that didn't necessarily agree with Trump in the past, well they are now having to admit that he was right.
[00:05:41.385 --> 00:05:43.605]  I thought Donald Trump sounded really reasonable today.
[00:05:43.625 --> 00:05:45.786]  My law enforcement background kicked in.
[00:05:45.826 --> 00:05:46.546]  Why did you say that?
[00:05:46.566 --> 00:05:47.006]  Isn't that crazy?
[00:05:47.026 --> 00:05:49.427]  Because we need to be forceful.
[00:05:49.487 --> 00:05:52.667]  We can't have these muted responses to terror.
[00:05:52.787 --> 00:05:54.628]  Let me also say this about Donald Trump.
[00:05:54.648 --> 00:05:56.188]  You know, we trash him often here.
[00:05:57.168 --> 00:06:00.569]  Bottom line is, in January, and you've been saying that.
[00:06:00.609 --> 00:06:01.289]  I've been saying that.
[00:06:01.389 --> 00:06:05.110]  In January of this year, he said Brussels was a hellhole.
[00:06:05.130 --> 00:06:06.450]  So he's right on a couple of things.
[00:06:06.470 --> 00:06:09.051]  So his foreign policy isn't so outrageous.
[00:06:09.755 --> 00:06:12.337]  Wow, there's something you don't see every day.
[00:06:12.798 --> 00:06:18.803]  Even the left-leaning women on the daytime TV show, The View, are starting to agree with Trump.
[00:06:19.603 --> 00:06:21.345]  I want to get something straight right now.
[00:06:21.905 --> 00:06:25.128]  I don't necessarily agree with Trump on all of the issues.
[00:06:25.248 --> 00:06:25.808]  Of course not.
[00:06:25.868 --> 00:06:30.973]  Especially his views on waterboarding, torture, and the surveillance state.
[00:06:31.073 --> 00:06:34.956]  I strongly disagree with Donald Trump on those issues.
[00:06:35.497 --> 00:06:38.099]  But I like what he's saying about Muslim immigrants.
[00:06:39.318 --> 00:06:46.863]  And a temporary ban from letting them enter the country, just like President Jimmy Carter did during the Iran hostage crisis.
[00:06:47.203 --> 00:06:56.509]  Look, the Obama White House has allowed over 680,000 green cards to Muslims over the past five years.
[00:06:56.649 --> 00:06:56.509]  680,000!
[00:06:57.990 --> 00:07:04.133]  While at the same time, intelligence agencies all across the board are warning us that
[00:07:05.234 --> 00:07:08.577]  ISIS will infiltrate the migrant population.
[00:07:08.837 --> 00:07:13.160]  Letting them in could very well be a Trojan horse.
