[00:00:00.169 --> 00:00:06.452]  Put in your theory of the case, where does Joe Biden's they're-all-fascist or semi-fascist fit in?
[00:00:06.572 --> 00:00:10.013]  And what do you anticipate he's going to tell the nation on Thursday night?
[00:00:13.015 --> 00:00:15.196]  Well, absolutely, what you just said is what he's going to say.
[00:00:15.556 --> 00:00:20.975]   he's going to say the republicans want to take your vote republicans will take your right to kill children
[00:00:20.975 --> 00:00:26.136]   republicans are evil they're bad and basically demonize the republican party
[00:00:26.136 --> 00:00:30.676]   pop down because the populist realignment happen through the republican party does the
[00:00:30.676 --> 00:00:31.915]   democratic party
[00:00:31.915 --> 00:00:35.335]   and so he's gonna try to basically expand this idea
[00:00:35.335 --> 00:00:37.975]   of beginning to outlaw the political
[00:00:37.975 --> 00:00:41.156]   opposition and democrats have been talking about outlawing the republican
[00:00:41.156 --> 00:00:43.656]   party uh... we see them
[00:00:43.656 --> 00:00:46.676]   going around the country with goser
[00:00:46.676 --> 00:00:51.594]   uh... and with green and with countless other races right here in texas
[00:00:51.594 --> 00:00:55.915]   uh... with members of congress the democrats are trying in court cases
[00:00:55.915 --> 00:01:01.396]   to bar multiple current members of congress and people running from
[00:01:01.396 --> 00:01:04.016]   congress to be able to not run because
[00:01:04.016 --> 00:01:20.057]   they questioned the the twenty twenty election And then turning around, he's going to have an address and say that the Republicans are fascist, they don't want dead people and illegal aliens voting, and they don't want mail-in ballots the same way we know they stole the 2020 election.
[00:01:20.097 --> 00:01:39.891]   So it's going to be a declaration of war, an expansion of the ongoing declaration of war, not just against America's energy, Not just our borders, not just our sovereignty, not just our currency, not just the value of our dollar, but a further declaration of war against anyone questioning any of their fraudulent narratives that are collapsing.
[00:01:44.632 --> 00:01:49.613]  Rallying patriots worldwide in defense of human liberty.
[00:01:49.453 --> 00:01:51.453]  It's Alex Jones.
[00:01:51.453 --> 00:02:11.453]  [Music]
[00:02:11.801 --> 00:02:12.701]  Tomorrow's news.
[00:02:12.981 --> 00:02:13.421]  Today.
[00:02:15.562 --> 00:02:17.343]  All you have to do is check out what I'm saying.
[00:02:17.603 --> 00:02:23.666]  And that's why they run the fake headline against myself and Tucker Carlson everywhere, every day.
[00:02:24.506 --> 00:02:26.147]  Jones admits he's an actor.
[00:02:27.027 --> 00:02:29.388]  Or Tucker Carlson says nobody would take me seriously.
[00:02:30.689 --> 00:02:31.429]  Where do we say that?
[00:02:31.750 --> 00:02:32.470]  We never said that.
[00:02:32.510 --> 00:02:34.811]  They just say we said that.
[00:02:36.092 --> 00:02:36.872]  But where's the clip?
[00:02:37.132 --> 00:02:38.253]  Where's the article?
[00:02:38.273 --> 00:02:38.993]  Where do we say that?
[00:02:39.013 --> 00:02:40.093]  It doesn't exist.
[00:02:40.653 --> 00:02:44.714]  Alex Jones is playing a character and is a performance artist.
[00:02:45.054 --> 00:02:47.975]  Jones is playing a character on his radio show.
[00:02:48.135 --> 00:02:52.216]  The radio rants of Alex Jones are just an act.
[00:02:52.657 --> 00:02:54.597]  He's actually a performance artist.
[00:02:54.777 --> 00:02:56.057]  He's a performance artist.
[00:02:56.418 --> 00:02:57.578]  Alex Jones is a fake.
[00:02:58.238 --> 00:03:01.962]  They're lying to you because they think you're stupid.
[00:03:02.502 --> 00:03:06.646]  And it's all based on the custody battle with my ex-wife five years ago.
[00:03:06.666 --> 00:03:14.494]  And she was trying to put into evidence me dressed up more than a decade before, like the Joker, being sarcastic, saying, take your Prozac, kids.
[00:03:14.534 --> 00:03:15.795]  Take your illegal drugs, too.
[00:03:15.815 --> 00:03:16.876]  You'll die.
[00:03:16.916 --> 00:03:17.496]  It's fun.
[00:03:17.857 --> 00:03:19.558]  So people wouldn't take drugs.
[00:03:20.619 --> 00:03:24.041]  And they wanted to enter that in evidence and say, look, he's insane, telling kids to use drugs.
[00:03:24.662 --> 00:03:30.886]  And my lawyer went, when Jack Nicholson plays the part of the Joker, no one thinks that's really Jack Nicholson.
[00:03:30.926 --> 00:03:33.187]  So yeah, when I've been Cobra Commander.
[00:03:33.627 --> 00:03:34.788]  Hail Cobra!
[00:03:35.068 --> 00:03:35.969]  Or Optimus Prime.
[00:03:35.989 --> 00:03:37.970]  Autobots, let's roll!
[00:03:38.250 --> 00:03:40.852]  Or the Joker, because I can do imitations of them all really good.
[00:03:41.352 --> 00:03:42.013]  Or Darth Vader.
[00:03:42.233 --> 00:03:44.434]  Don't act so surprised, globalist.
