[00:00:00.000 --> 00:00:08.000]  [Music]
[00:00:08.000 --> 00:00:10.000]  The globalists are afraid of the light.
[00:00:10.307 --> 00:00:11.628]  They work in shadow.
[00:00:11.648 --> 00:00:15.810]  When you turn the light on, they run around scared.
[00:00:16.250 --> 00:00:18.051]  We need to turn the light on.
[00:00:18.091 --> 00:00:19.512]  We need the enlightenment.
[00:00:20.032 --> 00:00:22.393]  We need to show what is really happening.
[00:00:22.413 --> 00:00:29.577]  We need to show another point of view on what is happening in Ukraine and Russia and America.
[00:00:33.818 --> 00:00:37.818]  It's Saturday, February 12, 2022.
[00:00:37.818 --> 00:00:45.818]  InfoWars.
[00:00:46.166 --> 00:00:47.767]  Tomorrow's news today.
[00:00:49.668 --> 00:00:52.709]  The globalist house of cards has collapsed.
[00:00:54.410 --> 00:01:01.112]  It's not just Tucker Carlson and Joe Rogan now openly calling the COVID tyranny a Hitlerian dream.
[00:01:01.913 --> 00:01:03.793]  Now it's even Bill Maher.
[00:01:05.034 --> 00:01:09.956]  When I saw the Bill Maher clip this morning from his Friday show on HBO last night, I actually went and looked it up.
[00:01:10.656 --> 00:01:12.897]  It turns out it really is a Hitler quote.
[00:01:13.591 --> 00:01:18.951]   that you're about to see amongst this other string of Trudeau statements out of Canada
[00:01:18.951 --> 00:01:25.992]   that is so incredible. What do we do with these vaccine refuseniks that just take up space?
[00:01:25.992 --> 00:01:27.350]  Here it is.
[00:01:27.350 --> 00:01:37.192]   The small fringe minority of people who are on their way to Ottawa or who are
[00:01:38.152 --> 00:01:47.990]   holding unacceptable views that they're expressing do not represent the views of Canadians who have
[00:01:47.990 --> 00:01:55.670]   been there for each other, who know that following the science and stepping up to protect each other
[00:01:55.670 --> 00:02:01.990]   is the best way to continue to ensure our freedoms, our rights, our values as a country.
[00:02:02.138 --> 00:02:12.605]  We are not intimidated by those who hurl insults and abuse at small business workers and steal food from the homeless.
[00:02:13.581 --> 00:02:17.562]  We won't give in to those who fly racist flags.
[00:02:18.502 --> 00:02:25.463]  We won't cave to those who engage in vandalism or dishonor the memory of our veterans.
[00:02:26.044 --> 00:02:30.124]  So to those responsible for this behavior, it needs to stop.
[00:02:30.484 --> 00:02:34.685]  There's a level of admiration I actually have for China.
[00:02:36.826 --> 00:02:53.900]   Because their basic dictatorship... Regardless of the fact that we are Attacking your fundamental rights, or limiting your fundamental rights, and the Charter says that's wrong, we're still going to go ahead and do it.
[00:02:54.540 --> 00:02:57.423]  Yes, we're going to get out of this pandemic with vaccination.
[00:02:58.084 --> 00:03:01.427]  And we all know people who are hesitating a little bit.
[00:03:01.567 --> 00:03:04.250]  We will continue to try to convince them.
[00:03:04.290 --> 00:03:07.633]  But there are also people who are fiercely opposed to vaccination.
[00:03:07.693 --> 00:03:08.434]  Who are extremists.
[00:03:08.714 --> 00:03:12.878]  Who don't believe in science, who are often misogynistic, often racist too.
[00:03:14.079 --> 00:03:16.700]  A small group that takes up space.
[00:03:16.820 --> 00:03:21.142]  And there, you have to make a choice as a leader, as a country.
[00:03:21.162 --> 00:03:23.403]  Do we tolerate these people?
[00:03:23.483 --> 00:03:28.225]  Or do we say, well, let's see, most people, almost 80% of Quebeckers have done what had to be done.
[00:03:28.245 --> 00:03:29.586]  They got vaccinated.
[00:03:29.606 --> 00:03:32.967]  We want to go back to the things we like to do.
[00:03:33.027 --> 00:03:36.329]  It's not these people who are going to block us.
[00:03:39.147 --> 00:03:41.148]  Yep, those are Hitler quotes, ladies and gentlemen.
[00:03:41.308 --> 00:03:49.773]  And on that same French show, French-Canadian show, they had elementary students on saying, I think we should put people in prison.
[00:03:49.813 --> 00:03:52.715]  I think we should shoot people that don't take the shots.
[00:03:53.416 --> 00:03:54.817]  And they clap and they smile.
[00:03:56.397 --> 00:03:59.559]  They can get you to accept camps and forced injections.
[00:04:00.040 --> 00:04:02.141]  They can get you to accept anything.
[00:04:03.660 --> 00:04:09.922]  But the good news is the whole world is waking up right now, and this globalist takeover is in free fall.
[00:04:09.963 --> 00:04:10.783]  Here's Bill Maher.
[00:04:11.883 --> 00:04:14.464]  Last night, we've got some big guests for you today.
[00:04:15.285 --> 00:04:17.445]  So much we're about to cover, but first I wanted to hit this.
[00:04:17.906 --> 00:04:20.807]  Here's Bill Maher reading the quote and saying, that's a Hitler quote.
[00:04:20.827 --> 00:04:22.848]  I thought, you know, that is a Hitler quote.
[00:04:23.628 --> 00:04:25.189]  It's paraphrased, but it's almost the same.
[00:04:25.889 --> 00:04:29.170]  It's almost identical, that these people are just taking up space.
[00:04:30.171 --> 00:04:31.071]  What are we going to do with them?
[00:04:31.653 --> 00:04:34.776]  We've got to make a decision about what are we going to do with these people.
[00:04:35.177 --> 00:04:41.804]  When you start going, hey, the majority of us got to decide what we're going to do with this group of people that are bad.
[00:04:41.824 --> 00:04:46.690]  Then they have little kids on the same show to say, I say put them in prison.
[00:04:47.290 --> 00:04:48.251]  I say shoot them.
[00:04:48.672 --> 00:04:49.573]  And they're clapping.
[00:04:49.653 --> 00:04:50.534]  It's so sick.
[00:04:51.377 --> 00:04:53.619]  This is to cover up their globalist takeover.
[00:04:53.939 --> 00:04:57.442]  And finally, people like Bill Maher get, this will ruin his future, his life.
[00:04:57.702 --> 00:05:09.992]  Why would you want to get rid of a free, open system that's got a few problems, but is wonderful compared to a tyranny, and replace it with a mix of communist China, North Korea, Hitler's Nazi Germany, and Soviet Russia?
[00:05:11.653 --> 00:05:18.018]  With a large sprinkling of what we saw in Venezuela under Hugo Chavez.
[00:05:18.999 --> 00:05:19.860]  Here's what Maher had to say.
[00:05:20.882 --> 00:05:23.063]  But I'm asking about the bigger issue here.
[00:05:23.123 --> 00:05:28.207]  It's like, why did this... And why truckers?
[00:05:28.427 --> 00:05:38.113]  And I thought, you know, like, during the pandemic, you know, I talked about this many times, you know, we would see these ads, we're all in it together, and I'd think, no, we're not.
[00:05:39.334 --> 00:05:39.894]  No, we're not.
[00:05:40.555 --> 00:05:45.258]  There are some people who stay home and some people who bring them the food.
[00:05:47.145 --> 00:05:56.623]  You know, if you're just ordering Amazon, and you don't ever have to go out, and your job you can do remotely, but who's bringing the Amazon things?
[00:05:57.084 --> 00:05:57.665]  The trucker.
[00:05:58.817 --> 00:06:16.163]  You know, it was just, it looked, you did not use that word elitist in your whole speech, but like, that's the word that I think is on people's tongues and minds and I mean that certainly is what populists, including bad ones like Trump, play on.
[00:06:16.563 --> 00:06:24.626]  But there is this idea, and it's not wrong, that some people are staying home in their Lululemons and other people...
[00:06:26.167 --> 00:06:37.018]  And you know I can afford to like wait out and get a free vacation and money from the government and other people can't and they're pissed off the people who can't.
[00:06:37.378 --> 00:06:38.819]  I think you're totally right about that Bill.
[00:06:39.940 --> 00:06:42.183]  I will say one more thing though.
[00:06:42.403 --> 00:06:51.752]   I think one step beyond that is this is also Furthermore, a group of people who have, further by the elites, been excluded in the name of capital-I inclusion.
[00:06:52.012 --> 00:06:55.736]  I was a biotech CEO when the George Floyd protests played out in 2020.
[00:06:56.336 --> 00:06:57.717]  I was still a biotech CEO back then.
[00:06:58.218 --> 00:07:07.427]  Back then, every institutional elite in America, in other countries around the world, but especially in America, would step up and say, what we need to do is we need to listen and open our hearts and minds.
[00:07:07.907 --> 00:07:12.970]  And I think those same institutional leaders would now do well to take a page from that playbook in listening to these truckers, too.
[00:07:12.990 --> 00:07:16.451]  Right, I mean... Actually, listen to what they have to say.
[00:07:17.212 --> 00:07:18.713]  I mean, Justin Trudeau.
[00:07:19.573 --> 00:07:19.833]  What?
[00:07:21.334 --> 00:07:22.735]  You're laughing, but Justin Trudeau.
[00:07:22.775 --> 00:07:25.056]  I mean, I thought he was kind of a cool guy.
[00:07:25.076 --> 00:07:27.597]  And I started to read what he said.
[00:07:28.138 --> 00:07:29.378]  This is a couple of weeks ago.
[00:07:29.438 --> 00:07:34.241]  He was, or maybe this is September, but he was talking about people who are not vaccinated.
[00:07:35.390 --> 00:07:36.871]  He said, they don't believe in science.
[00:07:36.911 --> 00:07:39.073]  They're often misogynistic, often racist.
[00:07:39.273 --> 00:07:39.954]  No, they're not.
[00:07:40.014 --> 00:07:41.735]  That was not smart of him at all.
[00:07:41.795 --> 00:07:42.076]  Right.
[00:07:42.116 --> 00:07:44.157]  He said, but they take up space.
[00:07:45.458 --> 00:07:49.041]  And with that, we have to make a choice in terms of a leader as a country.
[00:07:49.462 --> 00:07:51.083]  Do we tolerate these people?
[00:07:51.163 --> 00:07:52.304]  It's like, tolerate?
[00:07:52.344 --> 00:07:53.846]  Now you do sound like him.
[00:07:54.866 --> 00:07:59.030]  And recently he talked about them holding unacceptable views.
[00:07:59.991 --> 00:08:02.613]  I'm surprised to hear that Trudeau said those things.
[00:08:04.352 --> 00:08:05.293]  You didn't see the black face?
[00:08:05.593 --> 00:08:06.053]  No, I'm kidding.
[00:08:09.756 --> 00:08:10.056]  I'm not.
[00:08:10.896 --> 00:08:12.778]  I mean, that was not a good look for him.
[00:08:15.860 --> 00:08:16.280]  All right.
[00:08:16.600 --> 00:08:27.267]  Just as we are here on this Saturday evening, I learned some news and I had to call and check it, but it's confirmed about Joe Rogan dealing with the attacks he's under for the First Amendment or standing up for medical freedom.
[00:08:28.008 --> 00:08:41.772]   So we'll get to that after I go to this interview we taped earlier today with Arkady Mamontov, who is a very popular talk show host in Russia.
[00:08:42.333 --> 00:08:47.437]  He was also part of Russia's strategic nuclear forces back in the Soviet Union.
[00:08:48.798 --> 00:08:51.320]  And he's definitely a well-spoken insider.
[00:08:51.900 --> 00:08:55.303]  And I thought, hey, how about we actually hear from the Russians?
[00:08:57.344 --> 00:09:01.107]  Actually, because we're about to have a nuclear war with them, and we're told it's so wonderful, and they're the devil.
[00:09:01.587 --> 00:09:03.389]  So I've never been to Russia.
[00:09:04.048 --> 00:09:08.671]  Though I got a passport to do it and showed it on TV and they went, Oh my God, he's a Russian agent.
[00:09:08.751 --> 00:09:12.433]  And I had so much court stuff going on and issues that never got to Russia.
[00:09:12.453 --> 00:09:13.754]  But I do want to go to Israel.
[00:09:14.294 --> 00:09:15.315]  I do want to go to Egypt.
[00:09:16.096 --> 00:09:17.576]  I do want to go to places in India.
[00:09:17.657 --> 00:09:20.879]  I do want to go to, because I've been to Europe and stuff.
[00:09:20.939 --> 00:09:22.880]  I've been to Central and South America.
[00:09:25.111 --> 00:09:29.557]  You know, if I go to Brazil to see Bolsonaro, his son invited me a few years ago, I don't work for Bolsonaro.
[00:09:30.138 --> 00:09:32.601]  And if I have the Russians on, I don't work for the Russians.
[00:09:33.682 --> 00:09:37.567]  I do work for my own self-interest of wanting to live in a free, open society.
[00:09:37.628 --> 00:09:46.271]   So that interview we did, Was extremely informative and he insisted on me talking first, I guess for his show.
[00:09:46.591 --> 00:09:51.772]  He's being very nice, but I really wanted to interview him and the lion's share of it is him being interviewed.
[00:09:51.792 --> 00:09:55.633]  Because I know listeners are like me, you're like, Alex, you're okay, but we have your guest on.
[00:09:55.653 --> 00:09:57.354]  That's really what fascinates me.
[00:09:57.414 --> 00:10:05.656]  So this is a popular Russian TV radio host, really breaking down what's happening.
[00:10:05.676 --> 00:10:06.756]  And I don't just believe him.
[00:10:07.476 --> 00:10:09.097]  I've gone and looked at all the pieces of this.
[00:10:10.043 --> 00:10:16.689]  And sure, did Russians probably do some atrocities during World War II in Ukraine or during the Soviet Union?
[00:10:16.869 --> 00:10:18.731]  Absolutely, they had atrocities in Russia.
[00:10:19.251 --> 00:10:26.958]  But Ukraine is as Russian as it gets, as baseball and apple pie as American.
[00:10:27.618 --> 00:10:29.239]  And the West is starting this fight.
[00:10:29.300 --> 00:10:36.766]  So big, powerful, 45-minute interview, commercial-free, about to come up during that interview.
[00:10:38.167 --> 00:10:45.631]  But if I do not sit here, and if I do not promote things, and if I do not get your support, we will not be on air.
[00:10:46.051 --> 00:10:49.213]  And I mean, I'm always on empty, but God always provides.
[00:10:49.793 --> 00:10:57.297]  But under all the attacks, all the censorship, I'm not going to name it all, you know what's going on, the deplatforming, the stuff, it's only money that's kept us on air.
[00:10:57.737 --> 00:11:02.400]  With the huge game-changing events, and the breaking news, and everything we've done together.
[00:11:03.632 --> 00:11:07.296]  I want to thank viewers and listeners for keeping us in the fight.
[00:11:07.636 --> 00:11:08.377]  And I mean that.
[00:11:08.457 --> 00:11:14.864]  I mean, I fear failure against these globalists more than I fear death.
[00:11:15.985 --> 00:11:18.128]  And I don't say that like I'm some stud or hero.
[00:11:18.168 --> 00:11:19.569]  No, this is about self-preservation.
[00:11:20.510 --> 00:11:23.614]  I'm trying to stop war with Russia because I don't want the globalists to win.
[00:11:24.870 --> 00:11:27.851]  I'm not doing it for the Russians, and the Russians aren't doing it for me.
[00:11:28.291 --> 00:11:33.853]  They're doing it for their interests as well, but together, all of us keeping our own houses clean, we'll build a better world.
[00:11:35.434 --> 00:11:40.515]  We stay out of their business, they stay out of ours, until we collaboratively agree to work on something.
[00:11:40.555 --> 00:11:47.318]  So, do I want to see all the investment flowing into Hollywood and pedophilia and leftist garbage?
[00:11:47.478 --> 00:11:47.598]  No.
[00:11:48.438 --> 00:11:51.179]  Do I like black rock money that they get from everybody's investments?
[00:11:51.639 --> 00:11:52.560]  Pushing this as you know.
[00:11:52.600 --> 00:11:57.801]   Do I want to see an alliance with Russia and all their resources.
[00:11:57.821 --> 00:12:06.028]  I mean, the biggest damn country in the world got the most resources in the world, got more oil than North America and the Middle East combined.
[00:12:07.088 --> 00:12:12.613]  But the New World Order for 85 years had their foot on Russia and controlled all of that.
[00:12:13.453 --> 00:12:29.657]   And the dyspora of folks that had fled Russia in the hundred years before the czars were overthrown With the Bolshevik Revolution in 1917, went back over and took over Russia.
[00:12:30.418 --> 00:12:35.842]  And the same type of dyspora, of this time a Nazi dyspora, is what's trying to start the war in Ukraine.
[00:12:36.563 --> 00:12:39.625]  Does it mean the Russians were sweet to everybody in Ukraine in World War II?
[00:12:39.685 --> 00:12:40.166]  Absolutely not.
[00:12:40.706 --> 00:12:42.147]  I don't like the things Stalin did.
[00:12:42.187 --> 00:12:43.488]  I'm not a supporter of Stalin.
[00:12:44.109 --> 00:12:49.773]  The point is, is that the greater evil in the world today is the Western New World Order.
[00:12:50.234 --> 00:12:53.196]  And it is diametrically opposed to Western values.
[00:12:53.991 --> 00:12:55.552]  So, sorry, I've gone off on a rant here.
[00:12:56.052 --> 00:13:00.014]  If you want to keep us on air, you need to go to infowarestore.com.
[00:13:01.015 --> 00:13:01.815]  I won't back down.
[00:13:02.336 --> 00:13:03.116]  I won't sell out.
[00:13:03.576 --> 00:13:04.437]  I can't do it.
[00:13:04.477 --> 00:13:05.197]  It's not in my DNA.
[00:13:05.277 --> 00:13:08.959]  I physically, you could have a gun to my head and said, pray to Satan.
[00:13:09.239 --> 00:13:10.400]  I mean, pull the trigger.
[00:13:11.040 --> 00:13:12.061]  You could have my kids lined up.
[00:13:12.301 --> 00:13:12.961]  I just can't do it.
