[00:00:00.000 --> 00:00:10.000]  [MUSIC]
[00:00:10.000 --> 00:00:24.379]   We now take you live to the Central Texas Command Center in the heart of
[00:00:24.379 --> 00:00:25.539]  the resistance.
[00:00:26.133 --> 00:00:27.773]  Yeah!
[00:00:28.974 --> 00:00:35.057]  We now take you live to the Central Texas Command Center in the heart of the resistance.
[00:00:35.457 --> 00:00:37.858]  You're listening to Alex Jones.
[00:00:40.199 --> 00:00:42.540]  We are going in through and beyond.
[00:00:43.658 --> 00:00:47.400]  We are now inside the operational phase of the New World Order.
[00:00:47.980 --> 00:00:53.162]  Thank you for joining us for this live Sunday, September 25th, 2022 transmission.
[00:00:53.902 --> 00:01:04.547]  We have a very special guest joining us in studio in the second hour, probably one of the most powerful individuals when it comes to exposing the truth about COVID.
[00:01:04.607 --> 00:01:08.989]  Dr. Judy Megavitz will be joining us in studio coming up.
[00:01:09.671 --> 00:01:15.635]  Tonight in the second hour than Owen Schroer, Steve Bannon, and more in Sunday live 6 to 8 p.m.
[00:01:16.015 --> 00:01:17.516]  Central Standard Time this evening.
[00:01:19.157 --> 00:01:26.042]  All hell's breaking loose, like they say, and we have got an incredible broadcast lined up for you.
[00:01:26.602 --> 00:01:32.201]   We have drag queen pedophile story times happening all over the US, including Texas,
[00:01:32.201 --> 00:01:36.802]   where the children don't just put money in the G-strings of the individuals,
[00:01:36.802 --> 00:01:42.762]   the men dress up like women, or hit the clown, but they then spread their legs in the children's face,
[00:01:42.762 --> 00:01:45.641]  and the children grab their crotches.
[00:01:45.641 --> 00:01:53.222]   You tie that together with the teacher up in Canada, with the giant 50XD fake breast in front of the students.
[00:01:54.097 --> 00:02:02.925]  I mean, this is just a pure exercise in conditioning us to accept hell on earth, ladies and gentlemen.
[00:02:03.526 --> 00:02:11.813]  We've got huge nuclear war news, we've got huge economic collapse news, but I think that front and center shows you why we're becoming a cursed nation and a cursed planet.
[00:02:12.594 --> 00:02:13.794]  We have huge economic news.
[00:02:14.235 --> 00:02:20.097]  Billionaire investor Carl Icahn warns the worst is yet to come for investors and compares U.S.
[00:02:20.137 --> 00:02:22.358]  inflation to the fall of the Roman Empire.
[00:02:22.978 --> 00:02:24.799]  EU farmers warn of food shortages.
[00:02:24.819 --> 00:02:25.299]  Reuters.
[00:02:25.799 --> 00:02:27.960]  It's all being done by design.
[00:02:28.300 --> 00:02:32.321]  Meanwhile, electric cars are blowing up at record rates across not just the U.S.
[00:02:32.561 --> 00:02:34.562]  but the world and burning down buildings.
[00:02:35.122 --> 00:02:39.904]  A new great issue being caused by these driving firebombs.
[00:02:40.284 --> 00:02:41.705]  But it's okay because they're liberal.
[00:02:42.995 --> 00:02:45.556]  And the wheels have completely come off the vaccine poison.
[00:02:45.576 --> 00:02:47.656]  We'll talk about that next hour with the doctor in studio.
[00:02:48.116 --> 00:02:54.537]  FDA vaccine advisor on the vaccine panel says children should not take the injections.
[00:02:55.838 --> 00:02:58.038]  So much more on that front.
[00:02:58.458 --> 00:02:59.679]  We told you about this two weeks ago.
[00:02:59.719 --> 00:03:00.819]  Now it's mainstream news.
[00:03:01.259 --> 00:03:10.361]  Israeli investors, investigators, excuse me, find COVID-19 vaccines cause deadly side effects in leaked government documents and video.
[00:03:11.337 --> 00:03:18.102]  New York, the sunset, forced injections, and so much more on that front coming up tonight.
[00:03:18.863 --> 00:03:24.548]  And of course we have the huge Russia news, World War III update, massive troop movements inside Russia.
[00:03:25.686 --> 00:03:26.987]  National draft called up.
[00:03:27.427 --> 00:03:32.872]  Finland shuts borders with Russia as military-age men try to flee Russia for Finland.
[00:03:33.352 --> 00:03:36.675]  As they say, all hell is breaking loose.
[00:03:37.075 --> 00:03:49.685]  The Democrats are in full panic mode as more and more of their even skewed polls that select and sample 15% to 10% more Democrats in their poll still show Republican landslides everywhere.
[00:03:50.106 --> 00:03:54.009]  That also has the system with its hair on fire.
[00:03:55.520 --> 00:03:57.981]  We're going to be covering so much here tonight.
[00:03:58.782 --> 00:04:01.203]  So many critical issues on so many fronts.
[00:04:01.824 --> 00:04:06.366]  Please remember, the way we get past the censors and the big tech blockade is you.
[00:04:06.947 --> 00:04:08.227]  You've been doing an incredible job.
[00:04:08.247 --> 00:04:24.916]   So share the links from InfoWars.com forward slash show and band dot video and share the live show link Right on the front page dealing with the massively positive news with Italy's first female leader set to be elected.
[00:04:25.336 --> 00:04:30.999]  That's why the Atlantic Monthly and other globalist organs that are truly fascist are calling her a fascist.
[00:04:31.119 --> 00:04:33.900]  Mussolini returns to power as a woman.
[00:04:34.321 --> 00:04:43.765]  They're saying because she's against Klaus Schwab and the IMF and the World Bank and other patriots are being elected all over the world because humanity is awakening and fighting back.
[00:04:44.205 --> 00:04:52.696]  The return of fascism in Italy as Italians and Romans climbed the EU buildings and UN buildings and stripped down their globalist flags.
[00:04:53.117 --> 00:04:54.979]  Humanity is rising.
[00:04:55.300 --> 00:04:55.941]  We'll be back.
[00:04:55.781 --> 00:05:13.459]  Stay with us.
[00:05:13.540 --> 00:05:15.540]  Tomorrow's news today.
[00:05:15.540 --> 00:05:19.540]  I've been through the desert on a horse with no name.
[00:05:19.540 --> 00:05:23.540]  It felt good to be out of the rain.
[00:05:23.540 --> 00:05:27.540]  In the desert, you can remember your name.
[00:05:27.540 --> 00:05:31.540]  'Cause there ain't no one for to give you no name.
[00:05:31.540 --> 00:05:46.540]  La la la la la la la la la la la la la.
[00:05:46.540 --> 00:05:49.540]  After two days in the desert.
[00:05:49.540 --> 00:05:56.211]   Ladies and gentlemen, I'm very honored and blessed and pleased and fortunate to be here with you live on this
[00:05:56.211 --> 00:05:58.540]  Sunday transmission.
[00:05:58.782 --> 00:06:05.707]  And we're only here because of the good graces and incredible steadfast support and prayer and word of mouth you've given this broadcast.
[00:06:06.307 --> 00:06:09.229]  This truly is your transmission and I salute and thank you.
[00:06:10.350 --> 00:06:10.690]  Okay.
[00:06:12.461 --> 00:06:19.524]  We have a massive global political realignment against the New World Order, against the corporate fascists and their leftist mobs.
[00:06:20.584 --> 00:06:43.118]   And we see a first woman president of Italy, who the poll show just got elected, Maloney on the cusp of power, Italy shifts right, and we have Atlantic Monthly, the folks owned by Steve Jobs' wife, who constantly hangs out at Epstein Island, Saying the return of fascism in Italy.
[00:06:44.098 --> 00:06:51.140]  Because they don't like 900% increases in their fuel and natural gas.
[00:06:51.180 --> 00:06:54.241]  Because they don't like ongoing COVID lockdowns.
[00:06:55.482 --> 00:07:00.644]  They've elected someone extremely critical of Klaus Schwab and the New World Order.
[00:07:01.384 --> 00:07:09.967]  And all over Italy, in Rome and in Naples and in many other areas, the population went into UN compounds and pulled down UN flags.
[00:07:11.454 --> 00:07:16.816]  And pulled down European flags wherever they could be seen, or EU globalist flags.
[00:07:17.476 --> 00:07:24.058]  So the public understands that this is a globalist operation, and they're taking their country back.
[00:07:24.458 --> 00:07:26.198]  And the same thing's happening in Sweden.
[00:07:27.079 --> 00:07:29.459]  And the same thing is happening in Brazil.
[00:07:30.100 --> 00:07:32.060]  And the same thing is happening in Canada.
[00:07:32.620 --> 00:07:37.342]  The new Conservative leader, who if they held the election today, would beat Trudeau by 40 points.
[00:07:39.062 --> 00:07:44.430]  He would be the new leader of Canada, is completely anti-New World Order, and they call him Alex Jones.
[00:07:45.051 --> 00:07:54.304]  Their press calls him Alex Jones, because he sounds just like me, because he's covering the same real issues of the globalists and the Great Reset, and how to stop them.
[00:07:55.695 --> 00:08:02.721]  Everywhere, humanity is awakening and on the march, and the corrupt globalist empire, monopoly empire, is on the run.
[00:08:03.441 --> 00:08:12.689]  The problem is, they still have the money and the power, and they're launching everything they've got, ladies and gentlemen, against us.
[00:08:12.729 --> 00:08:17.033]  So things are very negative, things are very dark, things are very dangerous.
[00:08:17.533 --> 00:08:21.656]  Those Newtonian physics documents, for every action there's an opposite and equal reaction.
[00:08:21.977 --> 00:08:25.636]   So as long as we don't give up, And keep fighting, we will win.
[00:08:26.177 --> 00:08:26.718]  We have to.
[00:08:27.981 --> 00:08:30.206]  We absolutely have to.
[00:08:31.609 --> 00:08:47.533]   And now the head of the European Union, the unelected bureaucracy, That was just a steel agreement in 1956, is threatening sanctions on Italy if they try to block any of the EU edicts, like cutting off the carbon or shutting down the farms.
[00:08:48.134 --> 00:09:04.871]   But you see the resistance rising in the Netherlands, and rising in the UK, and rising in Canada, and rising in the US, pulls out, absolutely panic the Democrats, again, even though The average mainline establishment poll samples 10-15% more Democrats.
[00:09:05.672 --> 00:09:07.893]  Just standing there more Democrats, which isn't true.
[00:09:08.433 --> 00:09:09.434]  Self-fulfilling prophecy.
[00:09:09.994 --> 00:09:21.562]   Despite that, new national polls show Republicans across the board in the lead in the key races that will be Upon us in 44 days with the midterms.
[00:09:21.963 --> 00:09:26.787]  Democrats see red after latest major poll flips the narrative.
[00:09:27.187 --> 00:09:29.529]  We're going to be getting to that as well tonight.
[00:09:30.090 --> 00:09:39.318]  But really, as I look at all these giant issues, the most important is the economic war against the people, the open attack on our children.
[00:09:39.798 --> 00:09:55.208]   We're going to be getting to And the situation with looming expanded escalated war in Ukraine as the United States and NATO are officially in a war with Russia and Russia is losing.
[00:09:56.880 --> 00:10:14.992]  And so Russia is conscripting and launching the national draft and moving heavy weapons in to begin not a special police action or special military action, but a full-on bombardment and war of scorched earth and leveling areas until their opposition is defeated.
[00:10:15.733 --> 00:10:18.014]  Russia is toe-to-toe with NATO and the United States.
[00:10:18.935 --> 00:10:22.297]  Russia is toe-to-toe with weapons 30 years in advance of what they have.
[00:10:23.218 --> 00:10:30.445]   And if they continue to press things, I believe Putin's going to see this latest assault repelled.
[00:10:32.205 --> 00:10:37.067]  And then Putin's doctrinal directives are to use tactical nuclear weapons.
[00:10:38.567 --> 00:10:40.968]  And the Pentagon is threatening all-out nuclear war.
[00:10:41.048 --> 00:10:41.808]  And so is Putin.
[00:10:42.208 --> 00:10:44.809]  Putin is saying, I'm not bluffing.
[00:10:45.329 --> 00:10:53.631]  So truly, nuclear, thermonuclear, Russian roulette is where we are tonight.
[00:10:55.350 --> 00:11:11.838]  So be sure to say your prayers and have your children say their prayers when you get tucked in at night because the world has never, never, ever, ever been in more danger of a thermal nuclear war.
[00:11:12.599 --> 00:11:18.722]  So just let that sink in and think about that because that's where we are right now.
[00:11:20.363 --> 00:11:27.948]   Now I want to hit really the news that Is the most incredible.
[00:11:28.689 --> 00:11:30.369]  I think nuclear war is the most important.
[00:11:30.649 --> 00:11:32.090]  Economic collapse feeds into that.
[00:11:32.130 --> 00:11:33.190]  It's all part of the Great Reset.
[00:11:34.230 --> 00:11:37.871]  But this particular stack of news is just super positive.
[00:11:38.752 --> 00:11:41.473]  Sure, it confirms some really horrible things.
[00:11:42.953 --> 00:11:45.934]  But at the same time, at least it's coming out.
[00:11:47.394 --> 00:12:01.109]   And to say that the official COVID narrative collapsed around the first of the year, eight months ago, nine months ago, To say that it collapsed is an understatement.
[00:12:02.670 --> 00:12:22.437]  Now the official story hasn't just disintegrated, but it is supercharging whistleblowers at the highest levels of the biomedical cartel to realize what they've done, those that weren't conscious of it or fully in bed with it, to have them engage in an exodus away from big tech.
[00:12:23.621 --> 00:12:28.363]  And away from Big Pharma and away from the Deep State Globalist that launched this attack.
[00:12:28.983 --> 00:12:35.205]  So FDA advisory group rejects COVID boosters for most limits to high-risk groups.
[00:12:35.885 --> 00:12:38.526]  But remember that got overridden because they fired the panel.
