[00:00:00.000 --> 00:00:06.000]  [Music]
[00:00:06.000 --> 00:00:16.000]   According to Pfizer's very limited human trials, 87% of pregnant mothers lost their babies after receiving the shot.
[00:00:16.036 --> 00:00:24.003]  And for those who survived the deadly shot and are able to reproduce, their offspring's DNA is now forever mutated.
[00:00:24.583 --> 00:00:29.745]  There is now irrefutable proof that the mRNA vaccines are a deadly toxin.
[00:00:30.245 --> 00:00:38.548]  Aside from the relentless debilitating spike protein that's keeping everyone who has been jabbed sick, the vaccines contain metals.
[00:00:39.148 --> 00:00:43.509]  Metals that have been observed to self-assemble outside of the body.
[00:00:43.850 --> 00:00:48.011]  And most disturbingly, metals that assemble inside of the body.
[00:00:48.551 --> 00:00:55.773]  Studies show that these metals are found in the blood of 94% of those who have received a COVID vaccine.
[00:00:56.654 --> 00:01:02.415]  And these mysterious conglomerates of metal make their final appearance in the dead.
[00:01:02.935 --> 00:01:11.018]  All over the world, coroners are now finding that the arteries of the vaccinated have been clogged with mysterious growths.
[00:01:11.738 --> 00:01:18.183]  Non-organic masses made up of conductive metals such as aluminum, sodium, and tin.
[00:01:19.003 --> 00:01:23.346]  This is what's most likely causing all the organ failure and heart attacks.
[00:01:24.047 --> 00:01:26.008]  Heart attacks in our children.
[00:01:26.288 --> 00:01:34.211]   Two days ago, I've I flew out my first 10-year-old with a heart attack, and I had to fight the doctor in the ER because he's like, 10-year-olds don't have heart attacks.
[00:01:34.651 --> 00:01:49.494]  And I argued back and forth for 30 minutes to force his hand to get an EKG to find out that he had almost a complete STEMI, which is ST-elevated myocardial infarction, for which you could see it lit up on the 12-lead EKG.
[00:01:49.514 --> 00:01:51.355]  And he's like, well, that's not possible.
[00:01:51.395 --> 00:01:53.595]  And I'm like, well, he was just vaccinated yesterday.
[00:01:53.615 --> 00:01:55.136]  It is very much possible.
[00:01:56.036 --> 00:02:02.099]  At any given time, people are getting a hold of me and the nurse advocates at American Frontline Nurses to help advocate.
[00:02:02.139 --> 00:02:04.481]  Because as you've seen, there's victim shaming.
[00:02:04.501 --> 00:02:07.102]  That, oh, it's anxiety.
[00:02:07.242 --> 00:02:08.103]  Oh, it's this.
[00:02:08.623 --> 00:02:18.962]   But in actuality, if they put down that it was a vaccine injury, The physician, the corporation, the hospital, the clinic, they actually won't get reimbursed, so it gets labeled as anxiety.
[00:02:19.542 --> 00:02:26.047]  According to the whistleblowers, the doctors are lying about the vaccine deaths to make a few thousand bucks.
[00:02:26.608 --> 00:02:29.290]  Is that why Trump has been pushing the deadly shots?
[00:02:29.750 --> 00:02:33.453]  Killing our own children for a measly million dollars?
[00:02:34.133 --> 00:02:44.797]  Now that the truth about the deadly COVID vaccines is finally starting to break free, the mainstream media is shifting their narrative and blaming it all on President Trump.
[00:02:45.218 --> 00:02:53.261]  And they've already laid the groundwork back in 2016, when the herd was told to believe that Trump is literally Hitler.
[00:02:53.681 --> 00:02:56.122]  We should look at Adolf Hitler in 1929.
[00:02:56.522 --> 00:03:00.423]  He was a kind of a funny kind of character that said the things that people were thinking.
[00:03:01.383 --> 00:03:04.584]  Where Donald Trump takes it, I have absolutely no idea.
[00:03:05.044 --> 00:03:08.625]  But Donald Trump is a dangerous man with the things that he has been saying.
[00:03:08.725 --> 00:03:12.366]  You might argue that Trump is innocent, but he doesn't.
[00:03:12.826 --> 00:03:16.207]  He brags of all the lives he has saved.
[00:03:16.727 --> 00:03:19.868]  And the herd will believe what they are told to believe.
[00:03:20.228 --> 00:03:25.350]  It shows you how unpainful that vaccine shot is, so everybody go get your shot.
[00:03:25.771 --> 00:03:29.452]  It works incredibly well, 95%, maybe even more than that.
[00:03:29.492 --> 00:03:30.813]  It works incredibly well.
[00:03:31.133 --> 00:03:35.475]  It's a great vaccine, it's a safe vaccine, and it's something that works.
[00:03:35.695 --> 00:03:38.376]  I recommend you take it, but I also believe in your freedoms 100%.
[00:03:39.436 --> 00:03:47.058]  When you have the vaccine, people that do, and it's a very small number, relatively, but people that do get it get better much quicker.
[00:03:47.358 --> 00:03:48.759]  That's a very important thing to know.
[00:03:49.399 --> 00:03:52.280]  They don't get nearly as sick and they get it, they get better.
[00:03:52.320 --> 00:03:53.600]  Lindsey Graham's an example.
[00:03:53.660 --> 00:03:55.841]  He said, if I didn't have this vaccine, I would have died.
[00:03:56.081 --> 00:03:56.722]  And you know what?
[00:03:56.822 --> 00:03:58.363]  I believe totally in your freedoms.
[00:03:58.443 --> 00:03:59.104]  I do.
[00:03:59.124 --> 00:04:00.225]  You gotta do what you have to do.
[00:04:00.325 --> 00:04:00.606]  But!
[00:04:01.467 --> 00:04:03.268]  I recommend take the vaccines!
[00:04:03.368 --> 00:04:04.349]  I did it, it's good.
[00:04:04.450 --> 00:04:05.310]  Take the vaccines.
[00:04:05.391 --> 00:04:07.713]  But... You got... No, that's okay.
[00:04:07.753 --> 00:04:08.514]  That's alright.
[00:04:09.294 --> 00:04:10.255]  You got your freedoms.
[00:04:11.468 --> 00:04:13.368]  But I happen to take the vaccine.
[00:04:13.388 --> 00:04:15.429]  The vaccines do work and they are effective.
[00:04:16.309 --> 00:04:22.871]  I am, I think I saved many, I don't think, I know I saved millions and millions of lives throughout the world.
[00:04:22.931 --> 00:04:24.731]  We could have had another Spanish flu.
[00:04:25.211 --> 00:04:29.613]  We could have had, you know, in 1917, close to 100 million people died, they say.
[00:04:30.153 --> 00:04:31.113]  But it was really bad.
[00:04:31.913 --> 00:04:37.716]  And now other countries are using our vaccines and, you know, they're tremendously successful.
[00:04:37.756 --> 00:04:41.397]  You're playing right into their hands when you're sort of like, oh, the vaccine.
[00:04:41.838 --> 00:04:44.219]  If you don't want to take it, you shouldn't be forced to take it.
[00:04:44.659 --> 00:04:45.339]  No mandates.
[00:04:45.639 --> 00:04:50.041]  But take credit, because we saved tens of millions of lives.
[00:04:50.121 --> 00:04:50.601]  Take credit.
[00:04:50.882 --> 00:04:52.682]  Don't let them take that away from you.
[00:04:52.942 --> 00:04:55.283]  Okay, so the president made news... Do you agree with that?
[00:04:55.103 --> 00:04:56.103]  You with that?
[00:04:56.103 --> 00:04:57.103]  Great.
[00:04:57.103 --> 00:05:07.103]   Good afternoon and welcome to the Alex Jones Show in New York.
[00:05:07.041 --> 00:05:13.762]  It is Sunday the 28th of August and Alex has graciously asked me to host today's broadcast.
[00:05:13.862 --> 00:05:16.523]  I'm Maria Zee from ZeeMedia.com.
[00:05:16.543 --> 00:05:23.325]  A couple of weeks ago I was on the Alex Jones Show talking about the testing ground of Australia.
[00:05:23.785 --> 00:05:33.328]   We are the beta test for the New World Order and that is evidence through everything that we went through But I've also got evidence for you today of what they call the Melbourne Experiment.
