[00:00:02.995 --> 00:00:03.735]  Big Brother.
[00:00:04.696 --> 00:00:05.956]  Mainstream media.
[00:00:07.016 --> 00:00:08.137]  Government cover-ups.
[00:00:08.797 --> 00:00:10.237]  You want to stop tyranny?
[00:00:10.858 --> 00:00:12.218]  Well, so does he.
[00:00:13.018 --> 00:00:17.760]  Live from the InfoWars.com studios, it's Alex Jones.
[00:00:19.921 --> 00:00:25.683]  Alright, we've got a very special Sunday evening version or type of broadcast.
[00:00:25.883 --> 00:00:27.583]  We're always informative, we're always important.
[00:00:28.504 --> 00:00:35.253]   But tonight, We're gonna have several special guests in studio in the third and fourth hour.
[00:00:35.433 --> 00:00:41.058]  Ali Alexander, Eddie Bravo, Harrison Smith will also be co-hosting.
[00:00:41.879 --> 00:00:46.462]  That is coming up tonight.
[00:00:47.243 --> 00:00:55.550]  But the planet's really aligned with political crossover in the populist free speech sphere.
[00:00:57.768 --> 00:01:10.578]  On Saturday, I was interviewed by Steve Bannon, who was very, very gracious, and I think did a great job, brought up a lot of really important points, basically a full endorsement of InfoWars, and some pretty amazing statements.
[00:01:10.638 --> 00:01:14.841]  We're going to be airing a large part of that hour-long interview in this hour.
[00:01:16.322 --> 00:01:24.689]  And then, in the second hour, it was on Rockfin at the Alex's War premiere with Glenn Greenwald, Alex Moyer, and myself.
[00:01:26.343 --> 00:01:27.364]  That's a streaming service.
[00:01:27.684 --> 00:01:29.184]  We're going to play about half the interview.
[00:01:29.204 --> 00:01:31.185]  You'll find the rest at Rockfin.
[00:01:32.386 --> 00:01:37.889]  Coming up in the second hour today, and that's Glenn Greenwald interviewing me.
[00:01:37.929 --> 00:01:39.049]  And it was pretty powerful.
[00:01:39.490 --> 00:01:46.833]  And we're also on the eve of this kangaroo court trial, one of three that starts in Austin tomorrow.
[00:01:47.494 --> 00:01:52.896]  The Democratic Party and their anti-gun movement using the Sandy Hook folks as their foil.
[00:01:54.540 --> 00:02:00.140]   and their admitted plan to try to bankrupt us and silence us and take us off the air and then use that model
[00:02:00.140 --> 00:02:07.820]   to ban everybody else's speech. We're on the eve of that unfolding and just to be there
[00:02:07.820 --> 00:02:12.860]   and to be talking about the attack on free speech not just here but worldwide and then to see
[00:02:12.860 --> 00:02:16.140]  the deep state's activities against me.
[00:02:16.315 --> 00:02:18.676]  It doesn't make me mad that they're doing this to me.
[00:02:19.437 --> 00:02:21.959]  I know it's designed for everybody else, and they admit it is.
[00:02:22.719 --> 00:02:32.967]  And just to see the media and the judges and the system working in concert to say, you can't talk about the First Amendment, you're already guilty when we have this trial, you can't say you're innocent.
[00:02:33.007 --> 00:02:35.409]  Well, I mean, a guy found with dead bodies can say he's innocent.
[00:02:35.930 --> 00:02:37.471]  You will not tell the jury you're innocent.
[00:02:37.531 --> 00:02:38.171]  This is an order.
[00:02:38.572 --> 00:02:39.953]  You will not mention the First Amendment.
[00:02:42.950 --> 00:02:44.251]  You won't tell them you're bankrupt.
[00:02:45.252 --> 00:02:47.735]  You won't tell them any of this so they don't know anything.
[00:02:48.135 --> 00:02:49.297]  They're just told he's guilty.
[00:02:49.617 --> 00:02:51.519]  Now we're going to tell you how guilty he is.
[00:02:52.160 --> 00:02:54.462]  That is beyond even like North Korea.
[00:02:56.444 --> 00:02:57.705]  That's beyond Venezuela.
[00:02:57.865 --> 00:03:00.708]  I mean, this is just ridiculous.
[00:03:02.050 --> 00:03:07.340]   If they bother to have a trial in Venezuela or North Korea, Then they at least put on some show.
[00:03:07.420 --> 00:03:09.283]  Usually they just take you out back and shoot you in the back of the head.
[00:03:09.323 --> 00:03:11.606]  But that's where all this is going.
[00:03:12.087 --> 00:03:14.450]  And this is the stuff that happened early on in Nazi Germany.
[00:03:15.091 --> 00:03:15.932]  De-platforming.
[00:03:16.012 --> 00:03:16.913]  De-banking people.
[00:03:17.334 --> 00:03:20.278]  Corporations ganging up and taking folks out of the market.
[00:03:21.052 --> 00:03:25.253]  Then you're put in ghettos, then you don't get trials, or you don't get fair trials, then you don't get trials.
[00:03:25.674 --> 00:03:27.994]  I mean, this is real bonafide tyranny.
[00:03:28.235 --> 00:03:37.838]  The stuff you read about in history books, you just get angry hearing about corrupt government like this, and then you see it, and it's weird, laughing, smiling, leptist, almost all of them women.
[00:03:38.858 --> 00:03:41.899]  It's like, oh, they're women, so they get to violate everybody's rights.
[00:03:42.259 --> 00:03:42.920]  It's cute and fun.
[00:03:43.280 --> 00:03:49.162]  Oh, you're a convicted pedophile, but you dress up like a woman, so you can come into the public school and have five-year-olds sit in your lap.
[00:03:50.888 --> 00:03:55.422]  I mean, just unbelievable to have a bird's eye view, a 35,000 view, but also a point-blank range view.
[00:03:58.969 --> 00:04:04.569]   of this, it's insane. We also have massive new lockdown news, massive carbon tax news,
[00:04:04.569 --> 00:04:08.169]   huge developments we'll be hitting as well. We'll kind of do a news, once we come back,
[00:04:08.169 --> 00:04:12.009]   we'll get into the big band interview. And separately, got a lot of new products.
[00:04:12.009 --> 00:04:15.610]   Our products have been sold out back at InforShore.com. We need money now more than ever
[00:04:15.610 --> 00:04:19.930]   just to stay on air. So thank you for your support. We have the great natural fat burner
[00:04:19.930 --> 00:04:25.610]   now in diet force that's so healthy for your body and turns up not just your
[00:04:27.050 --> 00:04:31.048]   overall metabolic rate but also very good for your immune system.
[00:04:31.160 --> 00:04:32.200]  It's 40% off.
[00:04:32.260 --> 00:04:33.601]  Infowarstore.com.
[00:04:35.261 --> 00:04:36.221]  Adi's Ultimate Tumor Formula.
[00:04:36.241 --> 00:04:37.041]  It's back in stock.
[00:04:37.281 --> 00:04:37.902]  25% off.
[00:04:37.942 --> 00:04:41.202]  We have the Toothpaste Trifecta for 50% off.
[00:04:41.442 --> 00:04:45.683]  And tomorrow, Vitamin Mineral Fusion will be back in the store.
[00:04:45.783 --> 00:04:47.004]  It's already at the warehouse.
